Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_TSLA,Predicted_Covariance,Future_Cov_45_TSLA,Beta_Predicted
2013-04-17,8.959564094882932e-05,0.19993516660874108,0.002778592595838221,0.9814508529658218,9.975738732196786e-05,6.974988588060946e-05,1.1134178657077995
2013-04-18,9.719405369416862e-05,0.20254127401993258,0.0026859549414280175,1.0544856555878146,0.00010348627308590619,7.396865329730069e-05,1.0647387278602114
2013-04-19,7.72897485213767e-05,0.19267898299482591,0.00271389374688228,1.0048975225420458,8.824532616205184e-05,7.292342401005166e-05,1.1417468403024376
2013-04-22,7.797978274745508e-05,0.18659095253225985,0.0025835404699909807,0.921933194231608,8.375085062199063e-05,6.836181694930774e-05,1.0740072320184029
2013-04-23,8.499754389235151e-05,0.18454254426639502,0.002427274652748779,0.9700745347264648,8.382221878012459e-05,7.17450774278031e-05,0.9861722461802489
2013-04-24,7.773768893068322e-05,0.17797725717309387,0.0022859074360786565,0.9902623688298448,7.502562852213474e-05,7.390889247776324e-05,0.9651126699821658
2013-04-25,6.90805921567358e-05,0.17701792669322847,0.002151449915028319,1.0188833094505474,6.82434376855569e-05,7.619055016467001e-05,0.987881480962417
2013-04-26,7.034557142953508e-05,0.18193871149404076,0.0021432712894280713,1.106465786642237,7.064510399150803e-05,8.338592205326177e-05,1.004258015904711
2013-04-29,6.776168711759701e-05,0.18248135315678757,0.0022294578180375537,1.0222230750777617,7.092677739268754e-05,7.614521235984725e-05,1.0467091421380592
2013-04-30,5.8041023931509805e-05,0.17628010796403107,0.0022358217492216463,1.0438128216878837,6.350229611541739e-05,7.764571367899239e-05,1.094093312177815
2013-05-01,6.311211636341748e-05,0.19465414549893975,0.0022918534872631447,1.0254563347197816,7.403097250092104e-05,7.675716343921344e-05,1.1730072887213874
2013-05-02,6.214021471172626e-05,0.20730511985784128,0.0023168517721568354,1.0393167198977509,7.865847595908408e-05,7.663653942999824e-05,1.2658224038006216
2013-05-03,7.476459886581012e-05,0.19919658314872263,0.0024526997726723016,1.0778188355637528,8.530059957303945e-05,7.83351701349925e-05,1.1409223197484104
2013-05-06,7.535412832838797e-05,0.19482467432788148,0.0026106909710440574,1.035136362667295,8.641223096092204e-05,7.513331026525285e-05,1.146748464587682
2013-05-07,7.392273390092128e-05,0.189384047219345,0.0027516663153366434,1.144084278879631,8.541424121583467e-05,8.688168539307926e-05,1.1554529534894566
2013-05-08,6.958015556766957e-05,0.19446787082256298,0.002825702592808983,1.1645139054823777,8.62290858546229e-05,8.802417060988628e-05,1.2392769914226702
2013-05-09,7.111722928104653e-05,0.16860558906116432,0.003116696186814166,1.3394464719709205,7.937918137322692e-05,0.00010119861869253976,1.1161737060864698
2013-05-10,7.562958883543677e-05,0.1925653792297233,0.003027200056016432,1.4807211441629216,9.21392430989911e-05,0.00011228945069605306,1.2182962319083588
2013-05-13,7.357910230951406e-05,0.20445081338708113,0.0030787813464749642,1.5236409337262595,9.730955992391715e-05,0.00011567586044883856,1.322516269831341
2013-05-14,7.590263764609063e-05,0.21124576732033404,0.003015837190295702,1.711138863722598,0.00010106956490950801,0.00012716225823174895,1.3315685468107525
2013-05-15,7.650099964197039e-05,0.22968387572274504,0.0028850506986915435,1.7048910368657415,0.00010790480584860478,0.00012583723748888948,1.4105019065581657
2013-05-16,7.639729836462006e-05,0.244780254993946,0.0028232061868366715,1.8476912912608825,0.00011368068500549696,0.0001353521295474328,1.4880197001592272
2013-05-17,7.425705624970095e-05,0.27469071783173343,0.002605906785668674,1.9394520515955491,0.00012083487216756159,0.00013862209553915737,1.62725104212636
2013-05-20,7.217439206379002e-05,0.3050550384250141,0.002449597779161685,1.946510321493788,0.00012826765630343428,0.00013980319520020675,1.7771906715898245
2013-05-21,7.13709588975209e-05,0.3201306712582584,0.002388206183123223,1.9657796129534184,0.00013216728243743952,0.0001413390794733728,1.8518355992276068
2013-05-22,7.35750525384875e-05,0.3328223888495915,0.0023062577613333106,1.9810334528002995,0.0001370981979676308,0.00013974034992098787,1.8633788660349784
2013-05-23,7.454058968752127e-05,0.3451194053800545,0.002267397635080872,2.0012735192126585,0.00014188276266068154,0.00014122470250103045,1.9034295711298073
2013-05-24,7.630250921850573e-05,0.3676216136330683,0.002277057362095105,2.022212930258115,0.00015323480944829607,0.00014263521458312913,2.0082538702558406
2013-05-28,7.438631671877e-05,0.35859078843392944,0.0025036906292347423,1.8210259909350155,0.0001547518995095169,0.0001271494551374355,2.0803812627876512
2013-05-29,7.273626036607267e-05,0.3464046209995224,0.0026575127039847784,1.664991939628396,0.00015229892426833153,0.00011893736923267637,2.093851450457169
2013-05-30,7.309916508279677e-05,0.34496672531888745,0.0026574095497982507,1.6757472444270711,0.00015204168011050055,0.00011940385223626013,2.079937300765179
2013-05-31,7.696255068093324e-05,0.3288100730677182,0.0028866998184674158,1.3637387200054831,0.0001549835671012419,9.007154540582357e-05,2.0137529971396546
2013-06-03,7.835861755638394e-05,0.3181647428324993,0.002858492384239561,1.515298840737843,0.00015057884250072148,0.00010079962191088906,1.9216628265853537
2013-06-04,7.696792659140356e-05,0.3190651034616528,0.0021962685313761834,1.6425518975606928,0.0001311828073415236,0.00010870511343983136,1.704382762419057
2013-06-05,8.390672708275947e-05,0.31905481600805596,0.00208114229086488,1.881647588752816,0.00013332591790721272,0.00011517514477651885,1.5889776963378606
2013-06-06,8.864935953499249e-05,0.3212882542509478,0.0018279223133777715,1.9051153909230587,0.0001293336448932862,0.00011450904654634081,1.4589349045689883
2013-06-07,8.584609796353898e-05,0.32612529117308847,0.0017396937206165157,1.8652243556239323,0.00012603209561281374,0.00010624887686657888,1.4681167647985909
2013-06-10,7.344670994631798e-05,0.3263992854945172,0.0017250279239559641,1.8345981803626117,0.00011618055247379614,0.00010471724455723217,1.5818346738568987
2013-06-11,7.540176794643908e-05,0.32935802205272424,0.0018017465186055406,1.723739061419692,0.00012139641345368032,9.491716309343062e-05,1.6099942582236677
2013-06-12,7.564969572692771e-05,0.33595939770598415,0.0017466163032566811,1.7562026757536924,0.00012212065967154997,0.00010219297198876656,1.6142914852211467
2013-06-13,7.668406692361186e-05,0.33193787604377817,0.0017509069737756526,1.9142582721230696,0.00012163005854399292,0.00010263195137656005,1.5861190391108704
2013-06-14,7.978958283363962e-05,0.336793813013657,0.0017461895527443828,1.9160186828654109,0.00012571378281331187,0.00010277780737758476,1.5755663627847722
2013-06-17,6.406673037804978e-05,0.3341303713823823,0.0017534099511409584,1.958242253025271,0.00011198863911922925,0.00010350520307152077,1.7479999128783108
2013-06-18,5.269216623890948e-05,0.33529263187514474,0.0017606351889537328,2.01972585960513,0.00010212491905098641,0.00010568014837655054,1.9381423528489192
2013-06-19,5.313666894497608e-05,0.33973987834267394,0.0017582972749931882,2.36473080055469,0.00010384601638010183,0.00011755950930274991,1.9543192759718555
2013-06-20,6.610900161714408e-05,0.3425877272387599,0.0018169345081399957,2.588214763749284,0.00011873308081748194,9.006859912839756e-05,1.7960198749498408
2013-06-21,6.524441916700448e-05,0.34557052707200075,0.0018217953383848186,2.512349501310628,0.00011914015841721259,8.815948353572452e-05,1.8260589938313736
2013-06-24,5.5679700730278476e-05,0.35270707765327747,0.001793228451566484,2.3567586756612333,0.00011145009196285801,8.846199410139859e-05,2.0016287893273774
2013-06-25,5.683904438603972e-05,0.36241721034205776,0.0017562646318727078,2.447247031811905,0.00011450571810347767,8.797237400661362e-05,2.0145609297330394
2013-06-26,5.616484134519195e-05,0.3762317824082723,0.001741106805026967,2.443701367105958,0.00011765230895649218,8.321684984975135e-05,2.0947679391346474
2013-06-27,5.600093181678947e-05,0.38896816356970837,0.0017152537110385062,2.3676121323206045,0.00012055240169214577,7.976316237536043e-05,2.152685638991516
2013-06-28,5.651835513949762e-05,0.397679361941144,0.0017237501251169865,2.262002173007527,0.00012412663031688672,7.598855549682626e-05,2.196218025286113
2013-07-01,4.0959150997653995e-05,0.37574531060813054,0.001810070408075317,1.9454690998741824,0.00010230969179708007,6.67264086623452e-05,2.4978469842536537
2013-07-02,4.708768430286185e-05,0.3641272860702912,0.001774189171451978,1.939897201421045,0.00010524630388130386,6.644760727752613e-05,2.2351131817052914
2013-07-03,4.5307854285029834e-05,0.3569286325184276,0.0017917592810805718,1.9384613543956235,0.00010169695909780031,6.639763385298695e-05,2.244576811296976
2013-07-05,5.048108536897671e-05,0.35299620065146237,0.0017925904032733001,1.463169441619926,0.00010618786927963743,4.93734470412293e-05,2.103517951396811
2013-07-08,5.858594159480322e-05,0.35052514216657443,0.0017877416002898292,1.549001262802681,0.00011344053195304384,5.296662869914459e-05,1.9363097846515864
2013-07-09,6.185296409698371e-05,0.32018150508799564,0.001771761061745711,1.5093229496327014,0.00010599346176782387,5.033840539091877e-05,1.7136359318468408
2013-07-10,6.043816195282401e-05,0.30174693117519213,0.0016904572979946442,1.49259342302619,9.64496349704201e-05,5.01255717379855e-05,1.59583997682963
2013-07-11,6.428746384905295e-05,0.2967351900992738,0.0015754559022728492,1.47526976799036,9.443550891828516e-05,4.3870458570819845e-05,1.4689568271042681
2013-07-12,6.999194674271863e-05,0.2883938728153071,0.0015713333238913155,1.4418988175004992,9.564102593886956e-05,4.385533647606688e-05,1.3664575767614184
2013-07-15,7.060701256657018e-05,0.32019516132158077,0.0013085801838630658,1.481000357531081,9.732823611536031e-05,4.5199378608797436e-05,1.3784499949434434
2013-07-16,3.5042919617133015e-05,0.27284452809354315,0.0013785448598989491,0.835133943497259,5.996886666034808e-05,2.741683947937765e-05,1.7112976691310957
2013-07-17,3.792838595062833e-05,0.25858699086392706,0.0013461989915188272,0.6236941668745625,5.843102215069462e-05,2.0505157301129073e-05,1.540561789967934
2013-07-18,3.7451029819475974e-05,0.2593419083457928,0.0013051473165171168,0.4700770905725289,5.7336918916797744e-05,1.680449545388517e-05,1.5309837724937632
2013-07-19,4.0860668714576163e-05,0.25069668852975885,0.0012778739709515406,0.5341421893872492,5.728558393055932e-05,1.9344237357360136e-05,1.4019737251662727
2013-07-22,3.950888193740232e-05,0.2534789366165984,0.0012540230429986025,0.5206242825788211,5.6421159215317614e-05,1.8880733562777605e-05,1.4280626646107328
2013-07-23,3.3171208880188284e-05,0.20566752748288195,0.0012155373665540636,0.4984593804276663,4.1298143933437085e-05,1.812053396904402e-05,1.244999664697257
2013-07-24,3.471216593235655e-05,0.1809086053026598,0.001185933189505964,0.4770229063381271,3.670541965652073e-05,1.7343281402099525e-05,1.0574223379793823
2013-07-25,3.488954269695917e-05,0.16518957821807156,0.0011601674029704278,0.4516099105776932,3.323461195473264e-05,1.658806626055691e-05,0.9525665682522471
2013-07-26,3.343176772700175e-05,0.15079061931023513,0.0011513971823046531,0.4101101326764153,2.9584659586146904e-05,1.530979802665692e-05,0.8849265712698865
2013-07-29,3.360094972876798e-05,0.14509683612671964,0.0011380232225202444,0.4049876931049104,2.837326284202579e-05,1.560822002934768e-05,0.844418478378115
2013-07-30,3.816574763863081e-05,0.13966620463229612,0.001131849242584816,0.4468701975631776,2.9028360705935854e-05,1.723311859263452e-05,0.760586717199633
2013-07-31,3.750748633018741e-05,0.14933123575503116,0.0011060760529067795,0.6767211054649056,3.0416002394428726e-05,2.7398750710698484e-05,0.8109315064909802
2013-08-01,4.226173154810077e-05,0.15724001211281494,0.0010863835442152965,0.853110803063441,3.369211709598708e-05,3.3055641589514495e-05,0.7972251931428775
2013-08-02,4.130983358011611e-05,0.16227887625702234,0.0010827197296349852,0.7841303653132186,3.431995736781861e-05,3.154647337886116e-05,0.8307938907877379
2013-08-05,3.7225611971094185e-05,0.17566735047481674,0.001060878452792511,1.0578728748642838,3.490959323099954e-05,4.5523532309717454e-05,0.9377842668673106
2013-08-06,4.1983018398946586e-05,0.19091358162815975,0.0010476983601545203,0.9848532656762664,4.003978962843937e-05,4.184408281396538e-05,0.9537139337614664
2013-08-07,4.81253999850549e-05,0.1998526173603614,0.0010632437813724103,0.8935140233444655,4.520780719151618e-05,4.726135440540863e-05,0.9393751990748177
2013-08-08,4.5117615842124565e-05,0.19424107129377544,0.0010983086609224419,0.7603226045253013,4.323906954480773e-05,4.069510461600847e-05,0.9583633518249226
2013-08-09,4.7210405389653165e-05,0.19927128764289032,0.0011078367377358046,0.7536325913168714,4.55723551739122e-05,4.0433954107436595e-05,0.9653031952972816
2013-08-12,4.729046229109182e-05,0.19144481817690515,0.0011223646484846102,0.6558413390656787,4.410597075158436e-05,3.5983101376867246e-05,0.9326610190463855
2013-08-13,5.1414947954433665e-05,0.18786058137505318,0.0010803909561094376,0.5924343971171778,4.427625013774025e-05,3.491887676101096e-05,0.8611552067888882
2013-08-14,5.361675369996386e-05,0.186118305024364,0.0011006185022395284,0.4637695442082489,4.521241977850314e-05,2.741185999883888e-05,0.8432517200035857
2013-08-15,5.120699157562921e-05,0.19232840824117312,0.001127891530191385,0.4693455737176399,4.6221255269702264e-05,2.5746012409732622e-05,0.9026356332891895
2013-08-16,4.9139520575593413e-05,0.1934919476023145,0.0011522350363314476,0.5216173439137652,4.6041439334359096e-05,2.839674322724505e-05,0.9369533685932404
2013-08-19,5.1240075352845624e-05,0.19283256432329257,0.001171279851258475,0.5631580526111443,4.7240620428195115e-05,3.0167120226557094e-05,0.921946739986041
2013-08-20,5.687877447837599e-05,0.1807587118085614,0.0010986392434414432,0.628177371721032,4.5185792832422125e-05,3.399113806532262e-05,0.7944227569389831
2013-08-21,5.746511661394483e-05,0.16982307354981085,0.0010515634055466214,0.6383735725212245,4.1746164009478934e-05,3.379568961301795e-05,0.7264609639606745
2013-08-22,5.43081375808944e-05,0.16543353213937903,0.0010119241933851033,0.4228923005321596,3.8781980780058866e-05,2.1912272282094854e-05,0.7141099383548436
2013-08-23,4.6628310947370826e-05,0.16884056315787654,0.0009854862137647542,0.3911490559179991,3.619319399429105e-05,2.0229190164130972e-05,0.7762064132055341
2013-08-26,5.7057237442025364e-05,0.17424329763688065,0.0009648201673636391,0.4424874891509682,4.08822357571672e-05,2.2784056325472248e-05,0.716512708816419
2013-08-27,6.26349019454684e-05,0.1581923499655097,0.0009442291661169496,0.7632306062587422,3.8470903335896044e-05,3.455590745641942e-05,0.6142087261410553
2013-08-28,6.352118414260544e-05,0.14658637280379222,0.0009211791247135693,0.747129114917777,3.545887357120051e-05,3.410307082988056e-05,0.5582212304417237
2013-08-29,6.345432123592429e-05,0.14058517325821926,0.0009043891264968673,0.7528529508149694,3.3678115961079286e-05,3.43759060648667e-05,0.5307458232176727
2013-08-30,6.533098257867051e-05,0.1337544260038326,0.0008915882561120434,0.8748487937298818,3.228121903889115e-05,3.955368767184047e-05,0.49411807024360344
2013-09-03,6.741624909395761e-05,0.12854317969233192,0.0008812707549026214,0.8504081855713819,3.133184796384903e-05,3.873560587051364e-05,0.4647521685785577
2013-09-04,5.29054408502055e-05,0.14869225077367293,0.0008775572399969234,0.5449100692640911,3.2038799238654934e-05,2.4418999249122326e-05,0.6055860932974436
2013-09-05,5.526096611110341e-05,0.16686703922779325,0.0008801316731733895,0.9798400432405734,3.680049174240624e-05,4.830476271925756e-05,0.6659400718477854
2013-09-06,5.903493096893949e-05,0.1799668246499027,0.0008787363791022862,0.8673994210079695,4.0989846032372824e-05,4.562833498552651e-05,0.6943320735640249
2013-09-09,5.950680039687122e-05,0.17718142602271833,0.0008796019455868739,0.9935585920353014,4.053634458696854e-05,5.0777400353977555e-05,0.6812052457301986
2013-09-10,6.058865375686932e-05,0.17865834666152344,0.000882497458380389,0.9655107577054548,4.131194987927127e-05,4.87212964826421e-05,0.6818430071915482
2013-09-11,5.2548421709793746e-05,0.17402782881088008,0.0010078529687558254,0.9908145266628232,4.0049502896808387e-05,5.097612644480662e-05,0.7621447342031994
2013-09-12,5.463125330927889e-05,0.17125095853126246,0.0011244547525102984,1.0058741281636283,4.24448091480114e-05,5.1725008232265805e-05,0.7769327367930313
2013-09-13,5.629719144726608e-05,0.17046379919020968,0.001208323130597062,0.9838794007710904,4.4459755776393084e-05,5.077696961153695e-05,0.7897331045020035
2013-09-16,5.4138744378514925e-05,0.16770236262308297,0.0012801112889409272,1.173560502660218,4.4148620148436955e-05,6.062965134668524e-05,0.815471815152725
2013-09-17,5.7555509167455784e-05,0.16475180710180976,0.0013191533404176836,1.1056257434370376,4.5396385760351956e-05,5.7101978255748205e-05,0.7887409288357214
2013-09-18,6.204530316157312e-05,0.18451844236921172,0.0012839471575716145,1.18515168692466,5.2079620435089834e-05,5.857206520319334e-05,0.839380545848386
2013-09-19,6.178297806302708e-05,0.1943321440272091,0.001290448881280012,1.296536409650359,5.487183249182581e-05,6.544205782784894e-05,0.888138354804604
2013-09-20,6.675064824066973e-05,0.20427271524804003,0.0013137065899294412,1.6426641774065112,6.049051677793677e-05,7.720344103804303e-05,0.9062161697641943
2013-09-23,6.644616634370019e-05,0.21229098358728352,0.0013281503635314018,1.6516702584861285,6.306525215333313e-05,7.649641862429566e-05,0.9491179946653521
2013-09-24,6.687102886618699e-05,0.21665963413160066,0.0013379357738971661,1.687876297493229,6.48059141439507e-05,7.768308947284207e-05,0.9691179460335698
2013-09-25,5.221698153901886e-05,0.2393979423769806,0.0014175850286686333,1.7858127740630898,6.513296578936919e-05,8.145294908296239e-05,1.2473521806445078
2013-09-26,5.0374063840171386e-05,0.2530811796939644,0.0014840389837313202,1.7431947454623735,6.919679808764464e-05,7.947211736602667e-05,1.3736592367690383
2013-09-27,5.122431082106018e-05,0.2622604561368827,0.001536283933675201,1.8573073778088356,7.357099313604542e-05,8.381407746255676e-05,1.436251497712639
2013-09-30,5.1567877421329924e-05,0.27088776425947275,0.0015669470482549215,1.4664849247036318,7.700273965090071e-05,6.575328349560235e-05,1.4932307378439862
2013-10-01,5.3629225784131454e-05,0.2723185778920774,0.0015906688391620059,1.506445688183894,7.953676460931306e-05,6.618997615587835e-05,1.4830861987354567
2013-10-02,4.9785428743887e-05,0.2502356675993466,0.0017884731611061669,1.3688753465398211,7.466920918609526e-05,6.099795041070487e-05,1.499820551314699
2013-10-03,5.1677659876475144e-05,0.2351975683052285,0.0018968875338803619,1.0906863870890635,7.363851774722843e-05,4.804882411602493e-05,1.424958442840605
2013-10-04,4.988490741732951e-05,0.2223713922012396,0.0019958718388293386,0.9762534000037304,7.016650188757347e-05,4.2251881223235136e-05,1.4065677480479466
2013-10-07,5.300164613196136e-05,0.2091182084668602,0.0020566093446033346,1.0871301196670486,6.904185177451213e-05,4.509262397144109e-05,1.3026359898825504
2013-10-08,5.7418241986777646e-05,0.20508479023685988,0.0021167616384849277,0.8792234024045654,7.149807953509295e-05,3.624694869113199e-05,1.2452154064827974
2013-10-09,4.671951297786224e-05,0.18000444314999467,0.002176679739534521,0.6939138047386232,5.740234651908047e-05,2.898332282288579e-05,1.228658923441266
2013-10-10,5.493659376391755e-05,0.1768722288634986,0.002151429170025188,0.4986182959751313,6.0807064650246097e-05,1.634299424830122e-05,1.1068590257262052
2013-10-11,5.397060840252837e-05,0.1832269582637374,0.0018631427896382737,0.3852308369321067,5.810200226354804e-05,1.260555193035351e-05,1.0765489584665517
2013-10-14,5.390763459317086e-05,0.17806096930785673,0.0018330282329681938,0.2641914014615411,5.5972982434895065e-05,8.700558601801027e-06,1.0383127150228522
2013-10-15,5.553151341989191e-05,0.17990732451280167,0.0017728163536590428,0.1331151062376235,5.644824894995187e-05,4.907463385036427e-06,1.0165083836834812
2013-10-16,4.144281603770634e-05,0.14818888332715838,0.001800497590214786,0.1952030650381701,4.0479629296167e-05,6.529147905689264e-06,0.976758656056022
2013-10-17,4.1583055321708076e-05,0.11753221790386671,0.0017497823631527152,0.1815883594367947,3.1703495397978754e-05,5.949000253254266e-06,0.7624138041975049
2013-10-18,4.3823960134694674e-05,0.11452260966303636,0.0017733807473373504,0.1715519113181787,3.19262595809396e-05,5.565985692579524e-06,0.7285115147698423
2013-10-21,4.4710412594374516e-05,0.11036019966148514,0.0019293944106438584,0.1795158902289351,3.241360417652033e-05,5.825956084290758e-06,0.7249676819264832
2013-10-22,4.4371990394003997e-05,0.1173833223115083,0.0019597818862870176,0.2742970409670648,3.461503077178903e-05,8.862267022652686e-06,0.780109940176733
2013-10-23,3.6244305626284386e-05,0.11437398860324308,0.0020786475971852165,0.1335223228782606,3.139334497374317e-05,4.212441777138256e-06,0.8661593712800144
2013-10-24,4.040389782719303e-05,0.11210974601650357,0.0022176798475512472,0.0385274600952385,3.355864568024999e-05,1.2125940496490783e-06,0.8305794115156884
2013-10-25,3.967999624918889e-05,0.11309772327051809,0.0022116264339262625,0.055034332953824,3.3503915112897495e-05,1.7335907098226925e-06,0.8443527792314839
2013-10-28,4.081308187982178e-05,0.1155859969879046,0.0022771742750951475,0.0670103684483556,3.5237334823307746e-05,2.2807741413672857e-06,0.8633833369179916
2013-10-29,4.2024721372673885e-05,0.11887095694901954,0.0023089169866765675,0.0326183547277958,3.7028177738307394e-05,1.0955156262672515e-06,0.8811046576595404
2013-10-30,3.243679795796633e-05,0.0971731809009969,0.0023402162013994804,-0.0484665881493977,2.6772775604864277e-05,-1.606205197032633e-06,0.8253828148992433
2013-10-31,3.3498134377451295e-05,0.08222280495700986,0.0023516794031948167,0.0303637456203263,2.3077653918118357e-05,1.0160347668070852e-06,0.6889235578937999
2013-11-01,3.528785039280735e-05,0.07331797950492318,0.0023700447149812326,0.0082402758695497,2.120319755782374e-05,2.7543254032248643e-07,0.6008639608760511
2013-11-04,3.477448195487655e-05,0.07062350448609304,0.0025223784526215895,-0.1326519998597938,2.09162932805397e-05,-4.413031859663218e-06,0.6014839648130699
2013-11-05,3.766596277267884e-05,0.06926848607418061,0.002504206202073318,-0.1071119683103993,2.127380997533001e-05,-3.530915764908876e-06,0.5648019699833892
2013-11-06,3.8333959556374354e-05,0.055001142062840444,0.002717000878278098,0.6745805588919599,1.7750411967003393e-05,2.503589019918411e-05,0.4630466607786612
2013-11-07,4.0431492315281525e-05,0.06255548007691072,0.002657852910261701,0.962759148938231,2.050646109564721e-05,3.3924417420659645e-05,0.5071903093692282
2013-11-08,4.3778322206368926e-05,0.13565469163224844,0.0025831553833010113,1.243734727864126,4.561835710375534e-05,4.00167263854739e-05,1.0420307312992165
2013-11-11,4.088414418239951e-05,0.1952490983475342,0.002527466392010146,1.205157691501714,6.276379385644885e-05,3.8892622904630227e-05,1.5351622275969874
2013-11-12,3.99781619662566e-05,0.24519321044989942,0.0024596281893909944,1.1188875612409783,7.688729508729759e-05,3.6562489951128313e-05,1.9232323675158949
