Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_DIA,Predicted_Covariance,Future_Cov_45_DIA,Beta_Predicted
2013-04-02,6.451960799026473e-05,0.9498505990635483,4.2746531769652354e-05,0.7867156374036126,4.9882889580418464e-05,5.082787787968827e-05,0.7731430976447536
2013-04-03,6.836168011312682e-05,0.9502357007417745,4.455305307970102e-05,0.7857175376619309,5.244166138976917e-05,4.978281439501332e-05,0.7671207217696705
2013-04-04,6.901245142532413e-05,0.9510550981231434,4.490492032155928e-05,0.7994332057469071,5.2943953726632355e-05,5.28996425716424e-05,0.7671652380573828
2013-04-05,6.697476452894188e-05,0.9514291913943218,4.520104016472228e-05,0.8007025379039926,5.2348746187447864e-05,5.2400922622137204e-05,0.7816189658244539
2013-04-08,7.273438811092278e-05,0.9517195062028974,4.536103563527711e-05,0.7961434115029736,5.466638379552816e-05,5.39392465785712e-05,0.7515892443084803
2013-04-09,7.022991067372413e-05,0.9516600125798215,4.451680826793043e-05,0.8020050733828361,5.321142491758454e-05,5.572960478960183e-05,0.7576746774575224
2013-04-10,6.636144982931065e-05,0.951167836731788,4.429639892222373e-05,0.8084414961047345,5.1570257518861476e-05,5.75613833082757e-05,0.7771116763046341
2013-04-11,6.716170407401359e-05,0.9512499835874874,4.483393586652839e-05,0.811723352869947,5.219861126418799e-05,5.85673421460862e-05,0.777207963732785
2013-04-12,6.98842565011876e-05,0.9520169825228095,4.60613891056237e-05,0.8166657065171469,5.40135703734112e-05,5.966892826177312e-05,0.772900408155495
2013-04-15,9.593981606210937e-05,0.9548387296800781,5.429576599735154e-05,0.8369751477559565,6.891479193842322e-05,5.051671028652018e-05,0.7183127377877112
2013-04-16,8.836558039441448e-05,0.9556907130367871,5.5496897809501214e-05,0.8528444635875371,6.692575613680325e-05,5.2317444789060917e-05,0.7573735818639356
2013-04-17,8.959564094882932e-05,0.9574576833265229,5.666455374914005e-05,0.8840388497317283,6.82211074881185e-05,6.282699607064233e-05,0.7614333327564626
2013-04-18,9.719405369416862e-05,0.9589533802865201,5.568117801883388e-05,0.8824530621619763,7.054586284075536e-05,6.190114039039544e-05,0.7258248849537172
2013-04-19,7.72897485213767e-05,0.9567643861777511,5.365875135708237e-05,0.8963034295035444,6.16149683072192e-05,6.504296564092137e-05,0.797194576072114
2013-04-22,7.797978274745508e-05,0.9568987805134386,5.3136528386380433e-05,0.8950684399268396,6.159615455115808e-05,6.636978170460395e-05,0.7898990274266738
2013-04-23,8.499754389235151e-05,0.9571244145987087,5.413815746308918e-05,0.8958786803052069,6.492669826640955e-05,6.625767709956213e-05,0.7638655812059525
2013-04-24,7.773768893068322e-05,0.9567667427053459,5.363496135213721e-05,0.8996460627585994,6.177971058469549e-05,6.714568402618207e-05,0.794720185723336
2013-04-25,6.90805921567358e-05,0.9559414483361872,5.15298792493938e-05,0.9087970832586024,5.703466311584698e-05,6.79584689623184e-05,0.8256249886573349
2013-04-26,7.034557142953508e-05,0.9596988286907577,5.285420147361895e-05,0.9112048294579492,5.851848898232988e-05,6.867058683695465e-05,0.8318716842175011
2013-04-29,6.776168711759701e-05,0.9615523558679845,5.2957675479119695e-05,0.9109520212139484,5.760093040317212e-05,6.785665164102308e-05,0.850051597788712
2013-04-30,5.8041023931509805e-05,0.962400278692741,4.7386058758350755e-05,0.9118625172320828,5.047177369627591e-05,6.783037576901644e-05,0.8695879272535605
2013-05-01,6.311211636341748e-05,0.9634368388301916,5.086546067588608e-05,0.910027752508392,5.458723685179792e-05,6.811713631140936e-05,0.8649248353116399
2013-05-02,6.214021471172626e-05,0.9638829117090347,5.0055287145050556e-05,0.9127042063654616,5.375707550873151e-05,6.730045861855493e-05,0.8650931728851462
2013-05-03,7.476459886581012e-05,0.9658674644161814,5.463060787107933e-05,0.9089328564161292,6.172819205308451e-05,6.60606472992274e-05,0.8256339629919801
2013-05-06,7.535412832838797e-05,0.9672236734667142,5.719150501033586e-05,0.9101914577319464,6.34959763432804e-05,6.606443330648978e-05,0.8426343420305974
2013-05-07,7.392273390092128e-05,0.9683360922018652,5.889976229650864e-05,0.9033390783684194,6.389573944507169e-05,6.859951059456463e-05,0.8643584466276804
2013-05-08,6.958015556766957e-05,0.9695952643758933,5.8933287409957385e-05,0.90293445010285,6.20888358703096e-05,6.825170202881599e-05,0.8923353988469551
2013-05-09,7.111722928104653e-05,0.9698827584768468,5.895655652188834e-05,0.9045932355548204,6.28018891465564e-05,6.834434061561344e-05,0.8830755891567579
2013-05-10,7.562958883543677e-05,0.969334897489611,5.9748596052719915e-05,0.904164306921004,6.51603743014339e-05,6.856666683214818e-05,0.8615725049519581
2013-05-13,7.357910230951406e-05,0.9688152802931382,5.9799265038141154e-05,0.9034887833643402,6.426376200705585e-05,6.859348558321174e-05,0.8733969291542484
2013-05-14,7.590263764609063e-05,0.9681656010868744,6.136890125572807e-05,0.907524975010829,6.607729500231351e-05,6.744217413952459e-05,0.8705533437508522
2013-05-15,7.650099964197039e-05,0.9668201851769486,6.179568085842036e-05,0.9071603188630288,6.64749967639048e-05,6.6957093454561e-05,0.8689428514007931
2013-05-16,7.639729836462006e-05,0.9656736158556223,6.183278710375011e-05,0.9098011451753008,6.63710636428015e-05,6.664723866297759e-05,0.8687619204285664
2013-05-17,7.425705624970095e-05,0.9668827298020293,6.11324314282326e-05,0.9192450944891076,6.51446120418684e-05,6.570292944717961e-05,0.8772851407253403
2013-05-20,7.217439206379002e-05,0.9675177167529686,6.0782493811118287e-05,0.9171638992261456,6.40825449546884e-05,6.587298419034051e-05,0.8878847901905459
2013-05-21,7.13709588975209e-05,0.9676351809426722,6.055023975245138e-05,0.9150073978715384,6.361072556509676e-05,6.578881095027067e-05,0.8912690336195875
2013-05-22,7.35750525384875e-05,0.9674058999236027,6.14661122521406e-05,0.9209877048779296,6.505667971593277e-05,6.496565919704455e-05,0.8842219947026375
2013-05-23,7.454058968752127e-05,0.9678608394667311,6.138304132044968e-05,0.9218199543771428,6.546867199713878e-05,6.505045290742753e-05,0.8782956007134834
2013-05-24,7.630250921850573e-05,0.9682313684282026,5.982429269928803e-05,0.9221873173826984,6.541650614376194e-05,6.504576443586062e-05,0.8573309949274434
2013-05-28,7.438631671877e-05,0.9678684280237704,6.012230533866367e-05,0.9187056665874286,6.472628232935354e-05,6.414676425254495e-05,0.8701369443262281
2013-05-29,7.273626036607267e-05,0.9679607326641139,6.153312235598866e-05,0.9047435397783574,6.475714603982362e-05,6.462963206627487e-05,0.8903007346529619
2013-05-30,7.309916508279677e-05,0.9680163003386413,6.0863937322884426e-05,0.906324881001478,6.456823286149352e-05,6.457935856916498e-05,0.8832964478918389
2013-05-31,7.696255068093324e-05,0.9680400418513936,6.633891814237556e-05,0.9080555984331404,6.916991475203902e-05,5.9974810325069915e-05,0.8987476914428101
2013-06-03,7.835861755638394e-05,0.9673922703463697,6.684781827856792e-05,0.9043448974908304,7.001476161766093e-05,6.015818219707058e-05,0.8935170604213495
2013-06-04,7.696792659140356e-05,0.9667943569271238,6.658295951784842e-05,0.9031466426192456,6.921027072430059e-05,5.977081052021973e-05,0.8992092393460757
2013-06-05,8.390672708275947e-05,0.9656553399823659,7.152041876149089e-05,0.8870581360943821,7.480584986537771e-05,5.429659084971215e-05,0.8915357858207803
2013-06-06,8.864935953499249e-05,0.9654183205339714,7.083843603301586e-05,0.8929509642474713,7.650464766195034e-05,5.3671795428134704e-05,0.8630028244225693
2013-06-07,8.584609796353898e-05,0.9650961109296894,7.437034849392513e-05,0.8798484129794168,7.711356009321981e-05,5.011885321464928e-05,0.8982768223894335
2013-06-10,7.344670994631798e-05,0.9648453102624022,7.204666143595537e-05,0.8800263402452024,7.018604877053422e-05,5.0231126616536944e-05,0.955605075051463
2013-06-11,7.540176794643908e-05,0.9649869457064842,7.004194597948599e-05,0.898557708593067,7.012797597463756e-05,4.947880481697885e-05,0.9300574493750902
2013-06-12,7.564969572692771e-05,0.964849519251761,6.998055290856853e-05,0.903201259974655,7.020238428177867e-05,5.255704386237566e-05,0.9279929497031665
2013-06-13,7.668406692361186e-05,0.9647661132428068,6.901216519390574e-05,0.9084317960817258,7.018389007466432e-05,4.870509339420334e-05,0.9152343229862517
2013-06-14,7.978958283363962e-05,0.9650349822685547,6.900026905404849e-05,0.9019962757647264,7.160470271726738e-05,4.838428785423149e-05,0.8974191890006792
2013-06-17,6.406673037804978e-05,0.9648515179495785,6.59505853524562e-05,0.8912350058421541,6.27171178087307e-05,4.710727700907666e-05,0.9789342680459079
2013-06-18,5.269216623890948e-05,0.9623303034983884,5.754415366951204e-05,0.8878359420472729,5.299047249979157e-05,4.6455133325833495e-05,1.0056613019007332
2013-06-19,5.313666894497608e-05,0.9622989946084393,5.837333900389787e-05,0.8756800222652794,5.3593789100476476e-05,4.353329085051851e-05,1.0086027250969336
2013-06-20,6.610900161714408e-05,0.9639338141972006,6.688196248241796e-05,0.8598144150044749,6.409616099987189e-05,2.9921118198735708e-05,0.9695526998134214
2013-06-21,6.524441916700448e-05,0.9637890965267032,6.205813768911234e-05,0.8675901610596215,6.13271895531014e-05,3.0444132267342094e-05,0.9399606945097289
2013-06-24,5.5679700730278476e-05,0.9606835707696403,5.988781624382805e-05,0.8497129978284395,5.547509420597116e-05,3.189435854338843e-05,0.9963252941085574
2013-06-25,5.683904438603972e-05,0.9574513054945252,5.592139278974894e-05,0.8555141694100281,5.3979526322134793e-05,3.07535820867145e-05,0.9496909546106433
2013-06-26,5.616484134519195e-05,0.9544200148473996,5.127854010936781e-05,0.8424253260078159,5.122000689868541e-05,2.8687622312477105e-05,0.9119585433151082
2013-06-27,5.600093181678947e-05,0.9529939602208664,4.9558909291377825e-05,0.8298849222494646,5.0205193445345644e-05,2.795823053219738e-05,0.8965063940292111
2013-06-28,5.651835513949762e-05,0.9502123342201584,4.88892861856414e-05,0.8102981956420121,4.9948479087721064e-05,2.7220747240332463e-05,0.8837567718387964
2013-07-01,4.0959150997653995e-05,0.9464765587106521,4.6199490192851746e-05,0.809904820484853,4.117218607689083e-05,2.7778410889574278e-05,1.005201159546716
2013-07-02,4.708768430286185e-05,0.9433695664144566,4.320036165614312e-05,0.8074266547012398,4.25480067421445e-05,2.7656913581654003e-05,0.9035909786618782
2013-07-03,4.5307854285029834e-05,0.9404522489737533,4.133191272663718e-05,0.8080329807648517,4.069736102006934e-05,2.7677352388946334e-05,0.8982407501366966
2013-07-05,5.048108536897671e-05,0.9391825417044919,3.973648040904248e-05,0.8085340764467499,4.20638530630795e-05,2.728331611428111e-05,0.8332596804451822
2013-07-08,5.858594159480322e-05,0.9382186682161477,3.868911105328768e-05,0.8148809792603269,4.4667860673197145e-05,2.7864082037210673e-05,0.7624330932859725
2013-07-09,6.185296409698371e-05,0.9409572680796239,3.663785742793287e-05,0.8281263696015677,4.479352017952341e-05,2.7619377892622546e-05,0.7241935909375082
2013-07-10,6.043816195282401e-05,0.9425137516482865,3.586859437982039e-05,0.8241635410264111,4.388342323363618e-05,2.7677777526175256e-05,0.7260879850696006
2013-07-11,6.428746384905295e-05,0.9435821752704512,3.594241246096814e-05,0.8273588694301678,4.5357226098352605e-05,2.4603373425038194e-05,0.7055376489085249
2013-07-12,6.999194674271863e-05,0.9439703788620657,3.4582055375476254e-05,0.8420718502491826,4.644166742782263e-05,2.561160594730083e-05,0.6635287285055266
2013-07-15,7.060701256657018e-05,0.9445738628126727,3.369617843270984e-05,0.8381322947064892,4.607338988817587e-05,2.5579371888776498e-05,0.6525327756182383
2013-07-16,3.5042919617133015e-05,0.9393242987225187,3.255787801932135e-05,0.8384154540638327,3.172807650214012e-05,2.752456908269938e-05,0.9054061947118065
2013-07-17,3.792838595062833e-05,0.9363082200701365,3.225563779618862e-05,0.8407761069089282,3.274943665709008e-05,2.7642147775074055e-05,0.8634545298004579
2013-07-18,3.7451029819475974e-05,0.9349836446179378,3.13918704679859e-05,0.8571259638411857,3.2058595584307245e-05,3.064086646986625e-05,0.8560137261602228
2013-07-19,4.0860668714576163e-05,0.9351772016847887,3.165585520454254e-05,0.8584141509350433,3.3633624492449975e-05,3.10879151966133e-05,0.8231295656806493
2013-07-22,3.950888193740232e-05,0.9358570072179025,3.199132546121785e-05,0.8629997761507633,3.3271546158955464e-05,3.1297174149329664e-05,0.8421282640108808
2013-07-23,3.3171208880188284e-05,0.9347428478053591,3.146563663788817e-05,0.8704556842781328,3.0198895686059858e-05,3.164374553845552e-05,0.9103947882977621
2013-07-24,3.471216593235655e-05,0.9352295202791918,3.119157499803613e-05,0.8763351183728675,3.077355828152376e-05,3.18612090919374e-05,0.8865352378613326
2013-07-25,3.488954269695917e-05,0.9353679541488115,3.0838988634235185e-05,0.8797103418463378,3.0681754375496023e-05,3.231260674057696e-05,0.8793968623202999
2013-07-26,3.343176772700175e-05,0.9332438240003513,3.0083062331244668e-05,0.8889678383831218,2.9596190681858276e-05,3.318600779019944e-05,0.8852714855982443
2013-07-29,3.360094972876798e-05,0.9315088551480359,2.963496340581905e-05,0.8810192168138782,2.9394424505911478e-05,3.3954468296774304e-05,0.8748093355452088
2013-07-30,3.816574763863081e-05,0.9355118275424593,2.9961117627557885e-05,0.8827536487681918,3.163480593226341e-05,3.404254389811325e-05,0.8288795029458069
2013-07-31,3.750748633018741e-05,0.9381920096368469,2.9568760677611695e-05,0.8823774974884633,3.124404616145302e-05,3.572526538803216e-05,0.8330082663072693
2013-08-01,4.226173154810077e-05,0.9367502873471697,2.9614133957674487e-05,0.8968723535294433,3.3139579751938814e-05,3.475127845451604e-05,0.7841510164868788
2013-08-02,4.130983358011611e-05,0.9357030061370547,2.9719911336424248e-05,0.9010732528651584,3.278600510473397e-05,3.625122127818604e-05,0.7936610308813987
2013-08-05,3.7225611971094185e-05,0.9352601302823084,2.7716727981787198e-05,0.8933820444893791,3.004168747298849e-05,3.8444984585176166e-05,0.8070166179219823
2013-08-06,4.1983018398946586e-05,0.9381089421677011,2.959181572499944e-05,0.8935046928477464,3.306556228151097e-05,3.7962898296848805e-05,0.78759373533611
2013-08-07,4.81253999850549e-05,0.9395726346036034,2.9944972023753025e-05,0.9209927998493525,3.566806021815766e-05,4.871481138660196e-05,0.7411483380758227
2013-08-08,4.5117615842124565e-05,0.9401015530385329,2.735507169219898e-05,0.9308353345656964,3.3026820786250224e-05,4.982153771960794e-05,0.7320160910500586
2013-08-09,4.7210405389653165e-05,0.9408091293147335,2.851068979552648e-05,0.9313330931800164,3.4516301213043555e-05,4.9967955184337195e-05,0.7311163911464377
2013-08-12,4.729046229109182e-05,0.9418778621835018,2.687002574108854e-05,0.9392471086729196,3.357495276810797e-05,5.153231721784183e-05,0.7099730292641385
2013-08-13,5.1414947954433665e-05,0.9466105418779983,3.085812169896117e-05,0.9479748974511804,3.7705159359694656e-05,5.5874909994603326e-05,0.7333501415407584
2013-08-14,5.361675369996386e-05,0.9500030537990375,3.3962692957480654e-05,0.9293670036647432,4.0539306826788246e-05,5.493176192820139e-05,0.7560940196723542
2013-08-15,5.120699157562921e-05,0.9523506820037008,3.8149159185290834e-05,0.9122407543445022,4.209243144140975e-05,5.004108507081977e-05,0.8220055532698521
2013-08-16,4.9139520575593413e-05,0.9525268205996046,3.7142394964913203e-05,0.9112852294095232,4.069374155274372e-05,4.961018449302401e-05,0.8281265481648892
2013-08-19,5.1240075352845624e-05,0.9531373646330396,3.7720025622092506e-05,0.915815634733611,4.190312036124754e-05,4.9058199967613394e-05,0.8177802251986822
2013-08-20,5.687877447837599e-05,0.9508945899821303,3.980649104478321e-05,0.916234847604284,4.524644263381762e-05,4.9578139244097825e-05,0.7954890563090329
2013-08-21,5.746511661394483e-05,0.9501967079811644,4.186809593924213e-05,0.915163886727497,4.660765718939853e-05,4.84490523922136e-05,0.8110599949272258
2013-08-22,5.43081375808944e-05,0.9491096412006169,4.206589301045222e-05,0.9254127575628728,4.5364266831080914e-05,4.79504977780973e-05,0.8353125121167856
2013-08-23,4.6628310947370826e-05,0.9476379358595861,3.3276052115542734e-05,0.9250974012444352,3.732786733626523e-05,4.784358025918421e-05,0.8005408426309294
2013-08-26,5.7057237442025364e-05,0.9466406743641034,3.7450157912230617e-05,0.9288594697767436,4.3758996877600857e-05,4.782776235877042e-05,0.7669315732655902
2013-08-27,6.26349019454684e-05,0.9463111797701088,4.2985642084846876e-05,0.9602035774549466,4.9102531279327455e-05,4.347402435091448e-05,0.7839484018363663
2013-08-28,6.352118414260544e-05,0.9464130170015702,4.645717891000603e-05,0.960858637600083,5.141222679445822e-05,4.3858858557779733e-05,0.8093713536422348
2013-08-29,6.345432123592429e-05,0.9468340118401588,4.9161769602330356e-05,0.9615865938602206,5.288325825103492e-05,4.39068617423776e-05,0.8334067281945075
2013-08-30,6.533098257867051e-05,0.9471272382044468,5.1179580515712695e-05,0.9619023884207208,5.4766663367411414e-05,4.34895571841386e-05,0.8382954182797157
2013-09-03,6.741624909395761e-05,0.9491892657752674,5.14439298056784e-05,0.9593536921808928,5.5898760698430474e-05,4.369801130944274e-05,0.8291585700729911
2013-09-04,5.29054408502055e-05,0.9481736591920796,5.3690067517881696e-05,0.967826970729278,5.053415755606965e-05,4.337113113625443e-05,0.9551788387729382
2013-09-05,5.526096611110341e-05,0.9476573987260982,5.485199378727356e-05,0.9433630278120556,5.2174320704462856e-05,4.650649616836802e-05,0.9441442011629911
2013-09-06,5.903493096893949e-05,0.9502513365030181,5.542370579487841e-05,0.9325522783655634,5.435516260617884e-05,4.905561004333264e-05,0.9207288246813932
2013-09-09,5.950680039687122e-05,0.951422579326289,5.6055108579612286e-05,0.930554186014252,5.4949576894108613e-05,4.7557459452412557e-05,0.9234167612378934
2013-09-10,6.058865375686932e-05,0.9520343871378973,5.75085242235169e-05,0.9240995314229096,5.6197163837194893e-05,4.663161636533619e-05,0.9275195990111179
2013-09-11,5.2548421709793746e-05,0.9496097951703116,5.82312891925155e-05,0.910052614457057,5.2529495103953e-05,4.682103047301848e-05,0.9996398254176829
2013-09-12,5.463125330927889e-05,0.9485481214031203,5.741814179975782e-05,0.91360484801873,5.312568182904072e-05,4.698025027354027e-05,0.9724412055547249
2013-09-13,5.629719144726608e-05,0.9489834735390501,5.391125286850063e-05,0.9125900141512032,5.228074002449597e-05,4.709780017757331e-05,0.928656273616556
2013-09-16,5.4138744378514925e-05,0.9480489307160157,5.530399327853399e-05,0.8966463828601433,5.187559462163832e-05,4.632343833219179e-05,0.9581972248736759
2013-09-17,5.7555509167455784e-05,0.947716205336049,5.47308436254944e-05,0.8963344913861495,5.319095994952696e-05,4.629276492594929e-05,0.9241680026627803
2013-09-18,6.204530316157312e-05,0.9457506092866006,5.6027907212974134e-05,0.902025924470542,5.576135076592799e-05,4.457954356893865e-05,0.8987199340572002
2013-09-19,6.178297806302708e-05,0.945117940059133,5.557317060629659e-05,0.9011561530636734,5.5380007945572506e-05,4.548542766848951e-05,0.8963635240935995
2013-09-20,6.675064824066973e-05,0.9440420483374515,5.8332610482023924e-05,0.8870584318459994,5.890806922346198e-05,4.1690787613354814e-05,0.8825093205247789
2013-09-23,6.644616634370019e-05,0.9438269502993256,5.772593313578393e-05,0.8857867495320072,5.84538094746979e-05,4.102484358237487e-05,0.8797168097304375
2013-09-24,6.687102886618699e-05,0.9439418805497817,5.693539724553268e-05,0.8826345350593433,5.8244568925443004e-05,4.0622513427474626e-05,0.8709985462014341
2013-09-25,5.221698153901886e-05,0.9419674238340559,5.4535109353692116e-05,0.8795566955309341,5.0266640370959916e-05,4.011757994857321e-05,0.9626492931882407
2013-09-26,5.0374063840171386e-05,0.941203511665679,5.2641529271626715e-05,0.8793349905200447,4.846757395546969e-05,4.0088816096176585e-05,0.9621533436184407
2013-09-27,5.122431082106018e-05,0.9411952416422992,5.166420469668185e-05,0.8826164322759158,4.841864807439047e-05,3.9829531131121466e-05,0.9452279064042342
2013-09-30,5.1567877421329924e-05,0.9413198570374028,5.183101062175903e-05,0.8773275591862555,4.86655556708237e-05,3.933703425511621e-05,0.9437184174405103
2013-10-01,5.3629225784131454e-05,0.9413775698107736,5.123195461157456e-05,0.887194061067029,4.9344081866833225e-05,3.8981394555589655e-05,0.920096852888632
2013-10-02,4.9785428743887e-05,0.9404807301369406,5.01636958658245e-05,0.8835065638094675,4.699977624819436e-05,3.9369610756017825e-05,0.9440468312521125
2013-10-03,5.1677659876475144e-05,0.9424396072231646,5.0737250957268386e-05,0.8959324680604658,4.825789959836147e-05,3.946918388939039e-05,0.9338251715288983
2013-10-04,4.988490741732951e-05,0.9436956949337166,4.9489753436794345e-05,0.9003033961780476,4.6889349109788615e-05,3.896479352598867e-05,0.9399506090593592
2013-10-07,5.300164613196136e-05,0.9450808832115579,5.064219975750677e-05,0.8903817780844945,4.8963216358422476e-05,3.693178027528428e-05,0.9238055783496957
2013-10-08,5.7418241986777646e-05,0.9467193563605996,5.1891738688125264e-05,0.8856680055123846,5.167676438319564e-05,3.651263451972208e-05,0.9000060363237147
2013-10-09,4.671951297786224e-05,0.9440690749388716,4.952371855043469e-05,0.8927074499785489,4.541084135521204e-05,3.7286516037635354e-05,0.9719887571758228
2013-10-10,5.493659376391755e-05,0.9439178131737407,5.789242413524305e-05,0.8596076640571763,5.323238367565387e-05,2.817498519986646e-05,0.9689785992996347
2013-10-11,5.397060840252837e-05,0.9431983364866441,5.6608763159620436e-05,0.8596066602359729,5.213429632623503e-05,2.8128112696211655e-05,0.9659757017634933
2013-10-14,5.390763459317086e-05,0.9428581371181037,5.41779997667393e-05,0.8524421523680878,5.095455051907122e-05,2.807329405988852e-05,0.9452195575564404
2013-10-15,5.553151341989191e-05,0.9428595917469013,5.416602021591473e-05,0.8733231812024957,5.171067919664006e-05,3.219620714875286e-05,0.9311952081269373
2013-10-16,4.144281603770634e-05,0.9363972771585442,5.273112466188651e-05,0.8532339558456,4.377420710166106e-05,2.8538950936979124e-05,1.0562556140449897
2013-10-17,4.1583055321708076e-05,0.9318209728149833,4.815844537482435e-05,0.8769059922495676,4.169912178083291e-05,2.8728239993757404e-05,1.0027911960347042
2013-10-18,4.3823960134694674e-05,0.9323030189524775,4.2229742835685506e-05,0.8948523310489539,4.0107179234848745e-05,2.9033400055521237e-05,0.9151883835138984
2013-10-21,4.4710412594374516e-05,0.9330200769323539,4.071174468116632e-05,0.8950284740711796,3.980660918783621e-05,2.904699175921818e-05,0.8903207749159687
2013-10-22,4.4371990394003997e-05,0.9320244073016687,3.94146153585068e-05,0.9064896705122704,3.89771775182882e-05,2.928778773928114e-05,0.8784185061834684
2013-10-23,3.6244305626284386e-05,0.9342592309529211,3.974211051756638e-05,0.9114497219875808,3.54578789389259e-05,2.875495875069713e-05,0.9783020622475889
2013-10-24,4.040389782719303e-05,0.9349808248681941,3.955950213737746e-05,0.9064088958580752,3.738003855135856e-05,2.852786119172112e-05,0.9251592188266717
2013-10-25,3.967999624918889e-05,0.9351484552030915,3.834924792368604e-05,0.9089807191145104,3.647915733789092e-05,2.8633044964623457e-05,0.9193336891667826
2013-10-28,4.081308187982178e-05,0.9366493186629249,3.7262949323087923e-05,0.9095473974635244,3.652711144918863e-05,3.095748064840971e-05,0.8949853764228435
2013-10-29,4.2024721372673885e-05,0.9371428207133026,3.693231121201337e-05,0.9026151566448396,3.6919979149775545e-05,3.031510990857871e-05,0.8785300162342625
2013-10-30,3.243679795796633e-05,0.9396824632137006,3.455363071992881e-05,0.9048905106308508,3.145914778235967e-05,2.998849096702363e-05,0.9698598432288674
2013-10-31,3.3498134377451295e-05,0.9423941458814882,3.466174901098298e-05,0.9028745319241772,3.211205702849526e-05,3.0212080089540856e-05,0.958622252411494
2013-11-01,3.528785039280735e-05,0.9428849364181018,3.435151756304903e-05,0.903913426592919,3.2827987786158643e-05,3.021345101299549e-05,0.9302915145222307
2013-11-04,3.477448195487655e-05,0.9435132686113757,3.396131136275075e-05,0.908275041032684,3.242429725531287e-05,3.021625529694632e-05,0.9324163993984645
2013-11-05,3.766596277267884e-05,0.9445855534336638,3.3911004280928376e-05,0.908854375579321,3.375873476249749e-05,2.9960127643623486e-05,0.8962663443979328
