Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_BRK.B,Predicted_Covariance,Future_Cov_45_BRK.B,Beta_Predicted
2013-04-22,7.797978274745508e-05,0.8392773859643538,0.00012627120390972684,0.9881848166309548,8.32815294673115e-05,7.327440856808825e-05,1.0679887341700685
2013-04-23,8.499754389235151e-05,0.838914949450458,0.00012132763415909199,0.9648854633123978,8.51924261287359e-05,7.136130245273206e-05,1.0022927984440493
2013-04-24,7.773768893068322e-05,0.8368370557415499,0.00010987187613336276,0.955398526350042,7.733925525750018e-05,7.130680633745344e-05,0.9948746395903497
2013-04-25,6.90805921567358e-05,0.8358292087350389,0.00010414473298978804,0.9617386468604204,7.089477444310374e-05,7.191735887639072e-05,1.0262618230349236
2013-04-26,7.034557142953508e-05,0.835447837730077,0.00010192316867453683,0.9661691739566052,7.074148605274487e-05,7.281283199392628e-05,1.005628138561734
2013-04-29,6.776168711759701e-05,0.8394015119074106,9.778004593325133e-05,0.9909221523295222,6.832615326505089e-05,7.38136122738839e-05,1.008330166668877
2013-04-30,5.8041023931509805e-05,0.8433226254986389,8.049273630751045e-05,0.9948725269506294,5.764207823262248e-05,7.400521029219676e-05,0.9931264875795767
2013-05-01,6.311211636341748e-05,0.8402202603173852,8.38897082700474e-05,1.038320573775676,6.113696332015127e-05,7.772007377122968e-05,0.9687040594250917
2013-05-02,6.214021471172626e-05,0.8341428038494925,7.684181722938282e-05,1.0271129197160347,5.764021548301161e-05,7.573666262063148e-05,0.9275831400069902
2013-05-03,7.476459886581012e-05,0.8309141361611136,8.756431693562354e-05,1.0206501204567129,6.723071553480245e-05,7.418018520010061e-05,0.8992319433890132
2013-05-06,7.535412832838797e-05,0.8364883299490106,9.848774966138263e-05,1.0150650321933945,7.206170257286e-05,7.36764727370576e-05,0.9563072942575912
2013-05-07,7.392273390092128e-05,0.8372857722627963,0.0001015831511068476,1.038695336892563,7.255603836197068e-05,7.887845602382535e-05,0.9815118372004155
2013-05-08,6.958015556766957e-05,0.8387853955979554,0.00010527096403733992,1.0339155581261794,7.178733943981798e-05,7.815240252284872e-05,1.0317214564144201
2013-05-09,7.111722928104653e-05,0.8394663368547461,0.00010515786046553781,1.03004545064359,7.259581247794334e-05,7.782257744296641e-05,1.0207907874342745
