Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_ESRX,Predicted_Covariance,Future_Cov_45_ESRX,Beta_Predicted
2014-12-08,6.652863915801598e-05,0.48597750268026774,0.00016798352762109161,0.8527314055732578,5.137523643350649e-05,9.085238801628314e-05,0.7722273758145304
2014-12-09,5.578278936298998e-05,0.4598903855342294,0.00016833961334264844,0.8562290034195335,4.4565379222235466e-05,9.148855537713212e-05,0.7989091210953877
2014-12-10,7.622608908783083e-05,0.47879586088799253,0.000184157814808158,0.8221618147498478,5.6727975253999277e-05,8.264973375738672e-05,0.7442068185950741
2014-12-11,6.0199482263474304e-05,0.4440371908162114,0.00017676907127486864,0.8227701726378589,4.580563041453822e-05,8.236140124501961e-05,0.7608974146000343
2014-12-12,5.635062229218622e-05,0.43837222453471986,0.00017852335807467948,0.8226609514480993,4.3968323983458405e-05,7.69243608443674e-05,0.7802633262056311
2014-12-15,5.5088696774690915e-05,0.4217548344832906,0.0001826788069126781,0.8338639614245495,4.2309257324258755e-05,7.719913187153561e-05,0.768020661249272
2014-12-16,5.154869882225274e-05,0.49250695275989403,0.00023691070019848877,0.7497220992546103,5.442689484371395e-05,6.793901560797505e-05,1.0558345038229897
2014-12-17,8.951914955443635e-05,0.4780536435310377,0.00023142587325526029,0.7997002395655088,6.880825782658502e-05,6.652342604311972e-05,0.768642890030394
2014-12-18,9.913276275332198e-05,0.4488935942483384,0.00022333225339218595,0.9204902337165578,6.679250580636708e-05,6.494493331861066e-05,0.6737682270852361
2014-12-19,7.377698274922788e-05,0.43731548305099815,0.0002110337425258545,0.9275584223288432,5.4567147188373266e-05,6.543805255485856e-05,0.7396229169990601
2014-12-22,6.996587850894997e-05,0.43757468109590597,0.0002025564920935865,0.9043202879126844,5.209168603876391e-05,6.374575846325511e-05,0.7445298643981207
2014-12-23,6.063494070426503e-05,0.43047984966830527,0.00021799518202574112,0.8844940469112198,4.949231331499876e-05,6.302954619354427e-05,0.8162342164460549
2014-12-24,5.292955813268682e-05,0.4093909279081208,0.0001900640073461311,0.8877963398151271,4.106173440572994e-05,6.367422797330843e-05,0.7757807896826582
2014-12-26,5.0003308753932844e-05,0.40147891262340046,0.0001760108770663546,0.8731100829283188,3.766447031108962e-05,6.284984824771769e-05,0.7532395605346265
2014-12-29,4.966432774890378e-05,0.4118099720708347,0.00017136088920454153,0.8704088626714502,3.799049857475467e-05,6.264523460464606e-05,0.7649453903177662
2014-12-30,4.653062419950052e-05,0.41148544111540813,0.00016710615563226877,0.922473509948936,3.628441598277743e-05,7.002370350020226e-05,0.779796458934392
2014-12-31,4.3755181092948726e-05,0.41311414319999723,0.00016450770919381513,0.9054973409404392,3.5049185806403245e-05,6.695565753588244e-05,0.8010293851132414
2015-01-02,6.483180836307134e-05,0.476240236126904,0.00015864376759563233,0.8607930660109184,4.829827948881084e-05,6.895601396754517e-05,0.7449781320047505
2015-01-05,8.284505496642122e-05,0.49846390534583,0.00015557729655036383,0.9262428106198096,5.659005567828126e-05,6.72374473161101e-05,0.683083084454689
2015-01-06,7.372029621424698e-05,0.5140596375210552,0.00015187824771096143,0.9297834374867884,5.439448012808339e-05,6.846141662354403e-05,0.7378494515269088
2015-01-07,7.097584833724285e-05,0.5302367739085329,0.00014992026807734152,0.9209330343627478,5.4695968341004106e-05,6.585257549879171e-05,0.7706278913513701
2015-01-08,6.58935484829367e-05,0.5496968490178858,0.00015340640540980268,0.9543484921220938,5.526707016301141e-05,6.542245993973967e-05,0.8387326443243979
2015-01-09,5.142752848602693e-05,0.5711096874313206,0.00016096132406453388,0.9331595912929476,5.196107430169594e-05,6.271103112249506e-05,1.0103747123646818
2015-01-12,5.214866604959718e-05,0.592823756182105,0.00017006683205927347,0.8688066941275376,5.582863526293922e-05,5.949946456259127e-05,1.0705668906246253
2015-01-13,5.1084978694142575e-05,0.5894008780612802,0.00016998983418063047,0.8574593375662466,5.492484777308918e-05,5.903122470380754e-05,1.0751663047945421
2015-01-14,5.779000718727771e-05,0.582996870506261,0.00017072642430905434,0.9055354897367294,5.7908587262974756e-05,6.158089041995488e-05,1.0020519131501882
2015-01-15,5.577655409897309e-05,0.5793828796229381,0.00017045651684888965,0.9377466002367952,5.6493476697716785e-05,6.170327060634402e-05,1.0128534759869092
2015-01-16,7.006830803083834e-05,0.5782469752396839,0.0001706886925760736,0.9515491165797844,6.32377720665999e-05,6.0422698980752766e-05,0.9025160424705533
2015-01-20,6.698197984101967e-05,0.5756414294379094,0.00017862543199033464,0.9253852983559034,6.296550329492295e-05,6.367077100579524e-05,0.9400364612149456
