Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_LBTY.A,Predicted_Covariance,Future_Cov_45_LBTY.A,Beta_Predicted
2013-06-17,6.406673037804978e-05,0.5354960025659947,0.0001793538967875574,0.9480715109795764,5.7402118636441644e-05,5.011143749894276e-05,0.8959739056093374
2013-06-18,5.269216623890948e-05,0.5598264091835274,0.00017646951961925464,0.9803674742149352,5.3983527583237e-05,5.129675378758289e-05,1.024507653347794
2013-06-19,5.313666894497608e-05,0.5492972003130617,0.00017071826240743168,0.9541690424834126,5.2317205613334214e-05,4.743527017955397e-05,0.9845781952856241
2013-06-20,6.610900161714408e-05,0.5119951759392416,0.00016550249893927758,0.9246029347206304,5.355480546255952e-05,3.2175726777655984e-05,0.8100985365459085
2013-06-21,6.524441916700448e-05,0.5086330216817159,0.00016276351728333665,0.9570246295214864,5.241490101226409e-05,3.358242833075899e-05,0.8033622136799011
2013-06-24,5.5679700730278476e-05,0.502405548506367,0.000157095273199246,0.9041360701119464,4.698772649445093e-05,3.393715297501314e-05,0.8438933018348486
2013-06-25,5.683904438603972e-05,0.4993903593241902,0.00014951600039034684,0.8494812801484313,4.603703798474679e-05,3.053671489531032e-05,0.8099544684824782
2013-06-26,5.616484134519195e-05,0.5058225863967977,0.000141964402795734,0.7875627407618324,4.51668929236574e-05,2.681935330864596e-05,0.8041844656171891
2013-06-27,5.600093181678947e-05,0.5048622365690205,0.00013798553176053995,0.7800440888720853,4.437999913295927e-05,2.6279128439699523e-05,0.7924867978652783
2013-06-28,5.651835513949762e-05,0.5038477714357484,0.0001374364151197391,0.8051806585036835,4.44063429092813e-05,2.704883128928562e-05,0.7856977224421754
2013-07-01,4.0959150997653995e-05,0.48111952398002733,0.0001343122602046366,0.7537556555634056,3.568504779718061e-05,2.5852586354586825e-05,0.8712350458442005
2013-07-02,4.708768430286185e-05,0.4723748652585042,0.00012995084564761315,0.7638512234124624,3.695132386301805e-05,2.6164317405369934e-05,0.7847343612260044
2013-07-03,4.5307854285029834e-05,0.4670917684663716,0.00012710547346650574,0.7676645909816762,3.544631460162311e-05,2.6294623990477272e-05,0.7823437053238456
2013-07-05,5.048108536897671e-05,0.46111892036733637,0.00012851266170196962,0.76612715600699,3.7140713582287694e-05,2.5852329530665907e-05,0.7357352424342409
2013-07-08,5.858594159480322e-05,0.4635966929596193,0.00012748120960464355,0.7796574627303254,4.00645366316455e-05,2.6659647304764518e-05,0.683859225285531
2013-07-09,6.185296409698371e-05,0.45664562950239146,0.00012829051320606757,0.7802738545322483,4.0677741764515835e-05,2.6023417728417525e-05,0.6576522622381407
2013-07-10,6.043816195282401e-05,0.45337042897720603,0.0001286797914107039,0.7796714174056558,3.998195150713822e-05,2.6183604297269014e-05,0.6615348682897866
2013-07-11,6.428746384905295e-05,0.4423774399695997,0.0001335323381273447,0.6393654677877055,4.098730319204444e-05,1.9012967577043613e-05,0.6375629203274014
2013-07-12,6.999194674271863e-05,0.43980514864360304,0.00013426529098920254,0.6463563377635068,4.263499578941511e-05,1.9658920814703465e-05,0.6091414480316694
2013-07-15,7.060701256657018e-05,0.43248781554132665,0.00014018883254188273,0.6847779319481604,4.3028331357640005e-05,2.0899074636735585e-05,0.6094059186695053
2013-07-16,3.5042919617133015e-05,0.4169722526411044,0.00013702171038173063,0.6492595973620565,2.8893622160684272e-05,2.1314719991834774e-05,0.8245209724636569
2013-07-17,3.792838595062833e-05,0.4130422282237918,0.0001315869430904216,0.627154432424475,2.9179848630602473e-05,2.061892025286576e-05,0.7693406376054627
2013-07-18,3.7451029819475974e-05,0.4108106761716711,0.00013052460804574516,0.6629993718597073,2.8722338923725934e-05,2.3701154882437613e-05,0.7669305506998159
2013-07-19,4.0860668714576163e-05,0.4136711743847517,0.00013068097959676134,0.6485951328639211,3.0228332097835986e-05,2.3489210266916452e-05,0.7397904402639568
2013-07-22,3.950888193740232e-05,0.4094411436614993,0.00013077539251038934,0.652898907825192,2.9430786458120698e-05,2.367774753228038e-05,0.7449157003417787
2013-07-23,3.3171208880188284e-05,0.4086698002543598,0.00012846853403586373,0.6479431651489178,2.6677896251795797e-05,2.355473002437487e-05,0.8042485381872634
2013-07-24,3.471216593235655e-05,0.4117213929855246,0.00012573308288119057,0.6838968716540728,2.720001053052711e-05,2.4864667372398007e-05,0.7835872467172361
2013-07-25,3.488954269695917e-05,0.4121065989048911,0.0001245606255419543,0.6614242293851218,2.7167370003133878e-05,2.429474793709303e-05,0.7786679876862266
2013-07-26,3.343176772700175e-05,0.40707976222115116,0.0001238408359944209,0.6704410569469548,2.6193354464259653e-05,2.5028196947123345e-05,0.7834869719767805
2013-07-29,3.360094972876798e-05,0.40308803619995315,0.00012654353088084112,0.6824401385981397,2.6284254210565458e-05,2.630123339905779e-05,0.7822473597542924
2013-07-30,3.816574763863081e-05,0.4014896313063093,0.00012614736384125648,0.6839025736808274,2.785802415818104e-05,2.6374043787924382e-05,0.7299221391377528
2013-07-31,3.750748633018741e-05,0.41152686204376054,0.00013138544484104646,0.7562785004417045,2.8888886085903014e-05,3.061983132213349e-05,0.7702165330832147
2013-08-01,4.226173154810077e-05,0.4032862031638198,0.0001365613958276671,0.8091781511854471,3.063733474207249e-05,3.13533750265532e-05,0.7249427228792599
2013-08-02,4.130983358011611e-05,0.4176366102397458,0.00013649862722730488,0.8271040108162446,3.1360965642431954e-05,3.327535294254465e-05,0.7591646570449294
2013-08-05,3.7225611971094185e-05,0.42671413648335754,0.0001403034000980939,0.9059720141008571,3.083841522009358e-05,3.8986769805314365e-05,0.8284192948671928
2013-08-06,4.1983018398946586e-05,0.43945499726551884,0.0001408197412476237,0.9140763325830265,3.37895966859111e-05,3.883693854903918e-05,0.8048396226498791
2013-08-07,4.81253999850549e-05,0.4523277380620162,0.00016331037723629595,0.9647794817509736,4.0100269171655355e-05,5.103085549729601e-05,0.8332454210065431
2013-08-08,4.5117615842124565e-05,0.44875805289429965,0.0001884603241895428,0.981604536810347,4.1380457984300474e-05,5.253888162641879e-05,0.917168542972192
2013-08-09,4.7210405389653165e-05,0.45293759262922023,0.00020474038709893306,0.9773983080645546,4.4530645684428405e-05,5.243944965797194e-05,0.9432379433494111
2013-08-12,4.729046229109182e-05,0.44638976294738664,0.00023097871376155361,0.945276949397336,4.6653795935581883e-05,5.186314779705204e-05,0.9865371086543626
2013-08-13,5.1414947954433665e-05,0.46411312376692015,0.0002234614308108614,0.8756555212828382,4.974733692374504e-05,5.161230911230519e-05,0.9675656380676191
2013-08-14,5.361675369996386e-05,0.4872658402575262,0.0002086547766294042,0.8654679264022964,5.153833565561201e-05,5.11549021023509e-05,0.9612356604806297
2013-08-15,5.120699157562921e-05,0.49238332812897373,0.0001974065463556237,0.8546365927288013,4.9504963610406765e-05,4.688120130316705e-05,0.9667618051197429
2013-08-16,4.9139520575593413e-05,0.4996846231583312,0.00021661740075597287,0.8706313175341254,5.15534949651333e-05,4.739699371212172e-05,1.0491249072287216
2013-08-19,5.1240075352845624e-05,0.5036323468045384,0.00022772210635535822,0.8551672534332059,5.4402779862893114e-05,4.5809401514404246e-05,1.0617232603244375
2013-08-20,5.687877447837599e-05,0.5140317184170985,0.00021572233319796716,0.8405428661773556,5.6939360829351e-05,4.548239064355277e-05,1.001065183832293
2013-08-21,5.746511661394483e-05,0.5323780748186135,0.00021618837633567093,0.8560563232442278,5.933876148305384e-05,4.531988014065416e-05,1.0326049084994693
2013-08-22,5.43081375808944e-05,0.5334503980540065,0.00021982129432902763,0.8436817136087977,5.828561437892563e-05,4.371558291497999e-05,1.0732390572611075
2013-08-23,4.6628310947370826e-05,0.5699997340016834,0.00022936842569894647,0.84482628604535,5.894762497334309e-05,4.3692171404986316e-05,1.2642024507359277
2013-08-26,5.7057237442025364e-05,0.5628588659795443,0.00023355604877008728,0.807502633813205,6.497562134997467e-05,4.157899588770088e-05,1.1387796581633487
2013-08-27,6.26349019454684e-05,0.5387360048249669,0.00021959359787489336,0.9387298221740036,6.318209750473732e-05,4.250178202448656e-05,1.0087362723062188
2013-08-28,6.352118414260544e-05,0.5291097727705385,0.0002229860094674881,0.9195998126059904,6.297147754886962e-05,4.197557947918842e-05,0.9913460902664893
2013-08-29,6.345432123592429e-05,0.5583392683999396,0.00021791922072102513,0.9199407095614196,6.56563209202495e-05,4.2005275243853515e-05,1.0347021233768798
2013-08-30,6.533098257867051e-05,0.5626227432996337,0.0002187720192076443,0.8884156501572796,6.726246307145605e-05,4.016707275697052e-05,1.0295645406903178
2013-09-03,6.741624909395761e-05,0.5594839895430135,0.00022638830715561364,0.8998409532888764,6.911892131909069e-05,4.0987240132602644e-05,1.025256110329723
2013-09-04,5.29054408502055e-05,0.5439879274638244,0.00021758177802197755,1.021237344936351,5.8364758272376874e-05,4.576460477754594e-05,1.1031900941460573
2013-09-05,5.526096611110341e-05,0.5369943449672328,0.00020827477597230352,1.0528915419944782,5.7609921951684366e-05,5.190610085392164e-05,1.0425066010583008
2013-09-06,5.903493096893949e-05,0.5226854865264194,0.00023568735386883888,1.042339602476134,6.165426308472516e-05,5.4830818880641445e-05,1.044369190795934
2013-09-09,5.950680039687122e-05,0.5232502728427416,0.000256268885174572,1.0919231453244993,6.461609419950999e-05,5.580447811571658e-05,1.085860670857165
2013-09-10,6.058865375686932e-05,0.5188663643235344,0.00027200976969306393,1.0991025949464566,6.661061158092235e-05,5.546256524421195e-05,1.0993908504423617
2013-09-11,5.2548421709793746e-05,0.5214772211343719,0.0002615710420348974,1.1032454482373562,6.113782888791994e-05,5.676055200605967e-05,1.1634569963977688
2013-09-12,5.463125330927889e-05,0.5166452472734369,0.00025421328166530364,1.1135722179521352,6.0885256365999546e-05,5.7263160994062805e-05,1.1144766535249602
2013-09-13,5.629719144726608e-05,0.5329492003179541,0.0002536837073434346,1.1078149732950582,6.369061866745754e-05,5.7173152715793085e-05,1.1313285268789461
2013-09-16,5.4138744378514925e-05,0.5248340764033927,0.00024568824795050055,1.1032268825545577,6.05296700186871e-05,5.699600582496708e-05,1.1180471714580147
2013-09-17,5.7555509167455784e-05,0.524306053127605,0.00023538090815246467,1.0866985516938907,6.102586428659879e-05,5.612445028321751e-05,1.0602957939099475
2013-09-18,6.204530316157312e-05,0.5132499686481705,0.00023325627986723596,1.140834760016289,6.174475325489807e-05,5.638185279315313e-05,0.995155960381201
2013-09-19,6.178297806302708e-05,0.49753884825808614,0.0002339072223685587,1.1389085440845457,5.981129857016791e-05,5.748586638049854e-05,0.9680870111044536
2013-09-20,6.675064824066973e-05,0.4794286153705444,0.00023278468820161143,1.202300070213188,5.976251985827143e-05,5.650680392098662e-05,0.8953099547857187
2013-09-23,6.644616634370019e-05,0.4869379013891418,0.0002299781035090965,1.2043480479989943,6.0193803801115414e-05,5.5778877155253807e-05,0.9059033366914845
2013-09-24,6.687102886618699e-05,0.4927858546957089,0.00022540141546754724,1.1885287785904797,6.050002514040512e-05,5.470103916111304e-05,0.904726997119625
2013-09-25,5.221698153901886e-05,0.5015848218284272,0.00022610856615572168,1.1944134830396709,5.4501540228928593e-05,5.447855566442299e-05,1.0437512591225253
2013-09-26,5.0374063840171386e-05,0.5030880492497972,0.0002218398210906537,1.1625041346757916,5.318231623865352e-05,5.2998476085321377e-05,1.0557479818859217
2013-09-27,5.122431082106018e-05,0.5054078701520329,0.00022150755317044355,1.2070520708769252,5.38361918794479e-05,5.447022769552074e-05,1.050989091244423
2013-09-30,5.1567877421329924e-05,0.5011796635123968,0.0002211220069060913,1.2223834336933377,5.3517898532406624e-05,5.480842189510336e-05,1.0378146475788457
2013-10-01,5.3629225784131454e-05,0.4906837561130535,0.00022132025334738582,1.2342009523284714,5.345803907229231e-05,5.422812932915465e-05,0.9968079585461814
2013-10-02,4.9785428743887e-05,0.4954401122373954,0.00022449900470698528,1.2023352690023663,5.237807113483371e-05,5.357681932181258e-05,1.0520763294875723
2013-10-03,5.1677659876475144e-05,0.4916412656268852,0.00022298515431054932,1.147228576264323,5.277615208852115e-05,5.053971951453415e-05,1.021256616779315
2013-10-04,4.988490741732951e-05,0.4952543617677919,0.0002250316412087493,1.16797445684801,5.2472854248335184e-05,5.0549496700678234e-05,1.0518783528924953
2013-10-07,5.300164613196136e-05,0.46769831381822446,0.00023447424714421994,1.1919778522409348,5.2138443062548355e-05,4.944156003133083e-05,0.9837136554728161
2013-10-08,5.7418241986777646e-05,0.47087382637756336,0.00023175622706711837,1.091371429293832,5.43181790618505e-05,4.49929836858212e-05,0.9460090936667648
2013-10-09,4.671951297786224e-05,0.4827066252678594,0.00023058397662413462,1.077484349506476,5.0101067038570116e-05,4.5004259210718846e-05,1.072379908204741
2013-10-10,5.493659376391755e-05,0.48193982286780584,0.00022378903921847402,1.085771551922908,5.3437124922025215e-05,3.558786023553798e-05,0.9727054638965041
2013-10-11,5.397060840252837e-05,0.48893244590469603,0.0002239395660912538,1.0863339214930468,5.375179000631076e-05,3.5547098903451865e-05,0.9959456007131586
2013-10-14,5.390763459317086e-05,0.49408123708032553,0.00022387128305979403,1.133181257477649,5.4277857163914855e-05,3.7318814626834424e-05,1.0068677205657044
2013-10-15,5.553151341989191e-05,0.478399781378092,0.00022668065041347996,1.0861724898291638,5.367449318651908e-05,4.004317672372418e-05,0.9665591639952023
2013-10-16,4.144281603770634e-05,0.4574200084318263,0.00022693652560205248,1.2116340394948946,4.4360045950644035e-05,4.0526709198357394e-05,1.070391691295386
2013-10-17,4.1583055321708076e-05,0.4536052282194997,0.0002290717709088003,1.1966092625740938,4.427127566242616e-05,3.920201068052255e-05,1.0646470135472397
2013-10-18,4.3823960134694674e-05,0.4639779835742907,0.00023018285457445496,1.2533472113489914,4.6600402611527316e-05,4.066473286482015e-05,1.0633544405457456
2013-10-21,4.4710412594374516e-05,0.47345900380066863,0.00023069589858893083,1.2608063721235838,4.8084671734504056e-05,4.091784045088504e-05,1.0754692015647846
2013-10-22,4.4371990394003997e-05,0.4744763091347424,0.00023176834283019902,1.2119539599663582,4.81167234095692e-05,3.915703783940203e-05,1.084394073430414
2013-10-23,3.6244305626284386e-05,0.47276873518030743,0.00023041837911742414,1.220901385058257,4.320432247043169e-05,3.8517724147704146e-05,1.192030630022607
2013-10-24,4.040389782719303e-05,0.48125946333475195,0.0002252913167691972,1.2141203113209702,4.591590421292907e-05,3.821261670057272e-05,1.1364226394520356
2013-10-25,3.967999624918889e-05,0.48311666712592455,0.00022327950885942349,1.258846816323446,4.547390664270697e-05,3.965388565169512e-05,1.14601590073579
2013-10-28,4.081308187982178e-05,0.4935092493172271,0.00021971059907740722,1.1968406784889314,4.673265939913596e-05,4.07358343796884e-05,1.145041179118621
2013-10-29,4.2024721372673885e-05,0.4989178059435625,0.0002139017737971018,1.2760352587179191,4.730299272423633e-05,4.2856746677118434e-05,1.1255991992131227
2013-10-30,3.243679795796633e-05,0.5264289719960011,0.00020794174873346318,1.16560415869489,4.3234417936886765e-05,3.862866211269916e-05,1.332881808892255
2013-10-31,3.3498134377451295e-05,0.5195312524224681,0.00020738188327518628,1.135418068864446,4.330194408836886e-05,3.7993475747442255e-05,1.292667334856619
2013-11-01,3.528785039280735e-05,0.49254476633194944,0.0002171713944610316,1.140707460017101,4.311810050248351e-05,3.812832949422109e-05,1.2218964890894057
2013-11-04,3.477448195487655e-05,0.4944140923016165,0.0002160935672673329,1.176896530665153,4.2859006033173544e-05,3.915268439858963e-05,1.2324843857857464
2013-11-05,3.766596277267884e-05,0.49425046374293674,0.00021528905953438712,1.133622995153891,4.450743868229302e-05,3.736956166702547e-05,1.181635498099538
2013-11-06,3.8333959556374354e-05,0.581193814574862,0.00017282407974646035,0.8631466029904886,4.73058608842999e-05,3.203419264522503e-05,1.2340457764278527
2013-11-07,4.0431492315281525e-05,0.5651663153272006,0.00016880180324001324,0.6523230245933366,4.6690088370659174e-05,2.2985685053023966e-05,1.1547950792064172
2013-11-08,4.3778322206368926e-05,0.5583948591918158,0.00016768803388313684,0.6218935464475456,4.784339659253578e-05,2.0009205605941812e-05,1.0928558743527055
