Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_LBTY.A,Predicted_Covariance,Future_Cov_45_LBTY.A,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.5291997960697318,0.0001369761069915963,0.8416604424026155,4.592402688590383e-05,4.6096668663037246e-05,0.835303291462977
2013-03-01,5.488021190183326e-05,0.5277453692046099,0.00013709173612707056,0.8415706654139906,4.5776012512936234e-05,4.6047911011434654e-05,0.8341077945328979
2013-03-04,5.501029900576039e-05,0.534548422483501,0.0001368969330302937,0.8765240880645849,4.638802838802902e-05,4.792155488879247e-05,0.8432607934592667
2013-03-05,5.845535101370509e-05,0.5321395530156384,0.0001368888241548811,0.8833301523324515,4.760161345313477e-05,4.734187988660058e-05,0.8143243112503828
2013-03-06,5.9250468430820016e-05,0.5359085542144467,0.000137998222810724,0.928554001669749,4.8458875294081236e-05,5.0108705994575764e-05,0.8178648469363767
2013-03-07,5.369174155549812e-05,0.5394818648868688,0.00014554732110073275,0.9268513834272074,4.769059093438686e-05,5.009810789929854e-05,0.8882295405726743
2013-03-08,4.524810700565277e-05,0.5799153335032461,0.00015665419332798277,0.9191230590892436,4.8824275974448886e-05,4.948079876900963e-05,1.0790346647728124
2013-03-11,4.8373919939468494e-05,0.5729168226662444,0.00015969948959292327,0.90523984179368,5.035573965382276e-05,5.0291821879566564e-05,1.040968764095078
2013-03-12,5.1431479865635213e-05,0.5832877169487608,0.00016103096128328102,0.8668231933559706,5.308258136440719e-05,4.8214538023066416e-05,1.0321029358495124
2013-03-13,5.5261000285198275e-05,0.605098397899241,0.00016215291500461614,0.8837340031710775,5.727930689389306e-05,4.9890228798637864e-05,1.0365231645876558
2013-03-14,6.195858588029715e-05,0.585870233158851,0.00016743428654444428,0.8525520822969677,5.967252010125641e-05,4.9158844752409584e-05,0.9631033254461717
2013-03-15,6.386120353979619e-05,0.577964205212631,0.00017117613716653506,0.8272637776329207,6.042840102313189e-05,4.6763105045628506e-05,0.9462458844120423
2013-03-18,6.402550064969363e-05,0.5841244790702884,0.00017385294861411356,0.8000681993010365,6.162726988675801e-05,4.429918097437107e-05,0.9625425691544812
2013-03-19,6.71640875084588e-05,0.5820722945785001,0.00017794296611313423,0.8068545007752455,6.363351307794452e-05,4.5897733891497294e-05,0.9474335979020093
2013-03-20,6.839791392936718e-05,0.5872814712996383,0.0001750988711207471,0.7732249311456347,6.427016285059326e-05,4.378677009993214e-05,0.9396509214734744
2013-03-21,6.814178529168062e-05,0.5546552769571547,0.00017336206287572523,0.751480939373168,6.028467669263388e-05,4.092973052930354e-05,0.884694705819426
2013-03-22,6.79733209422515e-05,0.5402501619227725,0.0001710317328964097,0.7116503447015728,5.825088098667407e-05,3.840047870228334e-05,0.8569668243245407
2013-03-25,7.243408887933498e-05,0.5614506025828205,0.000172086880046832,0.6926574179173914,6.268403342829946e-05,3.787452821295896e-05,0.8653941037723586
2013-03-26,7.339742545776695e-05,0.5800931224621608,0.00016543619854932247,0.6175497216765629,6.392244834578666e-05,3.3232384613507516e-05,0.8709085904187169
2013-03-27,7.311742529462491e-05,0.5833378925344462,0.0001666518323878431,0.6336746671924146,6.439255831420192e-05,3.761066200065936e-05,0.8806732192050479
2013-03-28,6.422356192814954e-05,0.5484975305788472,0.0001621535798665956,0.625486654263633,5.5973845074336756e-05,3.735198437810198e-05,0.8715468808310227
2013-04-01,6.678777769649997e-05,0.5261455192158101,0.0001594865462344703,0.6135174586999471,5.430207175661498e-05,3.6766796322198076e-05,0.8130540291874496
2013-04-02,6.451960799026473e-05,0.5169832700060016,0.00015456148653798533,0.675929652084729,5.162653673574395e-05,4.3670251585195094e-05,0.8001681712563071
2013-04-03,6.836168011312682e-05,0.5005503547949121,0.00015071060458718663,0.678567528333054,5.0807291481721426e-05,4.299382373213915e-05,0.7432130310086601
2013-04-04,6.901245142532413e-05,0.49501548909357607,0.00014865977361211015,0.798357213904326,5.013941344379429e-05,5.282844264715434e-05,0.726527060092168
2013-04-05,6.697476452894188e-05,0.48510299990944233,0.00014959436526049074,0.806277245305305,4.8556477737996e-05,5.276575200302315e-05,0.7249966174500433
2013-04-08,7.273438811092278e-05,0.47209975510070096,0.0001511837829877222,0.8292062411554567,4.950582178318499e-05,5.617927531641381e-05,0.6806384582171322
2013-04-09,7.022991067372413e-05,0.46565686056573086,0.00015888777816851018,0.8349847080195653,4.918948887832428e-05,5.8021288552471467e-05,0.7004065419768228
2013-04-10,6.636144982931065e-05,0.45469919966684264,0.00016159171638558144,0.8747270414370756,4.7085986048108284e-05,6.228094273348712e-05,0.7095382359671
2013-04-11,6.716170407401359e-05,0.44218208322874636,0.00016490496349703439,0.8469024790653514,4.6534907899405983e-05,6.110558120623167e-05,0.6928786060598396
2013-04-12,6.98842565011876e-05,0.4396576600876748,0.00017836637708827354,0.7953102801584283,4.9086358434635e-05,5.810861368846725e-05,0.7023950871366977
2013-04-15,9.593981606210937e-05,0.4106947501496221,0.0001862883336236321,0.7857363685959093,5.4904939971561356e-05,4.7424127944974106e-05,0.572285232817385
2013-04-16,8.836558039441448e-05,0.4109312709199388,0.00018990577432419456,0.825690911349891,5.323286536609185e-05,5.0651719641425024e-05,0.6024162929558109
2013-04-17,8.959564094882932e-05,0.41787155548323085,0.00018957195041959516,0.8365815038476327,5.4459454798496635e-05,5.945429080515782e-05,0.6078359864583146
2013-04-18,9.719405369416862e-05,0.4271491404617078,0.00019044438445093285,0.8187963587026099,5.811436146265119e-05,5.743583486131268e-05,0.5979209555917298
2013-04-19,7.72897485213767e-05,0.43572236472080544,0.00019530727704173366,0.7882456890773926,5.353403908124419e-05,5.720142931915738e-05,0.6926408754770086
2013-04-22,7.797978274745508e-05,0.4407325491916519,0.00020045010239645882,0.8425086354705964,5.510224292686128e-05,6.24724453752362e-05,0.7066221652003715
2013-04-23,8.499754389235151e-05,0.4467991785867635,0.0002048353137942898,0.8994354655707643,5.895463704816282e-05,6.652073094247497e-05,0.6936040072267058
2013-04-24,7.773768893068322e-05,0.46158878343374987,0.00020736087364355243,0.9158811297129243,5.860497251322429e-05,6.835739907833998e-05,0.753881075181961
2013-04-25,6.90805921567358e-05,0.47282180487985814,0.00021073379968020902,0.9176084906289668,5.7048288698764175e-05,6.861737265525974e-05,0.8258222304946122
2013-04-26,7.034557142953508e-05,0.4697457934389112,0.00021866045883196051,0.9389215377048334,5.825945373110692e-05,7.075938461213171e-05,0.8281893592898767
2013-04-29,6.776168711759701e-05,0.46362506181355867,0.00022667708505266126,0.9529749508874455,5.7459629199839305e-05,7.09869320876155e-05,0.8479663308872608
2013-04-30,5.8041023931509805e-05,0.5055381398890391,0.00022680906694591197,0.964197159197814,5.800316138447116e-05,7.17233731926282e-05,0.9993476588717091
2013-05-01,6.311211636341748e-05,0.4993814802075115,0.00022704899499250534,1.0163472339530184,5.9778993169312764e-05,7.607533164134278e-05,0.9471872694791021
2013-05-02,6.214021471172626e-05,0.49907479218622125,0.00023186105679079614,1.031920758672514,5.99053920656566e-05,7.609118028854471e-05,0.9640358074648246
2013-05-03,7.476459886581012e-05,0.5009479264187062,0.000236031174291024,1.0355827152534074,6.654650793563645e-05,7.526547645254397e-05,0.8900804517800762
2013-05-06,7.535412832838797e-05,0.5097013578826278,0.00023674646540144292,1.035960905021092,6.807867078202984e-05,7.5193158029014e-05,0.9034497816144564
2013-05-07,7.392273390092128e-05,0.5376679647692877,0.00022484989676429656,1.0292805864625802,6.931855764695258e-05,7.81635004912548e-05,0.9377163693629124
2013-05-08,6.958015556766957e-05,0.5442434377605596,0.00022490264321902058,1.018651566863635,6.808213693138591e-05,7.69986162393562e-05,0.9784706052456756
2013-05-09,7.111722928104653e-05,0.5661146524967333,0.00021559092686463446,0.9959196542366786,7.009822960736125e-05,7.524428593940197e-05,0.9856715498622939
2013-05-10,7.562958883543677e-05,0.5800393996572767,0.00021504237499404556,0.993546762795046,7.397166394496816e-05,7.534492275935351e-05,0.9780783564211079
2013-05-13,7.357910230951406e-05,0.588046857531958,0.00021365202303000124,1.0039399052149958,7.372973631207288e-05,7.621980336971825e-05,1.0020472389283193
2013-05-14,7.590263764609063e-05,0.5832932308892415,0.00021142418625888474,1.0097188724720003,7.389119740921792e-05,7.503665232839314e-05,0.9734997320349867
2013-05-15,7.650099964197039e-05,0.5920646526627547,0.00021046092496206757,1.0309696197224116,7.51256817453594e-05,7.609540203774036e-05,0.982022223199075
2013-05-16,7.639729836462006e-05,0.5784821142301916,0.0002086693838832232,1.0202094120113157,7.303958603845916e-05,7.47351666120768e-05,0.9560493316120211
2013-05-17,7.425705624970095e-05,0.5776028566848476,0.0002078575908292142,1.067359518380795,7.175978708153934e-05,7.628938957778696e-05,0.9663699411977207
2013-05-20,7.217439206379002e-05,0.5781278328831884,0.0002094229364452122,1.0722532829255735,7.107675105027618e-05,7.701188807561344e-05,0.984791821834208
2013-05-21,7.13709588975209e-05,0.5801221956278333,0.00021074498526259537,1.0654741349446322,7.11473735551711e-05,7.660733301100243e-05,0.9968672784308413
2013-05-22,7.35750525384875e-05,0.5748701692888887,0.00020940188023302556,1.0641510540144228,7.135515470476655e-05,7.506427538947439e-05,0.9698281175870079
2013-05-23,7.454058968752127e-05,0.5647481553389598,0.0002143484387277072,1.0547125364141392,7.138572841200947e-05,7.442833912967288e-05,0.9576759281253721
2013-05-24,7.630250921850573e-05,0.589516388030715,0.0002142090246131734,1.0583990516187338,7.536751125136755e-05,7.465335305859651e-05,0.9877461701231783
2013-05-28,7.438631671877e-05,0.5963707406695429,0.00021717328156243065,1.071953174889464,7.579944960212407e-05,7.484696143741256e-05,1.0189972154246683
2013-05-29,7.273626036607267e-05,0.5962176557228529,0.00021882360305506678,1.0157016594829382,7.521897295689307e-05,7.255583671541744e-05,1.034133079956616
2013-05-30,7.309916508279677e-05,0.5900489123173432,0.00022686807595777436,1.0173287388458825,7.598553338355049e-05,7.248883792757502e-05,1.0394856534610817
2013-05-31,7.696255068093324e-05,0.565578714861738,0.00022978130018903818,1.0265115971971015,7.52125172825718e-05,6.779853397150108e-05,0.9772612344201451
2013-06-03,7.835861755638394e-05,0.5492804338695685,0.00022991400749280126,1.0163395216247295,7.372592455723264e-05,6.760820820200867e-05,0.9408783214454008
2013-06-04,7.696792659140356e-05,0.5429915078284373,0.0002289814257918296,1.0346668655212905,7.208552384012709e-05,6.847490125332292e-05,0.9365657492997638
2013-06-05,8.390672708275947e-05,0.5097337040406608,0.00022912405029566372,0.9505213723357218,7.067683287252993e-05,5.818115853697389e-05,0.8423261796735256
2013-06-06,8.864935953499249e-05,0.5036612084959092,0.000228713697560567,0.9425418658207324,7.171704584701225e-05,5.665251086594164e-05,0.808996773616886
2013-06-07,8.584609796353898e-05,0.5172274470652238,0.00021259172181669676,0.8331378468908269,6.987390538321003e-05,4.745807668674776e-05,0.8139438721243597
2013-06-10,7.344670994631798e-05,0.545624081680485,0.00019908169985320082,0.8232147350643544,6.597742678093592e-05,4.6988370345931946e-05,0.8983033661978687
2013-06-11,7.540176794643908e-05,0.5416705415933353,0.0001923494963729925,0.8290634983397602,6.523362438374213e-05,4.56521274292603e-05,0.8651471465507308
2013-06-12,7.564969572692771e-05,0.5351492946201029,0.00019029199435882248,0.8143335238464721,6.420795070909453e-05,4.738585366079223e-05,0.8487535883933441
2013-06-13,7.668406692361186e-05,0.5308455753907411,0.00018636209794475197,0.7924985093567352,6.345992668526148e-05,4.248939114578776e-05,0.8275503534323043
2013-06-14,7.978958283363962e-05,0.5221276421839591,0.00018903525262431266,0.8449365055917575,6.41240854570741e-05,4.532352538866103e-05,0.8036648792959865
