Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_BKNG,Predicted_Covariance,Future_Cov_45_BKNG,Beta_Predicted
2014-11-26,7.228929035700332e-05,0.6183048475042577,0.0003123476054013415,1.186006196131555,9.290920040912188e-05,0.00012122371155121228,1.2852415613749475
2014-11-28,6.63644735069259e-05,0.6133510384207297,0.00030691285306786,1.1873302721259689,8.75355509950215e-05,0.00012160108480418347,1.3190122119462928
2014-12-01,6.796408095783602e-05,0.6063972485203777,0.00030296376530842016,1.207644238426843,8.701463266806872e-05,0.0001252560843159971,1.280303234322427
2014-12-02,6.956629167082881e-05,0.601794447863599,0.00030160176353545483,1.242329261785036,8.716949732953991e-05,0.00012787396289069464,1.2530421736723483
2014-12-03,9.973973303376368e-05,0.6274377675731709,0.0003041328704275754,1.2357145712343318,0.00010927893099476985,0.00012721413866261747,1.0956409012823103
2014-12-04,7.195368455764464e-05,0.6416000068773803,0.0003047318235815398,1.2655868334881428,9.500572668964398e-05,0.00013363313998656452,1.320373338401198
2014-12-05,6.914099334132158e-05,0.6524959322576499,0.0003054965045582673,1.2676205010207056,9.483065246832756e-05,0.00013377420541777244,1.3715546723517025
2014-12-08,6.652863915801598e-05,0.6502749231099144,0.00030590585796869384,1.3194990121224386,9.276736549954652e-05,0.0001405831138069317,1.3943974606065432
2014-12-09,5.578278936298998e-05,0.6492209419077686,0.00030619683436800395,1.3247985938411042,8.484826810786102e-05,0.00014155548227416377,1.5210474247843013
2014-12-10,7.622608908783083e-05,0.666550749449379,0.00030593496130135037,1.3468305635065632,0.00010178870636611266,0.0001353932832845048,1.3353526015066512
2014-12-11,6.0199482263474304e-05,0.677053825583579,0.00030539927525622686,1.3535736861327443,9.18023028336468e-05,0.0001354961922365993,1.5249683117183108
2014-12-12,5.635062229218622e-05,0.6879769818890402,0.0003041771071496113,1.3759494564521395,9.007132029706891e-05,0.0001286605767605993,1.5984086179214834
2014-12-15,5.5088696774690915e-05,0.6930391983252332,0.00029960117099292824,1.3345426415431354,8.903500788206804e-05,0.0001235519678733571,1.6162119108792001
2014-12-16,5.154869882225274e-05,0.686832114243343,0.0002923190488552802,1.2874174121960356,8.431173091923578e-05,0.00011666439037628203,1.6355743761826975
2014-12-17,8.951914955443635e-05,0.6695463063700706,0.00029772644616136323,1.2824141946595362,0.00010930682989294668,0.00010667820467508107,1.2210441055014436
2014-12-18,9.913276275332198e-05,0.6558187110897338,0.00030631055328140947,1.317083489044305,0.00011428083057254078,9.292646052925417e-05,1.152805867591047
2014-12-19,7.377698274922788e-05,0.6401390960025819,0.00031288551722402576,1.3238645075969988,9.725849115070551e-05,9.33969366653345e-05,1.3182768869972983
2014-12-22,6.996587850894997e-05,0.6260057743749081,0.00032145955142590614,1.2866218009366424,9.388250135865768e-05,9.069428569978593e-05,1.3418326669999339
2014-12-23,6.063494070426503e-05,0.625789425532941,0.00032746981622223487,1.2884369186449351,8.818106443337029e-05,9.181474376768789e-05,1.454294560350212
2014-12-24,5.292955813268682e-05,0.6093709738334102,0.0003374841532326613,1.2912035389402683,8.144371779326006e-05,9.260726228669294e-05,1.5387190195144334
2014-12-26,5.0003308753932844e-05,0.5979029709304049,0.0003450344104232515,1.3036672334194672,7.85346454863849e-05,9.384302092942661e-05,1.5705889758786815
2014-12-29,4.966432774890378e-05,0.5913758382064961,0.0003510559034560526,1.3042293944806465,7.808614764640875e-05,9.386824962323037e-05,1.5722783572386585
2014-12-30,4.653062419950052e-05,0.5828184400841573,0.0003546905777271932,1.2793294089941087,7.487339903723472e-05,9.71121471221992e-05,1.6091208816845926
2014-12-31,4.3755181092948726e-05,0.5780992404852913,0.0003621987124249424,1.285525480512596,7.277640401311293e-05,9.505627453025708e-05,1.663263691184701
2015-01-02,6.483180836307134e-05,0.5734367526222609,0.000368485365613261,1.2928888783026466,8.863182958168718e-05,0.00010357014603274048,1.3671040777596528
2015-01-05,8.284505496642122e-05,0.5651733641889685,0.00037570894600506637,1.2011331999205868,9.971046676498766e-05,8.719218041244361e-05,1.2035777730535917
2015-01-06,7.372029621424698e-05,0.5624300777739639,0.00038490337130934386,1.1502387674230523,9.474099275987073e-05,8.469388924151531e-05,1.285141238235575
2015-01-07,7.097584833724285e-05,0.5796865029183662,0.0003856488462559583,1.2848246868833817,9.59057184120829e-05,9.187314553684755e-05,1.3512444114283126
2015-01-08,6.58935484829367e-05,0.5857484247800742,0.0003872586744951933,1.274419320562186,9.356925131083397e-05,8.736394266261731e-05,1.4200062595667309
2015-01-09,5.142752848602693e-05,0.5790749032535523,0.00034976800443333665,1.2195776599782475,7.766451054584686e-05,8.195915608093006e-05,1.5101738860919327
2015-01-12,5.214866604959718e-05,0.572600478300444,0.0003332535541083,1.2389950651794035,7.54850076223502e-05,8.485149052390432e-05,1.4474964239844308
2015-01-13,5.1084978694142575e-05,0.5947574763069753,0.0003163105669547568,1.2397529845488775,7.560375543345127e-05,8.534997964549745e-05,1.4799605944069822
2015-01-14,5.779000718727771e-05,0.6211638596980484,0.0003008098017459734,1.2431477931848556,8.1898989970534e-05,8.454019626572821e-05,1.4171825538129332
2015-01-15,5.577655409897309e-05,0.6360821700681576,0.0002909083726495796,1.1435907535836976,8.10246516349895e-05,7.524771586851885e-05,1.4526650658843994
2015-01-16,7.006830803083834e-05,0.5959929467289703,0.00028298236337965393,1.188800026480371,8.392311977951109e-05,7.548796472694929e-05,1.1977329285955498
2015-01-20,6.698197984101967e-05,0.59053870134581,0.0002858685844981896,1.1797075042476275,8.171665302619246e-05,8.116931022161177e-05,1.2199796605019027
2015-01-21,5.396910834789416e-05,0.5845737898193473,0.00028957565075409143,1.1696363536241752,7.307906483489561e-05,8.007393124785914e-05,1.3540906468903542
2015-01-22,5.806897077464812e-05,0.5894018137067901,0.00029072269432088024,1.2412635398096596,7.658134677309149e-05,7.904820756022174e-05,1.3187997953379524
2015-01-23,5.910063936486745e-05,0.588152170994213,0.00029099671415053744,1.212616039454684,7.713115532476178e-05,8.029069045717225e-05,1.3050815719366415
2015-01-26,6.288399592442454e-05,0.5851209800716399,0.0002979260691890184,1.1504207063016088,8.00884685506209e-05,7.817738212226587e-05,1.273590638973915
2015-01-27,6.964065036165525e-05,0.5745867904495001,0.0003074295997170163,1.09630232874185,8.407364690315085e-05,7.03156173233617e-05,1.207249594404169
2015-01-28,7.988841611727443e-05,0.5803621048329807,0.00031273632396147205,1.1057049405148174,9.173395458251756e-05,6.663361813365846e-05,1.1482760460271755
2015-01-29,8.021798542057233e-05,0.5787440267793255,0.0003185800509563028,1.1355694320066665,9.251916102615132e-05,6.750272543140567e-05,1.1533468528421096
2015-01-30,7.830236811365751e-05,0.5924844177976419,0.00031889662199447865,1.1707898733571065,9.362446322433183e-05,6.512497412791491e-05,1.1956785660483982
2015-02-02,6.708254753246161e-05,0.5731544158482865,0.0003199197968364576,1.2379440802721464,8.396474511234425e-05,6.529482559070577e-05,1.2516630360782475
2015-02-03,8.067150173734702e-05,0.5496376296030661,0.0003226310776041348,1.191009507536679,8.867263785285545e-05,5.8065874887196124e-05,1.099181692954704
2015-02-04,7.910110058857453e-05,0.556184541146997,0.00032245130556011196,1.163375703788616,8.88264379351168e-05,5.685305634045522e-05,1.1229481925558318
2015-02-05,8.520627788871464e-05,0.5544230669428668,0.00032401472160261936,1.1295872398227582,9.212117303114259e-05,5.349848703638925e-05,1.0811547612895294
2015-02-06,8.507292515013707e-05,0.5476435678880356,0.0003261145061345054,1.0966947500096471,9.121761919465585e-05,5.175426116083898e-05,1.0722285501959008
2015-02-09,6.296753465448077e-05,0.5354084560437468,0.0003272215146898061,1.1058501146702744,7.685364965020694e-05,5.1949375776093924e-05,1.2205281669660863
2015-02-10,6.653518645016198e-05,0.5152027893306874,0.0003271787148339721,1.0582465775918424,7.601449521251751e-05,4.7276032370306576e-05,1.1424706124398702
2015-02-11,6.58212274519105e-05,0.5089799366757661,0.000325657993243325,1.0905100931389964,7.451857183746633e-05,5.217402549074369e-05,1.1321358583279257
2015-02-12,6.625281595902424e-05,0.4986800666277677,0.0003292615913225956,0.9757596684416135,7.365372503976048e-05,4.648929962464292e-05,1.111707087066511
2015-02-13,6.59493776327874e-05,0.49988706734317406,0.0003300325768284095,0.965768568071064,7.374891869293347e-05,4.568333206190607e-05,1.1182655749016264
