Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_KMB,Predicted_Covariance,Future_Cov_45_KMB,Beta_Predicted
2013-06-03,7.835861755638394e-05,0.5939472238182021,0.00015887784847049943,0.6993392788749357,6.627090698231e-05,4.652094557381307e-05,0.8457385932647922
2013-06-04,7.696792659140356e-05,0.6043782039135581,0.00014983976440577948,0.7306683487782922,6.49048615989512e-05,4.83560889971232e-05,0.84327153495389
2013-06-05,8.390672708275947e-05,0.6256709879949336,0.0001403339796317278,0.6748257226301809,6.789312963815585e-05,4.130590168287892e-05,0.8091500169133164
2013-06-06,8.864935953499249e-05,0.6251610211260922,0.0001306440682334846,0.6702765455700397,6.727822747247406e-05,4.0287705679818294e-05,0.7589251386065274
2013-06-07,8.584609796353898e-05,0.6337140604920777,0.00012405011099012202,0.673311330576373,6.539615304035907e-05,3.8353870106607746e-05,0.7617836406278417
2013-06-10,7.344670994631798e-05,0.6258582699249838,0.00011494043727946694,0.6713077378272767,5.750407090312081e-05,3.831765304668885e-05,0.7829359673857467
2013-06-11,7.540176794643908e-05,0.6243609064588197,0.00010787753257193155,0.7474261337795621,5.631083524306406e-05,4.115679097149253e-05,0.7468105427324186
2013-06-12,7.564969572692771e-05,0.6267326229030495,0.0001029408805870068,0.7243490396014246,5.53069658472653e-05,4.214968017988607e-05,0.7310930376627892
2013-06-13,7.668406692361186e-05,0.6253314728833762,9.831756651480933e-05,0.7485238192293802,5.429732275948891e-05,4.0131711241944517e-05,0.7080652466382188
2013-06-14,7.978958283363962e-05,0.6261582118680411,9.437654750762675e-05,0.7664242490033718,5.433619474302846e-05,4.111202283047451e-05,0.6809935935662029
2013-06-17,6.406673037804978e-05,0.6271563442279766,9.334793825889529e-05,0.7299024529432658,4.850030450447487e-05,3.8579854712857515e-05,0.7570279335043419
2013-06-18,5.269216623890948e-05,0.5924646542956856,9.235134530272811e-05,0.7596618911239376,4.132920827582693e-05,3.9748553492147724e-05,0.7843520436878185
2013-06-19,5.313666894497608e-05,0.5799509362657672,9.754876533244639e-05,0.6814887003073922,4.1754117131927876e-05,3.387932240943152e-05,0.7857872531521495
2013-06-20,6.610900161714408e-05,0.5940415881764879,9.840240272830902e-05,0.6540958034799846,4.791262895894721e-05,2.2762211830467836e-05,0.7247519670078031
2013-06-21,6.524441916700448e-05,0.5874861107606596,9.765973703263933e-05,0.7152448690437209,4.689505649818164e-05,2.5098266870742457e-05,0.7187596593993052
2013-06-24,5.5679700730278476e-05,0.609573893217291,7.814461040181305e-05,0.7185757773997709,4.0209097011182264e-05,2.697206414819338e-05,0.7221500202733069
2013-06-25,5.683904438603972e-05,0.6180345292421101,7.299505755959172e-05,0.6998398287066961,3.980914508656614e-05,2.515748118412325e-05,0.7003837857686378
2013-06-26,5.616484134519195e-05,0.6238279658648928,6.931434862163394e-05,0.6486040445997554,3.892321287216373e-05,2.2087308260305327e-05,0.6930174098229834
2013-06-27,5.600093181678947e-05,0.6271878845893892,6.577072575240528e-05,0.6237387298402453,3.8063752802273316e-05,2.10133124885133e-05,0.6796985615668191
2013-06-28,5.651835513949762e-05,0.6314639857153586,6.349100491065979e-05,0.6006760432152146,3.782678613029174e-05,2.0178806806708193e-05,0.6692832096215172
2013-07-01,4.0959150997653995e-05,0.6000443680532624,6.198513719498715e-05,0.5807254738846143,3.0234488120133816e-05,1.9917934082615173e-05,0.738161982944069
2013-07-02,4.708768430286185e-05,0.5788477119744053,6.118494525964519e-05,0.5807099475364788,3.106993004480235e-05,1.9891150163931528e-05,0.6598313445393621
2013-07-03,4.5307854285029834e-05,0.5668415236847191,6.0846663639784944e-05,0.5798076649274562,2.9762320507249403e-05,1.986000750219302e-05,0.6568909734726319
2013-07-05,5.048108536897671e-05,0.5621899829142732,6.0552080200500584e-05,0.5980502448378524,3.108221632888834e-05,2.018071267180415e-05,0.6157200484439267
2013-07-08,5.858594159480322e-05,0.556754168099535,5.951361372636279e-05,0.5817946205249462,3.2875195574040056e-05,1.989391512099103e-05,0.5611447845528218
2013-07-09,6.185296409698371e-05,0.5417059056356711,5.800057586497324e-05,0.5849042648234631,3.244591165298913e-05,1.9507520245899496e-05,0.5245651865950166
2013-07-10,6.043816195282401e-05,0.5489136563014093,5.647355586644236e-05,0.5725028318933675,3.2068764375964276e-05,1.922628850399752e-05,0.5306045607574247
2013-07-11,6.428746384905295e-05,0.551712560947988,5.5218595675070426e-05,0.5441589300991493,3.287143752927357e-05,1.6181787437680527e-05,0.5113195568961275
2013-07-12,6.999194674271863e-05,0.5502944041070684,5.4325579995062156e-05,0.5666508909231205,3.3932926694582785e-05,1.7234680536720667e-05,0.48481187156167904
2013-07-15,7.060701256657018e-05,0.5497140036302764,5.3736662438770866e-05,0.556677862015672,3.386071023854753e-05,1.698952557332795e-05,0.4795658250888713
2013-07-16,3.5042919617133015e-05,0.5194096653548023,5.387785787530713e-05,0.6326144419691685,2.256915651056886e-05,2.07682716561282e-05,0.6440432691440029
2013-07-17,3.792838595062833e-05,0.5078501318748714,5.387531665157981e-05,0.6456878829451858,2.295686964730853e-05,2.1228243441126823e-05,0.6052688262873
2013-07-18,3.7451029819475974e-05,0.49974818658343123,5.395183535833761e-05,0.6918422182429127,2.2463955011918866e-05,2.4732239976019477e-05,0.5998220908797746
2013-07-19,4.0860668714576163e-05,0.49557220235541594,5.406954268996762e-05,0.6869854488541904,2.329356822833787e-05,2.487953553890391e-05,0.5700731035767016
2013-07-22,3.950888193740232e-05,0.4914860824667626,5.417831263350614e-05,0.7126438352417389,2.2738998428898712e-05,2.5844431058242315e-05,0.5755414305301342
2013-07-23,3.3171208880188284e-05,0.5049606813093125,5.656101243695197e-05,0.7305766642812225,2.1872418151931978e-05,2.6558712268069732e-05,0.659379591227241
2013-07-24,3.471216593235655e-05,0.5191549872733079,5.895592830788329e-05,0.744400331642703,2.3485598280963863e-05,2.7064411909696294e-05,0.6765811827107
2013-07-25,3.488954269695917e-05,0.525875115177165,6.047810245144824e-05,0.7450183630388184,2.415624005980563e-05,2.736524084604519e-05,0.6923633327504459
2013-07-26,3.343176772700175e-05,0.525484107876259,6.174042294898396e-05,0.7494078660603255,2.38739377321772e-05,2.7976102404726684e-05,0.7141093443555783
2013-07-29,3.360094972876798e-05,0.5259775697504979,6.23711910508555e-05,0.7351431066237096,2.4078809970385846e-05,2.8332405049821113e-05,0.7166109935806486
2013-07-30,3.816574763863081e-05,0.5502886008985792,6.105962988884162e-05,0.7348771411889965,2.6564673807781508e-05,2.8339828867947084e-05,0.6960344143997099
2013-07-31,3.750748633018741e-05,0.560091238269234,6.033274739985765e-05,0.681244081237416,2.664368619256586e-05,2.758187472539336e-05,0.7103564861162673
2013-08-01,4.226173154810077e-05,0.5877182241595768,6.193777799935759e-05,0.7015122063882073,3.0069112623230802e-05,2.718162281120893e-05,0.7114974120028005
2013-08-02,4.130983358011611e-05,0.5869574643728979,6.017783046485745e-05,0.6791792873792468,2.9265208047131235e-05,2.732416987859507e-05,0.7084320005882963
2013-08-05,3.7225611971094185e-05,0.5851292925186999,5.9052811931754756e-05,0.6683252775290667,2.7434247627114372e-05,2.876009782262202e-05,0.7369723739778182
2013-08-06,4.1983018398946586e-05,0.5895493510996764,5.7235506760451476e-05,0.7013116182644366,2.889946224177769e-05,2.9797069731907964e-05,0.6883607549880887
2013-08-07,4.81253999850549e-05,0.5944763067099047,5.522256780156902e-05,0.7246146896347052,3.064643944797607e-05,3.832762638241017e-05,0.6368038386692509
2013-08-08,4.5117615842124565e-05,0.5850594314701618,5.365019572433599e-05,0.7515081952007889,2.8784501406273117e-05,4.02233268371358e-05,0.6379880866709748
2013-08-09,4.7210405389653165e-05,0.5822562246513747,5.282874000135438e-05,0.7504107554320395,2.907824097184051e-05,4.026109591922895e-05,0.6159286439470698
2013-08-12,4.729046229109182e-05,0.578203651732225,5.235442763184363e-05,0.7446129458257824,2.8770295194945698e-05,4.0853605163631504e-05,0.6083741583631168
2013-08-13,5.1414947954433665e-05,0.6046792420686535,5.393175518396449e-05,0.7743322745478151,3.184139142232433e-05,4.564018125649138e-05,0.6193022202520493
2013-08-14,5.361675369996386e-05,0.6172847667527808,5.486473160218344e-05,0.7662663501820091,3.347976854143155e-05,4.529143014095455e-05,0.6244273707576987
2013-08-15,5.120699157562921e-05,0.6244839654486757,5.5482264511493026e-05,0.7607584094981411,3.328610752724581e-05,4.173150136818101e-05,0.650030523235963
2013-08-16,4.9139520575593413e-05,0.6144629531282317,5.588848919066518e-05,0.7503454987549031,3.220122148960422e-05,4.08486579452858e-05,0.655301905928604
2013-08-19,5.1240075352845624e-05,0.6135689770418126,5.633851785082094e-05,0.8223971387787056,3.296635883027201e-05,4.405397959681523e-05,0.6433706157389798
2013-08-20,5.687877447837599e-05,0.6293211737359479,6.105917697648353e-05,0.7673410741021315,3.7087104863053305e-05,4.1521388014246145e-05,0.6520376924990354
2013-08-21,5.746511661394483e-05,0.6341071092391772,6.582499495081089e-05,0.7380560993772877,3.89996029614791e-05,3.907291267249337e-05,0.6786656890210717
2013-08-22,5.43081375808944e-05,0.6418817557909596,6.559192634452466e-05,0.7212648017444018,3.8310046536735495e-05,3.737251944153699e-05,0.7054200022910189
2013-08-23,4.6628310947370826e-05,0.6055576673464865,6.663804574223729e-05,0.7241718566886804,3.375526139890615e-05,3.745224481262244e-05,0.7239220274782324
2013-08-26,5.7057237442025364e-05,0.6129081348012761,6.891605420042409e-05,0.6983868432507856,3.8433590428165204e-05,3.596053123247904e-05,0.6735971132008757
2013-08-27,6.26349019454684e-05,0.6009221480499028,7.491043028636155e-05,0.6901136910220164,4.116210325720058e-05,3.124547763913992e-05,0.657175184740249
2013-08-28,6.352118414260544e-05,0.5810716691373481,8.017756255036431e-05,0.7032451216632943,4.1468222373524315e-05,3.2099964672760136e-05,0.6528250839976142
2013-08-29,6.345432123592429e-05,0.5646572775106724,8.092567481672012e-05,0.7016480426230046,4.0463057491468e-05,3.2037846405059645e-05,0.6376722137019737
2013-08-30,6.533098257867051e-05,0.5501665787634894,8.295735600832056e-05,0.7183620620293735,4.050244589353557e-05,3.247860526350809e-05,0.6199577029897442
2013-09-03,6.741624909395761e-05,0.5362728688776989,8.504533298444065e-05,0.7402119401006467,4.060629462936717e-05,3.371622999268516e-05,0.6023220688646506
2013-09-04,5.29054408502055e-05,0.5264115465631433,8.623598012592849e-05,0.7773905393829014,3.555656736022454e-05,3.4837122799185377e-05,0.6720777067314888
2013-09-05,5.526096611110341e-05,0.5209147568050385,8.713187158954688e-05,0.8341957895105885,3.6146347429401094e-05,4.112470188546773e-05,0.6541027052753303
2013-09-06,5.903493096893949e-05,0.5128708589014261,8.873057419855893e-05,0.7731592147070268,3.711925055944656e-05,4.067096056486116e-05,0.6287675779442581
2013-09-09,5.950680039687122e-05,0.5100298969469387,8.911347795439869e-05,0.7881857547490831,3.714074671248704e-05,4.028149315302168e-05,0.6241428956822194
2013-09-10,6.058865375686932e-05,0.5081524470826998,8.797116682527205e-05,0.7996605736255984,3.709879887318565e-05,4.035221729241233e-05,0.6123060436704211
2013-09-11,5.2548421709793746e-05,0.5201508353485008,8.881745603102509e-05,0.7889619701766337,3.553516230421139e-05,4.059107337407253e-05,0.676236529052375
2013-09-12,5.463125330927889e-05,0.5287153606995875,8.931670507539374e-05,0.797067685048489,3.693251277683316e-05,4.098756635293355e-05,0.6760326834852299
2013-09-13,5.629719144726608e-05,0.5143512201628343,9.001077413069634e-05,0.782395430362195,3.661427065090722e-05,4.0378596157792076e-05,0.6503747293540217
2013-09-16,5.4138744378514925e-05,0.5247232165252615,9.145685430595661e-05,0.8017642931226903,3.692261904809252e-05,4.1421545326431576e-05,0.681999914699635
2013-09-17,5.7555509167455784e-05,0.5152909011969,9.204276058302969e-05,0.8120203709608735,3.75051357670184e-05,4.193821448267743e-05,0.6516341582158276
2013-09-18,6.204530316157312e-05,0.5441790323242337,9.336675364126363e-05,0.7971810167739192,4.141831138468436e-05,3.939794290331882e-05,0.6675495045422908
2013-09-19,6.178297806302708e-05,0.553157233194024,9.32204920201714e-05,0.767864837539847,4.197964003179084e-05,3.875761199471872e-05,0.6794693513958792
2013-09-20,6.675064824066973e-05,0.5727323906695124,9.040919553248644e-05,0.7577851969332476,4.449239574161644e-05,3.5615085283776525e-05,0.6665462720481594
2013-09-23,6.644616634370019e-05,0.572899520231573,8.805246578869391e-05,0.7582551232237003,4.3821191739835393e-05,3.511826954085941e-05,0.6594991728065304
2013-09-24,6.687102886618699e-05,0.5875646621029051,8.407533658223905e-05,0.752486133369101,4.405639710792257e-05,3.4632542510609586e-05,0.65882636853221
2013-09-25,5.221698153901886e-05,0.5727588546566057,9.096132866764967e-05,0.736476323946824,3.9473541411888025e-05,3.3591521679376446e-05,0.7559521873624891
2013-09-26,5.0374063840171386e-05,0.558158500261759,9.612235636167544e-05,0.7247325396972888,3.883946521987515e-05,3.304050198850513e-05,0.7710210822598387
2013-09-27,5.122431082106018e-05,0.55043771216961,9.967696124268719e-05,0.7457182921478562,3.933178331609118e-05,3.365177538736871e-05,0.7678343092499051
2013-09-30,5.1567877421329924e-05,0.5469955724853323,0.00010303429275441045,0.7467754799556858,3.987166173440619e-05,3.348342626230127e-05,0.7731879559175757
2013-10-01,5.3629225784131454e-05,0.5475023750424796,0.00010574859609147935,0.7836093434364476,4.1231019767954396e-05,3.443010535621131e-05,0.7688162408668296
2013-10-02,4.9785428743887e-05,0.5365974800430872,0.00010639218093300556,0.7834276694763025,3.905301879028045e-05,3.4910031986392535e-05,0.7844266841846903
2013-10-03,5.1677659876475144e-05,0.5390879886564326,0.000106145732862355,0.8583981433976263,3.9926601486937145e-05,3.781565617932903e-05,0.7726085426927903
2013-10-04,4.988490741732951e-05,0.5428058177018116,0.00010613509054839529,0.887422032051613,3.949649674639278e-05,3.840729291491653e-05,0.7917524315715598
2013-10-07,5.300164613196136e-05,0.5486789684953343,0.00010499863469993605,0.9198924142808363,4.093123216856793e-05,3.81558398400834e-05,0.7722634136052869
2013-10-08,5.7418241986777646e-05,0.5569764171123325,0.00010533493316694543,0.8398839013476802,4.3315962075005526e-05,3.462513463062812e-05,0.754393735791848
2013-10-09,4.671951297786224e-05,0.5467720719042318,0.00010956510347171873,0.8803817223334954,3.9119347616300195e-05,3.6771696270505794e-05,0.8373235319220186
2013-10-10,5.493659376391755e-05,0.560539966187389,0.00011432506820652623,0.9101873691366272,4.442303043105709e-05,2.9832814116026968e-05,0.8086236766327187
2013-10-11,5.397060840252837e-05,0.5641371729867721,0.00011723512322668789,0.876889720040546,4.4873737893253467e-05,2.8693650257059523e-05,0.8314476938738986
2013-10-14,5.390763459317086e-05,0.567814872746806,0.00011930387001250631,0.9141950295851125,4.553644972348441e-05,3.0106988283410677e-05,0.8447124431843105
2013-10-15,5.553151341989191e-05,0.5733519905398745,0.00012115600661975221,0.9928735818229508,4.702876288397478e-05,3.660358982900281e-05,0.8468842282106548
2013-10-16,4.144281603770634e-05,0.5664118667685442,0.00012326869553006098,0.9967405305302456,4.048399594439607e-05,3.333895574925857e-05,0.976864021681396
2013-10-17,4.1583055321708076e-05,0.5587504146064761,0.00012302314097506953,0.979125358556702,3.996404708112566e-05,3.207703965214254e-05,0.9610656737929205
2013-10-18,4.3823960134694674e-05,0.5539873495030296,0.0001226773050958566,0.9658735300604238,4.061979909311212e-05,3.133767620453206e-05,0.9268856344398261
2013-10-21,4.4710412594374516e-05,0.5531172336560882,0.00012230574187943981,0.963304829558222,4.090203839914323e-05,3.1262812587979766e-05,0.9148213140016861
2013-10-22,4.4371990394003997e-05,0.5494363574033365,0.0001268427300944282,0.8371228116192292,4.12196822760079e-05,2.7046612902449375e-05,0.9289572523115378
2013-10-23,3.6244305626284386e-05,0.5289080075953229,0.00012538198549041267,0.9369715264718677,3.565476723545703e-05,2.9560135841089664e-05,0.9837343168632863
2013-10-24,4.040389782719303e-05,0.522521083327418,0.00012816800982193323,0.9440265475385956,3.76015087337934e-05,2.9711820385418674e-05,0.9306406251845946
2013-10-25,3.967999624918889e-05,0.5187600216923263,0.00012841402024335748,0.8753133355503897,3.703041099570888e-05,2.7572516740909597e-05,0.9332261717758057
2013-10-28,4.081308187982178e-05,0.5190944267260039,0.00012906700114178875,0.8413918222653078,3.767503557044102e-05,2.863772809217792e-05,0.9231117532701635
2013-10-29,4.2024721372673885e-05,0.5225061163446515,0.00012968555707115913,0.8220505895970854,3.857354966226858e-05,2.7609279315318795e-05,0.9178775825828701
2013-10-30,3.243679795796633e-05,0.518552055988252,0.0001242257035813476,0.824190036865914,3.2916759996086254e-05,2.731403985929003e-05,1.014796837799523
2013-10-31,3.3498134377451295e-05,0.5400663758346618,0.00011594931476150233,0.8103534509070073,3.365825083467025e-05,2.7116130197472872e-05,1.0047798619294672
2013-11-01,3.528785039280735e-05,0.5486881634962472,0.00010884648425967814,0.8130603435570076,3.400520491538893e-05,2.717667216567642e-05,0.9636519237318049
2013-11-04,3.477448195487655e-05,0.5565538164681467,0.00010369804905500283,0.8002670384601348,3.342125796273223e-05,2.6623073460600022e-05,0.961085718145269
2013-11-05,3.766596277267884e-05,0.564349522797488,0.00010135736423886835,0.8239821479491444,3.4869871965284666e-05,2.7162338645162766e-05,0.9257661134465324
2013-11-06,3.8333959556374354e-05,0.553732899207135,9.772827263994533e-05,0.7123374156742299,3.38923965172466e-05,2.643717060699762e-05,0.884135030909188
2013-11-07,4.0431492315281525e-05,0.5525570874607904,9.524322887769275e-05,0.6644646625901146,3.4288942757481966e-05,2.3413515830874777e-05,0.8480751214943922
