Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_SBUX,Predicted_Covariance,Future_Cov_45_SBUX,Beta_Predicted
2013-03-18,6.402550064969363e-05,0.6588451850696898,0.00021398629748958943,1.0237504121220573,7.711748366928594e-05,5.668429868703973e-05,1.204480759802617
2013-03-19,6.71640875084588e-05,0.6792791456143599,0.00020436566320791583,1.004847808290222,7.958309144295854e-05,5.7160537943390606e-05,1.1849054218586037
2013-03-20,6.839791392936718e-05,0.6879347504066756,0.00019731661901495917,1.0132236148423932,7.991908607694771e-05,5.737759828461851e-05,1.1684433264949887
2013-03-21,6.814178529168062e-05,0.7184772108509573,0.00018196677780129382,1.0207497259312723,8.000475576013411e-05,5.5595570068718534e-05,1.17409245175591
2013-03-22,6.79733209422515e-05,0.7364819446374693,0.0001680261074452465,1.043204263222801,7.870815492741587e-05,5.629104712766928e-05,1.1579271666641744
2013-03-25,7.243408887933498e-05,0.7430339921910419,0.00016109983469763013,1.0361992288631243,8.026528100462103e-05,5.665940465320085e-05,1.1081147322544735
2013-03-26,7.339742545776695e-05,0.7514832170559995,0.00015264881944028867,1.0372785685093395,7.95438164230556e-05,5.581937636772986e-05,1.0837412337960723
2013-03-27,7.311742529462491e-05,0.7531347127190965,0.00015034252237654114,0.9835867592080036,7.896307026075966e-05,5.8379087983429134e-05,1.0799487255271896
2013-03-28,6.422356192814954e-05,0.7546976397381028,0.00014242286461710817,0.9834871109873125,7.217886429831639e-05,5.873058194808328e-05,1.1238689062289458
2013-04-01,6.678777769649997e-05,0.753807416614082,0.00013737136005848095,0.9826881765877816,7.220329242803178e-05,5.889041220342092e-05,1.0810854158996162
2013-04-02,6.451960799026473e-05,0.7703428047550833,0.00012202108804584978,0.972496652529618,6.835138783658843e-05,6.283075960751729e-05,1.0593893851137761
2013-04-03,6.836168011312682e-05,0.7714682472553568,0.00012224294540415088,0.9733017087256808,7.052390022843667e-05,6.166808807656781e-05,1.0316291248508191
2013-04-04,6.901245142532413e-05,0.7603862935354113,0.00012420503398901867,1.0428686381887151,7.039918088981516e-05,6.900811451510313e-05,1.020093902416893
2013-04-05,6.697476452894188e-05,0.766897441175609,0.00013026864399850747,1.0320743292550785,7.163294932794952e-05,6.754274466165636e-05,1.06955134268512
2013-04-08,7.273438811092278e-05,0.7682864069561222,0.00013729998257934177,1.0432673857432528,7.677649561418675e-05,7.068206048550159e-05,1.055573541047731
2013-04-09,7.022991067372413e-05,0.7574321756666879,0.00014294371329320936,1.0823169715711445,7.589048666537236e-05,7.520787471870072e-05,1.0806006434771969
2013-04-10,6.636144982931065e-05,0.7548729589856602,0.00014328722826514536,1.1358630684517446,7.360978379374819e-05,8.087394051875203e-05,1.1092250694202899
2013-04-11,6.716170407401359e-05,0.737350574322881,0.00014840481106864314,1.1305180619085455,7.361373720585452e-05,8.156897038877783e-05,1.096067144525259
2013-04-12,6.98842565011876e-05,0.7513186854554266,0.00014624683182174386,1.131345479316246,7.595512762808838e-05,8.266071625867294e-05,1.086870368675921
2013-04-15,9.593981606210937e-05,0.7848397909364896,0.00015021793110549635,1.1570135108403825,9.421961869374515e-05,6.983303683678259e-05,0.98207003683173
2013-04-16,8.836558039441448e-05,0.7911646584286285,0.00014884656481681214,1.1548302726579454,9.073562899453765e-05,7.08426584331305e-05,1.026820947585526
2013-04-17,8.959564094882932e-05,0.7922476280560153,0.00014559908794686653,1.1219369262030474,9.048648439107479e-05,7.973396969540174e-05,1.009942932857127
2013-04-18,9.719405369416862e-05,0.7828315702419354,0.00014234264451549653,1.1229984920929736,9.207796121427524e-05,7.877460037017807e-05,0.9473620835283637
2013-04-19,7.72897485213767e-05,0.7811895340005123,0.00013993972387270072,1.114161986746254,8.124335874660819e-05,8.085252988767102e-05,1.0511530998724625
2013-04-22,7.797978274745508e-05,0.7846160683858083,0.00014231162546916507,1.11430968786323,8.265486063547768e-05,8.262663214988678e-05,1.0599524354044854
2013-04-23,8.499754389235151e-05,0.800615402151325,0.00014068609884173978,1.1260987240134896,8.754930896095426e-05,8.328436347262537e-05,1.0300216329995904
2013-04-24,7.773768893068322e-05,0.7857752264925552,0.00014736521101649654,1.1090825417723953,8.410302763515586e-05,8.27771153474015e-05,1.081882273476749
2013-04-25,6.90805921567358e-05,0.7707454014127982,0.00014300735977176802,1.1029570041699706,7.660694833481219e-05,8.247745367524231e-05,1.1089503714878408
2013-04-26,7.034557142953508e-05,0.7874313763813603,0.00014267714237768626,1.1029183469144,7.88875190494697e-05,8.3118578465953e-05,1.1214283635252158
2013-04-29,6.776168711759701e-05,0.7963715120410931,0.0001397028899381686,1.0991071396728431,7.748372949192486e-05,8.187229245460454e-05,1.1434740306488493
2013-04-30,5.8041023931509805e-05,0.7906149613756167,0.0001322804290089235,1.0995892649711088,6.927561000512343e-05,8.179473508897814e-05,1.1935628511114962
2013-05-01,6.311211636341748e-05,0.8012397907985271,0.0001347920936161942,1.0652398620975911,7.390113189282673e-05,7.973502861955796e-05,1.1709499879117196
2013-05-02,6.214021471172626e-05,0.8044528568115237,0.00012808927976855442,1.0867413879651324,7.177006918903837e-05,8.013351236877364e-05,1.154969765102773
2013-05-03,7.476459886581012e-05,0.8036583311782998,0.000134719981715547,1.0271991370583535,8.065577388744541e-05,7.465616345616637e-05,1.0787963168532337
2013-05-06,7.535412832838797e-05,0.8083642803284915,0.00013788556018233858,1.02362441976396,8.239863816086333e-05,7.429773882837986e-05,1.0934853867830026
2013-05-07,7.392273390092128e-05,0.8039662551879235,0.0001350566912369472,1.0491344535386622,8.033131632068754e-05,7.967120185992427e-05,1.0866929844390725
2013-05-08,6.958015556766957e-05,0.7996035419631435,0.0001346574398806462,1.0525460227051415,7.739850705176434e-05,7.956065637445104e-05,1.1123646738112147
2013-05-09,7.111722928104653e-05,0.7948782414622227,0.00013195565642652312,1.0464601780253202,7.700200416117357e-05,7.906275222561481e-05,1.0827475274222387
2013-05-10,7.562958883543677e-05,0.8102523061424172,0.00012808160189292458,1.0408553789550028,7.974611244457097e-05,7.893253852531518e-05,1.054430067286117
2013-05-13,7.357910230951406e-05,0.8056379654755063,0.00012770521809413952,1.0276679955354386,7.809468690432628e-05,7.802125619490065e-05,1.0613704768484018
2013-05-14,7.590263764609063e-05,0.809900179823665,0.00012835350534703315,1.0256089744371382,7.993993601709117e-05,7.621751572426244e-05,1.0531904884494945
2013-05-15,7.650099964197039e-05,0.8063454259121237,0.00012756514488711799,1.0232585149385316,7.965640369301396e-05,7.552624887603742e-05,1.0412465728005003
2013-05-16,7.639729836462006e-05,0.8040112766750516,0.00013096134830453275,1.0159886118142871,8.042160001489486e-05,7.442597302667412e-05,1.0526759680829036
2013-05-17,7.425705624970095e-05,0.8107286726722556,0.00012662921572347772,1.036462475079165,7.861607468803361e-05,7.408102722878596e-05,1.0587017403931929
2013-05-20,7.217439206379002e-05,0.8005554109258795,0.00013040537914789979,1.0516237412322116,7.766596049797492e-05,7.55302232663383e-05,1.0760874913824183
2013-05-21,7.13709588975209e-05,0.7974719947605756,0.00012970454954300124,1.0637786626354535,7.672798823410044e-05,7.648542896139624e-05,1.0750589514184825
2013-05-22,7.35750525384875e-05,0.7951169264738894,0.00013178357746267035,1.0919449293340375,7.829372133266372e-05,7.702483080429209e-05,1.064134086641771
2013-05-23,7.454058968752127e-05,0.7847296080237574,0.00013555361830221418,1.0952062475483242,7.888092746473585e-05,7.728587571984225e-05,1.0582278433187817
2013-05-24,7.630250921850573e-05,0.717155469937629,0.00014770225691363968,1.0949124451364631,7.613358684497107e-05,7.722879684180592e-05,0.9977861491677695
2013-05-28,7.438631671877e-05,0.6841731719369324,0.00016196922622479222,1.0837156672955877,7.50980779081692e-05,7.566825366934187e-05,1.009568442433978
2013-05-29,7.273626036607267e-05,0.6608290855612389,0.00016960060352273038,1.1271224635908508,7.33970036440239e-05,8.051509285532498e-05,1.0090840974587612
2013-05-30,7.309916508279677e-05,0.6463587811587101,0.00017529452604291457,1.1377264361293395,7.316679622575533e-05,8.106766680754387e-05,1.0009251972013902
2013-05-31,7.696255068093324e-05,0.645519828688484,0.00018146940139320453,1.187034646734316,7.628708436712296e-05,7.840068153317895e-05,0.9912234416890549
2013-06-03,7.835861755638394e-05,0.6217417395967999,0.00019372828696837698,1.218706678804056,7.660373157084013e-05,8.106993098728068e-05,0.9776044289668452
2013-06-04,7.696792659140356e-05,0.6072033713451901,0.0002056586825366125,1.2309582021488148,7.639458791803273e-05,8.146558486401354e-05,0.9925509403882672
2013-06-05,8.390672708275947e-05,0.611235268300175,0.0002114243633979459,1.2322829415643182,8.141122908320921e-05,7.542770869989337e-05,0.9702586659459511
2013-06-06,8.864935953499249e-05,0.5998286473337132,0.00021437304767569078,1.2400315187043458,8.268944856466978e-05,7.453345218393629e-05,0.9327698361095303
2013-06-07,8.584609796353898e-05,0.5871704365732174,0.0002347152737983163,1.172986873580517,8.334799112495626e-05,6.681691536001833e-05,0.9709001702134007
2013-06-10,7.344670994631798e-05,0.5728499342098194,0.00024703160685058464,1.1681104581670398,7.716196918130994e-05,6.667471374770511e-05,1.050584420155885
2013-06-11,7.540176794643908e-05,0.5687817675970801,0.00025698143756925203,1.1847098445308808,7.917486073377883e-05,6.523568447715942e-05,1.050039845087186
2013-06-12,7.564969572692771e-05,0.5728162982555153,0.0002610048416462478,1.163174896589507,8.049024345260269e-05,6.768484142879113e-05,1.063986347587542
2013-06-13,7.668406692361186e-05,0.5753669069769319,0.0002704781239716808,1.132221518308105,8.286354724396367e-05,6.070346175681615e-05,1.0805836279719938
2013-06-14,7.978958283363962e-05,0.5746239523801636,0.0002711129830501642,1.1328624361916786,8.451464663638036e-05,6.076825779072412e-05,1.059219056359681
2013-06-17,6.406673037804978e-05,0.5671680218736652,0.0002655880439866909,1.1410107534653424,7.398305774665139e-05,6.03094686378899e-05,1.1547812306026326
2013-06-18,5.269216623890948e-05,0.5511409033696691,0.0002485945195428436,1.10421217326746,6.307851279892131e-05,5.7776804587188924e-05,1.1971136755494072
2013-06-19,5.313666894497608e-05,0.5507979225350083,0.0002487953262887362,1.1495366877630904,6.333015708257388e-05,5.714771800123595e-05,1.1918352870059155
2013-06-20,6.610900161714408e-05,0.5592431611444506,0.0002589575967666478,1.302995288548802,7.317206460233852e-05,4.534359433932201e-05,1.1068396559079599
2013-06-21,6.524441916700448e-05,0.5601934617719202,0.00026076217691003306,1.282367593238665,7.306880744720209e-05,4.49988604944865e-05,1.1199242537537153
2013-06-24,5.5679700730278476e-05,0.5486031030938223,0.0002613531397806162,1.367414046636085,6.617905584251962e-05,5.1326499644156896e-05,1.1885670176839083
2013-06-25,5.683904438603972e-05,0.5362096729757967,0.0002596444891056051,1.392208683356994,6.513997426425128e-05,5.004639964640439e-05,1.1460427417082044
2013-06-26,5.616484134519195e-05,0.5334606283130054,0.0002589214899681488,1.3825144054799134,6.43307610292722e-05,4.7079604424901366e-05,1.1453920190727878
2013-06-27,5.600093181678947e-05,0.5347749989823871,0.00025989494985231674,1.436455341691077,6.451603109730933e-05,4.8393154900738235e-05,1.152052814199191
2013-06-28,5.651835513949762e-05,0.5384771699054819,0.0002466120115675003,1.4635343989646117,6.357248161364444e-05,4.916523344863542e-05,1.1248112486065094
2013-07-01,4.0959150997653995e-05,0.5424963461142688,0.00023983015585822,1.4298482193657986,5.376803749645376e-05,4.904145566573039e-05,1.3127234375422825
2013-07-02,4.708768430286185e-05,0.5498518795419789,0.00023535395914752485,1.4371010773190769,5.788421323050738e-05,4.9225251695737085e-05,1.2292856208048724
2013-07-03,4.5307854285029834e-05,0.5542199861473194,0.00023510379586267656,1.4388653883124047,5.720035856867851e-05,4.9285097688567976e-05,1.2624821782297044
2013-07-05,5.048108536897671e-05,0.5621241916245137,0.0002295441288702963,1.4919734571214562,6.0510356630456545e-05,5.034541480756302e-05,1.198673843642105
2013-07-08,5.858594159480322e-05,0.5625602332185202,0.00023072154722189985,1.5504222911893666,6.540482891416292e-05,5.301521941674792e-05,1.1163911876081303
2013-07-09,6.185296409698371e-05,0.564894610293337,0.00022414378118596888,1.6327849139169042,6.65136891430795e-05,5.445606517341209e-05,1.075351684662806
2013-07-10,6.043816195282401e-05,0.5662051012106526,0.00022634305642058326,1.6182005662042305,6.622363111225801e-05,5.4343820169905134e-05,1.0957254319539027
2013-07-11,6.428746384905295e-05,0.568329669715601,0.0002347805430655696,1.6626545201793304,6.98223604984683e-05,4.944276486088054e-05,1.0860960491832636
2013-07-12,6.999194674271863e-05,0.5659085069998132,0.00024372813363752227,1.6000881115843333,7.391338473028175e-05,4.86666620938959e-05,1.056026988390219
2013-07-15,7.060701256657018e-05,0.5664694736790564,0.0002495829618280412,1.6281204041479764,7.519827818283234e-05,4.968940769904421e-05,1.0650256320069256
2013-07-16,3.5042919617133015e-05,0.5645164022110513,0.00025063268574935875,1.6124425628433448,5.29048588743991e-05,5.2935315657346494e-05,1.5097160696773995
2013-07-17,3.792838595062833e-05,0.5517471419698962,0.0002618141165222421,1.6626418298315662,5.498178086947523e-05,5.4662579941989145e-05,1.4496208971572224
2013-07-18,3.7451029819475974e-05,0.5605285314648464,0.00026164461641080023,1.5663986194957351,5.54862669846383e-05,5.5996216382782e-05,1.4815685243395713
2013-07-19,4.0860668714576163e-05,0.5655157635517719,0.00026243132625758544,1.5807395332626444,5.856056899251622e-05,5.724730481723118e-05,1.4331769605039772
2013-07-22,3.950888193740232e-05,0.5654174248255498,0.0002611884160967703,1.5567811855789953,5.7437233547222115e-05,5.645754868533587e-05,1.4537802825760897
2013-07-23,3.3171208880188284e-05,0.5550377930408873,0.0002698960945806345,1.5327976180228893,5.2517192998810874e-05,5.572191515630212e-05,1.5832161314499786
2013-07-24,3.471216593235655e-05,0.5430307199361801,0.0002748239209863697,1.5078204420796375,5.303865730676052e-05,5.482033228041435e-05,1.5279558587648125
2013-07-25,3.488954269695917e-05,0.5317916128370918,0.00028349480459293207,1.4663609786103429,5.288855167664759e-05,5.3860848722226345e-05,1.5158854942875803
2013-07-26,3.343176772700175e-05,0.47165252886832454,0.0003883266231547639,1.4144106054110692,5.37403413728429e-05,5.280128182711965e-05,1.6074633507769491
2013-07-29,3.360094972876798e-05,0.4776588943129653,0.00036607976855797177,1.3510623606135816,5.297628618560111e-05,5.206992448623333e-05,1.576630619468611
2013-07-30,3.816574763863081e-05,0.5570403480547178,0.00031991558700144484,1.350374279463788,6.155186846399199e-05,5.2075882950669954e-05,1.6127515448351937
2013-07-31,3.750748633018741e-05,0.6093766039698215,0.0002787904714205284,1.3206387595795772,6.231372582703542e-05,5.3469371444752864e-05,1.6613676874657162
2013-08-01,4.226173154810077e-05,0.6329813166596976,0.0002563814867089597,1.2070223061079282,6.588823375209958e-05,4.6768715854938854e-05,1.5590519209348528
2013-08-02,4.130983358011611e-05,0.6470684115011297,0.00024105648324205243,1.1893299703478148,6.457082419950098e-05,4.784812310293834e-05,1.5630860403800129
2013-08-05,3.7225611971094185e-05,0.6444440089074058,0.00022691106482208487,1.2163623181887573,5.922893867302922e-05,5.234382184106227e-05,1.5910803217693423
2013-08-06,4.1983018398946586e-05,0.6639893715102944,0.000216620700286772,1.1840143683477256,6.332102481282244e-05,5.030596638987295e-05,1.508253270670297
2013-08-07,4.81253999850549e-05,0.6729351261140107,0.00020314475503505072,1.15530244087942,6.653699474098271e-05,6.110833929551647e-05,1.38257541260219
2013-08-08,4.5117615842124565e-05,0.6688980817730853,0.000186239437691673,1.1486088950398314,6.131529857620019e-05,6.147753449433048e-05,1.3590101655804356
2013-08-09,4.7210405389653165e-05,0.6664089200712038,0.00017708913475877267,1.1448790256504098,6.0933429829582016e-05,6.142513807799363e-05,1.290677962340405
2013-08-12,4.729046229109182e-05,0.6631311644545838,0.00016161719065929632,1.179165247507407,5.797356331263772e-05,6.469555990719311e-05,1.2259039244697403
2013-08-13,5.1414947954433665e-05,0.6868251472965434,0.00015760220752473862,1.186737190102064,6.182612624966953e-05,6.994787927664111e-05,1.2024932185959372
2013-08-14,5.361675369996386e-05,0.6946610088389834,0.00015705651987325272,1.1728383398022817,6.374573976156317e-05,6.932253480943125e-05,1.18891457170795
2013-08-15,5.120699157562921e-05,0.704387925126906,0.00015679203269273128,1.1657264485093832,6.311586354818506e-05,6.394607574957473e-05,1.2325633982025141
2013-08-16,4.9139520575593413e-05,0.6912678248434246,0.00015389982834444063,1.1694205976202128,6.0114725491384884e-05,6.366302198870578e-05,1.2233478224295624
2013-08-19,5.1240075352845624e-05,0.6911560346522893,0.00015901662241433648,1.1887349234313802,6.238816994197996e-05,6.367787726090244e-05,1.217565928862656
2013-08-20,5.687877447837599e-05,0.709104090491475,0.00015786014693692306,1.2078255128539015,6.71925862097745e-05,6.535632388946993e-05,1.181329710880455
2013-08-21,5.746511661394483e-05,0.7204620081375622,0.00015555486992902657,1.2152393772501169,6.811692532369773e-05,6.433513943388761e-05,1.185361299817985
2013-08-22,5.43081375808944e-05,0.7168584542674409,0.00015755867792432475,1.2060889099237295,6.631122183940516e-05,6.24938041137352e-05,1.2210181529541797
2013-08-23,4.6628310947370826e-05,0.6524728940726254,0.00016135936210012825,1.2069268499467212,5.6595825707778155e-05,6.241905072343084e-05,1.2137652974746955
2013-08-26,5.7057237442025364e-05,0.6281063096754778,0.00016494163117920655,1.2210817066338586,6.0933155469021724e-05,6.2874533323715e-05,1.0679303485545475
2013-08-27,6.26349019454684e-05,0.6691279715704082,0.00017549423067102533,1.1075679371432403,7.015341354014346e-05,5.014606964627425e-05,1.120037093715272
2013-08-28,6.352118414260544e-05,0.6866239332876404,0.0001870258800506213,1.0914188236982925,7.483919089077513e-05,4.981834157773897e-05,1.1781768854113408
2013-08-29,6.345432123592429e-05,0.6674871450564476,0.0001943642381918875,1.086442280605611,7.412789843700409e-05,4.960787859377984e-05,1.1682088310644008
2013-08-30,6.533098257867051e-05,0.6528392907448323,0.0002036973661111582,1.065243502735749,7.53110297746556e-05,4.816181848068755e-05,1.1527613209240697
2013-09-03,6.741624909395761e-05,0.6416366029991512,0.0002182277604442957,0.9990127674491625,7.78263067616489e-05,4.55044594773289e-05,1.154414667199637
2013-09-04,5.29054408502055e-05,0.6414362596212945,0.00020482368894566514,0.9751666943599664,6.677190504037477e-05,4.37000454212642e-05,1.262099019823505
2013-09-05,5.526096611110341e-05,0.6275218436760673,0.00019451993832186743,1.0680583454725483,6.50609119144346e-05,5.2653803347070255e-05,1.1773393860619117
2013-09-06,5.903493096893949e-05,0.6175706926002535,0.00018707866793701063,1.12377927672606,6.490129197661717e-05,5.911483919214872e-05,1.0993710149464593
2013-09-09,5.950680039687122e-05,0.6086876807665114,0.00018176721470938533,1.1250178718254409,6.330464651355183e-05,5.749583702561371e-05,1.0638220521243198
2013-09-10,6.058865375686932e-05,0.6049224357385614,0.00018151019417327855,1.0875336219431195,6.343747001270573e-05,5.4878775411528205e-05,1.0470189726820496
2013-09-11,5.2548421709793746e-05,0.6039311582175376,0.00017626080503263964,1.0805097480184616,5.812261552730823e-05,5.559082962312982e-05,1.1060772833159247
2013-09-12,5.463125330927889e-05,0.6128706279475402,0.00016935091911251144,1.0753731114754264,5.894991308042533e-05,5.529885050863443e-05,1.0790510835747738
2013-09-13,5.629719144726608e-05,0.6052364231019478,0.00016137908170493154,1.071388424493264,5.7688871116352806e-05,5.529321726830606e-05,1.0247202326316815
2013-09-16,5.4138744378514925e-05,0.6095308124544729,0.00015962865511478494,1.1021422018604672,5.666373287963651e-05,5.6939967970799264e-05,1.0466392143022
2013-09-17,5.7555509167455784e-05,0.6115258751481818,0.0001565052745311509,1.1017190225421254,5.803938171348256e-05,5.690020881168725e-05,1.0084070587338383
2013-09-18,6.204530316157312e-05,0.6330280040235032,0.00015682147933005709,1.080063707702714,6.244248115978137e-05,5.337845155949853e-05,1.0064014192528634
2013-09-19,6.178297806302708e-05,0.6433575117607865,0.00015271936223416153,1.113104783486514,6.249335578159475e-05,5.618343385283224e-05,1.0114979520385532
2013-09-20,6.675064824066973e-05,0.6628708434201408,0.00015046304283728267,1.1603595111667977,6.643112097200516e-05,5.453564297282945e-05,0.9952131211143821
2013-09-23,6.644616634370019e-05,0.6644860735707327,0.00015022079143543445,1.154464926622954,6.638743217844109e-05,5.346856120964517e-05,0.9991160638981745
2013-09-24,6.687102886618699e-05,0.6513510465736931,0.00015138054864691187,1.1834061667813591,6.553437401003187e-05,5.446527525347747e-05,0.9800114507161264
2013-09-25,5.221698153901886e-05,0.6432453767186858,0.00014956392209565888,1.1849612592938643,5.684548520842865e-05,5.404742900284352e-05,1.0886398166456857
2013-09-26,5.0374063840171386e-05,0.6417297525286961,0.00014898266342004896,1.177783056968684,5.559343846935849e-05,5.369504100375514e-05,1.1036123399880406
2013-09-27,5.122431082106018e-05,0.6439158844659282,0.00014786046200264505,1.2044730642114252,5.603936817148812e-05,5.435384574010437e-05,1.0939994559858148
2013-09-30,5.1567877421329924e-05,0.7264437142404774,9.348142983801527e-05,1.214555977561961,5.0437583544011715e-05,5.445745958148819e-05,0.9780814349195864
2013-10-01,5.3629225784131454e-05,0.7185269380762712,0.00010415705494413449,1.2449672239279392,5.3701716096967497e-05,5.470117609482706e-05,1.0013516941886842
2013-10-02,4.9785428743887e-05,0.7064112515495735,0.00012058633089609564,1.221207806304996,5.473407390182476e-05,5.4417791509250893e-05,1.0993994685351665
2013-10-03,5.1677659876475144e-05,0.7041914729722833,0.00013650172352149781,1.217615625526353,5.9144075695155264e-05,5.3640532901472544e-05,1.1444805325265706
2013-10-04,4.988490741732951e-05,0.7045972200769436,0.00014413685871210056,1.2188643924270923,5.974657815026394e-05,5.275199403747345e-05,1.197688464176814
2013-10-07,5.300164613196136e-05,0.7094265472738154,0.00015308859285065578,1.3169212736505078,6.390333602065598e-05,5.462403691924255e-05,1.2056858736340383
2013-10-08,5.7418241986777646e-05,0.7118284153240001,0.00016587890842263117,1.287041547524988,6.946976832675948e-05,5.305969883070418e-05,1.2098902007964139
2013-10-09,4.671951297786224e-05,0.7157072065616895,0.00016255670789282843,1.2663526481117575,6.23716152660106e-05,5.2892891533789564e-05,1.3350228050443296
2013-10-10,5.493659376391755e-05,0.7367279188005813,0.0001705396402359864,1.2788414813068991,7.131003727424275e-05,4.1916029039034655e-05,1.2980425685052086
2013-10-11,5.397060840252837e-05,0.7380705796595562,0.00016796847187735688,1.2528285593788429,7.027331430687665e-05,4.09951487550911e-05,1.3020663725477764
2013-10-14,5.390763459317086e-05,0.7451631196905776,0.00016509067438023832,1.2493012183987604,7.029715693697231e-05,4.114296832466044e-05,1.3040297068771352
2013-10-15,5.553151341989191e-05,0.7521123627938479,0.00016987347223227945,1.223711463647284,7.304916637138258e-05,4.5113731802747544e-05,1.3154542686246273
2013-10-16,4.144281603770634e-05,0.720331044434167,0.00016857394179357302,1.214356471456297,6.020769240860255e-05,4.061776904383524e-05,1.4527896066189896
2013-10-17,4.1583055321708076e-05,0.7109552308732594,0.00016354547452582756,1.2011570278076136,5.8629976152024505e-05,3.9350999616872134e-05,1.4099487326852875
2013-10-18,4.3823960134694674e-05,0.698762812654788,0.00015706709395855165,1.2090486426804392,5.79733235146225e-05,3.922746995404087e-05,1.3228682058042953
2013-10-21,4.4710412594374516e-05,0.6980376711897232,0.00015635607818216768,1.2129655342762935,5.836340000037942e-05,3.936522792182956e-05,1.3053648269781954
2013-10-22,4.4371990394003997e-05,0.6921037978464247,0.00015432216234246792,1.1695925662420836,5.7271668748846374e-05,3.7788382963240524e-05,1.2907166940292476
2013-10-23,3.6244305626284386e-05,0.6635636287522665,0.00015339583272455366,1.157843301075154,4.947767073216209e-05,3.652833015252248e-05,1.3651157023761786
2013-10-24,4.040389782719303e-05,0.6362800477118605,0.00015514252684299502,1.1801577998161747,5.037619569376876e-05,3.714369756445389e-05,1.2468152431536959
2013-10-25,3.967999624918889e-05,0.6271034104898439,0.00015038859041610676,1.1450770844479936,4.844315479861832e-05,3.6070120033898164e-05,1.2208457504480879
2013-10-28,4.081308187982178e-05,0.616589809385429,0.00015194805633756529,1.1740103614220585,4.8556079353387e-05,3.995877855965557e-05,1.1897185195757882
2013-10-29,4.2024721372673885e-05,0.6118786525534771,0.00014902170227568476,1.1539523712933553,4.8421973200449206e-05,3.875648742156896e-05,1.1522259189072237
2013-10-30,3.243679795796633e-05,0.6027921492337737,0.0001388918055795839,1.2551830115997429,4.045990764847218e-05,4.159734682053282e-05,1.2473459217800322
2013-10-31,3.3498134377451295e-05,0.6197268693391964,0.00013675819533409824,1.305784245363258,4.194568749721696e-05,4.369428619998839e-05,1.2521798087194966
2013-11-01,3.528785039280735e-05,0.6286229204907823,0.0001391664178284891,1.3092108370757525,4.405244706615007e-05,4.376058185214373e-05,1.2483743434575767
2013-11-04,3.477448195487655e-05,0.6337734900144998,0.00013839891611717097,1.3148261609052558,4.396739631841094e-05,4.374129107835682e-05,1.2643580535710965
2013-11-05,3.766596277267884e-05,0.6317477325592712,0.00014170546386112846,1.3881611627869563,4.615423173613224e-05,4.576034042913438e-05,1.225356484704286
2013-11-06,3.8333959556374354e-05,0.6442096938414058,0.00014091927882459586,1.5344368993346764,4.7348290310969195e-05,5.6947970443174464e-05,1.2351526129550552
2013-11-07,4.0431492315281525e-05,0.6515844127217668,0.00014935139468964443,1.4416307922072933,5.063318110542565e-05,5.079825501035487e-05,1.252320362320346
2013-11-08,4.3778322206368926e-05,0.6555776229287277,0.00015145744204702596,1.3687153638719465,5.338250959240157e-05,4.403793428661225e-05,1.2193822627728619
2013-11-11,4.088414418239951e-05,0.6503449779944752,0.00014743419980221698,1.3800315270663304,5.049174323617034e-05,4.4536118515586974e-05,1.234995723792278
