Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_CMG,Predicted_Covariance,Future_Cov_45_CMG,Beta_Predicted
2013-04-23,8.499754389235151e-05,0.45299666153616985,0.00042683480710747977,0.908553279412501,8.628356952120407e-05,6.719506908519526e-05,1.0151301504721277
2013-04-24,7.773768893068322e-05,0.4402987962850929,0.0004363548412226334,0.9020055875528652,8.10929706686888e-05,6.732178873318436e-05,1.043161583321539
2013-04-25,6.90805921567358e-05,0.4353598933148952,0.00044710421121710005,0.8995694879894902,7.651222367909089e-05,6.726844336887779e-05,1.107579151977933
2013-04-26,7.034557142953508e-05,0.5044213541691479,0.0004023166420230078,0.8876032624241895,8.48585962905424e-05,6.689191599799088e-05,1.2063104267415747
2013-04-29,6.776168711759701e-05,0.5510578548025673,0.00036954723262689395,0.8805284261441404,8.720156507715544e-05,6.55904035354772e-05,1.2868859791790825
2013-04-30,5.8041023931509805e-05,0.5584368028858377,0.0003478372004693058,0.8849859498626075,7.934682953069955e-05,6.583111861171341e-05,1.3670818355019245
2013-05-01,6.311211636341748e-05,0.5820001442009278,0.0003288618611237328,0.8787445458172384,8.384674725482098e-05,6.577553469699104e-05,1.328536453634475
2013-05-02,6.214021471172626e-05,0.5914868161834868,0.0003187517861415897,0.8702065245748056,8.324492325226471e-05,6.416678896436783e-05,1.3396304412278746
2013-05-03,7.476459886581012e-05,0.5961226094895627,0.0002949066089247235,0.8680509947553254,8.851682957053575e-05,6.308938025233177e-05,1.1839404064670844
2013-05-06,7.535412832838797e-05,0.5939794134857365,0.00027535173814754196,0.8585911948377247,8.555961655213287e-05,6.231913104330771e-05,1.1354336975310777
2013-05-07,7.392273390092128e-05,0.5926776541374874,0.0002535430507396496,0.876731989927004,8.113970401324302e-05,6.657897003661166e-05,1.0976285606805973
2013-05-08,6.958015556766957e-05,0.5926922617702884,0.0002485918383832556,0.8648426322309971,7.794986867015087e-05,6.537238847196882e-05,1.1202887954790703
2013-05-09,7.111722928104653e-05,0.5954882620358781,0.0002413264557485863,0.8610408672068983,7.801230081941618e-05,6.505384740828662e-05,1.096953601934085
2013-05-10,7.562958883543677e-05,0.6064554880036525,0.0002263034002251234,0.8714313665537784,7.933966087086334e-05,6.608438722940768e-05,1.049055827124743
2013-05-13,7.357910230951406e-05,0.6087496810685813,0.0002151873536185074,0.8653942086950875,7.659922250494266e-05,6.570131945288796e-05,1.0410458961937903
2013-05-14,7.590263764609063e-05,0.6110593858271094,0.00020371019588121239,0.8231570385662581,7.598331489600412e-05,6.117242155071117e-05,1.0010629044314596
2013-05-15,7.650099964197039e-05,0.6046197921020445,0.0001949342236279936,0.8662289109409121,7.383460588538139e-05,6.393596472077464e-05,0.9651456351019216
2013-05-16,7.639729836462006e-05,0.5973849383278913,0.0001848503281616367,0.8486102837171753,7.099101442872892e-05,6.216471853292538e-05,0.9292346188724022
2013-05-17,7.425705624970095e-05,0.5465394858806571,0.00019276169594964278,0.8600878372543935,6.538841007158782e-05,6.147467180220272e-05,0.8805683038620475
2013-05-20,7.217439206379002e-05,0.5130902968401029,0.00020060407227132763,0.8494277600983758,6.173838168986111e-05,6.100800681209538e-05,0.8554056352188567
2013-05-21,7.13709588975209e-05,0.4965802185373229,0.0002057151676244202,0.8546642788549182,6.0170460891513846e-05,6.145015526467867e-05,0.8430664491689194
2013-05-22,7.35750525384875e-05,0.486697904880966,0.00021772020977910462,0.8245830272083277,6.159906770402426e-05,5.816535838812722e-05,0.8372276414182845
2013-05-23,7.454058968752127e-05,0.4829307708756238,0.00023217004394118836,0.8208383285917971,6.353080847050704e-05,5.792444043452159e-05,0.852298173878582
2013-05-24,7.630250921850573e-05,0.45960720419408224,0.00024538624358362164,0.8194089647976327,6.288996365052814e-05,5.779637335734542e-05,0.8242188139636615
2013-05-28,7.438631671877e-05,0.4429368550499314,0.00025512311521753875,0.8214875284647837,6.101874201619178e-05,5.735870447014545e-05,0.8202952465960025
2013-05-29,7.273626036607267e-05,0.4322752483087857,0.0002655049929214281,0.7970751929515647,6.007201496909091e-05,5.693842971482798e-05,0.8258881425406782
2013-05-30,7.309916508279677e-05,0.4292036332396588,0.00027323675547643586,0.7991606627524013,6.0658149591541866e-05,5.6943469252693614e-05,0.8298063257334962
2013-05-31,7.696255068093324e-05,0.43269298413261353,0.0002784312636124446,0.7221878702049435,6.334007581984648e-05,4.76987098690266e-05,0.822998656612071
2013-06-03,7.835861755638394e-05,0.42057223493874857,0.0002768294495672585,0.7725570799814669,6.194269912204796e-05,5.139148758854266e-05,0.7905027047915476
2013-06-04,7.696792659140356e-05,0.41582148550535636,0.0002770641429803712,0.777557200394395,6.0722826861521776e-05,5.145922256724728e-05,0.7889367630218043
2013-06-05,8.390672708275947e-05,0.41450947442508884,0.0002730276620482142,0.7451303492012498,6.273879560315085e-05,4.560922903927763e-05,0.7477206868201387
2013-06-06,8.864935953499249e-05,0.40652014948177706,0.0002730422864135805,0.7290773095947828,6.324625776966485e-05,4.3821989984459304e-05,0.713442918272858
2013-06-07,8.584609796353898e-05,0.40517474852450946,0.0002733254889870039,0.6991361509026618,6.206442238661823e-05,3.982493075766343e-05,0.722973132838007
2013-06-10,7.344670994631798e-05,0.3869678857913596,0.0002764482532577464,0.7019844921405463,5.5140160124436914e-05,4.006865510154183e-05,0.7507505804513058
2013-06-11,7.540176794643908e-05,0.3836363288750338,0.0002778253118581306,0.7349284742006175,5.552600094686863e-05,4.0468611177293196e-05,0.7364018438707033
2013-06-12,7.564969572692771e-05,0.3807915564545714,0.0002796657490439617,0.7403636940239261,5.5387344437479396e-05,4.3081568710408786e-05,0.7321555480858878
2013-06-13,7.668406692361186e-05,0.3814895391834957,0.00027812593582951446,0.6946006461151157,5.571292335549e-05,3.724064865037715e-05,0.726525412521325
2013-06-14,7.978958283363962e-05,0.3791621555529732,0.0002778182627614133,0.657944099023564,5.645188867854972e-05,3.529300234877305e-05,0.7075095103110298
2013-06-17,6.406673037804978e-05,0.36762433008460144,0.0002788539187405286,0.6939815572825948,4.91370299530626e-05,3.668121342160508e-05,0.7669664061691789
2013-06-18,5.269216623890948e-05,0.3439907012111132,0.0002865802932442426,0.6975742321359693,4.22710359022514e-05,3.649987843904705e-05,0.8022261926107186
2013-06-19,5.313666894497608e-05,0.34887726409460135,0.000287702959796737,0.6539142433578258,4.3136211079560164e-05,3.2508494225724196e-05,0.8117974260717856
2013-06-20,6.610900161714408e-05,0.36846606269926824,0.000282611254150354,0.5935948081623433,5.0364267166397425e-05,2.0656806989085866e-05,0.761836753458646
2013-06-21,6.524441916700448e-05,0.37643276008075427,0.0002809807658785376,0.6007831965695004,5.0967976593456916e-05,2.1081754866859793e-05,0.781185230004048
2013-06-24,5.5679700730278476e-05,0.39791684953657136,0.0002982862705372895,0.5389380022291086,5.1281108895091606e-05,2.022927967405657e-05,0.9210018772102536
2013-06-25,5.683904438603972e-05,0.3679992689619912,0.000290147362547298,0.5727943685704449,4.7258469585054944e-05,2.0590516513346204e-05,0.8314437741789714
2013-06-26,5.616484134519195e-05,0.34875795006834426,0.0003070410631533217,0.5445127120016828,4.579885442969361e-05,1.8542622763102734e-05,0.8154363714518758
2013-06-27,5.600093181678947e-05,0.3424983412520577,0.00030572983525187333,0.5525531786034457,4.481516609593679e-05,1.861512209044525e-05,0.8002575071884945
2013-06-28,5.651835513949762e-05,0.33415518488755064,0.00030680848128727083,0.5194757993622456,4.4002428069467036e-05,1.7451006935422688e-05,0.7785511089425906
2013-07-01,4.0959150997653995e-05,0.30375504597431785,0.0002959167029540155,0.5707059999870031,3.344134327600848e-05,1.957428251296687e-05,0.8164559679941582
2013-07-02,4.708768430286185e-05,0.2834507765547153,0.0002873709918329998,0.5887579765955793,3.297256864835891e-05,2.0166820582902778e-05,0.7002376340336391
2013-07-03,4.5307854285029834e-05,0.26642971783343766,0.00028016564793291644,0.5935726745125041,3.0017661392162454e-05,2.033149694630191e-05,0.6625266604620601
2013-07-05,5.048108536897671e-05,0.260512191860989,0.0002743636005359005,0.6173805351018503,3.065883454051705e-05,2.0832997387089205e-05,0.6073331093502701
2013-07-08,5.858594159480322e-05,0.2602099596227361,0.0002692727478210238,0.6845668460362012,3.2682616922349025e-05,2.3408113875993962e-05,0.557857670845186
2013-07-09,6.185296409698371e-05,0.27127993342557327,0.0002628363661204226,0.7234438042959116,3.458921099547953e-05,2.4128041985353725e-05,0.5592167085354974
2013-07-10,6.043816195282401e-05,0.2805132611193295,0.00026063043755749645,0.7310226467971611,3.520639747123861e-05,2.4549838930571105e-05,0.5825193277505616
2013-07-11,6.428746384905295e-05,0.2851533800624029,0.0002620768875617023,0.8286238143387498,3.701314866745544e-05,2.4640989401729533e-05,0.5757444212508113
2013-07-12,6.999194674271863e-05,0.2880629400031191,0.0002705188532721461,0.7826843718972566,3.9637859529612314e-05,2.3805336454616355e-05,0.5663202893229413
2013-07-15,7.060701256657018e-05,0.2944564564017573,0.0002794224074002881,0.8069210129874156,4.135953187999034e-05,2.4626819425090306e-05,0.5857708799249292
2013-07-16,3.5042919617133015e-05,0.2861380159323509,0.00027258907778593866,0.6995274295029802,2.7965972602613912e-05,2.2964976331569247e-05,0.7980491610904739
2013-07-17,3.792838595062833e-05,0.28252106199611776,0.00026779616477297613,0.7348996693902804,2.8473128453908917e-05,2.41612542200126e-05,0.7507076228071663
2013-07-18,3.7451029819475974e-05,0.2862045070769543,0.00026497746735902817,0.8174055225917501,2.8511024494159642e-05,2.922092495859299e-05,0.7612881309697074
2013-07-19,4.0860668714576163e-05,0.27215392335110644,0.0002571551042209302,0.7281066712736812,2.789747575951454e-05,2.636876200839498e-05,0.6827464316452245
2013-07-22,3.950888193740232e-05,0.2865187794018046,0.00026012220969612337,0.7370842244296838,2.90461903776714e-05,2.67307755716838e-05,0.7351812795839691
2013-07-23,3.3171208880188284e-05,0.36879393644627584,0.0002400242545337695,0.7349268443179171,3.290727998048425e-05,2.6716854713014286e-05,0.9920434343934427
2013-07-24,3.471216593235655e-05,0.4250998611548752,0.00023279642839126266,0.7726010248034515,3.821377799291311e-05,2.808971394597719e-05,1.1008756430635915
2013-07-25,3.488954269695917e-05,0.4576898023692877,0.0002289388737573318,0.7631673958987467,4.0905211802915513e-05,2.8031872274173935e-05,1.172420405684499
2013-07-26,3.343176772700175e-05,0.45506231820524606,0.0002218370387857862,0.677956336449307,3.918930621040393e-05,2.5308749418587478e-05,1.17221759047913
2013-07-29,3.360094972876798e-05,0.45355185843331436,0.00021815599574055684,0.6084922920490096,3.883169107734119e-05,2.3451284427062004e-05,1.1556724256545294
2013-07-30,3.816574763863081e-05,0.44628643723954897,0.00020104901434218493,0.6070425609903585,3.909322958466611e-05,2.3410011456054636e-05,1.024301422176164
2013-07-31,3.750748633018741e-05,0.43308091211809074,0.00018926723172785635,0.5859702683644354,3.6489317272602934e-05,2.3724475529351995e-05,0.9728542443868061
2013-08-01,4.226173154810077e-05,0.4211797714416563,0.00018123799361945866,0.6692034577085806,3.686088609206545e-05,2.592974976878065e-05,0.8722048231770089
2013-08-02,4.130983358011611e-05,0.41060001336717844,0.00017327397207883357,0.6635534641308259,3.473860283748207e-05,2.669552489947576e-05,0.840928171983801
2013-08-05,3.7225611971094185e-05,0.4041492073966286,0.00017021791109108123,0.7034368239483852,3.21710534873495e-05,3.0271055949862946e-05,0.8642182568369979
2013-08-06,4.1983018398946586e-05,0.4259331088695751,0.0001776785233377659,0.6679977916069297,3.6787112287077225e-05,2.838164413492864e-05,0.8762379097544893
2013-08-07,4.81253999850549e-05,0.4369099915135199,0.00018046524276351381,0.6716080996195792,4.071701552628588e-05,3.5523906271616385e-05,0.8460608231605419
2013-08-08,4.5117615842124565e-05,0.434228252963202,0.0001848248626893068,0.6964859380783535,3.96525703644199e-05,3.72783446723553e-05,0.8788711376765134
2013-08-09,4.7210405389653165e-05,0.44305178281200847,0.0001825790226068275,0.6766669069959973,4.1133796222916756e-05,3.630458525644233e-05,0.8712866556306211
2013-08-12,4.729046229109182e-05,0.4332555903937202,0.00017771338698849377,0.7215043268957566,3.971833431416412e-05,3.9585737879109405e-05,0.8398804407891342
2013-08-13,5.1414947954433665e-05,0.4614172397884972,0.0001617178119793205,0.7097824775019426,4.207435292400318e-05,4.1835529772780706e-05,0.8183291940952938
2013-08-14,5.361675369996386e-05,0.46983163941539746,0.00016022618819063616,0.696314628535702,4.3547102929820376e-05,4.1156818835850616e-05,0.8121920840919865
2013-08-15,5.120699157562921e-05,0.47221319232058695,0.0001538948410887499,1.036436169845512,4.191937293485984e-05,5.6853840719911256e-05,0.8186259658107
2013-08-16,4.9139520575593413e-05,0.45474020291289075,0.00015429736779715825,1.0393972752184313,3.959661559265744e-05,5.658457848432902e-05,0.8057997947241728
2013-08-19,5.1240075352845624e-05,0.4504273951684706,0.00015322222815088103,1.081627172270229,3.991081195331713e-05,5.794035403541881e-05,0.7788983852675126
2013-08-20,5.687877447837599e-05,0.4199776646832525,0.0002254509456582076,1.074662137831304,4.755841148411757e-05,5.815075605241721e-05,0.8361363605363578
2013-08-21,5.746511661394483e-05,0.4042716286496943,0.0002854411681037819,1.0432097575790162,5.177662228187164e-05,5.52278394438701e-05,0.901009609529048
2013-08-22,5.43081375808944e-05,0.39201999586398417,0.0003330575736302708,1.0555499548679486,5.27230263793681e-05,5.469358980835929e-05,0.9708126392814483
2013-08-23,4.6628310947370826e-05,0.37949243850450787,0.0003663490806683813,1.071949399853621,4.9599297097489945e-05,5.5438375544771536e-05,1.063716357932683
2013-08-26,5.7057237442025364e-05,0.3829785453969142,0.0004048776570134485,1.0489540763897285,5.8209212129499314e-05,5.4011535569411805e-05,1.0201898083243943
2013-08-27,6.26349019454684e-05,0.3729088231048899,0.0004306244724016872,1.1365606867156377,6.124352979790044e-05,5.1458740761550916e-05,0.9777859930429951
2013-08-28,6.352118414260544e-05,0.3636634059939393,0.00045124751761766704,1.1282313447408998,6.15695965192496e-05,5.149866695587755e-05,0.9692765862334286
2013-08-29,6.345432123592429e-05,0.3568207415203269,0.0004624306384333616,1.1259031828914317,6.112290588673574e-05,5.1409696955179464e-05,0.9632583675346507
2013-08-30,6.533098257867051e-05,0.3539038808731077,0.00047371411796254167,1.1388945196154965,6.225913523576547e-05,5.149173027716479e-05,0.9529802366096978
2013-09-03,6.741624909395761e-05,0.3513437178077975,0.00048073083497350355,1.1310253825665182,6.325072022031837e-05,5.1517558499519e-05,0.9382117971613376
2013-09-04,5.29054408502055e-05,0.34864240504398325,0.0004937940908155054,1.107972437035336,5.635121986100142e-05,4.9651455596247174e-05,1.0651309006299026
2013-09-05,5.526096611110341e-05,0.3634252261435321,0.000505683110788612,1.2225443442104391,6.07524127621862e-05,6.026975001506039e-05,1.0993729758550026
2013-09-06,5.903493096893949e-05,0.371404582921152,0.0005159083337855482,1.213570006671555,6.481687071152401e-05,6.383815512402591e-05,1.0979409926917103
2013-09-09,5.950680039687122e-05,0.3731047409842486,0.0005167409007314744,1.244416634011462,6.542601761770954e-05,6.359790166265682e-05,1.0994712735579975
2013-09-10,6.058865375686932e-05,0.3740010853535647,0.0005150082640760783,1.240317359809605,6.606563489591953e-05,6.258849975267343e-05,1.0903961517453133
2013-09-11,5.2548421709793746e-05,0.36375677363732156,0.0005232988793519418,1.2068768145496758,6.0320624595922006e-05,6.209225182537677e-05,1.1479055437487995
2013-09-12,5.463125330927889e-05,0.3543330239422161,0.0005291538455426728,1.2008949284697592,6.024530270583231e-05,6.175355178344911e-05,1.1027625957027036
2013-09-13,5.629719144726608e-05,0.3362719398823946,0.0005381611757808514,1.1952827224357971,5.85315703047342e-05,6.168727023530625e-05,1.0396889933587732
2013-09-16,5.4138744378514925e-05,0.33100953520601445,0.0005403123892977726,1.2616175241403953,5.6613115707323634e-05,6.517894087957976e-05,1.0457042614713958
2013-09-17,5.7555509167455784e-05,0.32998377158301206,0.000542003678074658,1.2688198740738117,5.8282362670317784e-05,6.55304250013149e-05,1.0126287389926
2013-09-18,6.204530316157312e-05,0.34500465957579624,0.0005505795902122052,1.3728834652819348,6.376604336709263e-05,6.785006571904849e-05,1.0277336094408065
2013-09-19,6.178297806302708e-05,0.3530271285569773,0.0005567884965907168,1.3556776685692709,6.547682716037976e-05,6.842718470695203e-05,1.059787488611903
2013-09-20,6.675064824066973e-05,0.3724268406875432,0.0005568438942365456,1.3049126320463087,7.18018191825743e-05,6.132948342919477e-05,1.0756722380237052
2013-09-23,6.644616634370019e-05,0.4524020282685563,0.0005599706393193199,1.3262241815740037,8.726541052906141e-05,6.142351941139627e-05,1.3133249866918035
2013-09-24,6.687102886618699e-05,0.4539671609312813,0.0005521399322511826,1.3509150889854264,8.723043122754642e-05,6.217473275957771e-05,1.304457740617388
2013-09-25,5.221698153901886e-05,0.42135145889697845,0.0005460196773278793,1.333044433648923,7.1146662262463e-05,6.080167078897592e-05,1.3625196280121827
2013-09-26,5.0374063840171386e-05,0.39514414587400076,0.0005388621916496305,1.3339687213386642,6.510253547213275e-05,6.0815533697994855e-05,1.2923820416532679
2013-09-27,5.122431082106018e-05,0.3754520035078359,0.0005299289402726615,1.330398787653087,6.185877381800287e-05,6.003645297311901e-05,1.2076057798823616
2013-09-30,5.1567877421329924e-05,0.363189371512233,0.0005310997028558568,1.4270985113681751,6.010502579066327e-05,6.398730148085715e-05,1.1655516727900486
2013-10-01,5.3629225784131454e-05,0.36664871447706016,0.0005350280583360926,1.5058607584288302,6.210680804267299e-05,6.616427560334963e-05,1.1580776551327727
2013-10-02,4.9785428743887e-05,0.38880947645694247,0.000544545180506948,1.4802857631011408,6.40184163414041e-05,6.596246897101141e-05,1.2858866129432445
2013-10-03,5.1677659876475144e-05,0.40762954953862307,0.0005526222538390671,1.4869721471696895,6.888604697612686e-05,6.550669744349688e-05,1.33299470488379
2013-10-04,4.988490741732951e-05,0.4137903726504269,0.000558468317307243,1.4718118322596585,6.906598934779866e-05,6.36994644211731e-05,1.3845067160294227
2013-10-07,5.300164613196136e-05,0.42163929571867453,0.0005575240008644387,1.5462224511285625,7.247989280615833e-05,6.413512633270968e-05,1.3675026738924452
2013-10-08,5.7418241986777646e-05,0.424872396204927,0.000557327860432186,1.5117450059119963,7.600441813432778e-05,6.232334525389846e-05,1.3236981054179642
2013-10-09,4.671951297786224e-05,0.42468081786293116,0.0005541989290850111,1.515754785864334,6.833522671580005e-05,6.330989523343992e-05,1.4626699286908296
2013-10-10,5.493659376391755e-05,0.4338773490103666,0.0005472263212870849,1.7627454582637525,7.522831448097451e-05,5.777673847543762e-05,1.3693661970426823
2013-10-11,5.397060840252837e-05,0.42981421436658535,0.0005412717446929938,1.7189376142231052,7.346273774649715e-05,5.624720371216311e-05,1.361161934632844
2013-10-14,5.390763459317086e-05,0.42775450744868776,0.0005389154254022585,1.747071364916334,7.290881503719816e-05,5.7535925499058444e-05,1.352476612773405
2013-10-15,5.553151341989191e-05,0.42514533059675824,0.0005370598350767673,1.48574346775995,7.342069740279663e-05,5.4773886102554395e-05,1.3221447225404925
2013-10-16,4.144281603770634e-05,0.4227217999617078,0.0005416338598484884,1.5963673428992915,6.333330869171135e-05,5.339526042566811e-05,1.5282095848430801
2013-10-17,4.1583055321708076e-05,0.42874485704955634,0.0005433232336889503,1.6203286560553547,6.444455957301708e-05,5.3083444418604124e-05,1.5497793289704318
2013-10-18,4.3823960134694674e-05,0.3797958370375884,0.0004458942729792356,1.0317933465243687,5.309112855366134e-05,3.34764384746607e-05,1.211463509698431
2013-10-21,4.4710412594374516e-05,0.39616377467548564,0.0004786297115713912,1.032582821814109,5.795340092345904e-05,3.351114024285146e-05,1.2961947242408307
2013-10-22,4.4371990394003997e-05,0.4094132368228693,0.0005010905595313575,0.9804448377590228,6.104842238204635e-05,3.167720629638599e-05,1.375832407786148
2013-10-23,3.6244305626284386e-05,0.45280935732303196,0.0004707176666022933,1.0159820644812525,5.9144659249835625e-05,3.205280735825879e-05,1.6318331453132846
2013-10-24,4.040389782719303e-05,0.4880740165275519,0.0004427389812698169,1.0105687071541034,6.527865545360274e-05,3.1806135105389956e-05,1.6156524237537362
2013-10-25,3.967999624918889e-05,0.4969442588088196,0.0003980791222445478,0.9916685646305632,6.245657854543495e-05,3.1237725953891686e-05,1.574006664547294
2013-10-28,4.081308187982178e-05,0.493895487470766,0.0003646132040882305,1.042739500767677,6.024915350682211e-05,3.5490825443917856e-05,1.4762216115958062
2013-10-29,4.2024721372673885e-05,0.49250480072230757,0.0003322335712704584,1.046480539258967,5.819486255553503e-05,3.5146953085463285e-05,1.3847768802430562
2013-10-30,3.243679795796633e-05,0.48879540112254766,0.00029674862361486846,1.0523449600941288,4.795572439812308e-05,3.487519977193102e-05,1.4784358326696476
2013-10-31,3.3498134377451295e-05,0.4915893412983723,0.00026779798658664496,1.0923285900566415,4.6560369891092725e-05,3.655161119292473e-05,1.3899391938207177
2013-11-01,3.528785039280735e-05,0.49145291897291177,0.00024407905287546783,1.0902750361184224,4.560996882112866e-05,3.6442617650474265e-05,1.2925119641298763
2013-11-04,3.477448195487655e-05,0.48572708640193407,0.00022438067974094093,1.0688397197638346,4.290573899796674e-05,3.5557878819592434e-05,1.233828272514349
2013-11-05,3.766596277267884e-05,0.48332716024734085,0.00021303463142383327,1.113883722609292,4.3295308813906174e-05,3.671886212602191e-05,1.1494544577342014
2013-11-06,3.8333959556374354e-05,0.49336475817351705,0.00019967097014917905,1.145390570728957,4.3163577027698924e-05,4.2509189133841525e-05,1.1259879628198095
2013-11-07,4.0431492315281525e-05,0.49779982128368455,0.0001908400459609762,0.9738874609146682,4.3726969366119365e-05,3.431654197340178e-05,1.0815076778551722
2013-11-08,4.3778322206368926e-05,0.4993097806522272,0.00018149940335291683,0.9100272413600416,4.450791303122616e-05,2.927980565708742e-05,1.016665573007069
2013-11-11,4.088414418239951e-05,0.4887485654897743,0.00017928406517770363,0.916204578755606,4.1844058139834264e-05,2.9567582264388103e-05,1.0234788810339828
