Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_IYR,Predicted_Covariance,Future_Cov_45_IYR,Beta_Predicted
2013-11-11,4.088414418239951e-05,0.561143872272746,6.687078048287827e-05,0.7769507800428158,2.9340659838282704e-05,2.507360979956905e-05,0.7176537610126559
2013-11-12,3.99781619662566e-05,0.5623239977746876,6.670922531399233e-05,0.7724409107890415,2.9039623277622836e-05,2.5241466628908183e-05,0.7263871536198591
2013-11-13,4.4902541372157916e-05,0.5882998056087058,6.520231282954862e-05,0.7743443467332844,3.183212754600925e-05,2.4469793516570238e-05,0.7089159449168049
2013-11-14,4.545126757048379e-05,0.60485944859543,6.461808459856845e-05,0.7607872976529514,3.277966487989748e-05,2.3719602656721494e-05,0.7212046359117322
2013-11-15,4.488960878325864e-05,0.6086938644537727,6.390089218496082e-05,0.7262076166205521,3.260057764321016e-05,2.3644647003044276e-05,0.7262388451772025
2013-11-18,4.304897041106976e-05,0.6133203975588084,6.215058746642276e-05,0.707634778501711,3.1724253537982983e-05,3.0401231844308626e-05,0.7369340830930837
2013-11-19,4.253689180732228e-05,0.617769847230647,6.238640343058355e-05,0.7076418132262615,3.1823984769806916e-05,3.070794662739619e-05,0.7481502154402535
2013-11-20,3.986505410246521e-05,0.639971848435292,4.366151839155782e-05,0.7141958364567791,2.6699705228341236e-05,3.1412904267978026e-05,0.6697521382942299
2013-11-21,3.485111027762049e-05,0.652874791090062,4.453978125864747e-05,0.7085675375746466,2.5722445097873074e-05,3.155601357043575e-05,0.7380667328234488
2013-11-22,3.677714977289896e-05,0.6486513898341593,4.0732511484717925e-05,0.7479820331236393,2.5105621760491455e-05,3.482673170291917e-05,0.6826418554869024
2013-11-25,4.464079349966786e-05,0.6587124834376692,4.171144219714251e-05,0.7284194564976693,2.8424278508489126e-05,3.443071231470549e-05,0.6367332719724306
2013-11-26,4.5604254902161166e-05,0.6764334092882122,4.0768406194119105e-05,0.7216537004427427,2.916685471537627e-05,4.21847841303214e-05,0.639564329643155
2013-11-27,5.098239319509307e-05,0.6852022866712671,4.4267953821795785e-05,0.7253170886616226,3.255169718463815e-05,4.321206660905458e-05,0.6384889987426321
2013-11-29,5.306536742177139e-05,0.6901036084759727,4.650264580645067e-05,0.7256311196449279,3.4281413271148964e-05,4.3234930411245735e-05,0.6460223482233756
2013-12-02,5.1303727815654587e-05,0.6946315775996105,4.815855663898629e-05,0.7061151264665352,3.452754617552725e-05,4.499678816662738e-05,0.6730026773023631
2013-12-03,5.129816798105141e-05,0.6937139865458367,4.7728556945454146e-05,0.6938726326190175,3.43257891427438e-05,4.641608264718974e-05,0.66914259307317
2013-12-04,4.926678581923591e-05,0.6932253455624703,4.437087230667186e-05,0.6980211631113789,3.241160452481859e-05,4.674601126422073e-05,0.6578794209092423
2013-12-05,6.186383108747796e-05,0.7007314973455395,4.624015715025345e-05,0.6841238961842027,3.74782838000301e-05,4.72583805794466e-05,0.6058189921512345
2013-12-06,6.149224160789946e-05,0.7004475500082804,4.537830283504295e-05,0.6873690681146164,3.700069720434881e-05,4.564146644647164e-05,0.6017132606789797
2013-12-09,5.694825981469449e-05,0.7071450603804726,4.752290603296396e-05,0.683282967738711,3.6787496678703996e-05,4.566826925913524e-05,0.6459810501393343
2013-12-10,5.3452041059883435e-05,0.7205737752924418,5.004443558830165e-05,0.6841220796681831,3.7268206800960216e-05,4.591086476953712e-05,0.6972270106432019
2013-12-11,5.2671389427449466e-05,0.7218987617194201,5.8785249858500955e-05,0.6209110957398463,4.0169633423632205e-05,3.969944734631317e-05,0.7626461701558602
2013-12-12,5.926873458923956e-05,0.7251661785913306,6.062484484335213e-05,0.6063426309779091,4.346860351647554e-05,3.928433473106838e-05,0.7334154140076312
2013-12-13,5.102150798536989e-05,0.6814060406357951,4.857370367326458e-05,0.5947162696756779,3.392213935865967e-05,3.8890457468879444e-05,0.6648595993749662
2013-12-16,5.265033739264804e-05,0.6785073099052543,4.7911595890723974e-05,0.601892860161026,3.407810437140588e-05,3.898446576031662e-05,0.6472532952118264
2013-12-17,5.547285481711756e-05,0.6717079036234835,5.0510856545129985e-05,0.6044456788348608,3.555601521539837e-05,3.927293093048459e-05,0.6409624190537722
2013-12-18,5.7755345996717895e-05,0.7028600148873013,6.0053343662573695e-05,0.5669750883006813,4.139363148149854e-05,3.3403091781774196e-05,0.7167064930032772
2013-12-19,6.478693026373803e-05,0.6948163825552893,5.5928745401464244e-05,0.5590256938418298,4.182455123341841e-05,3.2905677838018195e-05,0.6455708128654474
2013-12-20,6.101338500649426e-05,0.6934890093576215,5.3405748169900756e-05,0.5495339448372412,3.958641238105636e-05,3.263133718939015e-05,0.6488152128724343
2013-12-23,6.0371580554275465e-05,0.688068353187775,5.62673370290796e-05,0.5753903916045571,4.0102923829027786e-05,3.391435653138605e-05,0.6642682444428355
2013-12-24,6.05937066863415e-05,0.689007432027968,5.764104124271791e-05,0.5672576525492541,4.071960676914181e-05,3.4098782804986086e-05,0.6720104940917976
2013-12-26,6.0130930524985e-05,0.6832517923027335,5.6193403705556176e-05,0.5854951308737282,3.971663184849905e-05,3.73666775660777e-05,0.6605025317543755
2013-12-27,6.1029823506439453e-05,0.7142289177812619,5.4528987635063376e-05,0.5848396330503567,4.120237062618193e-05,3.73240604890225e-05,0.6751186265815521
2013-12-30,6.103786899254316e-05,0.7282819945124576,5.3298750627060634e-05,0.5797159778815147,4.15391656139734e-05,3.703423105653403e-05,0.6805474420977595
2013-12-31,6.15980310886923e-05,0.7375761658319875,5.006764028991359e-05,0.5912028371316925,4.096083972826973e-05,3.752555369903691e-05,0.6649699512195774
2014-01-02,6.274975633376732e-05,0.7372561699325023,4.958049206207977e-05,0.6034707723397655,4.112253263411935e-05,3.690482926576437e-05,0.6553417102592033
2014-01-03,6.287727487442676e-05,0.7489451487343496,4.9850962826746146e-05,0.590261323773838,4.1930847736377705e-05,3.64993216520095e-05,0.6668680826279207
2014-01-06,6.194585296328845e-05,0.7372187379350651,5.05587770885733e-05,0.5958998951201377,4.1257296310240967e-05,3.6689652625418904e-05,0.6660219261924065
2014-01-07,5.985294868622432e-05,0.7364785329521274,5.067890709875592e-05,0.5896688653438309,4.0561731723160125e-05,3.7693455366549745e-05,0.6776897815979409
2014-01-08,5.957982003469859e-05,0.7373279548128042,5.028552537892047e-05,0.5890887232261895,4.0358200113812106e-05,3.777550010763077e-05,0.677380362852858
2014-01-09,5.8876921963223624e-05,0.7353541978846517,5.0513265214637784e-05,0.5741143691898595,4.01025367935821e-05,3.7817089204429834e-05,0.6811248865664445
2014-01-10,5.8643073362417135e-05,0.7168929812595636,4.967246948149066e-05,0.5647513928867702,3.869194534270047e-05,3.7712812229388586e-05,0.6597871346814023
2014-01-13,6.549653155125348e-05,0.7314860126529046,5.272435831640826e-05,0.5984178641170066,4.298538575230602e-05,3.7786966962066496e-05,0.6563001846696013
2014-01-14,6.384952094066409e-05,0.7238225559680904,5.2155067300362634e-05,0.5966660880546957,4.176949159763795e-05,3.660704974211075e-05,0.6541864524943687
2014-01-15,6.070372053025981e-05,0.7936582142089884,4.954478419090759e-05,0.5572545882375297,4.352513640966539e-05,3.4806327056013075e-05,0.7170093699276443
2014-01-16,6.085694586035492e-05,0.7864558492654125,5.0364940466491584e-05,0.5653641005481248,4.3540517440635505e-05,3.5522940757269316e-05,0.7154568278951351
2014-01-17,6.130074788390541e-05,0.7815077526166645,5.116857339725566e-05,0.5504021458118465,4.3769121667906484e-05,3.458578806609314e-05,0.7140063242099224
2014-01-21,6.022038567812545e-05,0.7316211340944555,5.1892515732429206e-05,0.566336621112851,4.089878170707929e-05,3.6199257568720845e-05,0.6791517730504245
2014-01-22,6.0180607898710316e-05,0.70219870759888,5.101488180877845e-05,0.5616897701722817,3.890780704216558e-05,3.5958236951921893e-05,0.6465173483732686
2014-01-23,6.197862719476769e-05,0.6850131056785338,5.13141526083717e-05,0.5784772214991905,3.863122122904227e-05,3.639895039808322e-05,0.6232990786911712
2014-01-24,8.312838911315208e-05,0.7018589119130206,5.6245329229860857e-05,0.55289057274199,4.799187665543358e-05,2.929101794390672e-05,0.5773223464021221
2014-01-27,7.785643656399444e-05,0.6899382810172405,5.556776121182478e-05,0.5472523869045429,4.538046622723321e-05,2.8913093632562105e-05,0.5828736611896248
2014-01-28,5.7778264472590076e-05,0.6699296615244211,5.455907592771938e-05,0.5323514275676671,3.7613604707072834e-05,2.791067704210676e-05,0.6509992131196096
2014-01-29,5.541992369045716e-05,0.6519365278022415,5.353920818974786e-05,0.53613056761669,3.5511927781196155e-05,2.6735840234927016e-05,0.6407790811756567
2014-01-30,5.718939038351772e-05,0.6562231550723928,5.673168846802771e-05,0.4555176828171491,3.737852321093542e-05,2.3549670131629646e-05,0.6535919155681035
2014-01-31,5.786696567157789e-05,0.6489705107572384,5.635204123616248e-05,0.4425170344701434,3.705912355022836e-05,2.3858104298189342e-05,0.640419332863524
2014-02-03,7.055814511505822e-05,0.6653019782939008,6.175621856963057e-05,0.3774948773302957,4.3917007558133616e-05,1.5566409105534195e-05,0.6224229319877775
2014-02-04,5.3287933521446234e-05,0.6033397105766769,6.0809997579988735e-05,0.329212648386577,3.434502549639076e-05,1.3991389927161632e-05,0.6445178716222554
2014-02-05,5.1744253938995175e-05,0.5643543308182852,5.980125309687763e-05,0.3535921137150831,3.139337943435781e-05,1.9037195073220063e-05,0.6067027166218224
2014-02-06,5.460185755120456e-05,0.5497104691716779,6.193579826672382e-05,0.3566890069416526,3.196749358178103e-05,1.8739536884452096e-05,0.5854653122707875
2014-02-07,6.356327391387762e-05,0.5385899417738312,6.671937502417614e-05,0.3483738726660487,3.507416594706138e-05,1.7620483306181162e-05,0.5517992354293084
2014-02-10,6.2547563500994e-05,0.5308974142739614,7.191396429809453e-05,0.3652895231130526,3.5605937366326224e-05,1.880115638615096e-05,0.5692617805289949
2014-02-11,5.609995653519849e-05,0.5031922681716309,7.625759147543891e-05,0.3773229544111181,3.291218866419591e-05,1.9335681506949032e-05,0.586670484201641
2014-02-12,5.280573476410588e-05,0.4845166739793003,7.968443372261906e-05,0.3757903084294265,3.142939474477507e-05,1.9264242843883983e-05,0.5951890431063342
2014-02-13,5.31879934714369e-05,0.4741108164054943,8.430845031397771e-05,0.3759430418326278,3.174842754200885e-05,1.9163373085140208e-05,0.5969096683269024
2014-02-14,5.362200748552388e-05,0.47093434824696495,8.899516278175171e-05,0.3746998200550233,3.253232504056111e-05,1.9024944361266394e-05,0.6066972604362814
2014-02-18,5.088126402858046e-05,0.46212139400142316,7.476482223456439e-05,0.3760797598163168,2.850254717602929e-05,1.9155393839987877e-05,0.5601776551781252
2014-02-19,5.093399391722896e-05,0.4577098102975309,6.642064616210915e-05,0.3838638648538808,2.662230380320981e-05,1.9129935144215417e-05,0.5226824318248591
2014-02-20,5.128532994270177e-05,0.45517860275131494,6.509657083376376e-05,0.3970598895934182,2.63001043096972e-05,2.0193713216184497e-05,0.5128192475134865
2014-02-21,5.0142924359823583e-05,0.45501565562533114,6.76118105811586e-05,0.4026308290771213,2.6493690096348598e-05,2.0530787881107115e-05,0.5283634816795079
2014-02-24,5.289213529725008e-05,0.45430363414812075,7.115819443207787e-05,0.4016621265930822,2.78711071467176e-05,2.0406751084139393e-05,0.5269423703558939
2014-02-25,4.99909412374215e-05,0.446403278682215,6.285484336011105e-05,0.4050006207169661,2.502317463287486e-05,2.0633453956753465e-05,0.5005541806871076
2014-02-26,4.8822079787728685e-05,0.461988482967979,5.234933699716538e-05,0.4042955903282683,2.3355807116185717e-05,2.0597372152478948e-05,0.4783861567908081
2014-02-27,4.902946505121921e-05,0.46822213760304693,5.153094138607001e-05,0.4129282739055891,2.3535019307775343e-05,2.0841109338320477e-05,0.48001786850395384
2014-02-28,4.913560627678946e-05,0.4802181416460668,4.9772298774862656e-05,0.4094724264706586,2.374819312640288e-05,2.0644302106657474e-05,0.48331942812764245
2014-03-03,5.060228536900576e-05,0.48273366668319057,5.060306767726979e-05,0.4220947902157573,2.442761558126791e-05,2.1543649873767542e-05,0.48273739818537903
2014-03-04,5.593664385448813e-05,0.48790225316973673,5.8216446647888474e-05,0.4074206766100128,2.7842220811766995e-05,1.932880386558933e-05,0.4977456438787228
2014-03-05,4.9068183379191435e-05,0.4842843683836914,5.720163525808875e-05,0.4081614256513539,2.565692846128538e-05,1.936788376051093e-05,0.5228831942485531
2014-03-06,4.928243059442446e-05,0.4817159853977566,5.760104396739195e-05,0.4141707796545671,2.566565163044099e-05,1.9625196450593104e-05,0.5207870496822585
2014-03-07,4.8971813978785636e-05,0.4833793025854308,6.113390172492551e-05,0.404147677398819,2.6448570466861715e-05,1.999318810653128e-05,0.5400774102082294
2014-03-10,4.912023117884392e-05,0.48607298672175736,6.080068635316776e-05,0.4002843479189798,2.656353859605955e-05,1.98020624214394e-05,0.5407861070389356
2014-03-11,5.148937537691702e-05,0.484487142085311,5.9613002794076534e-05,0.4077225592107853,2.6841795706074502e-05,2.0150713150200757e-05,0.5213074641046789
2014-03-12,4.8906113932888686e-05,0.494760474021553,5.680452258256103e-05,0.4033049320016124,2.6077624749029516e-05,2.0663809882333636e-05,0.5332180918077949
2014-03-13,5.192240840939531e-05,0.49574014364797997,5.36246699552833e-05,0.413567610035447,2.6158559155570084e-05,2.0057794371188665e-05,0.5038009591025966
2014-03-14,5.053194068255615e-05,0.4969519533843777,5.047771035794199e-05,0.4053790532399611,2.5098468080396152e-05,1.96620306478487e-05,0.49668522010792776
2014-03-17,5.312543808337814e-05,0.5190698873906404,4.8008570031576085e-05,0.4211690445789038,2.6214192387796242e-05,2.0127497426460457e-05,0.49343955237892195
2014-03-18,5.3640183376897774e-05,0.5364480483555688,4.3422165228529106e-05,0.3871395299358553,2.5889790393680687e-05,1.867178550224984e-05,0.48265663470552433
2014-03-19,4.9711758607667365e-05,0.5377004367880778,4.8524246749413496e-05,0.3403633890817376,2.640884174249422e-05,1.620934720791854e-05,0.531239338179861
2014-03-20,4.924048797705463e-05,0.5417943747963918,4.574311192692816e-05,0.3537443902019986,2.571334157432722e-05,1.6713679072243154e-05,0.5221991623297737
2014-03-21,5.1299807125194504e-05,0.5314061005037252,4.4428291159990075e-05,0.404925777484134,2.5369634277433477e-05,1.872391854488887e-05,0.49453664056709234
2014-03-24,5.150721281894852e-05,0.5376583362914521,4.356220384879122e-05,0.3959368564526498,2.5468028677685783e-05,1.811777827818721e-05,0.4944555778470813
2014-03-25,5.187847468728203e-05,0.5361592386564061,4.2138406386499365e-05,0.4060505392372426,2.5068390237482432e-05,1.8613845321496787e-05,0.48321371028335053
2014-03-26,4.894688218699071e-05,0.5395046783266132,4.2118256660007076e-05,0.3685601240502972,2.4495873189539854e-05,1.6360804558204767e-05,0.5004582946868568
2014-03-27,4.819111839496585e-05,0.5344153820862025,4.066358756540752e-05,0.3753278802098977,2.3657306607189677e-05,1.6581924153058373e-05,0.4909059468862829
2014-03-28,4.77393720640184e-05,0.5353223634328436,4.002739384807292e-05,0.369588452197121,2.3400891072821662e-05,1.621077199907247e-05,0.49018011886375706
2014-03-31,4.471229395078723e-05,0.5145277520496223,3.5370689577441205e-05,0.3623917139696141,2.0461809805037924e-05,1.5460160305791012e-05,0.45763274475604626
2014-04-01,4.637295349124256e-05,0.5137856703349437,3.430908228700461e-05,0.3905389088881165,2.0493631212903945e-05,1.6649789679454286e-05,0.4419306873946281
2014-04-02,4.141854620280984e-05,0.5132620076129818,3.247635461253031e-05,0.3829198652080505,1.8824358332669992e-05,1.6405838999974106e-05,0.4544910446758497
2014-04-03,4.131197301210188e-05,0.5115127302910407,3.7076538425695205e-05,0.3765594750949345,2.001907493974473e-05,1.6096144097399967e-05,0.4845828819136856
2014-04-04,4.5815215175484866e-05,0.49195246615304405,3.690653661078389e-05,0.4362867966106474,2.0229244025203543e-05,1.702396261601562e-05,0.4415398672192192
2014-04-07,4.72141155464609e-05,0.49408419671039516,3.876369647731677e-05,0.4865013300720641,2.1137298699916893e-05,1.7556968308794054e-05,0.44769023956652965
2014-04-08,4.530353492960697e-05,0.47355438480340806,3.6757607397465224e-05,0.4798833560663232,1.9324556019683973e-05,1.7957078029843933e-05,0.4265573547342528
2014-04-09,4.691297863661334e-05,0.4932229880033493,3.594478998812489e-05,0.5202044854366622,2.02538593305536e-05,1.838730303348296e-05,0.4317325379707702
2014-04-10,5.810324280314903e-05,0.5137000208860445,3.74356150977612e-05,0.5586902967378582,2.395809351763959e-05,1.3420897965140334e-05,0.412336598816153
2014-04-11,5.691804938589508e-05,0.5226826467126863,3.8044845765067055e-05,0.544052801369302,2.432265611239802e-05,1.1737179767402702e-05,0.42732764693839703
2014-04-14,5.793906540801691e-05,0.5262849252629963,3.870392797052021e-05,0.5614832129023222,2.4922074764558513e-05,1.2027370515285911e-05,0.4301428507528203
2014-04-15,5.375893588153699e-05,0.5313719055565904,4.077396509006525e-05,0.5212232169672532,2.4877996021975965e-05,1.0825394119465063e-05,0.46276950267016137
2014-04-16,3.1303883437837385e-05,0.5196345063370806,4.1662518023282095e-05,0.49827899451968,1.8765919493229326e-05,9.594228428065481e-06,0.5994757656983456
2014-04-17,3.0074876652121772e-05,0.5098614590494291,4.139287790449098e-05,0.5042250443301304,1.7989410127871494e-05,9.731089626072194e-06,0.5981540784341786
2014-04-21,3.398061258211898e-05,0.5032938309340865,4.141575217216826e-05,0.5405014249037374,1.8880782337980045e-05,1.0964260023090967e-05,0.5556339601692568
2014-04-22,3.465237531876505e-05,0.4989968614367024,4.1349949859050694e-05,0.5270469439932073,1.8888688843241487e-05,1.0689192032575499e-05,0.5450907382101691
2014-04-23,3.661275306357103e-05,0.49711151561847455,4.1628622292164184e-05,0.5213030833547786,1.9407340965142824e-05,1.0478553451525454e-05,0.5300705175446844
2014-04-24,2.8915216768426475e-05,0.48423409183899957,3.969360664358005e-05,0.5242426663446657,1.6405099511136754e-05,1.0535557530405467e-05,0.5673517733766412
2014-04-25,3.367547480592454e-05,0.47909494006042536,3.807218252431491e-05,0.5319971471234543,1.715466869077065e-05,9.686182466186347e-06,0.5094113383592922
2014-04-28,3.364553762091845e-05,0.4720863548273968,3.702629819944144e-05,0.515438305412485,1.6662506473950735e-05,9.696692680096783e-06,0.4952367431808
2014-04-29,3.9441733334885286e-05,0.46972196207963873,3.533298187000824e-05,0.5245822524455849,1.753513072234341e-05,9.719813275109385e-06,0.44458316711030543
2014-04-30,4.001418281063408e-05,0.4692169924520304,3.489773066356134e-05,0.4842891853372,1.7533931303732726e-05,9.093167298985801e-06,0.4381929124158684
2014-05-01,2.1991126094734782e-05,0.4586913784326003,3.497391978426974e-05,0.478946085481777,1.2720859806399676e-05,9.210414552559347e-06,0.5784542251997438
2014-05-02,2.5114593555483047e-05,0.4516575909386599,3.465276571243703e-05,0.4283081106082116,1.332420610562051e-05,8.720776737878302e-06,0.530536402119538
2014-05-05,2.3421323104644024e-05,0.4442603191922867,3.398624128279742e-05,0.4264691703005757,1.253414761651344e-05,8.793518727888318e-06,0.5351596731112148
2014-05-06,2.3724080850696792e-05,0.44376853893810664,3.410682547240436e-05,0.3969817400705323,1.2623269572017089e-05,7.546773310046587e-06,0.5320867708831103
2014-05-07,2.503936026433856e-05,0.4355384772031914,3.383716100456946e-05,0.3426087560462717,1.2677543274253357e-05,6.333539404615047e-06,0.5063045996550043
2014-05-08,2.245244272166245e-05,0.40639771819928755,3.4067441260459843e-05,0.3581976787309214,1.1239650768326925e-05,6.71014868562163e-06,0.5005981267901307
2014-05-09,2.6257615904936162e-05,0.39350239305690127,3.400769817882317e-05,0.3574230183332771,1.1758817287991232e-05,6.766492743992058e-06,0.447825016961296
2014-05-12,2.5472098693136958e-05,0.38614640956792806,3.193938210117186e-05,0.3820671574108902,1.1014064627406549e-05,6.6448264374942805e-06,0.43239721862314034
2014-05-13,2.7268227179962204e-05,0.3845236502752934,3.276185646488697e-05,0.4063521073529547,1.1493062272553694e-05,8.448608811568409e-06,0.4214818292624194
2014-05-14,2.54765910501542e-05,0.3866105360772857,3.27475703381625e-05,0.4732351515986598,1.1166932350282848e-05,1.0442546225140256e-05,0.43832129378295526
2014-05-15,2.174205444419079e-05,0.3974726767177319,3.1531346976993795e-05,0.5067363101668787,1.040707850845365e-05,1.0155047401253055e-05,0.4786612293317246
2014-05-16,2.0552751262807784e-05,0.41039879839852333,3.0842445262880176e-05,0.4996451120838752,1.0332739131893125e-05,1.0068216079966897e-05,0.5027423822615529
2014-05-19,2.1296152341554682e-05,0.4174376447097377,3.028021778522946e-05,0.516615104554065,1.060038602814983e-05,1.0349506994451283e-05,0.4977606216436358
2014-05-20,2.0908636850371392e-05,0.42591731250785086,3.0176462089599844e-05,0.5213490446960485,1.0698485785855491e-05,9.788023276364084e-06,0.5116778230172121
2014-05-21,2.119414789263069e-05,0.4151799152824757,2.9804258163970932e-05,0.6204705729874425,1.0434784261886504e-05,1.1384855494636657e-05,0.49234271246709244
2014-05-22,2.007249814887391e-05,0.4295065817698086,2.377339318148307e-05,0.6210702960615663,9.382447072262326e-06,1.1370005220761636e-05,0.4674279704835191
2014-05-23,2.2049522594442057e-05,0.44408385439301007,2.4553817701294927e-05,0.6158095383225135,1.0332944404512786e-05,1.150685290237175e-05,0.4686244049164753
2014-05-27,2.174082787467674e-05,0.46847623014363043,2.4635071062079036e-05,0.6013087266880416,1.0841827891336962e-05,1.0835922481815342e-05,0.4986851445507876
2014-05-28,2.1661197917021908e-05,0.48981164227149354,2.4694631838920527e-05,0.6410867295458433,1.1328479335081913e-05,1.7571690496069175e-05,0.5229848957789962
2014-05-29,2.1856321025887475e-05,0.5084089325003319,2.465889391259082e-05,0.6500598734694862,1.180289378441068e-05,1.7588516452781967e-05,0.5400219813037552
2014-05-30,2.8179051435749515e-05,0.5321437530079989,2.31016839337101e-05,0.6723383966483957,1.3577317439117516e-05,1.827625405471565e-05,0.48182308301167914
2014-06-02,2.8496658002674943e-05,0.5525005697660311,2.382142571890625e-05,0.6740767142279452,1.4395063025195963e-05,1.8334307989768703e-05,0.5051491660476368
2014-06-03,3.418588872187905e-05,0.5635862859083035,2.4290221211320383e-05,0.7141643124830857,1.6240507219634865e-05,2.0143376871203055e-05,0.4750646488017408
2014-06-04,2.793146765100254e-05,0.5678182159830678,2.4486084048414955e-05,0.7010521894487326,1.4849638007241332e-05,2.0046742945626648e-05,0.5316454614123486
2014-06-05,4.136471088316827e-05,0.5775779174354078,2.8267479456528145e-05,0.6446329627805972,1.9750091849053197e-05,1.784117825013708e-05,0.47746234477102834
2014-06-06,3.9833023701562004e-05,0.5916319268988661,2.877873310467158e-05,0.6881035553181012,2.003129723993775e-05,1.9769800349999298e-05,0.5028816639684887
2014-06-09,5.1073182956276414e-05,0.5980491706671046,3.1350468398076954e-05,0.6838275575004116,2.393069830795838e-05,2.002698347797403e-05,0.46855701804301825
2014-06-10,4.95066057749403e-05,0.619600123438833,3.2100769279062145e-05,0.6877163142951046,2.4700218298311198e-05,2.0231088042145863e-05,0.4989277271522052
2014-06-11,4.7157992518462575e-05,0.633401879685923,3.3473090167796586e-05,0.6737555751819406,2.5165461904820362e-05,1.969402741378576e-05,0.5336415008541334
2014-06-12,4.667919578081926e-05,0.6332148030946001,3.408366390479902e-05,0.6921193357240407,2.5257239285495253e-05,1.9388783408566447e-05,0.5410812860634928
2014-06-13,3.72024477228719e-05,0.6657484623142919,3.429103015273069e-05,0.6765941313150562,2.377859530921459e-05,1.9169044741846376e-05,0.6391674947397511
2014-06-16,2.938646502467408e-05,0.6495773684882236,3.3569314908631516e-05,0.6776573044927942,2.0402143504751887e-05,1.9198415481679746e-05,0.6942700827616186
2014-06-17,3.191330809025626e-05,0.644434925961213,3.3441286527568836e-05,0.6788270831864052,2.1052635460095525e-05,1.917000858382372e-05,0.6596820173124984
2014-06-18,3.560112133469648e-05,0.6506507259037795,3.5352914623973214e-05,0.6756164656639947,2.308300626717795e-05,1.837379851059923e-05,0.6483786297113483
2014-06-19,3.687128606172102e-05,0.6407390593255814,3.536460268975138e-05,0.6768589430649196,2.3137143168430225e-05,1.849252287568992e-05,0.6275111513522906
2014-06-20,3.6786047916274955e-05,0.6413960730966681,3.375114529679502e-05,0.6896507317939173,2.2600191549496517e-05,1.8697993818063005e-05,0.6143685671517243
2014-06-23,3.78482539714106e-05,0.6509475985226754,3.4586643099062e-05,0.6878517679118332,2.3551748769531108e-05,1.8655754231556103e-05,0.6222677745536523
2014-06-24,3.933090292313687e-05,0.6652540906693105,3.7097162552714074e-05,0.6663609125764459,2.5411181524105837e-05,1.7484323463652534e-05,0.6460869096691245
2014-06-25,4.004889359785303e-05,0.6651620215512816,3.584356343253325e-05,0.6986610619714221,2.520161051703929e-05,1.832870021496719e-05,0.6292710797481386
2014-06-26,4.4267929857314866e-05,0.6617333183818768,3.431794453743199e-05,0.6988556385486876,2.579219137625418e-05,1.8462676672904176e-05,0.5826382995407285
2014-06-27,3.536085878696092e-05,0.6694214794134518,3.317134253774415e-05,0.7021783804496945,2.2926753926231155e-05,1.9240069102528298e-05,0.6483653031267793
2014-06-30,3.524942345217237e-05,0.662687789838803,3.154987498072918e-05,0.6542303526650886,2.2099568752088065e-05,1.80869744742377e-05,0.6269483749733814
2014-07-01,3.707778978776346e-05,0.6599619524690438,3.0456634283472538e-05,0.6655564703402488,2.217771365686003e-05,1.7804037691577155e-05,0.5981401206438469
2014-07-02,3.729144432547138e-05,0.6572772893759747,2.997931131459871e-05,0.7929848373947298,2.1976779696296606e-05,2.1863384627952793e-05,0.5893249804026948
2014-07-03,3.7850371933542936e-05,0.6492086310769306,2.9809173616142447e-05,0.8293005695846056,2.1806919931817623e-05,2.2435398161779312e-05,0.5761348916228843
2014-07-07,3.637233936281704e-05,0.6398215285357769,3.0842071689145696e-05,0.8498961906909421,2.142970721090307e-05,2.3792894718824452e-05,0.5891759393626019
2014-07-08,3.904012916123487e-05,0.6290038443785059,3.20940143856228e-05,0.8996136800235118,2.226491001189539e-05,2.4264783544269554e-05,0.5703083081498477
2014-07-09,3.921043801203444e-05,0.6251439956845135,3.2659779679412545e-05,0.8566838222453123,2.2371110165927358e-05,2.3253217864604872e-05,0.5705396649499613
2014-07-10,3.784415060760939e-05,0.6270767211894747,3.345600114519291e-05,0.8532199063759169,2.2312954257940034e-05,2.348099256150595e-05,0.5896011378163559
2014-07-11,4.137743263306523e-05,0.638639656136884,3.13814501976373e-05,0.8627331675483456,2.301304873693768e-05,2.4992226875089415e-05,0.5561739158883353
2014-07-14,3.5819786180035966e-05,0.638079840780935,3.4874946361349025e-05,0.8586292184348103,2.2552427358376992e-05,2.505793591044137e-05,0.6296080955096965
2014-07-15,3.740515266448331e-05,0.6435021947402658,3.78672287508214e-05,0.7711740063417631,2.4218514985268718e-05,2.3486579732314683e-05,0.6474646742523396
2014-07-16,4.331224214055195e-05,0.6426930362153785,3.980676901859198e-05,0.6773264183982778,2.6686240265388224e-05,2.4463450064709228e-05,0.6161361995250461
2014-07-17,4.7474517764657056e-05,0.6431241087406736,4.060384539126285e-05,0.733319226583788,2.8236356335807275e-05,2.538597986557296e-05,0.594768681501556
2014-07-18,4.82618636397603e-05,0.6530731585575266,4.319517013301223e-05,0.714026982874577,2.9818203415265397e-05,2.3105749785148245e-05,0.6178419390895593
2014-07-21,3.56854935741795e-05,0.6281338916047302,4.5326321171270364e-05,0.7189466097968159,2.5262324922038615e-05,2.331835481062164e-05,0.7079158053264913
2014-07-22,3.6878426197529086e-05,0.6105625885942119,4.618832053978343e-05,0.617348431900218,2.5198951174720776e-05,2.2207754192725896e-05,0.683297899963235
2014-07-23,3.8554343811198455e-05,0.6049150024773097,4.6924670328764935e-05,0.6139509589348325,2.5729516702104467e-05,2.1985928270049393e-05,0.6673571421187331
