Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_AMGN,Predicted_Covariance,Future_Cov_45_AMGN,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.4461483378224935,0.00041739800095876066,1.2484571769912194,6.758531567156262e-05,6.837640683631655e-05,1.2292963065995623
2013-03-01,5.488021190183326e-05,0.44225123857595894,0.00042016447516259725,1.2340893563725177,6.715627714504714e-05,6.752521112941345e-05,1.2236883717791147
2013-03-04,5.501029900576039e-05,0.4466513222495693,0.0004192630048896981,1.2273027327435742,6.78318868919458e-05,6.709941697347048e-05,1.2330761351586692
2013-03-05,5.845535101370509e-05,0.45099485695019675,0.0004182004738009832,1.2402246239233805,7.05141030389529e-05,6.646955843536916e-05,1.2062899600486632
2013-03-06,5.9250468430820016e-05,0.4559718859450559,0.00041516053602836056,1.24463133274346,7.151415181615374e-05,6.716557724368192e-05,1.2069803616768469
2013-03-07,5.369174155549812e-05,0.4660893001102171,0.00041220690745358437,1.259398133437997,6.933946893828577e-05,6.807290219911245e-05,1.2914363909506172
2013-03-08,4.524810700565277e-05,0.4676253788960043,0.0003783236817865066,1.2680555641539002,6.11828980369276e-05,6.826550762418663e-05,1.3521648105474142
2013-03-11,4.8373919939468494e-05,0.48402722536758347,0.00038015201772684216,1.2739740124636127,6.563780979452417e-05,7.077734668313453e-05,1.3568842441683124
2013-03-12,5.1431479865635213e-05,0.49863901459844084,0.00037573749188585216,1.258442133777805,6.931752249219113e-05,6.999721116592478e-05,1.3477644950773966
2013-03-13,5.5261000285198275e-05,0.5068533404349678,0.00036902385557009096,1.3042252046038556,7.238005437523666e-05,7.36285959679666e-05,1.309785454510199
2013-03-14,6.195858588029715e-05,0.4971758338045264,0.0003781507205201811,1.281392039241526,7.610150146482177e-05,7.388610459355635e-05,1.2282640151253368
2013-03-15,6.386120353979619e-05,0.5074126847805617,0.000385385669015938,1.3095142639462096,7.960267275050038e-05,7.402349134502812e-05,1.2464950288776602
2013-03-18,6.402550064969363e-05,0.5322645259867047,0.00039509917873495326,1.2819557396033954,8.465587006492375e-05,7.098093557453966e-05,1.3222211338589327
2013-03-19,6.71640875084588e-05,0.537044705940173,0.00040681301629189417,1.2785090531940726,8.877208476944691e-05,7.272769532175896e-05,1.3217195090794132
2013-03-20,6.839791392936718e-05,0.5535746963211975,0.00041683773845310675,1.2375974384902702,9.34719222699736e-05,7.008360999838485e-05,1.3665902496163804
2013-03-21,6.814178529168062e-05,0.5225574913895303,0.0004052520461806872,1.2873608942998478,8.683672586129568e-05,7.0116661297634e-05,1.274353548114295
2013-03-22,6.79733209422515e-05,0.5249501202565074,0.00041568336094015415,1.2419688183137414,8.824063083836902e-05,6.70163339505675e-05,1.298165656983806
2013-03-25,7.243408887933498e-05,0.5304736753156994,0.0004150009077810548,1.2904303209125387,9.197289591216408e-05,7.056076832788472e-05,1.269746017864296
2013-03-26,7.339742545776695e-05,0.5216969920437642,0.00040027216835379224,1.2690386576131003,8.942036596072447e-05,6.829115013559336e-05,1.2183038492566358
2013-03-27,7.311742529462491e-05,0.5163923969707205,0.00039818242690935424,1.4348652727419515,8.811124322053258e-05,8.516394229342761e-05,1.2050649057388227
2013-03-28,6.422356192814954e-05,0.5070925543619721,0.0004139422165528092,1.3844865044014334,8.268072735426447e-05,8.26769331233393e-05,1.2873893143261654
2013-04-01,6.678777769649997e-05,0.5059057245606207,0.0004173917381861221,1.4173147366863788,8.446757271914873e-05,8.493665748097913e-05,1.2647160248839255
2013-04-02,6.451960799026473e-05,0.5060796771011006,0.0004502984005077469,1.3929675421122627,8.626109358215737e-05,8.999641135203266e-05,1.336974855693066
2013-04-03,6.836168011312682e-05,0.5143933214912185,0.00044781262340123424,1.4635154256945455,9.000152145420379e-05,9.272787396141768e-05,1.3165492905567382
2013-04-04,6.901245142532413e-05,0.5185758919023832,0.00044789138818361477,1.448931200818994,9.117219406949322e-05,9.587785706576206e-05,1.3210977466602145
2013-04-05,6.697476452894188e-05,0.521183931866612,0.0004561668062114908,1.43417185688828,9.109791885198568e-05,9.385748757132215e-05,1.3601827418537535
2013-04-08,7.273438811092278e-05,0.5392939622389891,0.00045811030190984637,1.373114644814883,9.844201213610509e-05,9.302943205608758e-05,1.3534452504911043
2013-04-09,7.022991067372413e-05,0.5500615989003437,0.000459020391124138,1.3868862287294834,9.876165846264948e-05,9.637173626499162e-05,1.406262054375647
2013-04-10,6.636144982931065e-05,0.5413425226119967,0.00047415700473395813,1.3200658796057494,9.602651343394266e-05,9.39892601434689e-05,1.4470225361400935
2013-04-11,6.716170407401359e-05,0.551824182379995,0.00046828618262533716,1.320686712151421,9.786271353068791e-05,9.528999044426298e-05,1.4571207636846317
2013-04-12,6.98842565011876e-05,0.5407174317063972,0.0004788060169946955,1.3787188101924126,9.890991869499472e-05,0.00010073482101920662,1.4153390713016152
2013-04-15,9.593981606210937e-05,0.5415751072800155,0.00048822145054172285,1.494347196751823,0.00011721051212809416,9.019324481519368e-05,1.2217087434503169
2013-04-16,8.836558039441448e-05,0.5360074418968136,0.0004895263350978452,1.4699900777197197,0.00011148088734621267,9.017602624523047e-05,1.2615872248971194
2013-04-17,8.959564094882932e-05,0.5469510600027851,0.0004788589871988498,1.4417932291101438,0.00011329108340899049,0.00010246556196876502,1.2644709297151446
2013-04-18,9.719405369416862e-05,0.5625453599357259,0.0004831069409007121,1.40487660604388,0.00012189868854431867,9.854741033913774e-05,1.254178459598833
2013-04-19,7.72897485213767e-05,0.5718061095899332,0.0004947555626856444,1.3394229796321775,0.00011181629073682356,9.719927423588219e-05,1.446715675441712
2013-04-22,7.797978274745508e-05,0.5750423525328481,0.0004928929572335552,1.300294295935122,0.00011273717526614901,9.641748577350139e-05,1.4457231258422334
2013-04-23,8.499754389235151e-05,0.5721964827641038,0.0004783584144253175,1.416898792980943,0.00011537855112600085,0.00010479144639998355,1.3574339427045865
2013-04-24,7.773768893068322e-05,0.5873636964383219,0.0005416724771055088,1.4024212274801702,0.00012052892901787479,0.00010467064383436512,1.550456807705558
2013-04-25,6.90805921567358e-05,0.5865139071909012,0.0005452479011369633,1.360832639594187,0.00011382911032739107,0.00010176100298338668,1.647772648924695
2013-04-26,7.034557142953508e-05,0.6015489559145338,0.0005110401275259341,1.3340407877346774,0.00011405566465184493,0.00010053652131395071,1.6213624018406632
2013-04-29,6.776168711759701e-05,0.60508181555009,0.0004814602754059814,1.380704283624725,0.00010929151256263972,0.00010284841288165646,1.6128806293292224
2013-04-30,5.8041023931509805e-05,0.6431827213925753,0.0004619214903490189,1.3964695365303033,0.00010531397022299704,0.00010387865673036166,1.8144747127009813
2013-05-01,6.311211636341748e-05,0.5742024930556068,0.0004424681261241934,1.4658339250096986,9.595385804044654e-05,0.00010972018051598198,1.5203714210424666
2013-05-02,6.214021471172626e-05,0.5040081498550657,0.00042612429515730425,1.4682452663508905,8.201477197866874e-05,0.00010826462626202796,1.319834061712568
2013-05-03,7.476459886581012e-05,0.5441696920902475,0.0004049371834679248,1.4662541700339005,9.468390967522482e-05,0.00010656639694988184,1.2664270404923392
2013-05-06,7.535412832838797e-05,0.5692382463197021,0.00038904481877796064,1.476166076653272,9.746471454493456e-05,0.00010714457325645815,1.2934223606195832
2013-05-07,7.392273390092128e-05,0.581136785998948,0.0003735493020420007,1.462084128435266,9.656980220554089e-05,0.0001110305731928429,1.3063613466321944
2013-05-08,6.958015556766957e-05,0.5884519799041551,0.00036042428722890215,1.461172389258935,9.318816291410563e-05,0.00011044821970528928,1.3392922472482303
2013-05-09,7.111722928104653e-05,0.5925850051879678,0.00034994559895438945,1.458683854529212,9.348422671897587e-05,0.00011020730897163438,1.314508842147628
2013-05-10,7.562958883543677e-05,0.6254727343824834,0.00034722565801957584,1.4416840210329298,0.00010135849587434126,0.00010932909780968972,1.3401963098713692
2013-05-13,7.357910230951406e-05,0.6415925445987549,0.0003436132682279538,1.441691225789586,0.00010201675704429587,0.00010945418264452595,1.386490917151414
2013-05-14,7.590263764609063e-05,0.6459423353151768,0.00033695406680743495,1.449464630151586,0.00010330171567882102,0.00010771609452907732,1.3609766258780547
2013-05-15,7.650099964197039e-05,0.6495303570270936,0.00033240015634908234,1.4841954780220967,0.00010357706922114722,0.00010954779795848558,1.353930925162999
2013-05-16,7.639729836462006e-05,0.6576718431848319,0.0003316482831951313,1.4554339001676873,0.00010468564327614103,0.00010661741966039636,1.3702793883693332
2013-05-17,7.425705624970095e-05,0.6570454240962679,0.00033480049363569016,1.4927695661947655,0.00010359941527036768,0.00010669552013557558,1.3951457343258864
2013-05-20,7.217439206379002e-05,0.6621808254961332,0.0003415689908574762,1.4831693799568806,0.00010396984258790276,0.00010652490051116437,1.44053645087874
2013-05-21,7.13709588975209e-05,0.6614458201474888,0.0003395964809463168,1.4923893590694066,0.00010297614576927856,0.00010730243453375565,1.442829791836459
2013-05-22,7.35750525384875e-05,0.6552659157972844,0.0003352188967537362,1.525383325917353,0.00010290752068365476,0.00010759919244474148,1.3986741039678263
2013-05-23,7.454058968752127e-05,0.6490368196095718,0.0003321706778139257,1.53827440012415,0.00010212836830112068,0.00010855205070017145,1.3701041101130145
2013-05-24,7.630250921850573e-05,0.6562723149168663,0.00033427747542315723,1.5375332695558996,0.00010481104488146096,0.00010844871207692884,1.3736251396571506
2013-05-28,7.438631671877e-05,0.6556768667522004,0.0003319052711220151,1.5465246923976523,0.00010302519938080052,0.00010798295739534442,1.3850020262504008
2013-05-29,7.273626036607267e-05,0.6596659613562257,0.0003345686288763131,1.5042272610526617,0.00010290634841426854,0.00010745327283542715,1.414787451215577
2013-05-30,7.309916508279677e-05,0.6578760339970336,0.00032871669625466953,1.500101448111544,0.0001019790954862316,0.00010688837009602201,1.3950787997472143
2013-05-31,7.696255068093324e-05,0.665627286190657,0.00033193435504061646,1.3849292260842578,0.00010638905347391753,9.147112554712694e-05,1.3823483308782076
2013-06-03,7.835861755638394e-05,0.6557742820741393,0.0003191850031342542,1.4493013411503468,0.00010370961027995795,9.640938361159416e-05,1.323525267726072
2013-06-04,7.696792659140356e-05,0.6550536637352952,0.0003148799820495609,1.329618306301744,0.00010197748562406306,8.799497235542686e-05,1.3249348155813876
2013-06-05,8.390672708275947e-05,0.6502387752662844,0.0003012507101274673,1.2409541973037452,0.0001033797063287048,7.595847394050099e-05,1.232078880001345
2013-06-06,8.864935953499249e-05,0.6509546346369665,0.0003027919236927635,1.1964901959401102,0.00010664995293623416,7.191635330433356e-05,1.2030538460250952
2013-06-07,8.584609796353898e-05,0.6476325613266215,0.0002981126526256769,1.2212403506185707,0.0001036046290546265,6.956558080862377e-05,1.2068647441451563
2013-06-10,7.344670994631798e-05,0.605451542267759,0.0003007731228664038,1.2121205985314014,8.998809859327392e-05,6.91867737076809e-05,1.225216196328549
2013-06-11,7.540176794643908e-05,0.5825174790587403,0.000301662523012814,1.261899760561304,8.78537705175795e-05,6.94861235447721e-05,1.1651420505151229
2013-06-12,7.564969572692771e-05,0.573646268149669,0.00030594109603138657,1.1900372023688397,8.727034131976199e-05,6.92479519398734e-05,1.1536112667892446
2013-06-13,7.668406692361186e-05,0.5373801900273786,0.0003002601519952169,1.1812849848707712,8.154232146004322e-05,6.333397373524457e-05,1.0633541585799156
2013-06-14,7.978958283363962e-05,0.5226453559346355,0.0003011331236730087,1.1617243533080388,8.101388469769319e-05,6.231644966612762e-05,1.0153441316594702
2013-06-17,6.406673037804978e-05,0.5024717889544508,0.00030236155661524284,1.147849084021427,6.993446389678891e-05,6.0670916661894414e-05,1.0915878410543878
2013-06-18,5.269216623890948e-05,0.4967854915100121,0.0003051679779798067,1.1079062531710426,6.299577317649206e-05,5.797009364692409e-05,1.1955434303244508
2013-06-19,5.313666894497608e-05,0.49876416518146066,0.0003097266593030212,1.0704782936860855,6.398551945713223e-05,5.321743299299076e-05,1.204168810871271
2013-06-20,6.610900161714408e-05,0.5020673550428724,0.0003136378000470939,0.9851761633654736,7.229470379742004e-05,3.428364530325057e-05,1.0935682286672412
2013-06-21,6.524441916700448e-05,0.5019984706329128,0.00031285360559014523,0.7943276717572131,7.172072332623434e-05,2.7873318287809285e-05,1.0992621934858924
2013-06-24,5.5679700730278476e-05,0.45860871882374266,0.0003099129230460763,0.997122322156158,6.024355562062822e-05,3.742743365788286e-05,1.0819662252219673
2013-06-25,5.683904438603972e-05,0.42183223088791166,0.0003082574758080568,1.0392331880801873,5.583672691532113e-05,3.735781860737881e-05,0.9823656875032759
2013-06-26,5.616484134519195e-05,0.40361843878121073,0.00030792582311200744,0.9067237421712782,5.3079438728385935e-05,3.087721540902994e-05,0.9450652304376154
2013-06-27,5.600093181678947e-05,0.3839433564362715,0.00026759463206339437,0.9496089602355416,4.70006087044698e-05,3.199164789467623e-05,0.8392826186934749
2013-06-28,5.651835513949762e-05,0.3723627355121648,0.00024998640168822213,0.9799410140180952,4.426079005520693e-05,3.291964217183895e-05,0.7831224023764177
2013-07-01,4.0959150997653995e-05,0.33734600532239595,0.0002748353708401012,1.087984248028135,3.579211460062656e-05,3.731608050562947e-05,0.8738490356569308
2013-07-02,4.708768430286185e-05,0.3176053053793671,0.0002883123812263983,1.068859887162111,3.7006078134391356e-05,3.661182766015728e-05,0.7858971763481314
2013-07-03,4.5307854285029834e-05,0.300945190552054,0.0002939400388644361,1.070262608169414,3.472989964459106e-05,3.6659438488486924e-05,0.7665315471817911
2013-07-05,5.048108536897671e-05,0.2931941336168985,0.00030344087149898147,0.9958142895715812,3.628746725263703e-05,3.360293257261276e-05,0.7188329448030765
2013-07-08,5.858594159480322e-05,0.28216138812847696,0.0003073451060421318,0.9406859350992108,3.786233915826679e-05,3.216586315543532e-05,0.6462700458095106
2013-07-09,6.185296409698371e-05,0.28171116151871645,0.00033376555483500463,0.977890413043058,4.047669738788888e-05,3.261425531999867e-05,0.6544019026222018
2013-07-10,6.043816195282401e-05,0.28134116029398587,0.0003689768987591455,0.9519551526206512,4.201346360648668e-05,3.1969386678179275e-05,0.6951479371474099
2013-07-11,6.428746384905295e-05,0.2820172122614604,0.0003860266992936448,0.9981798364898136,4.442704559349281e-05,2.9683118378143524e-05,0.6910685681707335
2013-07-12,6.999194674271863e-05,0.29310428968243607,0.0003911504066520221,1.0396627420233218,4.8497360681152466e-05,3.1621330720071406e-05,0.692899153947275
2013-07-15,7.060701256657018e-05,0.3044305179750937,0.00039458231961451886,0.99273635081085,5.081371128563319e-05,3.0297809146932594e-05,0.7196694696256221
