Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_REGN,Predicted_Covariance,Future_Cov_45_REGN,Beta_Predicted
2013-04-02,6.451960799026473e-05,0.4127470342751616,0.0006957897814184255,1.54310074414336,8.74518184570407e-05,9.969617031920845e-05,1.35543009607616
2013-04-03,6.836168011312682e-05,0.4208820807520692,0.000692934389336146,1.7567121102332548,9.160366658886529e-05,0.00011130472305537801,1.3399855948138926
2013-04-04,6.901245142532413e-05,0.4224096616773387,0.0006902651678062087,1.7302627099918044,9.219461385367973e-05,0.00011449396679500185,1.3359127512437399
2013-04-05,6.697476452894188e-05,0.4344214793194713,0.0007276322362247934,1.750082330937656,9.590093767161273e-05,0.00011453183231552335,1.431896600848383
2013-04-08,7.273438811092278e-05,0.44873924410219046,0.000752336061151978,1.7581768307608443,0.00010497113338741115,0.00011911765171065076,1.443211885240941
2013-04-09,7.022991067372413e-05,0.46748190034576453,0.0007769152963753905,1.8634330949039704,0.00010919749982406264,0.00012948595137039927,1.554857450002679
2013-04-10,6.636144982931065e-05,0.48646859117305746,0.0007793465128352928,1.6663260123222818,0.00011063130527195675,0.0001186431309797683,1.6671019930473687
2013-04-11,6.716170407401359e-05,0.4931174227814169,0.0007666665556552167,1.6493684439359164,0.00011189597372127374,0.00011900498567574166,1.666068115215809
2013-04-12,6.98842565011876e-05,0.46865200399432055,0.0007700476376328299,1.6163577322818503,0.00010871737291606432,0.00011809769016040278,1.5556776069330693
2013-04-15,9.593981606210937e-05,0.49180825755976226,0.0007610937167936684,1.738361382636761,0.00013289673930605946,0.00010492103448397928,1.3852094444294636
2013-04-16,8.836558039441448e-05,0.49611215257241625,0.0007489240425286346,1.8217408096211387,0.00012762634120601154,0.00011175405164314687,1.444299246792235
2013-04-17,8.959564094882932e-05,0.5016056910167397,0.0007281880679211932,1.922410290850007,0.00012812316979720132,0.00013662212223597206,1.4300156619268587
2013-04-18,9.719405369416862e-05,0.5142634280065989,0.0007194686687786617,1.8947287492957083,0.000135991395808094,0.00013290890512015073,1.399174030090414
2013-04-19,7.72897485213767e-05,0.5153920210016181,0.0007472815265598857,1.7087696335671283,0.00012386276227326025,0.00012400202978796876,1.6025768571235866
2013-04-22,7.797978274745508e-05,0.5034426723551422,0.0007624337520113989,1.687319214177647,0.00012275581990706154,0.0001251155810164732,1.5742005886912753
2013-04-23,8.499754389235151e-05,0.48769569838703336,0.000766123106226897,1.8168621783525427,0.00012445186053911745,0.00013437206420257607,1.4641818438510932
2013-04-24,7.773768893068322e-05,0.48989166482395174,0.0007688792283114558,1.839869704096263,0.00011976913889879973,0.00013731990269793735,1.540683039929254
2013-04-25,6.90805921567358e-05,0.4868711433266072,0.0007702223107916758,1.8653573150666636,0.0001123052626669262,0.00013948859380694112,1.6257136651654442
2013-04-26,7.034557142953508e-05,0.4820300904910893,0.0008285889232109801,1.886278959353739,0.00011637564264608494,0.00014215451772141828,1.6543421324348473
2013-04-29,6.776168711759701e-05,0.47002806034912664,0.000877942494064394,1.920094399281373,0.0001146433653080068,0.00014302748524152594,1.6918611413710671
2013-04-30,5.8041023931509805e-05,0.47859495220774534,0.0008929244911783379,1.9252342843491757,0.00010895395859231474,0.00014321168211540994,1.877188774630919
2013-05-01,6.311211636341748e-05,0.39873322175017495,0.0010073652334929286,2.1915431732462687,0.00010053847023754113,0.0001640407610129215,1.5930137670968294
2013-05-02,6.214021471172626e-05,0.3982111492700369,0.001006272432094216,2.069325596017338,9.957666516766652e-05,0.0001525867424208158,1.6024512568810896
2013-05-03,7.476459886581012e-05,0.44710697394365145,0.0009892371803366994,1.9560990590663665,0.00012159330504153203,0.00014216800406230876,1.6263486581366076
2013-05-06,7.535412832838797e-05,0.4589728788420205,0.0009359639603602546,1.9652016782606463,0.00012189057108443754,0.0001426402479438429,1.6175699167170647
2013-05-07,7.392273390092128e-05,0.4563779340145342,0.0008819170426583379,2.0645521912780773,0.0001165272549098795,0.0001567819585248264,1.57633854648911
2013-05-08,6.958015556766957e-05,0.4674556262687704,0.0008701881536655067,2.0625218563313044,0.00011502431943557753,0.00015590348463303194,1.6531196071229195
2013-05-09,7.111722928104653e-05,0.47527813454748963,0.000864818670630702,2.065228334604588,0.00011786850562048823,0.00015603330115846132,1.6573832643941515
2013-05-10,7.562958883543677e-05,0.5057491186326912,0.0008757618548361772,2.0527550605989906,0.0001301589440821023,0.00015566924202903154,1.7210055758112945
2013-05-13,7.357910230951406e-05,0.5250658032440352,0.0008803597042241422,2.064225670691988,0.00013363525744901196,0.00015671742293895004,1.8162121207577224
2013-05-14,7.590263764609063e-05,0.5296270759486933,0.0008791533027782591,2.071607879364,0.00013681411935143764,0.00015395029690197913,1.8024949276381868
2013-05-15,7.650099964197039e-05,0.5146746274812433,0.0008996630001774387,2.1433442051435545,0.0001350225307797203,0.00015819926783058248,1.764977339010398
2013-05-16,7.639729836462006e-05,0.5337791509617933,0.0009082291126266475,2.107447930512861,0.00014060420733776483,0.00015438053242681512,1.8404342869129426
2013-05-17,7.425705624970095e-05,0.5523544748877545,0.0008886608234751076,2.165355391392639,0.0001418909702687022,0.0001547685088140837,1.9108079074878979
2013-05-20,7.217439206379002e-05,0.5646465334240532,0.0008838635994176512,2.155809832912591,0.00014261357199935032,0.00015483560480373466,1.9759580638144332
2013-05-21,7.13709588975209e-05,0.5659690591124609,0.0008748291280973183,2.1584703444732565,0.00014142138061465327,0.0001551934965385419,1.981497555857633
2013-05-22,7.35750525384875e-05,0.581492496400451,0.0008703850816794828,2.223226455614411,0.00014715164611966655,0.00015682443041130812,2.0000209451796276
2013-05-23,7.454058968752127e-05,0.605169301188539,0.0008751760838485947,2.191244867491701,0.00015456851046728888,0.0001546304898093945,2.073615343200927
2013-05-24,7.630250921850573e-05,0.5963334922015243,0.000871680173893513,2.182030101430981,0.00015379322202436945,0.00015390779432150498,2.0155722740906903
2013-05-28,7.438631671877e-05,0.6028721776761132,0.000867502179090849,2.197530459089784,0.00015314649313062499,0.00015343811780397295,2.058799250803358
2013-05-29,7.273626036607267e-05,0.6151519447224254,0.0008657489766756136,2.2072615085493106,0.00015436679206645801,0.00015767396273041106,2.1222811193419746
2013-05-30,7.309916508279677e-05,0.6340870304312338,0.0008552846425557824,2.190326840988763,0.0001585478713191306,0.00015606975535260541,2.168942301044741
2013-05-31,7.696255068093324e-05,0.6746478712465104,0.0008910977807154856,2.137894070753217,0.0001766768150625279,0.00014120257791456887,2.295620577792232
2013-06-03,7.835861755638394e-05,0.6362344787774927,0.0008958935356779204,2.309857558976633,0.0001685732985026014,0.0001536546866883894,2.1513051628469877
2013-06-04,7.696792659140356e-05,0.6304455520771738,0.0008964649235179496,2.301690925357516,0.00016560335439186552,0.00015232734716996878,2.1515891323277705
2013-06-05,8.390672708275947e-05,0.6198720651292554,0.0008808323613192125,2.394374687732249,0.00016851830669974184,0.0001465590331352002,2.0084004293663806
2013-06-06,8.864935953499249e-05,0.6302788086176265,0.0009544441715075211,2.174566339765603,0.00018333516412210137,0.00013070469085742724,2.0680934987435937
2013-06-07,8.584609796353898e-05,0.6293370864546075,0.0009294293518580526,2.204204015337901,0.00017776726748989057,0.00012555819374131827,2.07076700871591
2013-06-10,7.344670994631798e-05,0.6264510627039251,0.0008989055969177282,2.190376018969636,0.0001609645966689267,0.00012502472950529377,2.191583486674561
2013-06-11,7.540176794643908e-05,0.6254326372390824,0.0008670868997105731,2.2310354771581147,0.00015991993969029236,0.0001228512847404151,2.1209043772539915
2013-06-12,7.564969572692771e-05,0.6331325444691644,0.0008595117393048545,2.126562042517026,0.0001614448281213274,0.00012374408617163245,2.1341107399042807
2013-06-13,7.668406692361186e-05,0.5899517099302616,0.0008275507577558114,2.269945081106757,0.0001486162687151054,0.00012170191273783986,1.9380332144244274
2013-06-14,7.978958283363962e-05,0.5766734074140938,0.000823988622630764,2.2794410213044864,0.00014786440148313042,0.00012227226817320848,1.8531792776937566
2013-06-17,6.406673037804978e-05,0.5804721048395471,0.0008121264117753654,2.420790348622965,0.00013240654453039642,0.00012795372801332542,2.066697391127687
2013-06-18,5.269216623890948e-05,0.5724578363846379,0.000829085620626284,2.3092374031582814,0.00011965096977828743,0.00012082855217299566,2.270754427437708
2013-06-19,5.313666894497608e-05,0.5763694702210871,0.0008485857358350776,2.2127918528634445,0.00012239001698190574,0.0001100060625719972,2.303306161487892
2013-06-20,6.610900161714408e-05,0.5848866624034653,0.0008698317563181399,2.271354416036344,0.00014025541796109232,7.904201507611407e-05,2.1215782197612225
2013-06-21,6.524441916700448e-05,0.5750581668726684,0.0008464769504875313,2.140187002330171,0.00013514221369599212,7.510013264351516e-05,2.0713221976897676
2013-06-24,5.5679700730278476e-05,0.543271571203856,0.0007987241014530502,2.366658317879062,0.0001145681289051376,8.883358161289166e-05,2.057628317007741
2013-06-25,5.683904438603972e-05,0.5357783635708719,0.0007773868806666502,2.461855507103849,0.00011262301741151599,8.84975119413389e-05,1.981437559833033
2013-06-26,5.616484134519195e-05,0.5417234231568744,0.0007666029867667241,2.3761476664764296,0.0001124074603539542,8.091640257016368e-05,2.0013848105275023
2013-06-27,5.600093181678947e-05,0.5378247519617106,0.0007695119352832211,2.3293779418343257,0.00011164675179937759,7.847507979527185e-05,1.9936588227609653
2013-06-28,5.651835513949762e-05,0.5302862255135468,0.0007785068099942113,2.379513737959606,0.00011123368147303716,7.993617950065573e-05,1.9680983496156625
2013-07-01,4.0959150997653995e-05,0.539657778881461,0.0007574877920110452,2.4192550097141123,9.505648119932724e-05,8.297649057856993e-05,2.320762976868631
2013-07-02,4.708768430286185e-05,0.5513655039284436,0.0007377719704921074,2.4225921231807366,0.00010276715490857059,8.298143317945954e-05,2.182463555599499
2013-07-03,4.5307854285029834e-05,0.5548898129537666,0.0007244656234668263,2.4240490253040523,0.00010053155280213498,8.303034737259907e-05,2.2188548627726914
2013-07-05,5.048108536897671e-05,0.5866217482972901,0.0006315472785176707,2.6510335472861053,0.00010474310303997619,8.945694239386163e-05,2.07489799940685
2013-07-08,5.858594159480322e-05,0.5746173879621427,0.0006455590160745624,2.6734102551982555,0.00011174894874438198,9.141472750730021e-05,1.9074362501036342
2013-07-09,6.185296409698371e-05,0.5762902815849319,0.0006494884134276771,2.6197477892344776,0.00011550672172770078,8.737290204759682e-05,1.8674403630291587
2013-07-10,6.043816195282401e-05,0.5750497228302611,0.0006984310035593902,2.63454452024935,0.00011814702144689415,8.847556763243072e-05,1.954841405321289
2013-07-11,6.428746384905295e-05,0.5779045889318358,0.0007665085358678953,2.624112373901152,0.00012828556385225328,7.803387263959575e-05,1.9954989071192475
2013-07-12,6.999194674271863e-05,0.5652596488212452,0.0008135250799593216,2.609766503597414,0.00013488308611310268,7.937601914233707e-05,1.9271229389991895
2013-07-15,7.060701256657018e-05,0.5530117994056221,0.0007995993885013069,2.5975380922332056,0.00013139975114575525,7.927554310476097e-05,1.861001427044772
2013-07-16,3.5042919617133015e-05,0.5631801732849112,0.0007542801737624629,2.6320698909170432,9.156169937750013e-05,8.640893866148101e-05,2.612844488355195
2013-07-17,3.792838595062833e-05,0.5660378014367159,0.000723500536618932,2.6157681328918896,9.37663574013482e-05,8.59984586628596e-05,2.472194770518434
2013-07-18,3.7451029819475974e-05,0.5626550071920674,0.0007152606640117824,2.62283767976402,9.20886785592172e-05,9.376220358280289e-05,2.4589091141981774
2013-07-19,4.0860668714576163e-05,0.5624940071050277,0.000719124569270834,2.621130605135796,9.642123686078736e-05,9.492560890678475e-05,2.359756702327076
2013-07-22,3.950888193740232e-05,0.5558882527508712,0.0007119399130366052,2.6113615885485166,9.323018305032059e-05,9.47025024365658e-05,2.3597271924331857
2013-07-23,3.3171208880188284e-05,0.5814467684644516,0.000702022740072978,2.576707380411862,8.872912541042255e-05,9.367125075463414e-05,2.6748836839472734
2013-07-24,3.471216593235655e-05,0.5881181841544668,0.0006869747708820188,2.666349114787712,9.081882069657118e-05,9.6941346840111e-05,2.6163397833932183
2013-07-25,3.488954269695917e-05,0.5905804067391145,0.0006754934547754207,2.651386391021912,9.066449477088058e-05,9.738797158005214e-05,2.598615165534472
2013-07-26,3.343176772700175e-05,0.5959344703394288,0.0006706238655595192,2.542634915527244,8.923139437803717e-05,9.491895934929776e-05,2.669060012222084
2013-07-29,3.360094972876798e-05,0.5915686265092229,0.0006563620209875257,2.49608611049767,8.785219797897954e-05,9.619912379597623e-05,2.6145748464890417
2013-07-30,3.816574763863081e-05,0.6012411404060595,0.0006514745991420573,2.5030519427515467,9.480567194880843e-05,9.65277863867018e-05,2.4840512190791597
2013-07-31,3.750748633018741e-05,0.6093174060667301,0.0006528939786259581,2.5751477440592847,9.535070227626772e-05,0.00010426131313612008,2.542177885152649
2013-08-01,4.226173154810077e-05,0.6145979115736011,0.0006596288824980836,2.5653826767379253,0.00010261587563124428,9.940135560080575e-05,2.4281039103769473
2013-08-02,4.130983358011611e-05,0.6124298465809958,0.0006623458000784944,2.6579017396215185,0.00010130373641128214,0.00010693046740908462,2.452291080156838
2013-08-05,3.7225611971094185e-05,0.6048524917496121,0.0006576935407461295,2.7176817280268826,9.464162433116846e-05,0.00011695022615002978,2.542379273835928
2013-08-06,4.1983018398946586e-05,0.6364131982297467,0.0006766513434766099,2.560379863379634,0.00010726510976793115,0.00010878447660413567,2.554964217880594
2013-08-07,4.81253999850549e-05,0.649337433439523,0.0006656710060746485,2.424713950141467,0.00011622175702738343,0.00012825234113331333,2.4149774768308525
2013-08-08,4.5117615842124565e-05,0.6602414958854468,0.0006580914779973707,2.3618076017052965,0.0001137677110971571,0.00012641213987618852,2.5215807390012084
2013-08-09,4.7210405389653165e-05,0.6527637385867417,0.0006020251847874,2.363218974687589,0.00011004801561739303,0.00012679160730213695,2.33101187564705
2013-08-12,4.729046229109182e-05,0.65594243907556,0.0006154344733911838,2.3659770497575496,0.00011190343551786463,0.0001298106523111997,2.366300308697639
2013-08-13,5.1414947954433665e-05,0.668743025493814,0.0006308851904249559,2.49423019688216,0.00012044232551251501,0.0001470132681058572,2.342554651990636
2013-08-14,5.361675369996386e-05,0.6788405497340366,0.0006493302742060078,2.437348152908452,0.00012666331792624168,0.00014406346248979493,2.3623831952796324
2013-08-15,5.120699157562921e-05,0.6695608865808448,0.0006735117564930659,2.349885034856949,0.00012434470520908433,0.00012890324881441965,2.428275932309668
2013-08-16,4.9139520575593413e-05,0.6773605200693673,0.0006854574956912802,2.349735685961309,0.0001243155920666552,0.00012791913785974182,2.5298495103430088
2013-08-19,5.1240075352845624e-05,0.6765608625478464,0.0006948257064070215,2.3714296856692743,0.00012765848613435524,0.00012703219656491036,2.4913797502303185
2013-08-20,5.687877447837599e-05,0.6878383098962328,0.0006876398177874594,2.37461912885495,0.00013603228217504308,0.0001284923817620566,2.3916176714876207
2013-08-21,5.746511661394483e-05,0.6714193838880882,0.000676037732487695,2.404134263956592,0.00013233706226470116,0.00012727559358669509,2.3029112279324506
2013-08-22,5.43081375808944e-05,0.6682760524188763,0.0006675465725847697,2.38547292999056,0.00012724160498034823,0.0001236038875565779,2.342956519008154
2013-08-23,4.6628310947370826e-05,0.6633888242822368,0.0006492424393085242,2.388671080368425,0.00011542408576088484,0.0001235357232575372,2.4754078244687765
2013-08-26,5.7057237442025364e-05,0.6475364522702384,0.0006571472682989364,2.4110743168994304,0.000125386547757952,0.00012414826269222182,2.197557284215777
2013-08-27,6.26349019454684e-05,0.6715698730107931,0.000678762295486743,2.584124397676174,0.00013847081904008545,0.0001169984049508894,2.2107613285743115
2013-08-28,6.352118414260544e-05,0.6766090917322423,0.0006923192402649964,2.5880765138756567,0.00014188952099306853,0.00011813400776861018,2.2337354523260418
2013-08-29,6.345432123592429e-05,0.669851801730497,0.0006873680746051714,2.5831450201272506,0.00013989558536470768,0.00011794859868410929,2.204666012336235
2013-08-30,6.533098257867051e-05,0.6711147373484881,0.0006831455830552718,2.571016585735451,0.00014177935725525993,0.00011624087243435145,2.1701702876507563
2013-09-03,6.741624909395761e-05,0.6750212133559995,0.0007056267269781938,2.299077143564644,0.00014722691947374953,0.0001047216473336156,2.183849167706739
2013-09-04,5.29054408502055e-05,0.665114218505609,0.0007012609912161051,2.137366257698737,0.00012811094699677098,9.578157568703245e-05,2.4215079760794276
2013-09-05,5.526096611110341e-05,0.6620280195993592,0.0006923354476872262,2.2088193028195056,0.00012949228414755958,0.00010889174518683675,2.3432866498789116
2013-09-06,5.903493096893949e-05,0.6590563127947546,0.0006812340914108923,2.176612776818299,0.00013216767215383152,0.00011449767489933498,2.2388045515521977
2013-09-09,5.950680039687122e-05,0.6702540862680008,0.0007025606704364964,2.1269297288195395,0.00013704547081168911,0.00010870014434056538,2.303022005849516
2013-09-10,6.058865375686932e-05,0.6783657883298757,0.000718384687160368,2.11899087762329,0.000141526615807022,0.0001069278430807428,2.3358600502156928
2013-09-11,5.2548421709793746e-05,0.6490562836161562,0.0007262232739324988,1.9720432561743253,0.00012679358416585557,0.00010145907601895709,2.412890435912452
2013-09-12,5.463125330927889e-05,0.628431095750894,0.000738539601634331,2.018648215611672,0.00012623074410991582,0.0001038048326793993,2.310595793863584
2013-09-13,5.629719144726608e-05,0.607117668534819,0.00075469312118406,1.9469701891183877,0.00012514152194271304,0.00010048106104259577,2.2228732681972927
2013-09-16,5.4138744378514925e-05,0.6027034873499643,0.0007273056403916876,1.9529228707957216,0.0001195958945938264,0.0001008938461160822,2.209062954206383
2013-09-17,5.7555509167455784e-05,0.6019042344685869,0.0007423789086075059,1.9403619874014004,0.00012441812758874488,0.0001002133937913184,2.1617066617681133
2013-09-18,6.204530316157312e-05,0.5764339639704308,0.000761022909102086,1.8036248922218343,0.00012525725288780923,8.913798626355532e-05,2.0188031406926146
2013-09-19,6.178297806302708e-05,0.559579086751698,0.000766501037872062,1.789857747816382,0.00012177335399537997,9.034221743746512e-05,1.9709855013973996
2013-09-20,6.675064824066973e-05,0.5603196664970524,0.0007868224741639919,1.9181101136604324,0.00012841092898321322,9.014910235533209e-05,1.9237405533535359
2013-09-23,6.644616634370019e-05,0.5556904033765738,0.0007832436297907178,1.8960425378515675,0.00012676994355225094,8.781441874354812e-05,1.9078594075167454
2013-09-24,6.687102886618699e-05,0.5528516158018992,0.0007820726052022538,1.9021244316564156,0.0001264302866478285,8.754367996771801e-05,1.8906586124287574
2013-09-25,5.221698153901886e-05,0.5198795597330068,0.0007821218149608964,1.8942959061940157,0.00010506203868438234,8.64009879626015e-05,2.0120281867666994
2013-09-26,5.0374063840171386e-05,0.5041131676078984,0.0008074013214300072,1.8384580366850716,0.00010166612331270512,8.381516364954217e-05,2.018223577023188
2013-09-27,5.122431082106018e-05,0.493053162185965,0.0008134768702513322,1.8397259326837407,0.00010064782982634455,8.302068557641839e-05,1.9648449771815097
2013-09-30,5.1567877421329924e-05,0.4866274134585175,0.0008198343118022558,2.025849830490197,0.00010005740698013074,9.083371808316403e-05,1.940304933682304
2013-10-01,5.3629225784131454e-05,0.48978464413667105,0.0008186819309366355,2.019601800997355,0.00010262744836965533,8.873694956340546e-05,1.9136477707649873
2013-10-02,4.9785428743887e-05,0.4837528974646777,0.0008024093979970762,2.0180818170202417,9.668802926175146e-05,8.99270009577638e-05,1.9420949402514385
2013-10-03,5.1677659876475144e-05,0.47718383428351785,0.0008026144634980117,1.8721700689109209,9.718307418741262e-05,8.247610992603445e-05,1.8805625955143643
2013-10-04,4.988490741732951e-05,0.47702685230556346,0.0007914608125005896,1.8442923458501077,9.478554687568828e-05,7.98202814325487e-05,1.9000846505081566
2013-10-07,5.300164613196136e-05,0.478605052446148,0.000793988314683105,1.7704837498386423,9.818135319143792e-05,7.34371686836088e-05,1.852420827590712
2013-10-08,5.7418241986777646e-05,0.4797403424534876,0.0007942552013469391,1.6932031325331791,0.00010244982484420456,6.980415546349827e-05,1.784273103795077
2013-10-09,4.671951297786224e-05,0.4598835891728968,0.000737944174317477,1.6184354301536863,8.539035515703893e-05,6.759865017789781e-05,1.8277235723219254
2013-10-10,5.493659376391755e-05,0.4521333015411783,0.0007445878910366578,1.4586436313843127,9.144402729258878e-05,4.780932563137227e-05,1.6645376246943322
2013-10-11,5.397060840252837e-05,0.44368192761230246,0.0007406804970751302,1.493367091027785,8.870862561360718e-05,4.886606837330991e-05,1.6436469448703015
2013-10-14,5.390763459317086e-05,0.4365306019309958,0.0007385451727849548,1.5083495222673966,8.710204752442081e-05,4.967415039961668e-05,1.6157645977561605
2013-10-15,5.553151341989191e-05,0.4310246997366642,0.0007444593608866042,1.6417702344211862,8.763799040642295e-05,6.052601796885684e-05,1.578166792317787
2013-10-16,4.144281603770634e-05,0.40604515852020207,0.0007418010812576542,1.3048526031436818,7.119388563095034e-05,4.36446817030405e-05,1.717882432655524
2013-10-17,4.1583055321708076e-05,0.39783862394411124,0.00071365362633137,1.303568314629194,6.853444190721907e-05,4.270608676633102e-05,1.648133870322926
2013-10-18,4.3823960134694674e-05,0.40918528402913623,0.000687809559523261,1.3629479376246978,7.104113968301021e-05,4.4220718161979016e-05,1.621057053371317
2013-10-21,4.4710412594374516e-05,0.41695517654230435,0.0006933853606442838,1.3387232775852267,7.341436436381973e-05,4.344653286281863e-05,1.6419970227037617
2013-10-22,4.4371990394003997e-05,0.4287975345846633,0.0006872466393858554,1.267306262779381,7.487951921639362e-05,4.094541618325261e-05,1.687540237692653
2013-10-23,3.6244305626284386e-05,0.39549612043311677,0.0006825304387725853,1.2429051725409928,6.220469024685834e-05,3.9211912742161774e-05,1.7162610559642637
2013-10-24,4.040389782719303e-05,0.3752393614224453,0.0006745719408606137,1.2133981624895895,6.194897950706406e-05,3.81898881486848e-05,1.5332426532712038
2013-10-25,3.967999624918889e-05,0.36277913422028735,0.0006650095844130737,1.203661584036758,5.893076292021844e-05,3.791554158760213e-05,1.4851504155931734
2013-10-28,4.081308187982178e-05,0.3538123516879544,0.000660569454583025,1.1136990367304511,5.80940867918273e-05,3.79060139954042e-05,1.4234182795332921
2013-10-29,4.2024721372673885e-05,0.34852369328239197,0.0006586351265091149,1.172764936978021,5.7983866717374544e-05,3.938832369441983e-05,1.3797561250478134
2013-10-30,3.243679795796633e-05,0.3386616791010506,0.0006450754901098139,1.119987484794088,4.8988068411018094e-05,3.7116904394888706e-05,1.5102621557929348
2013-10-31,3.3498134377451295e-05,0.3344545266699053,0.0006327122438392335,1.1556807396660402,4.8691203356067545e-05,3.867150731377891e-05,1.4535497054081676
2013-11-01,3.528785039280735e-05,0.3264142107110534,0.0006223409302987821,1.1627203887516038,4.837220023935101e-05,3.886411516174854e-05,1.3707890874874775
2013-11-04,3.477448195487655e-05,0.3215576993627968,0.000617691077307837,1.1953961275838698,4.712755524231832e-05,3.976812412569171e-05,1.3552338552008092
2013-11-05,3.766596277267884e-05,0.3100302321562809,0.0006140559844654124,1.4428436342350868,4.715009434287861e-05,4.7562932646848846e-05,1.251795809055467
2013-11-06,3.8333959556374354e-05,0.30751105565129666,0.000613889458504293,1.5689825178401382,4.7173452500142015e-05,5.8230071298832706e-05,1.2305917010938618
2013-11-07,4.0431492315281525e-05,0.31036475452185264,0.000611198524094968,2.0233183322102706,4.878917004265574e-05,7.129498146288529e-05,1.2067120763735781
2013-11-08,4.3778322206368926e-05,0.30517125280097324,0.0005950737046166346,1.896535757377795,4.925593383254273e-05,6.1020369362514114e-05,1.125121552177185
2013-11-11,4.088414418239951e-05,0.29934728480349343,0.0005715405518894013,1.8685308927182624,4.57589766960064e-05,6.030087839010408e-05,1.1192352832887593
2013-11-12,3.99781619662566e-05,0.30230190061570805,0.000564359460512472,1.88218093336994,4.5407772097390336e-05,6.150503754480684e-05,1.1358144012652853
2013-11-13,4.4902541372157916e-05,0.3279905518013669,0.0005862953161892943,2.14807046291389,5.3217565904520166e-05,6.788044738531721e-05,1.185179374669382
2013-11-14,4.545126757048379e-05,0.35501228235465826,0.000605215803383744,2.051025645188134,5.8880502576011195e-05,6.394627446159213e-05,1.2954644770842079
2013-11-15,4.488960878325864e-05,0.3723924371248675,0.0005881434425769126,2.132385423588922,6.0508361413545186e-05,6.94284932590315e-05,1.3479369291387429
2013-11-18,4.304897041106976e-05,0.3892370898684082,0.0005931380288661704,2.06489484158457,6.219757983183892e-05,8.871150587884498e-05,1.4448099278082902
