Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_ORCL,Predicted_Covariance,Future_Cov_45_ORCL,Beta_Predicted
2013-03-19,6.71640875084588e-05,0.548263076254504,0.0003517235952891915,1.3060072165601426,8.426715076874536e-05,7.429192206086513e-05,1.2546459558187635
2013-03-20,6.839791392936718e-05,0.5556684567469037,0.0003514670225772128,1.2977421955781605,8.615479700954075e-05,7.348953309429661e-05,1.259611471462575
2013-03-21,6.814178529168062e-05,0.5571306434203679,0.0006050327118335656,0.9278319916529248,0.00011312360277123671,5.053476596026266e-05,1.6601209124036245
2013-03-22,6.79733209422515e-05,0.5512752272859918,0.0005881530521169684,0.991471611164784,0.0001102257084400958,5.3499565863932396e-05,1.6216025186372887
2013-03-25,7.243408887933498e-05,0.5665873413807103,0.0005768672037309582,0.938647912489901,0.00011581806176618641,5.132529577251109e-05,1.5989441374643787
2013-03-26,7.339742545776695e-05,0.5830212189614787,0.0005514153280377333,0.93043416383698,0.00011729086564838943,5.0069727027376654e-05,1.5980242483556713
2013-03-27,7.311742529462491e-05,0.5944539684829735,0.0005308239420170973,0.9567019571844464,0.00011711268206747871,5.67833871384789e-05,1.6017068653002478
2013-03-28,6.422356192814954e-05,0.5944587448061279,0.00046899572573648137,0.9710688481037668,0.00010316998246803957,5.7989004556995274e-05,1.606419503537682
2013-04-01,6.678777769649997e-05,0.5984608365096438,0.0004136866807105932,0.987706822544976,9.947638647154069e-05,5.9191168980762755e-05,1.4894399829200153
2013-04-02,6.451960799026473e-05,0.5989356642463658,0.00037095171618562936,0.9144852320894584,9.265838507819294e-05,5.908277589704888e-05,1.4361275271879215
2013-04-03,6.836168011312682e-05,0.6006261114779632,0.00033855024820287944,0.8183995282030497,9.137389559610281e-05,5.1853534967204954e-05,1.336624486772337
2013-04-04,6.901245142532413e-05,0.6013183839772648,0.000310254896517386,0.8369928235190564,8.798882760800123e-05,5.538501638522833e-05,1.2749703247856763
2013-04-05,6.697476452894188e-05,0.5809801847018571,0.0002856514007662088,0.820399136563783,8.03591060898353e-05,5.3689940570042025e-05,1.1998415620425158
2013-04-08,7.273438811092278e-05,0.5733193257402058,0.0002662793150294658,0.834347818305485,7.978756142942087e-05,5.6527620594024855e-05,1.0969716457604857
2013-04-09,7.022991067372413e-05,0.563938340486852,0.00024882461565948463,0.8022845660408768,7.454857579811628e-05,5.5749026132298214e-05,1.061493245299085
2013-04-10,6.636144982931065e-05,0.5613168954801601,0.0002372035851271278,0.8059570813867861,7.042497018015516e-05,5.738449190850793e-05,1.0612331460704423
2013-04-11,6.716170407401359e-05,0.5594141758957442,0.0002249316326277457,0.8298379500297299,6.87574226030839e-05,5.987434385540593e-05,1.0237593514201455
2013-04-12,6.98842565011876e-05,0.5531528030745206,0.00021573045009051268,0.8462723237725552,6.791888017991174e-05,6.18321085042998e-05,0.9718766941272037
2013-04-15,9.593981606210937e-05,0.5372642158826288,0.00020904047081113397,0.8402495649615884,7.608561297656388e-05,5.071434194353871e-05,0.7930556477959858
2013-04-16,8.836558039441448e-05,0.5362407262847878,0.00020868442608991056,0.7920854832814894,7.281928014434495e-05,4.859020643163584e-05,0.8240683738998877
2013-04-17,8.959564094882932e-05,0.5445272182486062,0.00021059358784293047,0.7617646023268299,7.479724555355269e-05,5.413719283000496e-05,0.8348313016285199
2013-04-18,9.719405369416862e-05,0.5482738341866225,0.00020719704115242045,0.8328415618552483,7.78052930124793e-05,5.842105903859993e-05,0.8005149497859395
2013-04-19,7.72897485213767e-05,0.5195827673491298,0.0002193722015426558,0.7703868196961915,6.7656025714987e-05,5.5905446519905504e-05,0.875355749103968
2013-04-22,7.797978274745508e-05,0.5188452723384505,0.00022731251887200143,0.7309991834726073,6.907812668629748e-05,5.420396259004112e-05,0.8858466162955795
2013-04-23,8.499754389235151e-05,0.5207878245382962,0.0002344730103207174,0.7552896073952481,7.352083658103435e-05,5.585994624450799e-05,0.8649760124145199
2013-04-24,7.773768893068322e-05,0.5245231127145381,0.00023401358735440026,0.7678134895375519,7.07458517369453e-05,5.7306271981498904e-05,0.9100585920431418
2013-04-25,6.90805921567358e-05,0.5253081795319069,0.00023580251786422672,0.7599636254082764,6.704500200706715e-05,5.6828928482711104e-05,0.9705331108764943
2013-04-26,7.034557142953508e-05,0.48695510135741477,0.0002429491531883394,0.7262480741795087,6.365975980054806e-05,5.4731801051562297e-05,0.9049576043932748
2013-04-29,6.776168711759701e-05,0.46331348159234287,0.00024576038269129026,0.7383686619979538,5.978923271853045e-05,5.5000948362873565e-05,0.882345692113144
2013-04-30,5.8041023931509805e-05,0.4723692305056618,0.0002498773331449136,0.7287988459877175,5.688693882602174e-05,5.4212886974924045e-05,0.9801160450434176
2013-05-01,6.311211636341748e-05,0.4584256875269537,0.00025165034932088425,0.8144660096806595,5.7772889026606145e-05,6.0964176146832087e-05,0.9154009143653724
2013-05-02,6.214021471172626e-05,0.4607638882528949,0.0002533637806791025,0.8055892084376564,5.7814540026053815e-05,5.940207441566662e-05,0.9303884818271128
2013-05-03,7.476459886581012e-05,0.44437232738774923,0.00026976042107268347,0.835104460712605,6.310795762842382e-05,6.0694847642178526e-05,0.8440887610684835
2013-05-06,7.535412832838797e-05,0.4572107534398972,0.00028178503266062274,0.8330554632400808,6.662372673360795e-05,6.046567084794538e-05,0.8841416948420723
2013-05-07,7.392273390092128e-05,0.4691548118670232,0.000289104638960586,0.8869603040838757,6.858556414885068e-05,6.735570754545076e-05,0.9278006985073899
2013-05-08,6.958015556766957e-05,0.47330919111300573,0.00029375653746861036,0.8835465183898529,6.766769856122441e-05,6.678619217028795e-05,0.9725143327024439
2013-05-09,7.111722928104653e-05,0.45259153355213416,0.0002971447356309891,0.917243721590657,6.579272280605655e-05,6.930011730352573e-05,0.925130569219054
2013-05-10,7.562958883543677e-05,0.45821400903025084,0.00031688775340616186,0.9042235181160786,7.093604324911375e-05,6.857115707164839e-05,0.9379403529941733
2013-05-13,7.357910230951406e-05,0.450134713200108,0.000332135650540339,0.9072359989146174,7.036837067819525e-05,6.887797674741659e-05,0.9563635389595716
2013-05-14,7.590263764609063e-05,0.45573991839454436,0.00034412467529297894,0.9278909743042112,7.365519973751482e-05,6.895566116047795e-05,0.9703905163473385
2013-05-15,7.650099964197039e-05,0.44522311269565923,0.00035090748105994683,0.916866530929727,7.294702256214595e-05,6.767350458380265e-05,0.9535433903287894
2013-05-16,7.639729836462006e-05,0.4368106467998138,0.0003589409051496961,0.945169302664478,7.233420165670558e-05,6.923812354562623e-05,0.9468162252476179
2013-05-17,7.425705624970095e-05,0.4293684672592248,0.00036507447821583364,0.901136998267016,7.069517073243755e-05,6.440865550910229e-05,0.9520330363583764
2013-05-20,7.217439206379002e-05,0.42502339952486834,0.00037074816045814667,0.8820151279903613,6.952546629811478e-05,6.334851233326226e-05,0.9632982600901712
2013-05-21,7.13709588975209e-05,0.4907199836951774,0.00037613633217367686,0.878984199293212,8.040205567982062e-05,6.319875167139903e-05,1.1265374169242586
2013-05-22,7.35750525384875e-05,0.5398591555456903,0.0003886908272632295,0.8301810216838229,9.129519222582224e-05,5.8560235973740956e-05,1.2408444041282232
2013-05-23,7.454058968752127e-05,0.5643457039341571,0.0003913134519236091,0.8353012003259459,9.638379545721915e-05,5.894504793187638e-05,1.2930377377113054
2013-05-24,7.630250921850573e-05,0.5156283701494945,0.00023740573870176132,0.83350096248316,6.939877760698542e-05,5.8790341442360033e-05,0.9095215651198278
2013-05-28,7.438631671877e-05,0.5287450194950762,0.00025155311859426435,0.8136629994177228,7.232820212940572e-05,5.6812372561653726e-05,0.9723320809505149
2013-05-29,7.273626036607267e-05,0.5250296488061584,0.0002556426552915881,0.8370473093635746,7.159389216350352e-05,5.979380592149484e-05,0.9842943781159527
2013-05-30,7.309916508279677e-05,0.52496317473037,0.0002705562177672756,0.838349639533986,7.382675968373658e-05,5.9735844301186476e-05,1.009953528198519
2013-05-31,7.696255068093324e-05,0.5330901810058916,0.00029002716156739867,0.8169142038885681,7.964522541319451e-05,5.39551482471037e-05,1.0348568844006085
2013-06-03,7.835861755638394e-05,0.5175861026509279,0.00029878974189919647,0.7644905801588248,7.919701830477592e-05,5.0854893676895295e-05,1.010699534710253
2013-06-04,7.696792659140356e-05,0.5103305108210908,0.00029859789535003993,0.7635934899624103,7.73659386228971e-05,5.053509546429016e-05,1.0051711413977207
2013-06-05,8.390672708275947e-05,0.49608133508575725,0.0002899736334842243,0.8305069247717914,7.738032205491395e-05,5.083510635585774e-05,0.9222183339196588
2013-06-06,8.864935953499249e-05,0.45490656326565654,0.0002949952737721935,0.9168825849849572,7.356437218012869e-05,5.511023169609788e-05,0.8298353486816866
2013-06-07,8.584609796353898e-05,0.4502443297133761,0.0002959380958135221,0.8922576491766829,7.176438533059065e-05,5.082572121407072e-05,0.8359656062768376
2013-06-10,7.344670994631798e-05,0.4317757887448801,0.00029745640844072073,0.8926455811189349,6.381990072173923e-05,5.0951421745381186e-05,0.8689279719729452
2013-06-11,7.540176794643908e-05,0.4274001932925761,0.000299167298160204,0.8378656715122431,6.419224112067517e-05,4.6136816397149184e-05,0.8513360212757015
2013-06-12,7.564969572692771e-05,0.4174483017712942,0.00029445715319983983,0.933281166783504,6.230420315347584e-05,5.43073857314442e-05,0.8235882848541121
2013-06-13,7.668406692361186e-05,0.4120750648146828,0.00029284030862974063,0.8876304252614515,6.175104796522488e-05,4.758983882814942e-05,0.8052656887217213
2013-06-14,7.978958283363962e-05,0.411205873622866,0.0002942174434557913,0.878531722058466,6.300378131348925e-05,4.7125617778313443e-05,0.7896241473633397
2013-06-17,6.406673037804978e-05,0.40510393318785237,0.00030213114694687,0.851249042767268,5.636123355070743e-05,4.49937717868897e-05,0.8797270161615369
2013-06-18,5.269216623890948e-05,0.3959057241340625,0.000286361477273825,0.8302032189227854,4.8631997126396137e-05,4.3439558364422226e-05,0.9229454888207804
2013-06-19,5.313666894497608e-05,0.3912818137551417,0.00027411657855175097,0.8418996095466769,4.7223098228624865e-05,4.185394166527033e-05,0.8887101725839304
2013-06-20,6.610900161714408e-05,0.4102069774319714,0.00026651727967351544,0.7478001384044408,5.444976733880439e-05,2.6023076538108403e-05,0.8236362069743298
2013-06-21,6.524441916700448e-05,0.42549845017179133,0.0003906342896912768,0.4966400620928404,6.792894170159981e-05,1.7427325041525617e-05,1.0411456269956796
2013-06-24,5.5679700730278476e-05,0.3891010450771627,0.000378474654720065,0.657861985917115,5.648449420223309e-05,2.469314474949639e-05,1.014453983433804
2013-06-25,5.683904438603972e-05,0.36803176704484125,0.0003634720485069487,0.7237719777915151,5.289860265145818e-05,2.601778173519323e-05,0.9306736807920479
2013-06-26,5.616484134519195e-05,0.36868135614882386,0.0003506757811766101,0.7345829513350516,5.174118025637748e-05,2.501520029668406e-05,0.9212378957571264
2013-06-27,5.600093181678947e-05,0.3765425453655716,0.0003405025953438005,0.6994106843183624,5.1996234532421324e-05,2.3562646608702717e-05,0.9284887384111792
2013-06-28,5.651835513949762e-05,0.37396787839194207,0.000345149455312272,0.7357316384141243,5.223151869903315e-05,2.4715796078157228e-05,0.9241514295686105
2013-07-01,4.0959150997653995e-05,0.3939411440221729,0.0003105750400362055,0.8349520408495046,4.4431409409491344e-05,2.8637489587876944e-05,1.0847736910375956
2013-07-02,4.708768430286185e-05,0.41033521144947804,0.00028005063652112796,0.8326477194844908,4.7120591620262474e-05,2.852081472374096e-05,1.0006988518948812
2013-07-03,4.5307854285029834e-05,0.3927419316856905,0.00025667827745583076,0.8355915713292136,4.235342902057424e-05,2.86213099260146e-05,0.9347922052130426
2013-07-05,5.048108536897671e-05,0.3872576716150234,0.0002378514191640077,0.8431055641019877,4.243431983298239e-05,2.844990247559341e-05,0.8405984047851023
2013-07-08,5.858594159480322e-05,0.37754362786238643,0.00021939698577334388,0.7975693583658963,4.280348993442167e-05,2.7272127583644732e-05,0.7306102585234968
2013-07-09,6.185296409698371e-05,0.3998293716047523,0.00020149577448661164,0.8471416980498873,4.463627290851132e-05,2.825357040411006e-05,0.7216513155056384
2013-07-10,6.043816195282401e-05,0.40976404712740794,0.00018696412970494003,0.8576204602948492,4.3558069221649434e-05,2.880135691561288e-05,0.720704730492125
2013-07-11,6.428746384905295e-05,0.4192662503489184,0.00017792767817505307,0.7599062974985974,4.484095018505717e-05,2.2597519765846134e-05,0.6975069088173051
2013-07-12,6.999194674271863e-05,0.44872166067518826,0.00017028996150399872,0.8049646885901703,4.898866386078235e-05,2.4482992038699056e-05,0.6999185783595698
2013-07-15,7.060701256657018e-05,0.4415471746703487,0.00016553013534434123,0.7662800178596147,4.773528980525292e-05,2.3386476898177174e-05,0.6760700965820755
2013-07-16,3.5042919617133015e-05,0.44310620980252524,0.00015446879904645902,0.8381878135207854,3.260080789394748e-05,2.7517095809368588e-05,0.9303108373997596
2013-07-17,3.792838595062833e-05,0.44658048561837593,0.00014537037070544163,0.833134632448572,3.3160408458674335e-05,2.7390919458145526e-05,0.8742899975189952
2013-07-18,3.7451029819475974e-05,0.4388667059044176,0.00013812856869631603,0.7582716031938687,3.156503482723145e-05,2.710698301242903e-05,0.8428348961132284
2013-07-19,4.0860668714576163e-05,0.4442716990306812,0.0001320226683480714,0.7685752990715891,3.263064337024177e-05,2.7834354424053997e-05,0.7985831949588601
2013-07-22,3.950888193740232e-05,0.4490507550453741,0.00012706770311704643,0.7840587998516565,3.181708518178662e-05,2.8434335072162266e-05,0.8053147449780396
2013-07-23,3.3171208880188284e-05,0.4880934084213044,0.00012189651738353502,0.7787380111917936,3.103696461929976e-05,2.830952558798197e-05,0.935659738280952
2013-07-24,3.471216593235655e-05,0.5210894691496066,0.00011791776810918051,0.7926131906310989,3.333824841051478e-05,2.8817302954393487e-05,0.960419712082527
2013-07-25,3.488954269695917e-05,0.5474642859543858,0.00011273179162167193,0.7921680429315726,3.4334176567840244e-05,2.9097093925231622e-05,0.9840821608370544
2013-07-26,3.343176772700175e-05,0.5626359648864856,0.00010751215998357848,0.8368674147444799,3.3731523266517965e-05,3.124104983998912e-05,1.008966188744908
2013-07-29,3.360094972876798e-05,0.5796624596241032,0.00010590092993152767,0.8498552496992154,3.4578077121188525e-05,3.275340943993901e-05,1.0290803504159278
2013-07-30,3.816574763863081e-05,0.5622677307111495,0.00010482120333233254,0.8465857667347374,3.5563509944923634e-05,3.264776437661978e-05,0.9318174579377758
2013-07-31,3.750748633018741e-05,0.5511524281379355,0.00010340868109232618,0.8809382716359546,3.432489397324594e-05,3.56669947207946e-05,0.9151478099885355
2013-08-01,4.226173154810077e-05,0.5471451588541641,0.00010387859723170763,0.8332746268555671,3.625260696218332e-05,3.228704561243926e-05,0.8578116805489125
2013-08-02,4.130983358011611e-05,0.5469453945140452,0.00010385987789908719,0.8631069017349596,3.5825692695287696e-05,3.472379097041728e-05,0.8672436945505362
2013-08-05,3.7225611971094185e-05,0.5429258227424815,0.00010315532252332223,0.8944615193525159,3.364397036893905e-05,3.849143771766242e-05,0.903785554823483
2013-08-06,4.1983018398946586e-05,0.5413771281753448,0.0001025868046849599,0.921542004954066,3.552895918132028e-05,3.915413728700676e-05,0.8462697665923838
2013-08-07,4.81253999850549e-05,0.546159774233134,0.00010300730014769333,0.9634381216560374,3.845394391300399e-05,5.09599058611675e-05,0.7990363493071365
2013-08-08,4.5117615842124565e-05,0.5612897897291895,0.00010399635124172312,0.9647084597887003,3.8447602575505206e-05,5.1634544943669156e-05,0.8521638800693935
2013-08-09,4.7210405389653165e-05,0.5747301414490761,0.00010369798563275733,0.9589014626673285,4.0213141219484196e-05,5.1447055477384694e-05,0.8517855520956293
2013-08-12,4.729046229109182e-05,0.5713323264495851,0.00010835772292183286,0.9924113770980952,4.089832410551136e-05,5.4449204498987385e-05,0.864832402224485
2013-08-13,5.1414947954433665e-05,0.5958769515508717,0.00011029446741972632,0.9680997514726084,4.487228150306331e-05,5.706109584206123e-05,0.8727477764410309
2013-08-14,5.361675369996386e-05,0.6025874041093244,0.00011214113242753116,0.9765343847564448,4.672537287655387e-05,5.771966739363028e-05,0.8714696368606398
2013-08-15,5.120699157562921e-05,0.6251159753387192,0.00011474180018617132,0.8995580121846197,4.791660704386104e-05,4.934537160227397e-05,0.9357434516162016
2013-08-16,4.9139520575593413e-05,0.6245046033144531,0.0001133782158480959,0.8874178460149033,4.6613950510041466e-05,4.831084894432871e-05,0.9486040963369442
2013-08-19,5.1240075352845624e-05,0.6294248181604061,0.00011344818817579193,0.8611940627998325,4.7989643660876074e-05,4.6132244243727956e-05,0.9365646582370016
2013-08-20,5.687877447837599e-05,0.6284390378055796,0.0001135181599465272,0.8633735539649213,5.049762369350534e-05,4.671777589563105e-05,0.8878113875801488
2013-08-21,5.746511661394483e-05,0.6297413133324526,0.0001120311604523691,0.9004632040628683,5.0528190883557084e-05,4.767079381476179e-05,0.8792845792519562
2013-08-22,5.43081375808944e-05,0.640012475733021,0.00011164630233419032,0.9139590960648896,4.9835987306894294e-05,4.735702338980771e-05,0.9176522990253784
2013-08-23,4.6628310947370826e-05,0.6369932655395154,0.00011210597245743546,0.9343388004659272,4.6054710642084115e-05,4.832152087902161e-05,0.9876984541444331
2013-08-26,5.7057237442025364e-05,0.6272825785728525,7.685767670121431e-05,1.0044708109076828,4.1539591602858455e-05,5.172105447981406e-05,0.7280336985306368
2013-08-27,6.26349019454684e-05,0.6686967190216878,8.968904287468351e-05,0.9980393657321456,5.0119541340553986e-05,4.5187071479169134e-05,0.8001855161230935
2013-08-28,6.352118414260544e-05,0.6825502007631812,0.00010611121828637398,0.9994511546986404,5.6036956781432534e-05,4.562043271924224e-05,0.8821774583992206
2013-08-29,6.345432123592429e-05,0.6836855786813123,0.00012138949416955983,0.9989688951377108,6.00036365069876e-05,4.561376941380601e-05,0.9456193894800801
2013-08-30,6.533098257867051e-05,0.6696821330080406,0.00013502837582646517,1.021900299315464,6.289857829308863e-05,4.620218437812012e-05,0.9627679825165216
2013-09-03,6.741624909395761e-05,0.6626239342547493,0.000141841960983257,1.026463058114596,6.479653386057984e-05,4.6754804497859016e-05,0.9611411897193111
2013-09-04,5.29054408502055e-05,0.683826922725711,0.00013678124542166754,1.0438802879909264,5.817141673599348e-05,4.6779300670749495e-05,1.0995356205555091
2013-09-05,5.526096611110341e-05,0.6865784879649883,0.0001359856034136384,0.9697103706070498,5.951766640901495e-05,4.7805383829445855e-05,1.0770290604285373
2013-09-06,5.903493096893949e-05,0.6864227200980964,0.00013194962229581318,0.9543355973132144,6.058292748840585e-05,5.020149111030984e-05,1.0262217045748867
2013-09-09,5.950680039687122e-05,0.6804072234106932,0.00013370949783178112,0.9254465745060922,6.069226482553149e-05,4.7296426800205186e-05,1.0199214950350883
2013-09-10,6.058865375686932e-05,0.6677842007389565,0.0001338580285780942,0.9190604294903036,6.0138695514834195e-05,4.637733480782339e-05,0.9925735560350833
2013-09-11,5.2548421709793746e-05,0.6839282197891071,0.00016135813978788874,0.9205969021258088,6.297755577202227e-05,4.7363520441633644e-05,1.1984671227582233
2013-09-12,5.463125330927889e-05,0.6903613875498277,0.00018310925868488114,0.8754958625076233,6.904817862422372e-05,4.5020574073413805e-05,1.2638951962776255
2013-09-13,5.629719144726608e-05,0.6786633829564548,0.00019639987555661754,0.8957355924363344,7.13622256547536e-05,4.622796139594502e-05,1.2675983263143602
2013-09-16,5.4138744378514925e-05,0.6651896954341256,0.00020860203158479262,0.8692001832229663,7.069014447867519e-05,4.490548543498585e-05,1.3057219056363767
2013-09-17,5.7555509167455784e-05,0.6421381976165971,0.00021386255396921584,0.8667944877838059,7.12425292383553e-05,4.476711969437935e-05,1.2378055596915596
2013-09-18,6.204530316157312e-05,0.6566538319959752,0.00020985697508572087,0.822429356428859,7.492946690100057e-05,4.064575566252682e-05,1.2076573581383847
2013-09-19,6.178297806302708e-05,0.655446518550668,0.0002023074151489377,0.8209831035375241,7.32786704144669e-05,4.1438731174451137e-05,1.186065688509101
2013-09-20,6.675064824066973e-05,0.6471020989553704,0.00019458353065718062,0.9004627676182642,7.374856801316154e-05,4.2320776907990857e-05,1.1048367312817815
2013-09-23,6.644616634370019e-05,0.6506049886060359,0.00018695630925738996,0.9050076368076032,7.25140925458715e-05,4.19150509538584e-05,1.0913209374756745
2013-09-24,6.687102886618699e-05,0.6558442395929788,0.00018222450623789303,0.8910536488414043,7.239742206698743e-05,4.100999607071413e-05,1.0826425627734708
2013-09-25,5.221698153901886e-05,0.6524811991030012,0.0001646805867475495,0.9165284229707854,6.050553240107634e-05,4.1803902432321476e-05,1.1587328608005405
2013-09-26,5.0374063840171386e-05,0.6485111858241335,0.00015136681024430275,0.9211274182850998,5.662866130480566e-05,4.19941297354021e-05,1.1241630511383613
2013-09-27,5.122431082106018e-05,0.6425564388904794,0.00014145360782920243,0.9391549987970752,5.4696099422010886e-05,4.2380927766188375e-05,1.067776189572927
2013-09-30,5.1567877421329924e-05,0.643140686754885,0.00013772522608181863,0.8824711540721651,5.420038356339176e-05,3.956765936896671e-05,1.0510493406690606
2013-10-01,5.3629225784131454e-05,0.642653648197032,0.00013096284829495236,0.8720562852955003,5.385819531023289e-05,3.8316273320068466e-05,1.0042694915459545
2013-10-02,4.9785428743887e-05,0.6478281562703389,0.0001223468431727356,0.8857935706757607,5.056003075308288e-05,3.947152122710036e-05,1.0155588096505244
2013-10-03,5.1677659876475144e-05,0.6604614319014215,0.00012310730884455495,0.9006603614113775,5.267939761623812e-05,3.967746531542306e-05,1.019384347939853
2013-10-04,4.988490741732951e-05,0.6507102297826828,0.00012117890499734431,0.9250945564681016,5.0592452367378575e-05,4.003774565087506e-05,1.0141835474230683
2013-10-07,5.300164613196136e-05,0.6532777168229634,0.00012250153720974366,0.9631002224720584,5.263968637087422e-05,3.9948038779428044e-05,0.9931707826548265
2013-10-08,5.7418241986777646e-05,0.6578609570619747,0.000124370460251988,0.9116254160814252,5.55926887030239e-05,3.758275722855519e-05,0.968206040091333
2013-10-09,4.671951297786224e-05,0.6564923043836643,0.0001174442362432872,0.975806044498893,4.862892252035411e-05,4.075736987375177e-05,1.0408696371342019
2013-10-10,5.493659376391755e-05,0.6701782660757177,0.00012437739647233118,0.9237224132820032,5.539772557241963e-05,3.0276446350150525e-05,1.008393891519444
2013-10-11,5.397060840252837e-05,0.6611416764768285,0.00012302470993087904,0.9279534206705436,5.387277744877999e-05,3.036456044476306e-05,0.9981873290547565
2013-10-14,5.390763459317086e-05,0.649454943687567,0.00012192941351360563,0.9140255912747228,5.265364092157424e-05,3.0101408207977466e-05,0.9767381061873659
2013-10-15,5.553151341989191e-05,0.6477835120028044,0.0001214734168186427,0.9960859335664566,5.320350795816708e-05,3.672201739899592e-05,0.9580777594854651
2013-10-16,4.144281603770634e-05,0.6182618377771538,0.00011781508732616314,0.950204272040392,4.3201370486654344e-05,3.1782411979834465e-05,1.0424332759469819
2013-10-17,4.1583055321708076e-05,0.6000796194290927,0.00011559871865587351,1.0007129993621378,4.1604814034983325e-05,3.278427045161127e-05,1.0005232591281932
2013-10-18,4.3823960134694674e-05,0.5761306799533793,0.00011097624126937033,1.0551836495224949,4.017832416056359e-05,3.423533466434655e-05,0.9168118088158607
2013-10-21,4.4710412594374516e-05,0.5713948020808366,0.00011431043783295318,1.0604376209912567,4.084920118606747e-05,3.441513173093571e-05,0.9136395487257734
2013-10-22,4.4371990394003997e-05,0.5665878777635242,0.00012465738310813234,1.0994129030765885,4.213866149758745e-05,3.5520947221536144e-05,0.9496680478701641
2013-10-23,3.6244305626284386e-05,0.5386963860482196,0.0001327180124824692,1.0827939220622156,3.7361894398542455e-05,3.4160627638908726e-05,1.0308348788298374
2013-10-24,4.040389782719303e-05,0.5316825934045246,0.00014224716142531677,1.075215096357618,4.0307501495061575e-05,3.384078329360978e-05,0.9976141823607282
2013-10-25,3.967999624918889e-05,0.5189653842988555,0.0001479319964188636,1.0864942135195976,3.9760813476180364e-05,3.422474978326884e-05,1.0020367246630757
2013-10-28,4.081308187982178e-05,0.5219323501641353,0.00014610035260796496,1.1066442643212315,4.0303201254398946e-05,3.766589678881695e-05,0.9875069315538525
2013-10-29,4.2024721372673885e-05,0.5267953306018925,0.0001518581687159883,1.0827622841438955,4.2083651678889613e-05,3.636550683538054e-05,1.0014022771428546
2013-10-30,3.243679795796633e-05,0.5055179256132889,0.00015093093616760995,1.0826875619244576,3.537078358085492e-05,3.5880767661321875e-05,1.090452381480152
2013-10-31,3.3498134377451295e-05,0.4989078567917979,0.00015410924103653615,1.0903872001255093,3.584635440642103e-05,3.648664820414791e-05,1.0701000241538943
2013-11-01,3.528785039280735e-05,0.49470707706384476,0.0001571839053699844,1.0962928115004282,3.684382938289457e-05,3.6643762756147565e-05,1.044093901237021
2013-11-04,3.477448195487655e-05,0.4974823570017861,0.0001593171359116384,1.0970513928254662,3.7028768020144245e-05,3.6496417342697894e-05,1.0648258705390021
2013-11-05,3.766596277267884e-05,0.5002948671331648,0.00016076776180311053,1.0939494431360013,3.8931404021802664e-05,3.606173423672431e-05,1.0335964132062945
2013-11-06,3.8333959556374354e-05,0.49095565422308574,0.00016643188322634745,1.038572399669953,3.9215013595532675e-05,3.8544817545215474e-05,1.022983642946214
2013-11-07,4.0431492315281525e-05,0.47708311279225557,0.00016641194638988594,1.1173106561386672,3.913327366270541e-05,3.937029643312294e-05,0.9678909043858013
2013-11-08,4.3778322206368926e-05,0.4742292095272184,0.00016973755123699576,1.1644365535970986,4.0879617459794224e-05,3.746533558531451e-05,0.9337867556250706
