Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_PEP,Predicted_Covariance,Future_Cov_45_PEP,Beta_Predicted
2013-05-31,7.696255068093324e-05,0.6574857380737099,7.106837575665751e-05,0.7184207475928868,4.862551991833206e-05,4.7449900804340265e-05,0.631807541305652
2013-06-03,7.835861755638394e-05,0.6587911269436811,7.240436652642864e-05,0.6896352492237524,4.962191299529876e-05,4.587542107821246e-05,0.6332668255612431
2013-06-04,7.696792659140356e-05,0.6584168278373662,7.330836730822967e-05,0.7027425465336132,4.9457548934801725e-05,4.650794191244693e-05,0.6425734864517653
2013-06-05,8.390672708275947e-05,0.6700237391336481,7.349471917533151e-05,0.723550298604623,5.261585694650719e-05,4.428831992398557e-05,0.6270755489558155
2013-06-06,8.864935953499249e-05,0.6701128606764104,7.274830619717292e-05,0.7294220056443483,5.381423824483617e-05,4.3842708317937837e-05,0.6070459902600213
2013-06-07,8.584609796353898e-05,0.672654688410849,7.435457509005883e-05,0.7281732474615115,5.3741069050389083e-05,4.1478972475241344e-05,0.626016444838463
2013-06-10,7.344670994631798e-05,0.6540819855892547,7.299431124306658e-05,0.7227168236189562,4.789198842039034e-05,4.1252038279888446e-05,0.6520644485695068
2013-06-11,7.540176794643908e-05,0.646858701209206,7.241283108984311e-05,0.7498111093564638,4.77978049288131e-05,4.128811892064287e-05,0.6339082786860623
2013-06-12,7.564969572692771e-05,0.6415400466540843,7.315028781199286e-05,0.8210978812799641,4.7723840303988464e-05,4.7779469841467935e-05,0.6308530370863216
2013-06-13,7.668406692361186e-05,0.632529975796509,7.193270603126251e-05,0.9121660842622942,4.6978254855786956e-05,4.890530529275204e-05,0.6126208056046887
2013-06-14,7.978958283363962e-05,0.6277670807912644,7.254149801187114e-05,0.8923419746710962,4.7760063467673916e-05,4.786641821807416e-05,0.5985751744968151
2013-06-17,6.406673037804978e-05,0.6322859031963007,7.60360517339909e-05,0.8736288013881336,4.4130572175330864e-05,4.617668031476235e-05,0.688821981626374
2013-06-18,5.269216623890948e-05,0.6094073703568264,7.43558899788272e-05,0.9176283646865192,3.8145070081480476e-05,4.801399223237253e-05,0.7239229814262791
2013-06-19,5.313666894497608e-05,0.6047569509121209,8.081736268329485e-05,0.8506702619553204,3.963057454387215e-05,4.2289963217145484e-05,0.7458234648639771
2013-06-20,6.610900161714408e-05,0.6116354091716381,8.843601000001829e-05,0.8134172905016269,4.6766782200791896e-05,2.8306521115801355e-05,0.7074192781133128
2013-06-21,6.524441916700448e-05,0.6215235987485569,7.695874437977793e-05,0.843039008488187,4.404111386458628e-05,2.958262118786242e-05,0.6750173336949381
2013-06-24,5.5679700730278476e-05,0.6077062799465681,7.138154383026627e-05,0.8699725039619225,3.8312027764780345e-05,3.2654808194252485e-05,0.6880789095898707
2013-06-25,5.683904438603972e-05,0.6017373160139482,7.135651968052055e-05,0.9205089895378888,3.832191103240371e-05,3.308998235626448e-05,0.6742180739726861
2013-06-26,5.616484134519195e-05,0.5896425647635496,7.736820284837011e-05,0.8737103295210881,3.886890886901155e-05,2.9752989576643325e-05,0.6920505415500291
2013-06-27,5.600093181678947e-05,0.5843349727373979,7.301258827703402e-05,0.8478520989693394,3.736443148799748e-05,2.856353188817985e-05,0.6672108887444506
2013-06-28,5.651835513949762e-05,0.5841172717133872,7.434739923097208e-05,0.8711987200199701,3.7864104977239096e-05,2.9266608615579196e-05,0.6699435056767589
2013-07-01,4.0959150997653995e-05,0.5813010760562881,7.535287489202321e-05,0.8008938954004186,3.229434741871832e-05,2.746935089491869e-05,0.7884525590036774
2013-07-02,4.708768430286185e-05,0.5820904263759642,7.639421048421247e-05,0.7959707139316567,3.491196925963517e-05,2.7264511421016723e-05,0.7414246373868363
2013-07-03,4.5307854285029834e-05,0.5809724253526204,7.984705985733321e-05,0.7940936409659135,3.4943928824466166e-05,2.7199891655450922e-05,0.771255434093951
2013-07-05,5.048108536897671e-05,0.5813648455636439,7.963109754227378e-05,0.8089393972260611,3.685992605934606e-05,2.7296993329962898e-05,0.7301730101468545
2013-07-08,5.858594159480322e-05,0.5835333773904634,8.221489670540665e-05,0.7614702506507198,4.049838149272281e-05,2.603775284126333e-05,0.6912644977667332
2013-07-09,6.185296409698371e-05,0.5682927484022773,8.339027464877743e-05,0.7337266991854372,4.0814085951105505e-05,2.4470993460163802e-05,0.6598565896876043
2013-07-10,6.043816195282401e-05,0.5532749611376266,8.160854897800564e-05,0.7267234308800803,3.885657063469389e-05,2.440545891887868e-05,0.6429144993691903
2013-07-11,6.428746384905295e-05,0.5519443736788909,8.430013565153199e-05,0.6331130012948819,4.063241111100288e-05,1.8827036448926815e-05,0.6320425270844069
2013-07-12,6.999194674271863e-05,0.5492547903222378,8.241282630275283e-05,0.6586980724481439,4.171529258242167e-05,2.003429453768852e-05,0.5960013190626302
2013-07-15,7.060701256657018e-05,0.5454542222811445,8.089661583633393e-05,0.6684979359245841,4.122374122313568e-05,2.040221742783778e-05,0.583847690543044
2013-07-16,3.5042919617133015e-05,0.5230972728126264,7.979910211849476e-05,0.7151991903974193,2.7661874042530028e-05,2.34794688344159e-05,0.7893712722785152
2013-07-17,3.792838595062833e-05,0.5051358284095955,8.107939368450827e-05,0.7148336940866926,2.801209563248941e-05,2.350154630248877e-05,0.7385522724049731
2013-07-18,3.7451029819475974e-05,0.4920616151562197,8.400764222288208e-05,0.5947334519826757,2.7600107138687594e-05,2.1260758693736426e-05,0.7369652389193976
2013-07-19,4.0860668714576163e-05,0.4855372754313263,8.141484577882957e-05,0.6127303812891097,2.800445429009782e-05,2.219034962454354e-05,0.6853645613515824
2013-07-22,3.950888193740232e-05,0.4850734449262577,7.889689194640192e-05,0.6169546123883246,2.708225465461828e-05,2.2374207363382087e-05,0.6854725653215717
2013-07-23,3.3171208880188284e-05,0.4891873705994175,7.619692438262749e-05,0.6190542447609838,2.4593741657970847e-05,2.2504528776743573e-05,0.7414183108852453
2013-07-24,3.471216593235655e-05,0.49736915500075807,7.103322505580092e-05,0.6203625221588687,2.469735654484138e-05,2.2554727771271833e-05,0.7114899310221383
2013-07-25,3.488954269695917e-05,0.49760438564086434,6.998666200815845e-05,0.6217569563861923,2.458892136851761e-05,2.2837730857817207e-05,0.7047647939123227
2013-07-26,3.343176772700175e-05,0.4968120625173475,7.06668927336902e-05,0.6359486662180598,2.414792398501926e-05,2.374056347152558e-05,0.7223047307042567
2013-07-29,3.360094972876798e-05,0.4978471708841995,6.961313355705487e-05,0.643259674211619,2.407783376232628e-05,2.4791218849458873e-05,0.7165819405905562
2013-07-30,3.816574763863081e-05,0.5022756289123551,6.831738381047146e-05,0.6439344038003646,2.5647474500398066e-05,2.4832709827332182e-05,0.6720024128241645
2013-07-31,3.750748633018741e-05,0.49359661806599187,7.260922563922181e-05,0.6217348339481258,2.575888485781814e-05,2.517249364019648e-05,0.6867664932556794
2013-08-01,4.226173154810077e-05,0.5016474367147821,6.914108129248206e-05,0.6032867998702568,2.7116917794260668e-05,2.337566487329219e-05,0.6416423748136579
2013-08-02,4.130983358011611e-05,0.5036137498442113,6.91292711193026e-05,0.6052175419075482,2.6912577314054363e-05,2.4348603138943128e-05,0.6514811361285257
2013-08-05,3.7225611971094185e-05,0.5039096429293289,6.871203665854899e-05,0.5686060209389557,2.5485314828873228e-05,2.4468870675065713e-05,0.6846177531926853
2013-08-06,4.1983018398946586e-05,0.5084771269390752,6.664870073974214e-05,0.6045210024712492,2.6897015613848776e-05,2.5684665697705083e-05,0.640664169456755
2013-08-07,4.81253999850549e-05,0.5113282395248421,6.574532459714464e-05,0.6328341534807781,2.8762020501369208e-05,3.347300481703932e-05,0.5976474067810575
2013-08-08,4.5117615842124565e-05,0.5102013021140382,6.382825776958336e-05,0.6327989633288053,2.737922361702499e-05,3.3869596747876405e-05,0.6068410997786384
2013-08-09,4.7210405389653165e-05,0.5123458689097068,5.995423429989643e-05,0.63413865959421,2.7257877412499447e-05,3.402285643589212e-05,0.5773701197336764
2013-08-12,4.729046229109182e-05,0.5102709050525325,5.617351380758117e-05,0.6331051009138596,2.629985665643932e-05,3.473566497172793e-05,0.5561344800258692
2013-08-13,5.1414947954433665e-05,0.5293280820821544,5.499940068651247e-05,0.7052115164591087,2.814806944103082e-05,4.156611120743264e-05,0.5474685973809982
2013-08-14,5.361675369996386e-05,0.536363811400011,5.4420340976209626e-05,0.6964342624560077,2.8972792445473454e-05,4.116388999504042e-05,0.540368270104592
2013-08-15,5.120699157562921e-05,0.536536195362977,5.846356500503512e-05,0.6220644044528012,2.935663703839362e-05,3.41234237064087e-05,0.5732935315099673
2013-08-16,4.9139520575593413e-05,0.5259034431059032,5.789471564191821e-05,0.6126372519218256,2.805052113985528e-05,3.335184870145912e-05,0.5708342452528402
2013-08-19,5.1240075352845624e-05,0.5260249014490839,5.734774851914722e-05,0.6722981386564656,2.851473695297606e-05,3.601351109675765e-05,0.5564928770424318
2013-08-20,5.687877447837599e-05,0.5553994388010496,5.816015276253908e-05,0.6831523420828368,3.194429597392198e-05,3.6965874010657924e-05,0.5616206795395436
2013-08-21,5.746511661394483e-05,0.5664128195054121,5.940682814628877e-05,0.6376755907207102,3.309431549654544e-05,3.375873824582273e-05,0.5759026944794291
2013-08-22,5.43081375808944e-05,0.5848354098963514,5.5642052911872136e-05,0.66008399382972,3.214901616936485e-05,3.420242029388608e-05,0.5919741976324903
2013-08-23,4.6628310947370826e-05,0.5431848716001969,5.025471142164494e-05,0.6574483953631308,2.6294256763051504e-05,3.400148463017522e-05,0.5639118430159248
2013-08-26,5.7057237442025364e-05,0.5663165728374426,4.880066479621082e-05,0.6683062827475482,2.988322814686327e-05,3.4411657644837784e-05,0.5237412375113144
2013-08-27,6.26349019454684e-05,0.5842637202650278,5.206846894715481e-05,0.7101960138345227,3.336602911790122e-05,3.2154721690581296e-05,0.5327066552598831
2013-08-28,6.352118414260544e-05,0.5778164144819163,5.470823171740761e-05,0.7217868491776817,3.406242054881451e-05,3.294631081843394e-05,0.536237178330054
2013-08-29,6.345432123592429e-05,0.5869401248212116,5.334209353599971e-05,0.7232921318247655,3.414754058065154e-05,3.302613392714977e-05,0.538143658549122
2013-08-30,6.533098257867051e-05,0.5881756627636571,5.450537385226025e-05,0.7360522820756181,3.5098318199742144e-05,3.327841597773666e-05,0.5372384864635599
2013-09-03,6.741624909395761e-05,0.5882173632281074,5.612490875887463e-05,0.7197635574718381,3.618244884863614e-05,3.278481787361326e-05,0.5367021947217634
2013-09-04,5.29054408502055e-05,0.6018141651644998,5.729238897037186e-05,0.806312849995561,3.313302135488028e-05,3.613321534907552e-05,0.6262686941536295
2013-09-05,5.526096611110341e-05,0.606324893932548,5.8422841206257494e-05,0.8483360648168633,3.445132844159722e-05,4.182179795555222e-05,0.6234297165983681
2013-09-06,5.903493096893949e-05,0.6112395818718482,5.780370443372715e-05,0.8198073142831609,3.5706216643323594e-05,4.312481868644543e-05,0.604832021606157
2013-09-09,5.950680039687122e-05,0.6009976822415246,5.876253392461276e-05,0.8478814455814176,3.5539094180538124e-05,4.333233687487121e-05,0.5972274419648803
2013-09-10,6.058865375686932e-05,0.6112094228910683,5.7591022217734154e-05,0.8607724380800712,3.61046455743479e-05,4.343602474140357e-05,0.5958978015789711
2013-09-11,5.2548421709793746e-05,0.6375605214341487,5.891073560109361e-05,0.8469671741672941,3.547304568794701e-05,4.3575366128684915e-05,0.6750544456663614
2013-09-12,5.463125330927889e-05,0.6546078238568167,6.18573292088094e-05,0.8505685456175371,3.805374082470554e-05,4.3738738071028475e-05,0.6965562479278188
2013-09-13,5.629719144726608e-05,0.6587871544718412,5.854424368204188e-05,0.8382355684069033,3.782078920036577e-05,4.32604463015982e-05,0.6718059680791134
2013-09-16,5.4138744378514925e-05,0.6627171273868088,6.301087000838274e-05,0.8300351924775822,3.870704544059554e-05,4.288210468170874e-05,0.7149601618015454
2013-09-17,5.7555509167455784e-05,0.6636574412310868,6.597159301516046e-05,0.8314807316733726,4.089459428910791e-05,4.294327890058757e-05,0.7105244116619053
2013-09-18,6.204530316157312e-05,0.6734035195734814,7.180279319503655e-05,0.8048798465699836,4.4946978986787287e-05,3.9778431211927945e-05,0.7244219416535072
2013-09-19,6.178297806302708e-05,0.6839351158236203,7.247509533845328e-05,0.7889455520744744,4.5766080426440425e-05,3.9821651021589804e-05,0.7407554938473955
2013-09-20,6.675064824066973e-05,0.7021179870865625,6.593614362920858e-05,0.8353521591476096,4.658001397600179e-05,3.926064867779364e-05,0.6978211478644726
2013-09-23,6.644616634370019e-05,0.6928109050797993,6.809119149893945e-05,0.8247626661656489,4.6600990367087345e-05,3.819853863235685e-05,0.7013345228382106
2013-09-24,6.687102886618699e-05,0.6841831293760021,6.938560941944091e-05,0.8238795688119882,4.660430837653157e-05,3.7918365435855945e-05,0.6969282388310435
2013-09-25,5.221698153901886e-05,0.6826773419803351,7.008580059956355e-05,0.819685183328558,4.129870083212882e-05,3.738677227054065e-05,0.7909055562943366
2013-09-26,5.0374063840171386e-05,0.6796755039557586,7.0617789235149e-05,0.817201513814007,4.053798621762977e-05,3.725615556527773e-05,0.8047392472890441
2013-09-27,5.122431082106018e-05,0.6793053787396278,7.063999465800101e-05,0.8301087051182984,4.086283031624803e-05,3.7460032811159304e-05,0.7977233790219748
2013-09-30,5.1567877421329924e-05,0.6766633354164943,7.18101668918863e-05,0.8010683466981215,4.117705107656727e-05,3.591777399991993e-05,0.7985019577233031
2013-10-01,5.3629225784131454e-05,0.6776477418683324,7.235237748323318e-05,0.818928554103347,4.2211536657832356e-05,3.598195533674708e-05,0.7870994973476287
2013-10-02,4.9785428743887e-05,0.6677441806852185,7.23481638110749e-05,0.8314783254536605,4.0075135023767386e-05,3.7051199579130195e-05,0.8049571136552297
2013-10-03,5.1677659876475144e-05,0.6811713665372401,6.635643085961207e-05,0.899314169889313,3.988864765382464e-05,3.961816053227374e-05,0.771874108641341
2013-10-04,4.988490741732951e-05,0.6737726805587827,6.53598627243746e-05,0.9082133151282504,3.84727781891564e-05,3.93071318532796e-05,0.771230822727584
2013-10-07,5.300164613196136e-05,0.6737571839335479,6.657091702869034e-05,0.9153306948717788,4.002122315722106e-05,3.79666261532812e-05,0.7550939655266146
2013-10-08,5.7418241986777646e-05,0.6786156362560838,6.695979922181417e-05,0.8850899026280598,4.207807653338109e-05,3.6488801594518946e-05,0.7328346371710734
2013-10-09,4.671951297786224e-05,0.6731723715994116,6.952981491498134e-05,0.9248389850760166,3.836727663261731e-05,3.86285828017856e-05,0.8212259543629535
2013-10-10,5.493659376391755e-05,0.6830575883384248,7.599801062687708e-05,0.9816723709484692,4.41356265922364e-05,3.2175846818358785e-05,0.8033921211406587
2013-10-11,5.397060840252837e-05,0.6771745504769104,7.660425720977216e-05,0.9799896304774656,4.354173576540633e-05,3.2067293149662134e-05,0.8067675546782705
2013-10-14,5.390763459317086e-05,0.6702993754689047,7.581350247084682e-05,0.9864158532418336,4.285161882699227e-05,3.248542113557559e-05,0.794908163757955
2013-10-15,5.553151341989191e-05,0.671964251134529,7.520958447505346e-05,0.9635553863528548,4.342626901649882e-05,3.552273601119481e-05,0.7820112642732897
2013-10-16,4.144281603770634e-05,0.6573109172956224,8.352628122346373e-05,0.8828857079691972,3.8672927379821216e-05,2.9530742101938243e-05,0.9331635993228604
2013-10-17,4.1583055321708076e-05,0.645523178526504,8.232052526522323e-05,0.8851891259050584,3.776801025646616e-05,2.899960300605117e-05,0.9082548159165615
2013-10-18,4.3823960134694674e-05,0.6411975946048358,7.335286267201149e-05,0.8746948516771206,3.6354336940694426e-05,2.837939252555553e-05,0.8295538976614147
2013-10-21,4.4710412594374516e-05,0.6392581250900146,7.433844728552414e-05,0.8712741394196178,3.685422970274795e-05,2.8276075544976286e-05,0.8242873989354543
2013-10-22,4.4371990394003997e-05,0.6415159738957117,7.739878727826064e-05,0.8462131446321781,3.759490641094413e-05,2.734031260187574e-05,0.8472666219639393
2013-10-23,3.6244305626284386e-05,0.6318798907835476,7.646313574641047e-05,0.8591286801682598,3.326446006640855e-05,2.710430335741082e-05,0.9177844489393432
2013-10-24,4.040389782719303e-05,0.6191187637698083,7.422980803521966e-05,0.8740856216737787,3.39058602215589e-05,2.7510534592870113e-05,0.8391730017379474
2013-10-25,3.967999624918889e-05,0.6137696377032035,7.604198456508117e-05,0.8497669616105519,3.3714593930621775e-05,2.6767801681150026e-05,0.8496622257445638
2013-10-28,4.081308187982178e-05,0.6091156547855301,7.889769043904285e-05,0.8490800124448805,3.456460528758958e-05,2.8899404393346065e-05,0.8469001529795894
2013-10-29,4.2024721372673885e-05,0.6082696870797545,7.986158149617323e-05,0.8246259905942092,3.5238510960415394e-05,2.7695776382991183e-05,0.8385186102228116
2013-10-30,3.243679795796633e-05,0.5922436609861187,7.850468679587328e-05,0.8001787318656546,2.9885959355108886e-05,2.6518294081599448e-05,0.9213597283504067
2013-10-31,3.3498134377451295e-05,0.587241480654456,7.824264500741497e-05,0.8280750251175948,3.0064140816035484e-05,2.7709131329337703e-05,0.8974870205390499
2013-11-01,3.528785039280735e-05,0.5841282588860688,7.71046176486352e-05,0.8244725921931206,3.046919727654291e-05,2.755812840359838e-05,0.8634472470659018
2013-11-04,3.477448195487655e-05,0.5814932900303417,7.613280946833299e-05,0.83239529754971,2.9919957368663346e-05,2.7691907938087394e-05,0.8603998014258718
2013-11-05,3.766596277267884e-05,0.5800197597920427,7.48416636032839e-05,0.859558140538153,3.079562636539814e-05,2.8335091186884147e-05,0.8175982796790707
2013-11-06,3.8333959556374354e-05,0.5684156365746762,7.986169433581543e-05,0.809998940015252,3.1450468303397924e-05,3.0061709096667264e-05,0.8204335964080754
