Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_LBTY.K,Predicted_Covariance,Future_Cov_45_LBTY.K,Beta_Predicted
2013-10-04,4.988490741732951e-05,0.45855816760581464,0.00021605551759769912,1.032590466087434,4.760600078401841e-05,4.4690128326522945e-05,0.9543167111798743
2013-10-07,5.300164613196136e-05,0.44540989118254215,0.00020980434753967533,1.0263946360440463,4.696905018595447e-05,4.257340177789665e-05,0.8861809700969064
2013-10-08,5.7418241986777646e-05,0.4412395608445364,0.00021577672963767042,0.9666355852546532,4.9113591375510325e-05,3.9850611762521615e-05,0.8553656412333257
2013-10-09,4.671951297786224e-05,0.45525284432467583,0.00021808456923486994,0.9516697074404842,4.595304454779939e-05,3.974924574659271e-05,0.9835942547083905
2013-10-10,5.493659376391755e-05,0.4371750787268051,0.00022588788708353448,0.9946147869551268,4.870042291504375e-05,3.260005473865246e-05,0.886484209857042
2013-10-11,5.397060840252837e-05,0.4390567737297429,0.00022525323923394086,0.9961526899241548,4.840997531947139e-05,3.259618197598573e-05,0.8969692347808241
2013-10-14,5.390763459317086e-05,0.44017235708566593,0.00022494636443247295,1.0336941335111944,4.847160411863005e-05,3.404242657103017e-05,0.8991602856336519
2013-10-15,5.553151341989191e-05,0.43832957187579685,0.0002225515546761496,1.012023628041202,4.87288141150128e-05,3.73095814575567e-05,0.8774983989101526
2013-10-16,4.144281603770634e-05,0.4420366532524721,0.0002181688268218605,1.1687126315987515,4.2031922944939676e-05,3.909107487356061e-05,1.014214934301215
2013-10-17,4.1583055321708076e-05,0.43677813789651093,0.00020975175370737138,1.1469863059253744,4.079170805726978e-05,3.757631736743762e-05,0.9809694776317897
2013-10-18,4.3823960134694674e-05,0.4455513437570926,0.00020626682487183398,1.1705061373928871,4.236120050907123e-05,3.7976961980458396e-05,0.9666219204944603
2013-10-21,4.4710412594374516e-05,0.4425960805581962,0.0002062189173927527,1.176567681629588,4.249874973399683e-05,3.818398268046526e-05,0.9505336065573244
2013-10-22,4.4371990394003997e-05,0.4533717596009954,0.00021290887104098488,1.124100160117712,4.406621999134314e-05,3.631856816262964e-05,0.9931089320099065
2013-10-23,3.6244305626284386e-05,0.4584443494056618,0.00021151668882205408,1.147496633651835,4.0140135641284695e-05,3.6201907325472866e-05,1.1074880577150594
2013-10-24,4.040389782719303e-05,0.4617746349153565,0.0002144440777988362,1.1357522685216452,4.2983198976743554e-05,3.574610003567439e-05,1.0638379287211883
2013-10-25,3.967999624918889e-05,0.4651381843774747,0.0002117490318828707,1.1805183265326262,4.263620299266187e-05,3.718652509824308e-05,1.0745011850532473
2013-10-28,4.081308187982178e-05,0.4665517566245297,0.00020908165009005382,1.1286640508181571,4.3098036402767864e-05,3.841536527859737e-05,1.0559858363471388
2013-10-29,4.2024721372673885e-05,0.48036306793963507,0.00021204414228498899,1.1997714835219575,4.534560190991372e-05,4.02953618941478e-05,1.0790220715038268
2013-10-30,3.243679795796633e-05,0.492473852168421,0.00021730523893022263,1.091869969052205,4.134635820472058e-05,3.618507688986488e-05,1.274674468740713
