Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_ALXN,Predicted_Covariance,Future_Cov_45_ALXN,Beta_Predicted
2013-02-28,5.497886498863307e-05,0.3961937334423394,0.00047700188366469606,1.1304785317594532,6.416017413699304e-05,6.19148669508987e-05,1.1669970660590796
2013-03-01,5.488021190183326e-05,0.4034716380197696,0.0004799500297384697,1.1266028548718447,6.548154423460814e-05,6.164391195936831e-05,1.193172219373678
2013-03-04,5.501029900576039e-05,0.4052769423937722,0.00046264473721384277,1.0582140217494695,6.465434433072797e-05,5.785495460750035e-05,1.1753134503769505
2013-03-05,5.845535101370509e-05,0.41157610242120296,0.00045612905688019245,1.046124186046769,6.720570728177761e-05,5.606678933298158e-05,1.149692989885921
2013-03-06,5.9250468430820016e-05,0.4083624382258617,0.00040332805663584656,1.0120220093807253,6.312783557767483e-05,5.4612993145157745e-05,1.0654402783563133
2013-03-07,5.369174155549812e-05,0.3868686586274562,0.0009168885730995386,1.0625056235032826,8.58372060844138e-05,5.743048165181879e-05,1.5987040762253677
2013-03-08,4.524810700565277e-05,0.3486548533392049,0.0015063543982476685,1.0869217899542172,9.102475158512041e-05,5.851420855404143e-05,2.0116808770309182
2013-03-11,4.8373919939468494e-05,0.363193587153448,0.001944461730212432,1.1419864572151306,0.00011138930966594412,6.34445998105226e-05,2.302672799833637
2013-03-12,5.1431479865635213e-05,0.3752043311845973,0.0023024152568365207,1.09107308030566,0.00012911425111187085,6.0687790681598086e-05,2.510412911492766
2013-03-13,5.5261000285198275e-05,0.38751764275170564,0.002554276762215951,1.1614674117707904,0.00014559109982364084,6.556936216947755e-05,2.6346084774480203
2013-03-14,6.195858588029715e-05,0.38496928687225007,0.0021650004089057277,1.1618063594003556,0.00014099568520263228,6.699069727241638e-05,2.2756440160695943
2013-03-15,6.386120353979619e-05,0.3907091520639766,0.0018583402720392008,1.2548824061211226,0.00013459680570339494,7.093529218124678e-05,2.107645929653027
2013-03-18,6.402550064969363e-05,0.39813045029724775,0.0016202232408458448,1.2736706221745036,0.00012822990349182952,7.052219478632028e-05,2.002794233401174
2013-03-19,6.71640875084588e-05,0.40670258134478204,0.0014167140234628288,1.3033274702210336,0.00012545459844879735,7.413948530274931e-05,1.8678821242527461
2013-03-20,6.839791392936718e-05,0.4178662574085514,0.0012296288330800305,1.3005764636941348,0.00012118413037613256,7.365003418705324e-05,1.771751847596937
2013-03-21,6.814178529168062e-05,0.4096223656801084,0.0011095795608791251,1.2851171541535682,0.00011263403417563561,6.999445503164162e-05,1.6529363545951445
2013-03-22,6.79733209422515e-05,0.40653923338191317,0.0010088422398125299,1.3030289418153431,0.0001064592340018844,7.03111232941532e-05,1.5661914487351531
2013-03-25,7.243408887933498e-05,0.4121265029456168,0.00092706910030273,1.3234307825394582,0.00010679676505005274,7.236523455115458e-05,1.4743992324934347
2013-03-26,7.339742545776695e-05,0.412999147331393,0.0008552749102965592,1.3963162770646314,0.00010347666765808576,7.5140378066296e-05,1.4098133144687273
2013-03-27,7.311742529462491e-05,0.4179504980352172,0.0007737797171021026,1.5011599715809654,9.941317925384605e-05,8.90987492843979e-05,1.3596373074306574
2013-03-28,6.422356192814954e-05,0.4083759703435475,0.000766492185451931,1.4689179155274417,9.060689323430283e-05,8.771889641368688e-05,1.4108045476466997
2013-04-01,6.678777769649997e-05,0.40650685415255117,0.001209474105593566,1.603095482821351,0.00011553528939235886,9.60701024333109e-05,1.7298867154613158
2013-04-02,6.451960799026473e-05,0.4112293218133786,0.0010550779043051225,1.527620963516935,0.0001072931998292121,9.86960574933326e-05,1.6629549244223776
2013-04-03,6.836168011312682e-05,0.42091017135924785,0.0009543216423054453,1.5641851822208095,0.00010750859123860312,9.910627785863897e-05,1.5726440757555242
2013-04-04,6.901245142532413e-05,0.42808921472976447,0.0013463288413978266,1.5457228886247865,0.00013048890547357923,0.00010228270196340215,1.890802352018701
2013-04-05,6.697476452894188e-05,0.4474217815489612,0.0012748879929693855,1.5830374685089557,0.00013074007684724592,0.0001035998013849537,1.9520796790670174
2013-04-08,7.273438811092278e-05,0.4386220823422625,0.0012273651736229919,1.4934086875072696,0.00013105309600507827,0.00010117943359722747,1.801803787848152
2013-04-09,7.022991067372413e-05,0.4323443224745741,0.0012466983107216163,1.503815467902656,0.000127929736020964,0.00010449689719443987,1.82158477483053
2013-04-10,6.636144982931065e-05,0.427704540391256,0.0013751193282140158,1.5076448357793506,0.0001292028181973306,0.00010734496275014948,1.9469559289264362
2013-04-11,6.716170407401359e-05,0.4196465867755766,0.0015871396006988572,1.5077416008488524,0.00013700995145311644,0.00010878634684168157,2.040001118824035
2013-04-12,6.98842565011876e-05,0.437805354362338,0.0015072460208616957,1.4705107509487705,0.00014208977162130976,0.0001074415146936089,2.033215758958459
2013-04-15,9.593981606210937e-05,0.446282438694628,0.0015899438686491699,1.461005452083693,0.00017430110263416375,8.818086098233652e-05,1.8167754514072132
2013-04-16,8.836558039441448e-05,0.4507619336287257,0.0017092642985420516,1.5062628780665486,0.0001751835856251677,9.240116847281415e-05,1.9824866745993885
2013-04-17,8.959564094882932e-05,0.453050956088632,0.0018023574958723572,1.4615481995945914,0.000182058499962884,0.00010386951096193248,2.03200175851036
2013-04-18,9.719405369416862e-05,0.4608738835363661,0.0018631396118102873,1.4165490754351429,0.0001961212470570017,9.936619515327926e-05,2.0178317459020483
2013-04-19,7.72897485213767e-05,0.46060828575030666,0.0016909455008095645,1.3699350179477316,0.0001665165861022883,9.941347245767418e-05,2.1544459554844244
