Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_FDX,Predicted_Covariance,Future_Cov_45_FDX,Beta_Predicted
2013-03-27,7.311742529462491e-05,0.8069145512007236,0.0003242860381498804,0.9943706016644184,0.00012425163656855842,5.9019144268925926e-05,1.6993437073021844
2013-03-28,6.422356192814954e-05,0.7584585599775955,0.00029744920967067343,1.008098736538492,0.0001048299698903825,6.0200306436753013e-05,1.6322665193758887
2013-04-01,6.678777769649997e-05,0.7278586200214077,0.0002695063779280866,0.9809440201830746,9.765175432565727e-05,5.8785888619981615e-05,1.4621201317613945
2013-04-02,6.451960799026473e-05,0.7176380908475632,0.0002511864875894036,0.9893422056537924,9.135860904684592e-05,6.391911183582322e-05,1.415982085021826
2013-04-03,6.836168011312682e-05,0.7212496712936943,0.00023986717598529388,0.9665018880178208,9.235861319448976e-05,6.123725358962728e-05,1.3510290127693196
2013-04-04,6.901245142532413e-05,0.7279169461610371,0.00022958311124245064,1.045176002580188,9.162532450434739e-05,6.916079612841864e-05,1.3276636695552226
2013-04-05,6.697476452894188e-05,0.7114892501272371,0.0002200960821140226,1.0505055606603266,8.638336075796443e-05,6.874895231678047e-05,1.2897896896768557
2013-04-08,7.273438811092278e-05,0.7060515216246557,0.0002126486865718383,1.047973781039045,8.780871879010403e-05,7.10009219025379e-05,1.2072517700457217
2013-04-09,7.022991067372413e-05,0.7034302530538906,0.00020472472657459632,1.0399445616826497,8.43465358002118e-05,7.226350723844459e-05,1.2010058818395917
2013-04-10,6.636144982931065e-05,0.7071035399711812,0.0002094077939211769,1.0131245674043523,8.335609579616254e-05,7.213490629115105e-05,1.2560921440168062
2013-04-11,6.716170407401359e-05,0.7030492142703639,0.00020453889314177862,1.022265407686497,8.240138879042874e-05,7.37583410461223e-05,1.2269103341931393
2013-04-12,6.98842565011876e-05,0.7001447440516565,0.00020067100196586557,0.9887655961642966,8.291246310313552e-05,7.224324831374323e-05,1.1864254877166294
2013-04-15,9.593981606210937e-05,0.6988731394915526,0.0002002229178523636,1.058086032454696,9.686227897055293e-05,6.386214178884158e-05,1.0096150164374547
2013-04-16,8.836558039441448e-05,0.700459155596108,0.00019882768332914847,0.9715753021115128,9.284591692036045e-05,5.96009464760006e-05,1.0507022814307139
2013-04-17,8.959564094882932e-05,0.7027242662158409,0.00019901248877270044,1.1944652874731614,9.383579903104517e-05,8.488842537335118e-05,1.0473254952731186
2013-04-18,9.719405369416862e-05,0.7028964584704095,0.00020314715796501792,1.1479756456809764,9.876807250918167e-05,8.052666442559146e-05,1.0161945999285704
2013-04-19,7.72897485213767e-05,0.6837886475044104,0.00020395952057307854,1.1256179614826378,8.585287131611892e-05,8.168386729711799e-05,1.1107924784148293
2013-04-22,7.797978274745508e-05,0.6634128512383157,0.00020412397708605,1.1367152831154017,8.3699314536035e-05,8.42880184746799e-05,1.0733463416678546
2013-04-23,8.499754389235151e-05,0.6528926608265181,0.0002050215027148436,1.1529978559414291,8.618757890628189e-05,8.527377792875778e-05,1.0140008164875627
2013-04-24,7.773768893068322e-05,0.6405733345250297,0.00020492412239152854,1.1564824450821711,8.0850220873872e-05,8.631483875025915e-05,1.0400389050150969
2013-04-25,6.90805921567358e-05,0.6314577347108625,0.00019988869057507052,1.1696139718928766,7.420213898512318e-05,8.746196072920082e-05,1.0741387221575516
2013-04-26,7.034557142953508e-05,0.628978687022815,0.00020070470201511694,1.1625634645682164,7.473655654613251e-05,8.761357794228735e-05,1.0624202068071316
2013-04-29,6.776168711759701e-05,0.6201123989391008,0.00019948761628822053,1.1899433753236652,7.209754730848384e-05,8.863866725305519e-05,1.0639868984277525
2013-04-30,5.8041023931509805e-05,0.6068816123716538,0.00019021255648087344,1.1900572009066683,6.376628313883704e-05,8.852433957824185e-05,1.0986415955391005
2013-05-01,6.311211636341748e-05,0.6101678313062645,0.00019430927122891003,1.1524110654646398,6.756977002537143e-05,8.625994253104669e-05,1.0706307111662285
2013-05-02,6.214021471172626e-05,0.6069245377953495,0.00018349392830784242,1.1611494370816002,6.480849259820168e-05,8.562017036325327e-05,1.0429396309435652
2013-05-03,7.476459886581012e-05,0.6218952210828159,0.0001972858192058009,1.1975079441530216,7.552889971370324e-05,8.703409649931096e-05,1.0102227639750319
2013-05-06,7.535412832838797e-05,0.6322449930237667,0.00020606815901102956,1.1887479202588829,7.878515059643353e-05,8.628289908572168e-05,1.0455319747458747
2013-05-07,7.392273390092128e-05,0.6368197904577837,0.00022820448445323358,1.1400510157523154,8.27118336420627e-05,8.657539965468996e-05,1.1188957615247492
2013-05-08,6.958015556766957e-05,0.6400177575892017,0.00023155026697054974,1.1186630008620235,8.123765237844563e-05,8.455835725040646e-05,1.1675405396217986
2013-05-09,7.111722928104653e-05,0.6443710882437478,0.00023231744224689525,1.1160456840014168,8.282555774430066e-05,8.432011579568769e-05,1.1646342044202012
2013-05-10,7.562958883543677e-05,0.6450659608845416,0.00023074498432096955,1.1182512779993583,8.521501600943089e-05,8.480180231213776e-05,1.126741759694756
2013-05-13,7.357910230951406e-05,0.6432926421232851,0.00022979941156880794,1.1216030570087778,8.364890932208713e-05,8.515287022660618e-05,1.1368568886613204
2013-05-14,7.590263764609063e-05,0.6497140220614402,0.00023933982455776607,1.1540637740329331,8.757056625197309e-05,8.576355710267637e-05,1.1537223075209353
2013-05-15,7.650099964197039e-05,0.6530651473152932,0.00024132189912707476,1.1674178979926022,8.873366695617745e-05,8.616658783574978e-05,1.1599020584235074
2013-05-16,7.639729836462006e-05,0.6540400868694037,0.00024013558465882625,1.1499125054927644,8.858733329916157e-05,8.423653190758758e-05,1.1595610734343293
2013-05-17,7.425705624970095e-05,0.649509312698845,0.00024316983754266795,1.1593800488469534,8.727886682888161e-05,8.286654561283795e-05,1.175361255035384
2013-05-20,7.217439206379002e-05,0.64621937639015,0.0002469267218580804,1.1669019309013955,8.626916380612024e-05,8.380978853485415e-05,1.1952877099383505
2013-05-21,7.13709588975209e-05,0.6464771705409486,0.0002442452460942141,1.1549681899264768,8.535461712822836e-05,8.304193395310351e-05,1.1959292469474327
2013-05-22,7.35750525384875e-05,0.657090446027973,0.0002538066609401149,1.111780988073901,8.97928902671368e-05,7.842404886668475e-05,1.2204257716318403
2013-05-23,7.454058968752127e-05,0.6363775807538846,0.00017239352559906776,1.1183803569485096,7.2139272628495e-05,7.892121275615881e-05,0.9677851078306097
2013-05-24,7.630250921850573e-05,0.6185482481158348,0.00017198292271263503,1.112986642681347,7.085747199350625e-05,7.850364629344297e-05,0.9286388182935551
2013-05-28,7.438631671877e-05,0.6146252306523224,0.00017499635940108874,1.1540244662230632,7.01247649589127e-05,8.057742329102656e-05,0.9427105421018651
2013-05-29,7.273626036607267e-05,0.6098001975304865,0.00017800541031637453,1.243505645684487,6.938724531706151e-05,8.882883250275796e-05,0.9539567331045619
2013-05-30,7.309916508279677e-05,0.6046085959058615,0.00018440547598344638,1.2462553393233766,7.019681901162476e-05,8.880079551382146e-05,0.9602957698916994
2013-05-31,7.696255068093324e-05,0.609561083622052,0.00018551313034618203,1.3202628709116966,7.283569784747389e-05,8.720007387079788e-05,0.9463784295485708
2013-06-03,7.835861755638394e-05,0.6229753395462988,0.00020119846247852605,1.311745489358295,7.822157692144315e-05,8.72589919663942e-05,0.9982511095880146
2013-06-04,7.696792659140356e-05,0.6308177227580081,0.0002139796753164541,1.34047884201139,8.095525444094642e-05,8.871372941149784e-05,1.0518050573287523
2013-06-05,8.390672708275947e-05,0.638856055199641,0.0002247953908013519,1.3705113754092326,8.773949029315216e-05,8.388863410137745e-05,1.0456788548862397
2013-06-06,8.864935953499249e-05,0.6409918934834078,0.0002299115437720708,1.426510494845478,9.151045759776216e-05,8.57419752270015e-05,1.0322743229931661
2013-06-07,8.584609796353898e-05,0.6437852475647021,0.00023837890430998505,1.369577177419726,9.209482139155205e-05,7.801529957733621e-05,1.0727898364194384
2013-06-10,7.344670994631798e-05,0.6431177618614468,0.00024271394697638775,1.3579754966771702,8.586655590683922e-05,7.751204253356731e-05,1.1691000995088667
2013-06-11,7.540176794643908e-05,0.6449167492401611,0.00024430193625268323,1.3736113012177047,8.753019080863866e-05,7.563748529158373e-05,1.1608506430620418
2013-06-12,7.564969572692771e-05,0.6458416410790143,0.0002453805852014031,1.3166726114000713,8.799332622720075e-05,7.661683309839959e-05,1.163168276906622
2013-06-13,7.668406692361186e-05,0.6460443453801413,0.00024020870492287563,1.3042521436813437,8.768176213870172e-05,6.992679333944745e-05,1.1434156488602139
2013-06-14,7.978958283363962e-05,0.646216562944555,0.00023733254996481933,1.291103530529762,8.892622059812826e-05,6.92565219493888e-05,1.114509155706935
2013-06-17,6.406673037804978e-05,0.6446055778843406,0.00023972553107106558,1.3462808572325493,7.988541288494891e-05,7.115926198808131e-05,1.2469094710086663
2013-06-18,5.269216623890948e-05,0.6281439839120357,0.00023843389891652222,1.3639229495616934,7.04070635293361e-05,7.136591285316427e-05,1.3361960335831742
2013-06-19,5.313666894497608e-05,0.6254063085911026,0.00024060655519158244,1.5778286472104237,7.071526093264069e-05,7.843969448292759e-05,1.3308184787771988
2013-06-20,6.610900161714408e-05,0.6348759344001572,0.00029259646788286434,1.3773501231626275,8.82985768381114e-05,4.793110596544e-05,1.335651343662296
2013-06-21,6.524441916700448e-05,0.63691169848227,0.0002808963576138062,1.3479526169403198,8.622316576470996e-05,4.7300268723795546e-05,1.3215408592113713
2013-06-24,5.5679700730278476e-05,0.6303590874412859,0.0002680681121783043,1.55619486680556,7.701211350751186e-05,5.841247241377208e-05,1.3831272887146262
2013-06-25,5.683904438603972e-05,0.6256570208957778,0.000261813113879791,1.5613347662945627,7.632299500629833e-05,5.6126056840407467e-05,1.3427916642638715
2013-06-26,5.616484134519195e-05,0.6185556322606254,0.0002553583366206126,1.5874718852304277,7.407745516379846e-05,5.405914621653266e-05,1.3189293050525093
2013-06-27,5.600093181678947e-05,0.6115075785987087,0.00024813853463422883,1.6073301788030774,7.208527789910686e-05,5.4149806166530415e-05,1.2872156866056859
2013-06-28,5.651835513949762e-05,0.6069036847341667,0.00024285115510730152,1.5827842505938985,7.110245858213483e-05,5.317125257481191e-05,1.2580418946489327
2013-07-01,4.0959150997653995e-05,0.6082331075261379,0.00023903240198797716,1.5367229980700168,6.0183011678518195e-05,5.2707085800887556e-05,1.4693422644909138
2013-07-02,4.708768430286185e-05,0.6075379665444769,0.0002352548918458884,1.5349166242272465,6.394350252418571e-05,5.257574317633193e-05,1.3579665993534409
2013-07-03,4.5307854285029834e-05,0.6079726929050576,0.00023227061317645088,1.535037315947908,6.236888128412884e-05,5.2579250767038576e-05,1.376557823545754
2013-07-05,5.048108536897671e-05,0.6064407644059385,0.00022290944339105657,1.529636564521411,6.43305052204154e-05,5.161632532942398e-05,1.2743486941734794
2013-07-08,5.858594159480322e-05,0.61360803805242,0.00022258599269748048,1.5717507098193118,7.007073332508723e-05,5.374452445828717e-05,1.1960332362619694
2013-07-09,6.185296409698371e-05,0.615724971635843,0.0002445381750612774,1.419562447386025,7.572518780736173e-05,4.734474485505711e-05,1.2242774281379103
2013-07-10,6.043816195282401e-05,0.616250584410541,0.000237170648648718,1.449089276834831,7.378081340838526e-05,4.86645776272158e-05,1.2207653413744792
2013-07-11,6.428746384905295e-05,0.6180051113398086,0.00022059719594625773,1.493073897910857,7.35961689047234e-05,4.439990434474811e-05,1.1447981379002181
2013-07-12,6.999194674271863e-05,0.6195972719390482,0.00021784289481226407,1.5449451316400316,7.650771531623173e-05,4.6989488973009307e-05,1.093093118233505
2013-07-15,7.060701256657018e-05,0.6216753300905462,0.0002186244222127393,1.5342294488811414,7.723904390456749e-05,4.682390343804478e-05,1.093928791162839
2013-07-16,3.5042919617133015e-05,0.6190059718554209,0.00021365243246593502,1.7721484620217232,5.356102764281504e-05,5.817834407904765e-05,1.528440787126317
2013-07-17,3.792838595062833e-05,0.6172460108368152,0.0002078732808945642,1.7596333486833138,5.480747670796018e-05,5.785136453636339e-05,1.445025284738019
2013-07-18,3.7451029819475974e-05,0.6188889911317226,0.00022722791939127474,1.5089973748938514,5.709203003391453e-05,5.394421475729384e-05,1.5244448633085246
2013-07-19,4.0860668714576163e-05,0.6168600322097203,0.00022343295812956765,1.5513988535821266,5.894038723983353e-05,5.6184716833651095e-05,1.4424724091411607
2013-07-22,3.950888193740232e-05,0.6107383275381518,0.00021831740461068777,1.5585712495291677,5.672137174034367e-05,5.652246636519567e-05,1.4356612730831697
2013-07-23,3.3171208880188284e-05,0.6212442588104354,0.00021813786676854862,1.5618149240138643,5.284556781451962e-05,5.6776783616092384e-05,1.593115523929005
2013-07-24,3.471216593235655e-05,0.6312207697534271,0.00021729964177445902,1.534539434855677,5.482159188939947e-05,5.579176364007984e-05,1.5793192506693496
2013-07-25,3.488954269695917e-05,0.6343206538110273,0.00021712143779317614,1.5348689399904485,5.520874109168943e-05,5.637721201747664e-05,1.5823864924575581
2013-07-26,3.343176772700175e-05,0.6268768476775258,0.00020620717837208685,1.5098637180270953,5.204916786669952e-05,5.6364636542669185e-05,1.5568775271389883
2013-07-29,3.360094972876798e-05,0.6290464707096413,0.00020705950148541084,1.4745606026757845,5.2469398860977316e-05,5.682954500844315e-05,1.5615451135910847
2013-07-30,3.816574763863081e-05,0.6365320876021243,0.0002037312033457579,1.474951869486604,5.612882666434293e-05,5.6880097674665594e-05,1.4706596919257033
2013-07-31,3.750748633018741e-05,0.6416502233657091,0.00020709967524850016,1.4843039656520758,5.655187888654737e-05,6.009576767354334e-05,1.507749103437847
2013-08-01,4.226173154810077e-05,0.6405326180484335,0.0002261083294019483,1.3469677209457969,6.261424878156725e-05,5.2191206647887626e-05,1.481582663273084
2013-08-02,4.130983358011611e-05,0.6341702914439366,0.00022640399192427465,1.354520590428843,6.133023880945699e-05,5.4493933199505926e-05,1.4846401811450873
2013-08-05,3.7225611971094185e-05,0.5964545485566528,0.00022556207873916298,1.3552838425596418,5.4655179133734163e-05,5.832204347192188e-05,1.4682143889581747
2013-08-06,4.1983018398946586e-05,0.6169763237217563,0.00021611708789581524,1.3574606113440515,5.876921389112286e-05,5.767528647912091e-05,1.3998329832472802
2013-08-07,4.81253999850549e-05,0.6295827231716413,0.00021061437342084465,1.271861759789355,6.338463312778128e-05,6.727360490560288e-05,1.3170723390863257
2013-08-08,4.5117615842124565e-05,0.6340450730904389,0.00020540044536082513,1.2587101906049305,6.103710034772459e-05,6.737053795721878e-05,1.3528440988838026
2013-08-09,4.7210405389653165e-05,0.6367263200284633,0.00020307389100435264,1.2344688900587988,6.234458126862466e-05,6.623182041593573e-05,1.3205686490946416
2013-08-12,4.729046229109182e-05,0.6296988776070759,0.00019012025948368544,1.0927245814956594,5.970818890111091e-05,5.995294448649446e-05,1.2625841662021189
2013-08-13,5.1414947954433665e-05,0.6222009760012456,0.0001884131040132451,1.148693485670963,6.123940190217231e-05,6.770553238890777e-05,1.1910816666866129
2013-08-14,5.361675369996386e-05,0.6175248366877898,0.00018559173579725383,1.1694392415093462,6.16004669214389e-05,6.912162552659498e-05,1.148903330965381
2013-08-15,5.120699157562921e-05,0.617596337733138,0.0001838695530574286,1.2221225934841662,5.992723678588451e-05,6.703969360748046e-05,1.1702940348951392
2013-08-16,4.9139520575593413e-05,0.6123020574048421,0.0001744703132641307,1.2340873853086856,5.669463278068528e-05,6.718346889628401e-05,1.153748187133196
2013-08-19,5.1240075352845624e-05,0.6114517887078833,0.0001704964845277723,1.2685930280252091,5.7151128982091015e-05,6.79556977256495e-05,1.115359971439174
2013-08-20,5.687877447837599e-05,0.6137965435775249,0.00017670622152665474,1.2616021448962993,6.153546319193953e-05,6.826621686990833e-05,1.0818704122279201
2013-08-21,5.746511661394483e-05,0.6145886770965389,0.0001840043029230404,1.2508530962073017,6.319761523335924e-05,6.622054046496228e-05,1.099756146984366
2013-08-22,5.43081375808944e-05,0.6060091641507233,0.0001950747225787852,1.2126478226941069,6.237522790244172e-05,6.283365584978762e-05,1.1485429381468115
2013-08-23,4.6628310947370826e-05,0.5732690429399422,0.00016146628249207458,1.2178819056814467,4.974211592542392e-05,6.298561710615248e-05,1.0667792788284276
2013-08-26,5.7057237442025364e-05,0.5668327721247792,0.00016450406180335282,1.2427980670350218,5.491596690570556e-05,6.399272714997155e-05,0.9624715350354018
2013-08-27,6.26349019454684e-05,0.5760138137115233,0.00018571648526566177,1.107270110784577,6.212498938163173e-05,5.0132585307460235e-05,0.9918589708293851
2013-08-28,6.352118414260544e-05,0.5807174363367251,0.00018691837171942762,1.1421919715307065,6.32776225292044e-05,5.2135906537010235e-05,0.9961656632084465
2013-08-29,6.345432123592429e-05,0.5820273486061218,0.00018880257953841415,1.1512618095565323,6.370565058242073e-05,5.2567593417204054e-05,1.0039607916624305
2013-08-30,6.533098257867051e-05,0.5833486908654042,0.0001933180249622434,1.1219612453132684,6.555774359376315e-05,5.07261426146883e-05,1.003470956751945
2013-09-03,6.741624909395761e-05,0.5839383934916211,0.00019725076944812612,1.1106662782179644,6.733776171763377e-05,5.059021295498798e-05,0.9988357795430824
2013-09-04,5.29054408502055e-05,0.5740445782472166,0.00020250366405068725,1.0898384728799628,5.941720670544434e-05,4.88388201136771e-05,1.123083103563507
2013-09-05,5.526096611110341e-05,0.5626903801531451,0.00020754443900586732,1.1281984393691835,6.0260714641175266e-05,5.5618627029906325e-05,1.0904752283921302
2013-09-06,5.903493096893949e-05,0.5600251533426462,0.00021101004669125367,1.110779454167505,6.250483748050158e-05,5.843100168420469e-05,1.0587771757264821
2013-09-09,5.950680039687122e-05,0.5576960409552009,0.00021223632940262885,1.130408283849928,6.267447780833191e-05,5.7771322650351294e-05,1.0532321917887428
2013-09-10,6.058865375686932e-05,0.5551835407965274,0.00021595413650114822,1.1027242192466062,6.350574239324056e-05,5.5645318496693225e-05,1.0481457905976415
2013-09-11,5.2548421709793746e-05,0.5510610964696876,0.00019381532264999593,1.089674077248757,5.5612656964590946e-05,5.6062322514134126e-05,1.0583126030258316
2013-09-12,5.463125330927889e-05,0.5513854732060424,0.0002000294013162062,1.0586473856027163,5.763984702135836e-05,5.443876445588348e-05,1.0550709260695008
2013-09-13,5.629719144726608e-05,0.5449710556204501,0.00020143020953942807,1.0753273206384175,5.803354543364445e-05,5.5496499509715646e-05,1.0308426396013879
2013-09-16,5.4138744378514925e-05,0.543107176545329,0.00020192365055390413,1.0763426604644617,5.678494711984514e-05,5.56070863714284e-05,1.0488781698154857
2013-09-17,5.7555509167455784e-05,0.5443794829470633,0.00020185094127302735,1.1084442666012435,5.867601195436833e-05,5.724754582179931e-05,1.0194682108302175
2013-09-18,6.204530316157312e-05,0.5381010235708263,0.0002391603219698312,0.9348890389558764,6.554851215079321e-05,4.620369050780848e-05,1.0564621141441977
2013-09-19,6.178297806302708e-05,0.5355555730513887,0.0002397809348130884,0.9963950004610752,6.518479238973269e-05,5.029256313529781e-05,1.055060704960439
2013-09-20,6.675064824066973e-05,0.5405394115885944,0.00021527470239269408,1.022310210543267,6.479650882589032e-05,4.8047475039527994e-05,0.9707247874547413
2013-09-23,6.644616634370019e-05,0.542200081068342,0.00022186266826964825,0.9810574115109528,6.583194077751106e-05,4.543726452651366e-05,0.9907560420715323
2013-09-24,6.687102886618699e-05,0.5455274651187578,0.0002223836709378778,0.9766253046735484,6.652533505451906e-05,4.494835968552424e-05,0.9948304397654822
2013-09-25,5.221698153901886e-05,0.5391362086636757,0.00021790062933438055,0.959031169887712,5.750870977716527e-05,4.374250099695925e-05,1.1013411362009156
2013-09-26,5.0374063840171386e-05,0.5353260883671433,0.00021336032141967888,0.9786696137085216,5.549817872852956e-05,4.461747409786807e-05,1.1017212926202689
2013-09-27,5.122431082106018e-05,0.5304380820933162,0.00020896309054685826,0.9676369216680144,5.487917191145582e-05,4.366622179899614e-05,1.07135012715277
2013-09-30,5.1567877421329924e-05,0.5258527706841258,0.00020607672177730125,1.0279544348041492,5.420860895201945e-05,4.609074272338555e-05,1.0512088467228098
2013-10-01,5.3629225784131454e-05,0.5216834959958586,0.00020241346983385184,1.0288698237291396,5.43535064019596e-05,4.520632216235663e-05,1.013505334213541
2013-10-02,4.9785428743887e-05,0.5099656644211852,0.00019930670317054317,1.0321468672570773,5.0798748719396056e-05,4.599311660090573e-05,1.020353746087473
2013-10-03,5.1677659876475144e-05,0.5064586633994689,0.0001963148902632134,0.9570487026861596,5.101196404656558e-05,4.2161583137171544e-05,0.9871183054437687
2013-10-04,4.988490741732951e-05,0.5064160250714258,0.00018282275679216257,0.955297270625003,4.836232286387412e-05,4.1344907798706625e-05,0.9694780519342718
2013-10-07,5.300164613196136e-05,0.5049103558719602,0.0001827878966274199,0.960210543188569,4.9697286319864325e-05,3.982817895862912e-05,0.9376555248138903
2013-10-08,5.7418241986777646e-05,0.5064091344025614,0.00018408062752245713,0.9627560864874468,5.206315941548731e-05,3.969067517259726e-05,0.906735518434655
2013-10-09,4.671951297786224e-05,0.4951942008456596,0.00018431013451835878,0.9653912582197124,4.595145967489653e-05,4.032236611564883e-05,0.9835603315614688
2013-10-10,5.493659376391755e-05,0.5009956524701952,0.00018765426755401355,0.978603856847555,5.0867927547895695e-05,3.20752714710303e-05,0.9259388699360142
2013-10-11,5.397060840252837e-05,0.4979347056492817,0.0001864230949245452,1.0044026196448297,4.994602279782097e-05,3.2866136786311675e-05,0.925430049357775
2013-10-14,5.390763459317086e-05,0.49683193239141865,0.00018633782770106168,1.0431511923713093,4.979493308692601e-05,3.435387385643729e-05,0.9237083664070495
2013-10-15,5.553151341989191e-05,0.501895301537876,0.0002033010903117423,1.1298166814230823,5.3327685955051e-05,4.1652177221641605e-05,0.9603139311515418
2013-10-16,4.144281603770634e-05,0.5082147919332508,0.0002097765405646955,1.054709260580034,4.7386037079358765e-05,3.527789258063479e-05,1.143407750965693
2013-10-17,4.1583055321708076e-05,0.5097123864735517,0.00021082009178646628,1.018618845071748,4.7724279940315414e-05,3.337088228615605e-05,1.1476857477425755
2013-10-18,4.3823960134694674e-05,0.5171088850301191,0.00021127347968413879,0.9806332036756616,4.975770059059943e-05,3.1816552432364815e-05,1.1353994581426956
2013-10-21,4.4710412594374516e-05,0.5247403870064968,0.00021204012500327635,0.9807486120894522,5.109258261690394e-05,3.1828927993369534e-05,1.142744601362333
2013-10-22,4.4371990394003997e-05,0.5246962253874011,0.00021529055562870326,0.9530043703678184,5.128317256464944e-05,3.079063184268477e-05,1.1557555139915328
2013-10-23,3.6244305626284386e-05,0.5062660579699674,0.00020523320660501237,0.9719007821026168,4.366389951587971e-05,3.0662104803968345e-05,1.2047106093326458
2013-10-24,4.040389782719303e-05,0.4931208053744748,0.0001956916866023412,0.9603704412849664,4.384813706077469e-05,3.022621993981325e-05,1.085245221842522
2013-10-25,3.967999624918889e-05,0.48620112325070974,0.00018436078520594226,0.9632049422932152,4.158493659345674e-05,3.034111708078464e-05,1.0480075736979635
2013-10-28,4.081308187982178e-05,0.48178988096386555,0.00017927631329711432,1.100814238392136,4.1211538311334645e-05,3.746746522232243e-05,1.0097629586681585
2013-10-29,4.2024721372673885e-05,0.4782054585815565,0.00017454340735554948,1.1044271570058577,4.0956107610549614e-05,3.7093140309215695e-05,0.9745717823409741
2013-10-30,3.243679795796633e-05,0.48027746938205373,0.00016104175113447532,1.1316275569306715,3.471206446383154e-05,3.750266178102798e-05,1.0701446088733433
2013-10-31,3.3498134377451295e-05,0.48962114639125276,0.00016389494917728263,1.1278028291359572,3.6278829086062574e-05,3.773865381544266e-05,1.0830104350671856
2013-11-01,3.528785039280735e-05,0.49623795497997897,0.00016927524110303417,1.104558196660833,3.8352996489768835e-05,3.6920034578537406e-05,1.0868612302206497
2013-11-04,3.477448195487655e-05,0.5022764859483626,0.0001659543633180418,1.1042002458110096,3.815641110816142e-05,3.6734243504524335e-05,1.0972531857605605
2013-11-05,3.766596277267884e-05,0.5057061531767402,0.00016582493501504978,1.1430490832619584,3.996664493589596e-05,3.768028999764257e-05,1.0610811988824542
2013-11-06,3.8333959556374354e-05,0.512877115723639,0.00017407032079806183,1.22770039826833,4.189551434308624e-05,4.556397596015395e-05,1.092908607092211
2013-11-07,4.0431492315281525e-05,0.522286423755996,0.00017819478816569738,1.2222940690061148,4.433187719159045e-05,4.306956132641265e-05,1.0964689813053161
2013-11-08,4.3778322206368926e-05,0.5368024624437658,0.00017624444158125901,1.2109774371797923,4.715217936670406e-05,3.8962772106416655e-05,1.0770668447372407
2013-11-11,4.088414418239951e-05,0.5376288719099841,0.0001750619687685618,1.2167787810019464,4.5483716408085834e-05,3.926765652459583e-05,1.1125025928185241
