Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_ATVI,Predicted_Covariance,Future_Cov_45_ATVI,Beta_Predicted
2013-04-01,6.678777769649997e-05,0.613808743109299,0.0002736425003121578,1.4803403159224906,8.297998303587054e-05,8.871364638651532e-05,1.2424426429181687
2013-04-02,6.451960799026473e-05,0.6085521453088161,0.0002757978474118648,1.3749839149986516,8.117813955004085e-05,8.883453079531524e-05,1.258193316399097
2013-04-03,6.836168011312682e-05,0.6137702785969164,0.00027868572210239153,1.414606662023849,8.471680678323442e-05,8.962903018181529e-05,1.2392440712844197
2013-04-04,6.901245142532413e-05,0.6133465714209458,0.0002821342076872495,1.3841085003787703,8.558497775174181e-05,9.158844594402478e-05,1.240138206716946
2013-04-05,6.697476452894188e-05,0.5970302843910432,0.0002909556031843854,1.3920802913364667,8.334226930742654e-05,9.110286052180726e-05,1.2443831627270858
2013-04-08,7.273438811092278e-05,0.6025306986340104,0.00029443135766630814,1.407605105840366,8.81741140091846e-05,9.536618377064331e-05,1.2122754628074361
2013-04-09,7.022991067372413e-05,0.5818726235965725,0.00029812318380055097,1.3732260998448067,8.419510792450683e-05,9.542252333681477e-05,1.1988497082911378
2013-04-10,6.636144982931065e-05,0.5896458426294752,0.00029834304564311105,1.3943669914168786,8.296733363130708e-05,9.927953136012244e-05,1.2502338909820188
2013-04-11,6.716170407401359e-05,0.5994305614505372,0.0002978067705784554,1.3775712425958635,8.477484771032803e-05,9.93943145906359e-05,1.2622498026093023
2013-04-12,6.98842565011876e-05,0.5950539961565321,0.0003063402505390606,1.3837105702507622,8.706589770520236e-05,0.00010109953937390728,1.2458585390219152
2013-04-15,9.593981606210937e-05,0.5957922089162189,0.0003021934142853844,1.40433385919334,0.0001014464276235042,8.476037418868044e-05,1.05739651989566
2013-04-16,8.836558039441448e-05,0.5885719905993657,0.00036408213163657057,1.4694596794774115,0.00010557007752689195,9.014348915090299e-05,1.1946968158380924
2013-04-17,8.959564094882932e-05,0.5933248382470077,0.0003433404696082246,1.38637398983346,0.00010406350950864236,9.852701975500254e-05,1.1614796033221757
2013-04-18,9.719405369416862e-05,0.5912755794910535,0.00032320581740847914,1.4172642106670237,0.00010479712654515092,9.941635950567928e-05,1.0782256996390558
2013-04-19,7.72897485213767e-05,0.5952765458311269,0.00030963586166189423,1.3557805350550836,9.208848873185744e-05,9.838630965304064e-05,1.1914709323499444
2013-04-22,7.797978274745508e-05,0.60076096151963,0.000290672048474622,1.3699847795588076,9.044703817492486e-05,0.00010158507070742011,1.159878047722269
2013-04-23,8.499754389235151e-05,0.6139130282579298,0.0003018827024169413,1.3439252457131363,9.833976195565834e-05,9.939444584848816e-05,1.1569718070936803
2013-04-24,7.773768893068322e-05,0.6138850798165052,0.00030680569317564996,1.368916970985392,9.480573247703088e-05,0.00010217003130099563,1.2195594412584971
2013-04-25,6.90805921567358e-05,0.5762298254167453,0.0003165733971617767,1.342339261794136,8.521400309175399e-05,0.00010037809621092328,1.2335447689622197
2013-04-26,7.034557142953508e-05,0.5849823941295635,0.00032810529643458063,1.3407561144273057,8.88725818311436e-05,0.00010104260447975091,1.2633713825207455
2013-04-29,6.776168711759701e-05,0.5880897257494924,0.0003403602502824886,1.33906196703838,8.931103339295228e-05,9.974648423522859e-05,1.3180166727247722
2013-04-30,5.8041023931509805e-05,0.5867429385660949,0.0003523216304564595,1.3392235110060873,8.390446216127736e-05,9.962031805626298e-05,1.445606167463331
2013-05-01,6.311211636341748e-05,0.6131728298271504,0.0003566624339717059,1.3569867575606402,9.199579124417365e-05,0.00010157278355825021,1.4576565728589383
2013-05-02,6.214021471172626e-05,0.6082810406489416,0.0003632513059287021,1.3359778283803807,9.138906775535013e-05,9.851156587988676e-05,1.470691213078548
2013-05-03,7.476459886581012e-05,0.6085343240100219,0.00036767079709041923,1.3504565584040091,0.00010089337535415317,9.815030204696742e-05,1.3494805948901003
2013-05-06,7.535412832838797e-05,0.5935567607597128,0.00035685143682633795,1.3649770895017712,9.73328647989283e-05,9.907414217991233e-05,1.2916726257486326
2013-05-07,7.392273390092128e-05,0.589800095990024,0.00034446794170614296,1.4037724751872582,9.411703867781198e-05,0.0001066023900547922,1.2731812490046317
2013-05-08,6.958015556766957e-05,0.5811105056111932,0.0003313275452458011,1.386446362525276,8.82328273475861e-05,0.00010479977145985792,1.2680745914943528
2013-05-09,7.111722928104653e-05,0.5656842177617797,0.00029695043365747346,1.3331595575264157,8.22059889626505e-05,0.00010072362617067617,1.155922267975072
2013-05-10,7.562958883543677e-05,0.5681389639867443,0.00031415699283185916,1.3023282731178736,8.757372240986291e-05,9.876115228773586e-05,1.157929373388708
2013-05-13,7.357910230951406e-05,0.571798450844324,0.00033316127830712464,1.308355235332065,8.952564874054823e-05,9.933122317056992e-05,1.2167265695082041
2013-05-14,7.590263764609063e-05,0.5790133787718944,0.00034512302057019065,1.2760817640419773,9.371389682292528e-05,9.483125083776801e-05,1.2346592915503514
2013-05-15,7.650099964197039e-05,0.5777294627572904,0.00036290532177007967,1.308444022762704,9.626196873422616e-05,9.65756624165265e-05,1.2583099460757163
2013-05-16,7.639729836462006e-05,0.5750162223984392,0.00037159403232282925,1.301367614051426,9.688431277244125e-05,9.53313352284732e-05,1.2681641215903103
2013-05-17,7.425705624970095e-05,0.584648097412935,0.00036845345464805567,1.315891629878552,9.670628976506718e-05,9.405319151155878e-05,1.3023178489580463
2013-05-20,7.217439206379002e-05,0.5887780865425817,0.0003722380231491642,1.297711014501374,9.650583474746815e-05,9.320482109468878e-05,1.3371201611531862
2013-05-21,7.13709588975209e-05,0.5944911284474231,0.0003709052555946223,1.2770239266056698,9.67247548116014e-05,9.18177119462242e-05,1.355239670388696
2013-05-22,7.35750525384875e-05,0.6006174130399188,0.00036992438091879005,1.286199798908517,9.908768621053175e-05,9.072739771946594e-05,1.3467565810938218
2013-05-23,7.454058968752127e-05,0.5985765351070549,0.00036570507338613004,1.2520916641296094,9.88283609427968e-05,8.835687429686802e-05,1.3258328295642867
2013-05-24,7.630250921850573e-05,0.5527707259080532,0.0004121297439145273,1.254288985580687,9.802377527762308e-05,8.847029703480359e-05,1.2846730242764974
2013-05-28,7.438631671877e-05,0.5190770611543478,0.0004205415842149431,1.2549516655523405,9.180848858246265e-05,8.762446076723293e-05,1.2342120517885045
2013-05-29,7.273626036607267e-05,0.5081926764984419,0.0004171407011359683,1.1807855570931098,8.852076733229944e-05,8.434847307425311e-05,1.2170101526636823
2013-05-30,7.309916508279677e-05,0.498542624867486,0.0003901310032994382,1.2025561341607178,8.419062557895647e-05,8.568704822679069e-05,1.1517316987628627
2013-05-31,7.696255068093324e-05,0.5239929701976687,0.0003631336947948212,1.0925865224502158,8.759886137100661e-05,7.216261819292585e-05,1.1382011198429318
2013-06-03,7.835861755638394e-05,0.4850975611651209,0.0004217980312794482,1.1146338932935211,8.819109766596375e-05,7.41468758455197e-05,1.1254805204099563
2013-06-04,7.696792659140356e-05,0.459359397241194,0.00047361707325222337,1.0819105999182843,8.770435800225033e-05,7.160152118817733e-05,1.139492277969794
2013-06-05,8.390672708275947e-05,0.44470201403412146,0.0005142208614741727,1.1050220054359785,9.23724223686205e-05,6.763810089522927e-05,1.1008941187458197
2013-06-06,8.864935953499249e-05,0.4362099810303516,0.0005426188870929373,1.09971482577822,9.567111882818855e-05,6.609956371814587e-05,1.0792082348933878
2013-06-07,8.584609796353898e-05,0.43192430242786917,0.0005588141993317811,1.1464576902375172,9.460228726433851e-05,6.530573203996251e-05,1.1019986872847558
2013-06-10,7.344670994631798e-05,0.4026687214667578,0.0005855997197426524,1.151836331329415,8.350923379379066e-05,6.574580095456498e-05,1.1370044193242606
2013-06-11,7.540176794643908e-05,0.3819660619887218,0.0006062257488511084,1.076078346287409,8.166439160958208e-05,5.925392432178727e-05,1.0830567217945286
2013-06-12,7.564969572692771e-05,0.36282166563781987,0.0006277165275714507,1.0933043119607546,7.906396449901826e-05,6.361909047852562e-05,1.0451326173791236
2013-06-13,7.668406692361186e-05,0.3530220455706349,0.0006394278688943309,1.0692424987694382,7.81718115201653e-05,5.732687471777112e-05,1.019400961063208
2013-06-14,7.978958283363962e-05,0.3456217714107278,0.0006218977290181204,1.1624261299464385,7.698988562104836e-05,6.235409390457291e-05,0.9649114945439858
2013-06-17,6.406673037804978e-05,0.3451176397606076,0.0006216114038702889,1.1408802784566274,6.88720364323167e-05,6.030257222747307e-05,1.0750047025329903
2013-06-18,5.269216623890948e-05,0.36720229922505737,0.0006189007200479388,1.2297530117404225,6.631150923928703e-05,6.434560419632665e-05,1.2584699770859036
2013-06-19,5.313666894497608e-05,0.38541478370360077,0.0005946635650600506,1.1544741977094426,6.851114049044824e-05,5.7393179872132526e-05,1.289338263965938
2013-06-20,6.610900161714408e-05,0.3961266057923769,0.0005757608473563361,1.1491707696452895,7.728324984847184e-05,3.999057683733973e-05,1.169027635541087
2013-06-21,6.524441916700448e-05,0.4080806243151105,0.0005588409934213257,1.1261304780728636,7.792230441402603e-05,3.9516429258329686e-05,1.1943137115616018
2013-06-24,5.5679700730278476e-05,0.372741980124151,0.0005788389650296146,1.249886129470539,6.691687222646536e-05,4.69150365518948e-05,1.2018181015487417
2013-06-25,5.683904438603972e-05,0.3562989362106384,0.0005947100445683036,1.221658334465353,6.550742773160759e-05,4.391554367452272e-05,1.152507548978021
2013-06-26,5.616484134519195e-05,0.3385536220642749,0.0006004257622348931,1.3437427180981765,6.217122029465059e-05,4.575928855869203e-05,1.106941973049352
2013-06-27,5.600093181678947e-05,0.3294286982161231,0.0005990759685270776,1.366751992461796,6.033926366663903e-05,4.6044898830081864e-05,1.077468922553694
2013-06-28,5.651835513949762e-05,0.32805540959124363,0.0005992907825441211,1.5064931960310814,6.0375502677700955e-05,5.0608369522471284e-05,1.0682459269857234
2013-07-01,4.0959150997653995e-05,0.333261053980832,0.0006108931932464186,1.5001637019496223,5.271602794740879e-05,5.145316173008355e-05,1.2870390782862708
2013-07-02,4.708768430286185e-05,0.33663008345134565,0.0006198662365289455,1.500914348460331,5.7511617473327805e-05,5.141105781823793e-05,1.2213728138215627
2013-07-03,4.5307854285029834e-05,0.3381211376727154,0.0006233767915752295,1.5024755411187831,5.68243378551163e-05,5.146392040576748e-05,1.2541829391795238
2013-07-05,5.048108536897671e-05,0.3443434106229712,0.0006232287227541237,1.412032101792296,6.107730261917071e-05,4.764785964991939e-05,1.2099047033704615
2013-07-08,5.858594159480322e-05,0.3574619541003735,0.000626901829555141,1.463962564273049,6.850563573418494e-05,5.005881107611156e-05,1.1693186773029798
2013-07-09,6.185296409698371e-05,0.34316674904990885,0.0006299090938572759,1.3825292418110846,6.773675662385006e-05,4.610962647591187e-05,1.0951254739811778
2013-07-10,6.043816195282401e-05,0.3365273284986629,0.0006406541483866025,1.415372019676125,6.621978757810058e-05,4.753225534410494e-05,1.0956618374627196
2013-07-11,6.428746384905295e-05,0.3337496405605449,0.0006371583276306872,1.3535828319200585,6.754724415719112e-05,4.025182433638093e-05,1.0507063136880332
2013-07-12,6.999194674271863e-05,0.38252743025698527,0.0006412812074604402,1.3810684426323578,8.104213545361142e-05,4.200518130191069e-05,1.1578780020437474
2013-07-15,7.060701256657018e-05,0.3619216752840351,0.0006761184239406999,1.3385556639587917,7.907694760147743e-05,4.0852038918534344e-05,1.1199588359147976
2013-07-16,3.5042919617133015e-05,0.3402641895869724,0.0006750838436314423,1.2043040431485903,5.233536332459745e-05,3.953642513571048e-05,1.4934646969029914
2013-07-17,3.792838595062833e-05,0.3259367794536527,0.000658046048541488,1.2006178637375235,5.149246632230088e-05,3.947264454604809e-05,1.3576234535613778
2013-07-18,3.7451029819475974e-05,0.3231121024773871,0.0006400372465566917,1.1154045807641868,5.0025073051779276e-05,3.9873909157890115e-05,1.3357462609950532
2013-07-19,4.0860668714576163e-05,0.328015324835902,0.0006173774689471274,1.1173997094624593,5.2098144659094174e-05,4.046721197530413e-05,1.2750193841176487
2013-07-22,3.950888193740232e-05,0.3262926331834997,0.0006005074470627903,1.1539526206281183,5.0258999321740564e-05,4.184874333219314e-05,1.2720936877275009
2013-07-23,3.3171208880188284e-05,0.313858382958024,0.0006056045594720611,1.155792010115988,4.448452427636984e-05,4.201659995341474e-05,1.3410582784921807
2013-07-24,3.471216593235655e-05,0.30530350991327376,0.0006116548844050431,1.178419209382248,4.448625816538291e-05,4.2844181456286234e-05,1.2815754065036764
2013-07-25,3.488954269695917e-05,0.3017653311549886,0.0006222665550315841,1.2288491190527353,4.446366035148378e-05,4.513680974139457e-05,1.2744122425932243
2013-07-26,3.343176772700175e-05,0.2912869718600616,0.0003242585801711091,1.1413204071085463,3.03281884164214e-05,4.2606567173799535e-05,0.9071667601927705
2013-07-29,3.360094972876798e-05,0.2860327008786703,0.0003518319857145311,1.2572423010781857,3.109990934906841e-05,4.845410070361864e-05,0.925566378334888
2013-07-30,3.816574763863081e-05,0.33681379132306827,0.0003993997656664725,1.259361435397717,4.1584420717469374e-05,4.856606031359009e-05,1.0895743772978845
2013-07-31,3.750748633018741e-05,0.3734049987770854,0.00043680390005094045,1.2332385857559722,4.779498845809502e-05,4.993075626735329e-05,1.2742786343330037
2013-08-01,4.226173154810077e-05,0.39426125825494845,0.00050896822490954,1.262833846317733,5.782332778505044e-05,4.89312558944146e-05,1.3682195609812633
2013-08-02,4.130983358011611e-05,0.41341371588580417,0.0004861760648543618,1.3171312536259954,5.858796196181103e-05,5.298971684686747e-05,1.4182570319046626
2013-08-05,3.7225611971094185e-05,0.4341203946070185,0.0004792353174369964,1.2620428008943003,5.798364599278158e-05,5.430959389154229e-05,1.557627743979228
2013-08-06,4.1983018398946586e-05,0.4851705673608136,0.0004097782508925463,1.236723364774119,6.363641839289495e-05,5.254544681642402e-05,1.5157656790701757
2013-08-07,4.81253999850549e-05,0.5085545250511034,0.0003679367547633537,1.4380297159749216,6.767235430732599e-05,7.606285998490529e-05,1.4061671036155814
2013-08-08,4.5117615842124565e-05,0.5374823083940581,0.00032446141882976217,1.4274289003576988,6.503075201927189e-05,7.640094886858894e-05,1.4413605596276922
2013-08-09,4.7210405389653165e-05,0.566726584236086,0.0002892135078314583,1.4738270327839336,6.622191515585966e-05,7.907388201159711e-05,1.402697447931111
2013-08-12,4.729046229109182e-05,0.5766631491733574,0.0002611425055362853,1.4536338068278,6.408372711463894e-05,7.975443071405334e-05,1.3551089164698333
2013-08-13,5.1414947954433665e-05,0.6045060206409881,0.0002543329313424023,1.2025705200140353,6.912682804285729e-05,7.088111694582927e-05,1.344488923807153
2013-08-14,5.361675369996386e-05,0.6173815366407573,0.0002653044034521555,1.2337852604415216,7.363361531289552e-05,7.292490257330701e-05,1.3733322185998953
2013-08-15,5.120699157562921e-05,0.6253724499686927,0.00026143502721359896,1.2516872504805794,7.235778484263187e-05,6.866146670718162e-05,1.4130450279580355
2013-08-16,4.9139520575593413e-05,0.6276255954552422,0.0002638820305774612,1.27134264354155,7.146954423444897e-05,6.921163765686526e-05,1.4544208693388518
2013-08-19,5.1240075352845624e-05,0.6339488415333668,0.00024912292891136835,1.2067706637979878,7.162521572816399e-05,6.46440116267198e-05,1.3978358781665272
2013-08-20,5.687877447837599e-05,0.6091977208848861,0.00024765419388455884,1.2299051426053933,7.230298520399621e-05,6.655106884065774e-05,1.2711769173487406
2013-08-21,5.746511661394483e-05,0.5945168883160227,0.0002476919299267303,1.2156897862871838,7.092874420656131e-05,6.435898422425931e-05,1.2342921825612254
2013-08-22,5.43081375808944e-05,0.5758965249654181,0.0002560028079208203,1.201436779135164,6.790461279541537e-05,6.225275277181506e-05,1.2503579724911098
2013-08-23,4.6628310947370826e-05,0.5736334870668193,0.00025972742258028084,1.2083590973632543,6.312744920797601e-05,6.249312275533981e-05,1.3538437898646531
2013-08-26,5.7057237442025364e-05,0.5727553598814941,0.00025714376174215643,1.117053140049571,6.937652276819713e-05,5.7518014148308705e-05,1.215911002327954
2013-08-27,6.26349019454684e-05,0.5824318554264508,0.0002497439953436663,1.0710799638315778,7.284518468443333e-05,4.8494045973886746e-05,1.1630126721975915
2013-08-28,6.352118414260544e-05,0.5683488532922693,0.00025723821047953,1.043836107275389,7.265107095900238e-05,4.76464054076073e-05,1.1437297956521133
2013-08-29,6.345432123592429e-05,0.5665025704119119,0.00025219717324238703,1.043706707124512,7.166425549087001e-05,4.765653596036892e-05,1.1293833752380873
2013-08-30,6.533098257867051e-05,0.5660638988961313,0.0002497490663418515,0.997771287245625,7.230644173426716e-05,4.511126282221169e-05,1.1067710736968774
2013-09-03,6.741624909395761e-05,0.5811314388312911,0.000239070734898107,0.9782595303253224,7.377680985437142e-05,4.4559161410582015e-05,1.094347591951447
2013-09-04,5.29054408502055e-05,0.5360495635351845,0.00023735313391529955,0.9692477320130748,6.006930410315984e-05,4.3434799566476604e-05,1.1354088187874256
2013-09-05,5.526096611110341e-05,0.5059750204602195,0.00023675558908535952,0.7589089792827114,5.787465742970013e-05,3.741316597811719e-05,1.047297242566151
2013-09-06,5.903493096893949e-05,0.4859066644594825,0.00023249146863851724,0.7799707690620268,5.692602982627192e-05,4.1029272867538206e-05,0.9642770626126904
2013-09-09,5.950680039687122e-05,0.47917510176239386,0.00023413841840783144,0.7903781963442469,5.656058382795701e-05,4.0393541386032634e-05,0.9504894138272452
2013-09-10,6.058865375686932e-05,0.4769100431109317,0.000236887386852378,0.772189108772139,5.713511268099329e-05,3.8965960978584574e-05,0.943000201164158
2013-09-11,5.2548421709793746e-05,0.44600462348987174,0.00023978191928559779,0.7925816425789739,5.006421549261884e-05,4.0777300839561974e-05,0.9527253885779045
2013-09-12,5.463125330927889e-05,0.4292811177787256,0.00023147052760907774,0.798093745275595,4.8273659065707096e-05,4.10403293897867e-05,0.8836271573785772
2013-09-13,5.629719144726608e-05,0.4163539922165289,0.00023437396219797094,0.7941435714081644,4.7825638732152094e-05,4.098490522414288e-05,0.849520864232644
2013-09-16,5.4138744378514925e-05,0.420820920991511,0.00023339086754126296,0.7867249193273224,4.730350715867537e-05,4.0644566220864696e-05,0.8737459226602948
2013-09-17,5.7555509167455784e-05,0.42351758692086106,0.00022761974830049948,0.8476755492023094,4.8475228956965514e-05,4.377968862049747e-05,0.8422343865628656
2013-09-18,6.204530316157312e-05,0.41018601784629377,0.00022612005668860114,0.8544366633828756,4.858529573959428e-05,4.222760724369795e-05,0.783061622135564
2013-09-19,6.178297806302708e-05,0.40732158534047197,0.00022319711758483392,0.8607109841489616,4.7831735125032153e-05,4.3443977028713614e-05,0.7741895360925666
2013-09-20,6.675064824066973e-05,0.4112395455257659,0.0002245807796042063,0.8658800146446183,5.0351093513713076e-05,4.069542489334525e-05,0.7543161728133636
2013-09-23,6.644616634370019e-05,0.4196412556657166,0.00022027003848676052,0.8596228323661049,5.076809369328301e-05,3.9813072679502024e-05,0.7640484995128146
2013-09-24,6.687102886618699e-05,0.4325276788921156,0.00022249652726288128,0.8710953780989601,5.275875344240792e-05,4.009143341650132e-05,0.7889627890724009
2013-09-25,5.221698153901886e-05,0.4154878378971909,0.00022214656188375399,0.8813882731843267,4.474906808760256e-05,4.0201120285785696e-05,0.8569830497414727
2013-09-26,5.0374063840171386e-05,0.40228147302206463,0.00022296649081117215,0.8709990914149627,4.263372947842086e-05,3.9708783082794376e-05,0.8463428643297605
2013-09-27,5.122431082106018e-05,0.39744340822644475,0.00022217514308127295,0.8309420415843447,4.2399535101366854e-05,3.7497638502038754e-05,0.8277228999620794
2013-09-30,5.1567877421329924e-05,0.3933619698929491,0.0003522357572501154,0.8430305795903288,5.3014994262440524e-05,3.779924891247501e-05,1.0280623697052156
2013-10-01,5.3629225784131454e-05,0.4072407505393502,0.00032657895648780536,0.8125949264511318,5.389470403816096e-05,3.5703669390849235e-05,1.0049502533394405
2013-10-02,4.9785428743887e-05,0.3928696912412315,0.0002734637648353384,0.8740357886624606,4.584052106627942e-05,3.89475870310468e-05,0.9207618016528187
2013-10-03,5.1677659876475144e-05,0.38335198498088097,0.00022430288166335927,0.9619717143224824,4.1273049897358146e-05,4.2378460255136066e-05,0.7986632907916673
2013-10-04,4.988490741732951e-05,0.3844652511554678,0.00017591701196582185,0.942878129292728,3.6016010022729786e-05,4.0807412016910983e-05,0.7219820961363195
2013-10-07,5.300164613196136e-05,0.38912378200479025,0.00017290105321103675,0.8528512563775514,3.725042848928946e-05,3.5375067171519655e-05,0.702816444541078
2013-10-08,5.7418241986777646e-05,0.39327213741108974,0.000181531814088445,0.9242833954406902,4.015082727881273e-05,3.810459630507901e-05,0.6992695333315624
2013-10-09,4.671951297786224e-05,0.38636312506967163,0.00020822938727425112,0.9672209341137707,3.810797171529122e-05,4.0398787836526494e-05,0.8156757056382085
2013-10-10,5.493659376391755e-05,0.4101150162179302,0.00020548002830401385,0.5876476650673789,4.35733894443925e-05,1.9261071019148425e-05,0.793157829035472
2013-10-11,5.397060840252837e-05,0.4111571802684242,0.00022456695153966894,0.5758341379755854,4.526468033579845e-05,1.8842487240451257e-05,0.8386913113560145
2013-10-14,5.390763459317086e-05,0.4017185603560646,0.0002249338765459294,0.4266625947572471,4.4235859457676935e-05,1.4051187466153395e-05,0.8205861709851545
2013-10-15,5.553151341989191e-05,0.39447038808807233,0.00024284348813135429,0.4410313377229373,4.5808639473699585e-05,1.6259200046502504e-05,0.8249124983741304
2013-10-16,4.144281603770634e-05,0.3279080274123883,0.0002551701878445031,0.6509661450626598,3.3720316657751414e-05,2.1773501568120448e-05,0.8136589132136028
2013-10-17,4.1583055321708076e-05,0.30292039372547813,0.0002636616721432913,0.6006033176060589,3.1718322582443617e-05,1.9676312400341414e-05,0.7627703721396667
2013-10-18,4.3823960134694674e-05,0.3390767177349753,0.00027268898019689234,0.6540070296306055,3.706701163291622e-05,2.1219196812205474e-05,0.8458161133541855
2013-10-21,4.4710412594374516e-05,0.3676714896690998,0.00027682535289227987,0.648510421221668,4.090413608822599e-05,2.1046567127980464e-05,0.914868231239999
2013-10-22,4.4371990394003997e-05,0.3821404289557262,0.00028904078752630053,0.6113314544225861,4.327698608685049e-05,1.975151671100312e-05,0.9753221728971285
2013-10-23,3.6244305626284386e-05,0.3400635593219431,0.00028446986783484726,0.5900641763590687,3.453012285648929e-05,1.861569611812378e-05,0.9527047700273233
2013-10-24,4.040389782719303e-05,0.31102686145012215,0.00028380354514834173,0.6030739280092617,3.330569020656156e-05,1.898084781075248e-05,0.8243187414493915
2013-10-25,3.967999624918889e-05,0.29215228566288115,0.00028401999713230115,0.6025701425360729,3.1014840991507606e-05,1.898106045899694e-05,0.7816240908072563
2013-10-28,4.081308187982178e-05,0.28066094612355824,0.0002821188808121141,0.4701197347571547,3.011603244133355e-05,1.60010601226132e-05,0.7379014535097651
2013-10-29,4.2024721372673885e-05,0.2845781222609684,0.00026905691302200733,0.6035367513046243,3.0260493635020716e-05,2.027030325712281e-05,0.7200641109948506
2013-10-30,3.243679795796633e-05,0.27033461835356914,0.0002748221642433294,0.6422162977958725,2.552387032063904e-05,2.1283345796056976e-05,0.7868800845790789
2013-10-31,3.3498134377451295e-05,0.27346560594346886,0.0002731074485770604,0.6806142156767561,2.6156509908539205e-05,2.277478261601151e-05,0.7808348254207857
2013-11-01,3.528785039280735e-05,0.2679194750919749,0.000274540988916047,0.6825258124367563,2.6370628601954e-05,2.2813534562585847e-05,0.7473005101871854
2013-11-04,3.477448195487655e-05,0.2703129219024447,0.0002777632724237279,0.6749627057451063,2.6566512808180888e-05,2.2454481859947938e-05,0.7639657390914883
2013-11-05,3.766596277267884e-05,0.2716913853355655,0.00028212628487633205,0.6126668922283478,2.800736037957238e-05,2.019639095920432e-05,0.7435721356334911
2013-11-06,3.8333959556374354e-05,0.2782066231789456,0.0002673757727398396,0.715405580506812,2.816568587651008e-05,2.655104023583447e-05,0.7347450198847657
2013-11-07,4.0431492315281525e-05,0.2761600811020705,0.00025583929451235304,0.754348964338751,2.8086939038753296e-05,2.6580738469525628e-05,0.6946797516088103
2013-11-08,4.3778322206368926e-05,0.2801695570808717,0.00025095051287747844,0.6909977213142577,2.9365983065452367e-05,2.223260806933064e-05,0.6707882254377525
2013-11-11,4.088414418239951e-05,0.28301741353530663,0.0002471229379124105,0.6923373763240575,2.8447698893101057e-05,2.2342981910192905e-05,0.6958125078070656
