Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_BIIB,Predicted_Covariance,Future_Cov_45_BIIB,Beta_Predicted
2013-04-24,7.773768893068322e-05,0.42800980861293403,0.0007462623793372591,1.238279984894637,0.00010308970780148428,9.241985269932913e-05,1.326122621080321
2013-04-25,6.90805921567358e-05,0.4254279959124064,0.0007465659164139784,1.1431078645516954,9.661357911690499e-05,8.547987418178539e-05,1.3985632737151419
2013-04-26,7.034557142953508e-05,0.42743962615684783,0.0007193700446317741,1.1471400112260175,9.615443867977451e-05,8.64512294144696e-05,1.3668868803787042
2013-04-29,6.776168711759701e-05,0.4283373208888087,0.0007101496419979436,1.0739762034695506,9.396215256815301e-05,8.000029355274494e-05,1.386656037726546
2013-04-30,5.8041023931509805e-05,0.435984568105152,0.0006949138212504097,1.0892675007297603,8.755967178300087e-05,8.102693387568252e-05,1.508582479287822
2013-05-01,6.311211636341748e-05,0.43747696896226457,0.0006899096981587703,1.080176049018914,9.128673860007001e-05,8.085302779891082e-05,1.4464217627311857
2013-05-02,6.214021471172626e-05,0.4371775840715384,0.000681279265040471,1.0350486872515907,8.995117611512947e-05,7.632182568979306e-05,1.4475517429803006
2013-05-03,7.476459886581012e-05,0.42806267390184155,0.0006558306731234752,1.0402936300206873,9.478753429154456e-05,7.560786266589457e-05,1.2678130522932682
2013-05-06,7.535412832838797e-05,0.4301000665568938,0.0006397984300277548,1.0510262163991748,9.443753007729364e-05,7.628664363616218e-05,1.2532495852880357
2013-05-07,7.392273390092128e-05,0.4334540012045558,0.0006246337272786407,1.0856873366769233,9.314182465070411e-05,8.244702541737989e-05,1.2599889064647176
2013-05-08,6.958015556766957e-05,0.43299693085819624,0.0006160565001476522,1.1019195739068328,8.96474184574506e-05,8.329274224661901e-05,1.2884049730280467
2013-05-09,7.111722928104653e-05,0.433073094668653,0.000610828152072952,1.0836360982816098,9.026266249816853e-05,8.187148841424736e-05,1.269209492701995
2013-05-10,7.562958883543677e-05,0.4249559295539524,0.000596264463690741,1.0763530304199636,9.024210696136793e-05,8.162447805742351e-05,1.1932116563231183
2013-05-13,7.357910230951406e-05,0.41756191261286796,0.0005860987614443003,1.0777940826241492,8.6712862382818e-05,8.18268629665301e-05,1.1784985092378015
2013-05-14,7.590263764609063e-05,0.4159769844663652,0.0005756213601194602,0.9939740065540787,8.694931941551667e-05,7.386658206225293e-05,1.1455375216462587
2013-05-15,7.650099964197039e-05,0.41348120900372864,0.0005691767934499878,1.0313847950025146,8.628055397150999e-05,7.612604593766845e-05,1.1278356410414052
2013-05-16,7.639729836462006e-05,0.4104268314278888,0.0005585514471427877,1.0473260501280384,8.478252291250086e-05,7.672158865813245e-05,1.1097581292451049
2013-05-17,7.425705624970095e-05,0.4063111226689755,0.0005405097337712147,1.120128417512578,8.140092409268027e-05,8.006104011739391e-05,1.0962045656503936
2013-05-20,7.217439206379002e-05,0.4037438466540386,0.0005264041438018339,1.091966384412987,7.869681088215405e-05,7.842773187814283e-05,1.0903702633560017
2013-05-21,7.13709588975209e-05,0.4021030497077424,0.0005145765501463074,1.0831554645191703,7.705895732688827e-05,7.787861633771065e-05,1.0796962590559358
2013-05-22,7.35750525384875e-05,0.399469465522607,0.0005055219037644516,1.120157619223946,7.704046011395728e-05,7.901492902896163e-05,1.0471003071816634
2013-05-23,7.454058968752127e-05,0.4000562990308753,0.0004981138720466025,1.1548834416723823,7.708712403046349e-05,8.149714114925878e-05,1.0341630560425863
2013-05-24,7.630250921850573e-05,0.4032833937538698,0.0005008765807775491,1.1599042579988637,7.88397270821632e-05,8.181294376079157e-05,1.0332520894744326
2013-05-28,7.438631671877e-05,0.4085330459317147,0.0005058088445069756,1.1258401007732677,7.924409848319129e-05,7.860950700198132e-05,1.065304776183326
2013-05-29,7.273626036607267e-05,0.4132625345499733,0.0005097558182484822,1.1274790742202008,7.957609344929703e-05,8.054056705077684e-05,1.094036083911935
2013-05-30,7.309916508279677e-05,0.41292266228346913,0.0005148127902333107,1.1405836047944784,8.010314933490442e-05,8.127125177314136e-05,1.0958148324153154
2013-05-31,7.696255068093324e-05,0.4138310991038769,0.0005186775704526759,1.2046937992786464,8.268211640930512e-05,7.956702457007611e-05,1.0743162184434831
2013-06-03,7.835861755638394e-05,0.4085783114397489,0.0005226881817577481,1.319922548001526,8.268753249882795e-05,8.780294039255384e-05,1.0552449121416554
2013-06-04,7.696792659140356e-05,0.4108152014286037,0.0005235966734045758,1.2869175079024775,8.24707299448811e-05,8.516900677049963e-05,1.0714947588843082
2013-06-05,8.390672708275947e-05,0.41213319702536033,0.0005273098305154171,1.2419557383966884,8.668998394015958e-05,7.601977800246721e-05,1.0331708428414197
2013-06-06,8.864935953499249e-05,0.41273462356075663,0.0005228324960322007,1.1961983480763176,8.885666111692431e-05,7.189881146892631e-05,1.0023384442145913
2013-06-07,8.584609796353898e-05,0.41263487234229107,0.0005208432019980208,1.1927431036956293,8.72528673509676e-05,6.794229057534823e-05,1.0163871092664702
2013-06-10,7.344670994631798e-05,0.41826583170657095,0.0005121788093145997,1.2084436054482282,8.112400153285923e-05,6.897689418853206e-05,1.1045287337193532
2013-06-11,7.540176794643908e-05,0.42318199382811306,0.0005090271847305706,1.269313732663806,8.290647172689392e-05,6.989437164622416e-05,1.0995295466518202
2013-06-12,7.564969572692771e-05,0.4294323111938113,0.00047323034768177925,1.0680343655998985,8.125210198511435e-05,6.214863894336641e-05,1.0740572213060793
2013-06-13,7.668406692361186e-05,0.4334143406274368,0.000470586094846495,1.0647203038288973,8.23332750033487e-05,5.708441961230713e-05,1.0736686029623892
2013-06-14,7.978958283363962e-05,0.43384307250488474,0.000466259815494037,1.0961245324751123,8.367963132286424e-05,5.8797587449456734e-05,1.0487538391739097
2013-06-17,6.406673037804978e-05,0.43104050445707714,0.00045114546587855776,1.1743402138206034,7.328121495465243e-05,6.207113656074593e-05,1.1438263592074878
2013-06-18,5.269216623890948e-05,0.42783228776262855,0.00044706661683247516,1.115539231664082,6.566481187755225e-05,5.836948166082866e-05,1.246196855521635
2013-06-19,5.313666894497608e-05,0.4375250691757123,0.0004211582534085742,1.0219965803813291,6.545197607393706e-05,5.080722781237285e-05,1.2317666382458727
2013-06-20,6.610900161714408e-05,0.4479077960125917,0.00039979353857117156,1.0876662299283135,7.281767466637443e-05,3.785024914508904e-05,1.1014789648175627
2013-06-21,6.524441916700448e-05,0.45097444749366966,0.0003863639516417057,1.0613293007564593,7.160146683713519e-05,3.7242526554211285e-05,1.097434351493861
2013-06-24,5.5679700730278476e-05,0.43748358996624176,0.00037516803583848436,1.2833564534279538,6.322999219606184e-05,4.817136017597664e-05,1.1356022278632245
2013-06-25,5.683904438603972e-05,0.42811640021768105,0.00038295195443725896,1.397325349247278,6.316222116911444e-05,5.0230330912646106e-05,1.1112470635524576
2013-06-26,5.616484134519195e-05,0.4326948197401391,0.0003722543323412819,1.2139939289799306,6.256534510568156e-05,4.1340874079910245e-05,1.1139592600493928
2013-06-27,5.600093181678947e-05,0.43823307727470545,0.0003725478900821382,1.2363695368808856,6.329856073027668e-05,4.165240698843684e-05,1.130312633678344
2013-06-28,5.651835513949762e-05,0.43985401247982014,0.0003764999342417718,1.440432987785852,6.41631633809295e-05,4.838917634030914e-05,1.1352623978982244
2013-07-01,4.0959150997653995e-05,0.448441451502087,0.000367424692255915,1.5637603725717284,5.50130080270049e-05,5.363442353155336e-05,1.3431188559097786
2013-07-02,4.708768430286185e-05,0.4507482143100285,0.00036688714837866665,1.5529080257243422,5.924530382921699e-05,5.319200551238529e-05,1.2581910685638928
2013-07-03,4.5307854285029834e-05,0.456168500541943,0.0003649077251836099,1.5546572073034637,5.865480148963482e-05,5.325128601783543e-05,1.294583520125228
2013-07-05,5.048108536897671e-05,0.45502460722710186,0.000364410240715284,1.5474802608663594,6.171553695895493e-05,5.221844615798061e-05,1.2225477425428413
2013-07-08,5.858594159480322e-05,0.4464476628867724,0.00036442526240016093,1.577254590815874,6.523362287136351e-05,5.393272444762836e-05,1.1134688817077911
2013-07-09,6.185296409698371e-05,0.4603904638372,0.0003627971610024759,1.6524532944527248,6.896655260280626e-05,5.511203804723351e-05,1.1150080454457871
2013-07-10,6.043816195282401e-05,0.46846161676439946,0.0003611785510121995,1.6642962745642778,6.921346834354566e-05,5.58918463775581e-05,1.145194792614166
2013-07-11,6.428746384905295e-05,0.4744246432943429,0.0003590456798282939,1.730787301749138,7.207841683784703e-05,5.1468846080754525e-05,1.1211893038289278
2013-07-12,6.999194674271863e-05,0.4720107579495048,0.00035741988837429425,1.770025602758345,7.465609865791337e-05,5.383530899538523e-05,1.0666384081634357
2013-07-15,7.060701256657018e-05,0.4664948007472842,0.0003553747117656743,1.7924507516675796,7.389481841380929e-05,5.470468643053369e-05,1.0465648627201056
2013-07-16,3.5042919617133015e-05,0.4804670245556171,0.0003552496215853648,1.823358457719428,5.360811538778958e-05,5.985953096255994e-05,1.529784503502949
2013-07-17,3.792838595062833e-05,0.4846797489428165,0.00035425362057509604,1.8034074314981516,5.6181613000876543e-05,5.929052254280878e-05,1.4812550440192362
2013-07-18,3.7451029819475974e-05,0.48528767438964854,0.0003522612383564291,1.7069284785244123,5.573956459226397e-05,6.1019931480887275e-05,1.488331959386528
2013-07-19,4.0860668714576163e-05,0.4899450005216408,0.000352560354208976,1.7273566265508764,5.880534500506947e-05,6.255711915050354e-05,1.4391674648264368
2013-07-22,3.950888193740232e-05,0.49233793866787,0.0003582230853911353,1.7154611848676953,5.8571649921143743e-05,6.221216845349508e-05,1.4824932280782934
2013-07-23,3.3171208880188284e-05,0.5116662234201221,0.0003620935804017168,1.6744964164347402,5.60761012246989e-05,6.0873102977849e-05,1.6905052036915877
2013-07-24,3.471216593235655e-05,0.5246498527034437,0.0003644970127205873,1.7225495041576635,5.901431881096961e-05,6.262730863175218e-05,1.7001047680507912
2013-07-25,3.488954269695917e-05,0.5331932182182938,0.0003652513459816009,1.68534323650711,6.0190530070438495e-05,6.190427761693637e-05,1.7251739466245415
2013-07-26,3.343176772700175e-05,0.5361467611670838,0.000369580526581188,1.7313662874450904,5.959610781282332e-05,6.463353635756524e-05,1.7826191034669545
2013-07-29,3.360094972876798e-05,0.5389597261681983,0.00037236573849023933,1.6827933896398992,6.02860663794702e-05,6.485483370633502e-05,1.7941774523074072
2013-07-30,3.816574763863081e-05,0.5549950760939378,0.0003606773027129096,1.6803026183380565,6.511565655034601e-05,6.479925144088436e-05,1.7061281536231951
2013-07-31,3.750748633018741e-05,0.5562494839837404,0.00035204594497278947,1.8778738053791144,6.391875011527168e-05,7.603042944018432e-05,1.7041597923299783
2013-08-01,4.226173154810077e-05,0.5570908010970347,0.00034695573802890625,2.0252286880824117,6.745849812243019e-05,7.847190940457048e-05,1.5962076245184458
2013-08-02,4.130983358011611e-05,0.5516874500052333,0.00034472072045438557,1.9929611614372875,6.583449698469901e-05,8.017913730361896e-05,1.5936761608351648
2013-08-05,3.7225611971094185e-05,0.5511720836014093,0.0003446409195141797,2.146993695425321,6.242974428032371e-05,9.23917600921501e-05,1.677064283826969
2013-08-06,4.1983018398946586e-05,0.5916074785765632,0.00035186885131059496,2.09974189808537,7.190529900939958e-05,8.921306039545398e-05,1.7127234236975155
2013-08-07,4.81253999850549e-05,0.6118289574737474,0.0003579409045261026,2.0718374523205414,8.030135427479514e-05,0.00010958736130185011,1.668585701100299
2013-08-08,4.5117615842124565e-05,0.6188832323119073,0.00036079443433048743,2.0589429482573545,7.896082950527037e-05,0.00011020177248319218,1.7501108609455314
2013-08-09,4.7210405389653165e-05,0.6252989432403266,0.0003650500642359675,2.048333209122691,8.208858586348306e-05,0.00010989733184134722,1.7387816348104044
2013-08-12,4.729046229109182e-05,0.6267632205017093,0.00036771845486982535,2.026506284284018,8.265097791856546e-05,0.00011118539915787053,1.747730386093827
2013-08-13,5.1414947954433665e-05,0.6615777396954832,0.0003767273427479874,1.9557840449610917,9.207445467583345e-05,0.00011527653081838102,1.7908110061189626
2013-08-14,5.361675369996386e-05,0.6845814633395573,0.00038291998635614467,1.996451858483877,9.809105613076423e-05,0.0001180035634565238,1.8294851769593492
2013-08-15,5.120699157562921e-05,0.692888956287551,0.0003702020774655964,1.9507538219417209,9.539985089709582e-05,0.00010700885428667003,1.8630239340695653
2013-08-16,4.9139520575593413e-05,0.6947745665733635,0.00037216615833557203,1.9668121004126504,9.395671176545134e-05,0.0001070728549257931,1.9120396508735518
2013-08-19,5.1240075352845624e-05,0.7016757664617699,0.0003744366156626107,2.0367379184456573,9.719199868776837e-05,0.00010910350543839756,1.8967965604752142
2013-08-20,5.687877447837599e-05,0.7138407398318748,0.0003786452545828639,2.0308924508740085,0.00010475932813983944,0.00010989307924981423,1.841800022953493
2013-08-21,5.746511661394483e-05,0.7166086682290836,0.0003828965256869553,2.075764138876365,0.00010629795663996312,0.00010989158005121905,1.8497823184468787
2013-08-22,5.43081375808944e-05,0.7105595625490599,0.00037981328179213943,2.090807209505668,0.00010205117677915211,0.00010833570818480996,1.8791139104548065
2013-08-23,4.6628310947370826e-05,0.6864698486209629,0.0003793120781329219,2.099560202242089,9.129450635099504e-05,0.00010858367660511578,1.957920081086333
2013-08-26,5.7057237442025364e-05,0.6788882181611178,0.00038240519523474053,2.1024268431489586,0.00010028027906723878,0.00010825574234065502,1.7575382819599603
2013-08-27,6.26349019454684e-05,0.6878091994146841,0.0003932226680248035,2.2400047422062883,0.0001079432410692434,0.00010141809819846211,1.7233720771722714
2013-08-28,6.352118414260544e-05,0.6825823847656853,0.0003976889437728196,2.267148160469621,0.00010848910532407273,0.00010348507741775991,1.707920070893421
2013-08-29,6.345432123592429e-05,0.6740608750941729,0.0003859055053924105,2.2630973188799266,0.00010548002121380395,0.00010333494843216466,1.6622984717089222
2013-08-30,6.533098257867051e-05,0.6683646763595026,0.0003889317885707678,2.2520103442566324,0.00010653929151652991,0.00010181795348966726,1.6307621179313663
2013-09-03,6.741624909395761e-05,0.6642059034678649,0.0003994933626307097,2.1470650057791216,0.00010900334067112984,9.779758150652353e-05,1.616870444975551
2013-09-04,5.29054408502055e-05,0.6839110074704653,0.00041326425549474943,2.0100679548875404,0.00010112619909007631,9.00769698518729e-05,1.9114517800995419
2013-09-05,5.526096611110341e-05,0.6960056656172819,0.0004156998355579487,2.031350405325305,0.00010549015680003386,0.00010014277330857594,1.9089452143841195
2013-09-06,5.903493096893949e-05,0.7015705033393324,0.0004172326412472941,2.0184786494616107,0.0001101070151840651,0.00010617925000657889,1.8651163536042172
2013-09-09,5.950680039687122e-05,0.7044702008608273,0.00041672137350793833,2.0262504868090048,0.0001109350580071548,0.00010355477071098248,1.864241687795192
2013-09-10,6.058865375686932e-05,0.7081204657983687,0.0004142736682274902,2.05170196749131,0.00011218801469446101,0.00010353233151925044,1.8516340558522733
2013-09-11,5.2548421709793746e-05,0.7088364701891662,0.00041898629722934876,1.9884828961377887,0.00010517821654016285,0.00010230487424146305,2.001548535958411
2013-09-12,5.463125330927889e-05,0.7069290140577051,0.0004174145818199112,1.983494640280303,0.00010675302659100846,0.00010199713236929363,1.9540651206857247
2013-09-13,5.629719144726608e-05,0.7023630657731691,0.0004153380468818109,2.015855351238212,0.00010740039747922729,0.00010403615100677508,1.907739883966146
2013-09-16,5.4138744378514925e-05,0.6464160823261669,0.00041678131863013185,2.0083055344365808,9.710025368347045e-05,0.00010375508043641286,1.7935446194427236
2013-09-17,5.7555509167455784e-05,0.6081344029711525,0.00041444267282185287,1.9822196727094648,9.392371364852079e-05,0.00010237520727158955,1.6318805099135334
2013-09-18,6.204530316157312e-05,0.624672046020104,0.0004135905725554738,1.9411688104273928,0.00010006722183575939,9.593562359075996e-05,1.6128089756475652
2013-09-19,6.178297806302708e-05,0.6355080907364845,0.0004130399565834418,1.989784710706222,0.00010151998299607716,0.00010043343567815557,1.6431707596307983
2013-09-20,6.675064824066973e-05,0.6627076860682538,0.0004112941478907286,2.359381613307076,0.00010980598611203831,0.00011088838593703496,1.645017524266317
2013-09-23,6.644616634370019e-05,0.6547147456431641,0.00040845895108401986,2.2824793280744773,0.00010786021850081919,0.00010571207738626984,1.623272258370787
2013-09-24,6.687102886618699e-05,0.6535455600508522,0.0004094311058930839,2.31062992229325,0.00010813973186420811,0.00010634480219830942,1.6171387474926147
2013-09-25,5.221698153901886e-05,0.631404633527113,0.0004454024320903562,2.3100763652391207,9.629194039859145e-05,0.00010536520697377933,1.8440732796214545
2013-09-26,5.0374063840171386e-05,0.61283283263782,0.00047148934818070704,2.3235431393566643,9.4445541640245e-05,0.00010593015700434499,1.8748843043496584
2013-09-27,5.122431082106018e-05,0.6022986926073732,0.0005145342992955177,2.3384628571538157,9.778160189019757e-05,0.0001055270169033778,1.908890531134213
2013-09-30,5.1567877421329924e-05,0.5926696532633913,0.0005430735150499518,2.36532490514763,9.918171874710357e-05,0.00010605487750159569,1.9233236601295367
2013-10-01,5.3629225784131454e-05,0.587805420283924,0.000531768754712923,2.377013171488525,9.926491111479098e-05,0.0001044408347258171,1.8509480542261127
2013-10-02,4.9785428743887e-05,0.5839147934199759,0.0005510094016762453,2.364901155061335,9.671194298344433e-05,0.00010538148981007539,1.9425752760102382
2013-10-03,5.1677659876475144e-05,0.5743310598582663,0.0006239772527667498,2.166909932462425,0.00010313310711609554,9.546050583617678e-05,1.995700025167821
2013-10-04,4.988490741732951e-05,0.5636070693487246,0.0006357543130890611,2.1249694013898144,0.00010037040457495031,9.196787919016533e-05,2.0120395079671463
2013-10-07,5.300164613196136e-05,0.5658850727582434,0.0006315184063533713,2.127518955748774,0.00010352993078442725,8.82464854281418e-05,1.9533342516695162
2013-10-08,5.7418241986777646e-05,0.565710390253872,0.0006526330206297378,1.967272668257364,0.00010950996062608927,8.110297254687888e-05,1.9072329078153833
2013-10-09,4.671951297786224e-05,0.5541573015244183,0.0006484871915035138,1.950025928733632,9.645681436349637e-05,8.144848916325145e-05,2.0645937471394844
2013-10-10,5.493659376391755e-05,0.5432496068472684,0.0006566356459891721,1.933603197738296,0.00010317928461155856,6.337686802553632e-05,1.8781522031554656
2013-10-11,5.397060840252837e-05,0.5363214850684739,0.000652182426663151,1.905557500266096,0.00010062094650827301,6.235379342207822e-05,1.8643656146659116
2013-10-14,5.390763459317086e-05,0.5334585846048056,0.0006473758336210564,1.8966747600622471,9.965614605053933e-05,6.246278193456171e-05,1.8486462409753737
2013-10-15,5.553151341989191e-05,0.5304207560980347,0.0006424611724580257,1.9118917748331112,0.00010018753883700307,7.048440365886864e-05,1.804156463006012
2013-10-16,4.144281603770634e-05,0.5101906473778394,0.000636266019087088,1.9957108841770368,8.284694280495117e-05,6.675249457398601e-05,1.9990664420480908
2013-10-17,4.1583055321708076e-05,0.49397523260517806,0.0006190031238046031,1.9465364574204889,7.92519200536774e-05,6.377030947401654e-05,1.9058705388659745
2013-10-18,4.3823960134694674e-05,0.48954642949621724,0.0005937213587554783,1.985649169376971,7.896616257904368e-05,6.442420129459498e-05,1.8018947246286747
2013-10-21,4.4710412594374516e-05,0.4895173977785352,0.0005766183657409274,1.972581830849524,7.859894301953294e-05,6.401759256266211e-05,1.7579561104167107
2013-10-22,4.4371990394003997e-05,0.4915825983560211,0.0005651844454792871,1.8884631823961069,7.784774849749862e-05,6.101438398984624e-05,1.75443444853937
2013-10-23,3.6244305626284386e-05,0.48299263807362386,0.0005739375293323275,1.9470364969341527,6.966148287992209e-05,6.14262671926149e-05,1.9219979987533147
2013-10-24,4.040389782719303e-05,0.47411196860233895,0.0005809911848803901,1.9619228664644115,7.264024872002551e-05,6.174858108643746e-05,1.7978525000411336
2013-10-25,3.967999624918889e-05,0.4700203205281208,0.0005852398823500345,1.929537496794438,7.162578631104628e-05,6.078075447019727e-05,1.8050855111285553
2013-10-28,4.081308187982178e-05,0.4659200006468717,0.000590183854501032,1.7796196637834285,7.23110572543342e-05,6.0571380289518775e-05,1.7717617470609393
2013-10-29,4.2024721372673885e-05,0.46409718369987896,0.0005937255870695728,1.8183799764997348,7.330848376831735e-05,6.107186261756829e-05,1.7444133208694013
2013-10-30,3.243679795796633e-05,0.450235802430098,0.0005978883634605278,1.7769594016586074,6.270022006878734e-05,5.8889258246565996e-05,1.9329965969525806
2013-10-31,3.3498134377451295e-05,0.445949678778537,0.0006033213578814813,1.678109844603327,6.339726398104087e-05,5.6153083547671334e-05,1.8925610383757872
2013-11-01,3.528785039280735e-05,0.4440938794547128,0.0006062779256281478,1.6609102766748174,6.495659742553509e-05,5.551619193272047e-05,1.8407637955406617
2013-11-04,3.477448195487655e-05,0.44486378361307893,0.0006097296797628888,1.699441253377383,6.477777900212e-05,5.653656486677119e-05,1.862796377130098
2013-11-05,3.766596277267884e-05,0.4458955354089477,0.0006045819413593261,1.784293907464122,6.728763215034712e-05,5.881874440807972e-05,1.7864306975621629
2013-11-06,3.8333959556374354e-05,0.4479465659931851,0.0006060360181069899,2.1599858796919067,6.827587423911583e-05,8.016413844564362e-05,1.781080666574726
2013-11-07,4.0431492315281525e-05,0.44036571156632365,0.0006123920818668436,2.239669893038112,6.929280864109687e-05,7.891848799328724e-05,1.713832576367875
2013-11-08,4.3778322206368926e-05,0.443921749243643,0.000613839329063831,2.269071019631365,7.277183648902345e-05,7.300656008675542e-05,1.6622801610801912
2013-11-11,4.088414418239951e-05,0.44582688081729027,0.0006079404713420121,2.277539557794932,7.028687487297476e-05,7.350032928995365e-05,1.7191719743330969
2013-11-12,3.99781619662566e-05,0.4462550920468555,0.0006034133523519185,2.2223868774106474,6.93109823695398e-05,7.262212995086264e-05,1.7337210857277892
2013-11-13,4.4902541372157916e-05,0.45133236213074995,0.0006133543141762848,2.375593200214832,7.490100553915158e-05,7.507031637004745e-05,1.6680794282524594
