Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_CELG,Predicted_Covariance,Future_Cov_45_CELG,Beta_Predicted
2013-03-20,6.839791392936718e-05,0.5200559724748415,0.00030545312956673155,1.2169105455053388,7.516987118984288e-05,6.891213687235523e-05,1.099008242670514
2013-03-21,6.814178529168062e-05,0.520763537457411,0.0003146907938422309,1.25601676544209,7.625869013363423e-05,6.840948992360815e-05,1.1191178776313129
2013-03-22,6.79733209422515e-05,0.5311150506812868,0.00032056379591996226,1.273482270757255,7.839982421404896e-05,6.871679214383928e-05,1.1533911117959879
2013-03-25,7.243408887933498e-05,0.5373125660871991,0.0003270165905814895,1.2709699656561109,8.269578830485653e-05,6.949667552366707e-05,1.141669476130446
2013-03-26,7.339742545776695e-05,0.5471942420608554,0.00032979046874910545,1.290032137293334,8.513359676581828e-05,6.942087842567379e-05,1.1598989506083472
2013-03-27,7.311742529462491e-05,0.5560129515382222,0.00033193102710340333,1.2278651600046235,8.662021909713961e-05,7.287780923913249e-05,1.1846727199173865
2013-03-28,6.422356192814954e-05,0.5324998463712433,0.0003428304958071166,1.1624546919752026,7.901442871415317e-05,6.94179311403955e-05,1.2303028100894027
2013-04-01,6.678777769649997e-05,0.5185856472926583,0.000348175476222254,1.2351943160417411,7.908025815792244e-05,7.402256804961482e-05,1.1840528444782594
2013-04-02,6.451960799026473e-05,0.5126776497527872,0.0003511545982425672,1.3876904577904683,7.716838736079706e-05,8.965547113841963e-05,1.1960455087148218
2013-04-03,6.836168011312682e-05,0.5100299683422124,0.00036087309435002833,1.4292150997516715,8.010863113942917e-05,9.055461617060404e-05,1.1718353177812946
2013-04-04,6.901245142532413e-05,0.5064957856724565,0.0003664623594957618,1.5261291392660103,8.054790517651695e-05,0.00010098615544736262,1.1671503259621911
2013-04-05,6.697476452894188e-05,0.5123816340730507,0.00038516716646288987,1.560261305963312,8.229506288087276e-05,0.00010210924543603964,1.2287473268429412
2013-04-08,7.273438811092278e-05,0.5137325497148224,0.00040123428806029045,1.4742341704526436,8.776189609238401e-05,9.98803472913044e-05,1.2066080209342478
2013-04-09,7.022991067372413e-05,0.5214796144601713,0.0004108852093529185,1.4556025484091923,8.858468555258119e-05,0.00010114668528394629,1.2613526729961275
2013-04-10,6.636144982931065e-05,0.5232117574089291,0.00041884212972379914,1.373959770429677,8.72289424471196e-05,9.782652842155405e-05,1.3144520300789473
2013-04-11,6.716170407401359e-05,0.5272963684236681,0.00042791822410775243,1.3564606260811043,8.939145885768604e-05,9.78711445401955e-05,1.3309885460793969
2013-04-12,6.98842565011876e-05,0.5353162927637024,0.00043448606888175104,1.3114497351158216,9.32798983652594e-05,9.5819867957079e-05,1.3347770017940197
2013-04-15,9.593981606210937e-05,0.5449363639679436,0.00044896931048662075,1.4474407339538833,0.00011309764405038318,8.736214499331462e-05,1.1788394922204792
2013-04-16,8.836558039441448e-05,0.5485490656747746,0.00045445148554961487,1.4881627070159882,0.0001099260975583688,9.129081982186945e-05,1.2439922543112403
2013-04-17,8.959564094882932e-05,0.5536396162660452,0.00046817095324514136,1.4756744908341723,0.00011338949782542427,0.00010487344019476136,1.2655693583372467
2013-04-18,9.719405369416862e-05,0.5528080710484836,0.000481839296302288,1.4516003951455474,0.00011963144016715089,0.00010182492837694432,1.2308514319567725
2013-04-19,7.72897485213767e-05,0.5458657420813163,0.0004979387459075659,1.3565855587007587,0.00010708650558522703,9.844472862545822e-05,1.3855201709656124
2013-04-22,7.797978274745508e-05,0.5404127824147366,0.0005123340685293399,1.324043661093409,0.000108017281060927,9.817851332275473e-05,1.3851959733044041
2013-04-23,8.499754389235151e-05,0.5304978353889042,0.0005219086908809983,1.437203698253269,0.00011173367128189011,0.00010629316296791502,1.3145517642650901
2013-04-24,7.773768893068322e-05,0.5056153380559958,0.0005175655470339985,1.4338115431017893,0.00010141886174869528,0.00010701348098050717,1.3046292363943053
2013-04-25,6.90805921567358e-05,0.500828130520819,0.0005379321560074837,1.450348092171043,9.654515700249777e-05,0.00010845483290169973,1.3975728057375083
2013-04-26,7.034557142953508e-05,0.520898269953972,0.0005357473216282966,1.4795429091321406,0.00010112331549045265,0.00011150191102586575,1.437522127341698
2013-04-29,6.776168711759701e-05,0.5225904101076736,0.0005318733225180033,1.5227787032723323,9.921050149462936e-05,0.00011343151075796478,1.4641090816179725
2013-04-30,5.8041023931509805e-05,0.5209068210599853,0.0005403321150955329,1.5276834627940663,9.224821420439308e-05,0.00011363921795138365,1.589362281293466
2013-05-01,6.311211636341748e-05,0.526229426365122,0.0005179029858772814,1.5194818045764211,9.513837060947987e-05,0.00011373581620971953,1.5074501710835702
2013-05-02,6.214021471172626e-05,0.528881791321565,0.000489922439533503,1.4778259579891933,9.228022731551596e-05,0.00010897108180002567,1.4850323215587808
2013-05-03,7.476459886581012e-05,0.5671179139145045,0.00046576885108502367,1.4866634787763764,0.00010582946245048555,0.00010804973220059964,1.4155023106648592
2013-05-06,7.535412832838797e-05,0.5848266266450106,0.0004473198680921075,1.491170578567319,0.00010737168206536004,0.00010823364512982835,1.4248944874983072
2013-05-07,7.392273390092128e-05,0.593952199625355,0.00043388071683615693,1.7101712548372632,0.00010637159701388507,0.00012987029336384166,1.4389564806471449
2013-05-08,6.958015556766957e-05,0.5913303491171427,0.0004238375263033699,1.7105485421901974,0.00010154827954575305,0.00012929825569740178,1.4594431230754172
2013-05-09,7.111722928104653e-05,0.5889930572533847,0.0004137227495627921,1.7096770185506596,0.00010103045080438899,0.0001291704866959861,1.4206184890180282
2013-05-10,7.562958883543677e-05,0.5972301173554894,0.00041705108598190176,1.6760366848404693,0.00010606746716522171,0.0001271010679013182,1.4024599207595199
2013-05-13,7.357910230951406e-05,0.5951802021036758,0.0004241222316651625,1.6790741764949697,0.00010514079051469017,0.0001274764584123302,1.4289490794874111
2013-05-14,7.590263764609063e-05,0.588195264636265,0.0004292312530422893,1.665115739774559,0.0001061684864206266,0.0001237420773824978,1.398745678847892
2013-05-15,7.650099964197039e-05,0.5773809130250188,0.0004342416326945991,1.6922680075836858,0.00010523536396556039,0.00012490553739823932,1.3756076973904743
2013-05-16,7.639729836462006e-05,0.5590924453451941,0.0004207866122293237,1.6310128863407054,0.0001002428905673947,0.00011947941116011276,1.3121261185044424
2013-05-17,7.425705624970095e-05,0.5794638188839849,0.00043052541933462693,1.6635999445080925,0.00010360830951746301,0.00011890560029922733,1.3952655107827583
2013-05-20,7.217439206379002e-05,0.5720639972758984,0.00043647987574372567,1.648051245542986,0.00010153558985329087,0.00011836712471361246,1.4068090765981165
2013-05-21,7.13709588975209e-05,0.5694359077539126,0.0004399448851555966,1.6678148047345864,0.00010090315642544182,0.0001199154817152102,1.4137845138149983
2013-05-22,7.35750525384875e-05,0.5633887681474778,0.00044407789703675333,1.6956216752028053,0.00010183640365334625,0.00011960765523243108,1.3841159488139692
2013-05-23,7.454058968752127e-05,0.5565064493681894,0.0004398908660695415,1.7069323206533602,0.00010077181622423746,0.00012045380446971675,1.3519052726397673
2013-05-24,7.630250921850573e-05,0.5462214646983974,0.0004280274312239186,1.700555286315509,9.871291432405542e-05,0.00011994734310354066,1.2937046937915702
2013-05-28,7.438631671877e-05,0.5232745242377139,0.0004256700983807104,1.6957233247728214,9.311350844994956e-05,0.00011840045001114887,1.2517558679774516
2013-05-29,7.273626036607267e-05,0.511809679270286,0.00042399050792197776,1.6534019392522252,8.987978942005627e-05,0.00011810944681375115,1.235694397370752
2013-05-30,7.309916508279677e-05,0.5429864055747978,0.0004199190102228679,1.6457629597242924,9.513228601501677e-05,0.0001172673491854762,1.3014141256916394
2013-05-31,7.696255068093324e-05,0.5311468885586808,0.0004152763137007619,1.7231533850614515,9.495611733379283e-05,0.00011380998873679899,1.2337963917991264
2013-06-03,7.835861755638394e-05,0.5514469080568813,0.0004201514140670412,1.839930877867456,0.000100057581990555,0.00012239456128726475,1.2769186735403708
2013-06-04,7.696792659140356e-05,0.5736622799954885,0.0004162507024268045,1.7887328858935116,0.00010268066627816656,0.00011837946281233166,1.3340708373666235
2013-06-05,8.390672708275947e-05,0.6058369388661609,0.00040132771424874136,1.6276418171872904,0.00011117412391658446,9.962751955222184e-05,1.3249727141297076
2013-06-06,8.864935953499249e-05,0.6070383043457486,0.00040176883281218515,1.5897713038860666,0.0001145623777618577,9.555494491413641e-05,1.2923091420264192
2013-06-07,8.584609796353898e-05,0.621718883373976,0.00039780713831370085,1.5109818460427424,0.00011489222077231555,8.607014144104362e-05,1.3383511131876162
2013-06-10,7.344670994631798e-05,0.6175617774951433,0.00040120211934943975,1.4773316019074805,0.00010601033110285917,8.432478365289557e-05,1.4433639189603165
2013-06-11,7.540176794643908e-05,0.6072326589998516,0.0004063740807714421,1.564437167815774,0.00010629403312214604,8.614525314794156e-05,1.4097021332132553
2013-06-12,7.564969572692771e-05,0.6050763576455861,0.0004027043925060989,1.6330871319611164,0.00010561046627808088,9.502891086308977e-05,1.3960461474862027
2013-06-13,7.668406692361186e-05,0.5922864702712974,0.00039963672030183693,1.6914143446671956,0.00010368527262789244,9.068429130358182e-05,1.3521097248425489
2013-06-14,7.978958283363962e-05,0.5849244069254902,0.00039014212331122376,1.6708973232386053,0.00010320108475806973,8.96291694706832e-05,1.2934155198334956
2013-06-17,6.406673037804978e-05,0.5886223836183607,0.0003816982737160793,1.794369856845201,9.204774449981322e-05,9.48435343641731e-05,1.4367479650772088
2013-06-18,5.269216623890948e-05,0.5945709299056166,0.00037375832868522045,1.7226859518093045,8.343958546672789e-05,9.013783040288398e-05,1.5835292306717423
2013-06-19,5.313666894497608e-05,0.6001903411928944,0.00035740594570800294,1.607693857518823,8.27117198702542e-05,7.99244044838525e-05,1.5565845867362063
2013-06-20,6.610900161714408e-05,0.6128832272382166,0.00034815357945642937,1.7327914814346006,9.298084051388892e-05,6.030029018471082e-05,1.4064777600540281
2013-06-21,6.524441916700448e-05,0.6083151690162673,0.00034586798718374564,1.6670211112394413,9.138091746560618e-05,5.8496526909711796e-05,1.4005936236737855
2013-06-24,5.5679700730278476e-05,0.601165930742246,0.00034086958561261704,1.8164656298419228,8.28203254531811e-05,6.818185225832885e-05,1.4874420007100293
2013-06-25,5.683904438603972e-05,0.5981919236141292,0.00033747659881135474,1.8642533817646672,8.284871194098489e-05,6.701521898354074e-05,1.4576021260718701
2013-06-26,5.616484134519195e-05,0.5988852639215589,0.00032209470711356446,1.818319810143982,8.05503977691814e-05,6.19203510937916e-05,1.4341783193887185
2013-06-27,5.600093181678947e-05,0.6114635634695141,0.0003355342703263963,1.8987182157416107,8.381787607654319e-05,6.396646109378196e-05,1.4967228822327203
2013-06-28,5.651835513949762e-05,0.6061958584003508,0.00031969996619255793,1.901985718650713,8.148525277020816e-05,6.38943450455205e-05,1.441748482755517
2013-07-01,4.0959150997653995e-05,0.5979954438072871,0.0003183632541623524,1.9061392252295,6.828649402263719e-05,6.537745827893898e-05,1.6671852897182466
2013-07-02,4.708768430286185e-05,0.5909394219091526,0.0003136260252558187,1.9124373385929687,7.181293496660609e-05,6.550702023004829e-05,1.5250895436843876
2013-07-03,4.5307854285029834e-05,0.5851931275646288,0.00030226618762970364,1.9120784640862265,6.848268020319483e-05,6.549394728385566e-05,1.5114968758479077
2013-07-05,5.048108536897671e-05,0.5816399618002777,0.00030169807369481553,1.91870468267722,7.178023037166599e-05,6.474510835398527e-05,1.4219232777387691
2013-07-08,5.858594159480322e-05,0.576588400319234,0.00030483904211753006,1.9114257114048436,7.705448149590906e-05,6.535938889991407e-05,1.3152384240717583
2013-07-09,6.185296409698371e-05,0.5750811440601215,0.00031309743371264135,1.8821807082927409,8.002932249833936e-05,6.277382553287426e-05,1.2938639831852783
2013-07-10,6.043816195282401e-05,0.5756981974956951,0.0003199050912652383,1.8766847397645992,8.004995086494623e-05,6.302446071477983e-05,1.3244934703247682
2013-07-11,6.428746384905295e-05,0.5769470248699838,0.00028920192792130945,1.3843442929791772,7.866828394008316e-05,4.116658544126724e-05,1.223695557889737
2013-07-12,6.999194674271863e-05,0.5749445826358982,0.0003024280005627303,1.3054069092100529,8.364905169866179e-05,3.970393660550266e-05,1.1951239477042253
2013-07-15,7.060701256657018e-05,0.5736749020356632,0.00030695019886523966,1.2721599304204514,8.445468141285496e-05,3.882567485795381e-05,1.1961231376731714
2013-07-16,3.5042919617133015e-05,0.5438390719891708,0.00031703500642724927,1.2476923843828664,5.732237247672849e-05,4.096083279649274e-05,1.6357761597210843
2013-07-17,3.792838595062833e-05,0.527487828843692,0.00032401185235454217,1.2386723240113084,5.847565195859112e-05,4.072375885073037e-05,1.5417384761563364
2013-07-18,3.7451029819475974e-05,0.5190848756507376,0.0003182892914373217,1.1781783745205034,5.6673661394118365e-05,4.21179707234441e-05,1.5132737782459025
2013-07-19,4.0860668714576163e-05,0.5172888027799963,0.00031343187677311486,1.213119855060922,5.854063032668144e-05,4.3933766861114595e-05,1.432688993310536
2013-07-22,3.950888193740232e-05,0.51771922449047,0.00032443692746900144,1.2000128636602811,5.861473444453112e-05,4.351914405230461e-05,1.483583730296393
2013-07-23,3.3171208880188284e-05,0.4975172452791771,0.0003068098916466852,1.179566992914786,5.019072480050932e-05,4.288089381633607e-05,1.5130809667442073
2013-07-24,3.471216593235655e-05,0.4842993011183061,0.0002977008133652748,1.2551666692034469,4.923168606002441e-05,4.563451453021209e-05,1.418283323373194
2013-07-25,3.488954269695917e-05,0.47822862348915074,0.0002816269278735327,1.1126622996044655,4.740457898873801e-05,4.086915614374498e-05,1.3587045092703267
2013-07-26,3.343176772700175e-05,0.4763431756754534,0.0002705843066584197,1.0956269446663285,4.5305499244925444e-05,4.090078712744089e-05,1.3551631374949302
2013-07-29,3.360094972876798e-05,0.4724681158456213,0.0002682511688315609,1.1250303438303777,4.4855850301840945e-05,4.3358653719999195e-05,1.3349578111310618
2013-07-30,3.816574763863081e-05,0.46546488964065075,0.0002640953112022332,1.131402014074577,4.6730901576057424e-05,4.363142852402054e-05,1.2244199175272303
2013-07-31,3.750748633018741e-05,0.46157473022867446,0.0002626189793632146,1.191261135108416,4.5810397368393836e-05,4.8231193927011046e-05,1.2213667683596257
2013-08-01,4.226173154810077e-05,0.4599184303237531,0.0002534627033197485,1.2939190833413403,4.7600497104003446e-05,5.013572130510666e-05,1.1263262379542185
2013-08-02,4.130983358011611e-05,0.45732987212651444,0.000243422964062632,1.3667718439537162,4.5860318403300096e-05,5.49868153276271e-05,1.1101550025457934
2013-08-05,3.7225611971094185e-05,0.45284425938451695,0.00023467707931321716,1.487206597593605,4.2325795273146726e-05,6.399908647384774e-05,1.1370073729348722
2013-08-06,4.1983018398946586e-05,0.4737537858924239,0.00023519943829677624,1.4005543355116457,4.7076879009138746e-05,5.9506236759407255e-05,1.121331452678971
2013-08-07,4.81253999850549e-05,0.48222744457233724,0.00024027933218504445,1.4733582305216455,5.1855796277949506e-05,7.793151946084701e-05,1.0775140839152102
2013-08-08,4.5117615842124565e-05,0.48800167197258065,0.00025556038670394713,1.4722099451447357,5.2401189958148e-05,7.879778580540534e-05,1.1614352615951626
2013-08-09,4.7210405389653165e-05,0.49269729131251533,0.0002574797872674772,1.4765897588617267,5.432135697844568e-05,7.922210800491006e-05,1.1506225487813961
2013-08-12,4.729046229109182e-05,0.4890374812529634,0.00026094333265682263,1.4261177000207204,5.432528684074481e-05,7.824474414542943e-05,1.1487577876983064
2013-08-13,5.1414947954433665e-05,0.5220327144221545,0.000255904840137789,1.4441407962501431,5.987998326246726e-05,8.51195925408639e-05,1.164641522452492
2013-08-14,5.361675369996386e-05,0.5455699648095516,0.0002515774323019223,1.4461874582243224,6.336311959740023e-05,8.547928304477102e-05,1.1817783663661632
2013-08-15,5.120699157562921e-05,0.5588647680358299,0.0002463451359845685,1.35803228347752,6.276873241224661e-05,7.44950373054202e-05,1.2257844189018896
2013-08-16,4.9139520575593413e-05,0.5623778209683705,0.00025208267191406415,1.3520455102521574,6.259146820367208e-05,7.360508547914965e-05,1.273750078765725
2013-08-19,5.1240075352845624e-05,0.5653788181498919,0.00025943484883811434,1.3704171709395874,6.518663604856032e-05,7.341018984739337e-05,1.2721807218212877
2013-08-20,5.687877447837599e-05,0.5707117622063494,0.00026492794132030033,1.3488893619823237,7.005769122556368e-05,7.298939217178212e-05,1.231701840766594
2013-08-21,5.746511661394483e-05,0.56198725144673,0.0002733726060942124,1.3966695572237566,7.043785244955093e-05,7.394010792374356e-05,1.2257497521976326
2013-08-22,5.43081375808944e-05,0.5457365449575737,0.0002852745663474566,1.40433691357295,6.792771703717423e-05,7.276607492565822e-05,1.250783401216675
2013-08-23,4.6628310947370826e-05,0.5255801155184907,0.00029622318763529947,1.4071504842656173,6.17693873001311e-05,7.277408523702431e-05,1.324718524971877
2013-08-26,5.7057237442025364e-05,0.5268798782900141,0.0002936852765485614,1.4396578793588464,6.82037212048361e-05,7.4129205948082e-05,1.1953561767538508
2013-08-27,6.26349019454684e-05,0.5602821809216886,0.00028252703242724484,1.4409442721045749,7.453238442831737e-05,6.523996352921784e-05,1.1899497263236276
2013-08-28,6.352118414260544e-05,0.5720646027918722,0.00028220855824081625,1.4622739243064575,7.659306675241019e-05,6.674620252056216e-05,1.205787766494691
2013-08-29,6.345432123592429e-05,0.5741982818655863,0.00028774647355867916,1.4686577549587576,7.758852486791244e-05,6.706016224184036e-05,1.2227461165243094
2013-08-30,6.533098257867051e-05,0.5827624316805363,0.00028741361444794395,1.430040874628448,7.985549571518022e-05,6.465504727035554e-05,1.2223219759326216
2013-09-03,6.741624909395761e-05,0.5895444223338954,0.0002908796681784803,1.393793565346688,8.255730562945195e-05,6.348649875218705e-05,1.2245906104089586
2013-09-04,5.29054408502055e-05,0.5931941076233348,0.00028687366924296035,1.2684262076702986,7.307895716396914e-05,5.684185402280856e-05,1.381312696569001
2013-09-05,5.526096611110341e-05,0.5934940654747223,0.00028381657180262765,1.1294722935734005,7.432663857879498e-05,5.568142628525228e-05,1.3450115661995414
2013-09-06,5.903493096893949e-05,0.5921955704552956,0.00028215388889642743,1.2010081270069382,7.642979675825349e-05,6.317735499031252e-05,1.2946537838498717
2013-09-09,5.950680039687122e-05,0.5919960789365484,0.00028127237848087294,1.2013226509907808,7.658887190543749e-05,6.139551476144134e-05,1.287060829932715
2013-09-10,6.058865375686932e-05,0.5925655968719682,0.0002804954154773938,1.2028822954132772,7.724937399994636e-05,6.069946345064945e-05,1.2749808620923204
2013-09-11,5.2548421709793746e-05,0.5632987262731036,0.0002850265444153397,1.1721364795598617,6.893840979024566e-05,6.0304906503401766e-05,1.3119025757037575
2013-09-12,5.463125330927889e-05,0.5488967818509439,0.0002859485883046874,1.181586238868738,6.860491726121528e-05,6.07606421334212e-05,1.2557815006151984
2013-09-13,5.629719144726608e-05,0.5182971284697862,0.0003211170259129374,1.1873614788816798,6.968733136801655e-05,6.127846327896813e-05,1.2378473877030454
2013-09-16,5.4138744378514925e-05,0.5094010035070488,0.0003153978331787931,1.1815156834056837,6.656458648415366e-05,6.10406398163074e-05,1.2295184760614795
2013-09-17,5.7555509167455784e-05,0.5039621775660297,0.0003092262172991027,1.180960756591619,6.723254448109058e-05,6.0992786975230826e-05,1.1681339537016309
2013-09-18,6.204530316157312e-05,0.5052179800971041,0.00029843372061714047,1.1741026118921651,6.874754600597716e-05,5.8026002492083616e-05,1.1080217599541842
2013-09-19,6.178297806302708e-05,0.5069447747670158,0.0002879570009429251,1.207060158107503,6.76174659586998e-05,6.092578664247908e-05,1.09443520009218
2013-09-20,6.675064824066973e-05,0.5095901619628217,0.0002924596147148281,1.3940997800136978,7.120028476548476e-05,6.5521182995154e-05,1.0666605739733321
2013-09-23,6.644616634370019e-05,0.512685008409334,0.00029473870784374587,1.3457798236460026,7.17470700554862e-05,6.232923081155053e-05,1.0797774198795231
2013-09-24,6.687102886618699e-05,0.5141508011525923,0.0002964881980502012,1.3485740477754822,7.239577552748152e-05,6.206698830339828e-05,1.0826179401598544
2013-09-25,5.221698153901886e-05,0.5169034440967685,0.00029971059889872793,1.3357788782690685,6.466456468247091e-05,6.0926391914084836e-05,1.238381897547078
2013-09-26,5.0374063840171386e-05,0.5178809393849975,0.00030172791850520257,1.30485685549143,6.384709906450913e-05,5.948832592308755e-05,1.2674597639587997
2013-09-27,5.122431082106018e-05,0.5171559608159897,0.00031096016869490607,1.394709313660954,6.526975438736048e-05,6.293857217690976e-05,1.2741948762446935
2013-09-30,5.1567877421329924e-05,0.520427828986304,0.00031905501233597366,1.450674341577983,6.675486553825689e-05,6.504437900092993e-05,1.2945048133907717
2013-10-01,5.3629225784131454e-05,0.5227016430839249,0.0003265134008875588,1.4163278848930396,6.916798661972751e-05,6.223039414251487e-05,1.2897442692561465
2013-10-02,4.9785428743887e-05,0.5332457552071436,0.0003286201487364155,1.3093104530545638,6.820647838221056e-05,5.834370111896554e-05,1.370008858075475
2013-10-03,5.1677659876475144e-05,0.5482339111968244,0.0003311004140901306,1.2468748905767608,7.171288212299032e-05,5.492951321406585e-05,1.3876960043160869
2013-10-04,4.988490741732951e-05,0.555499772905659,0.00033417520169512434,1.1909346451554852,7.172252663109457e-05,5.1543205044461666e-05,1.4377600429539716
2013-10-07,5.300164613196136e-05,0.5641391199920958,0.0003424128749220235,1.1005396289212137,7.599866068834922e-05,4.5648831501248844e-05,1.4338924587196937
2013-10-08,5.7418241986777646e-05,0.5785335366712605,0.0003477559136546673,1.0462727398056555,8.175056201503187e-05,4.313374076821409e-05,1.4237733372933552
2013-10-09,4.671951297786224e-05,0.5384825566790065,0.00035318469861215666,1.04122885956754,6.917063027724892e-05,4.348994351066185e-05,1.4805511844702879
2013-10-10,5.493659376391755e-05,0.5339692529662953,0.00034507533617506085,0.8385568811282639,7.351975891282208e-05,2.7485012876134233e-05,1.3382656964274693
2013-10-11,5.397060840252837e-05,0.5186742377770394,0.000343802215263767,0.7928057999827551,7.065252211411271e-05,2.5942250007699628e-05,1.3090925636258501
2013-10-14,5.390763459317086e-05,0.5095140314859343,0.0003419809156903479,0.8246730454900297,6.918026509800599e-05,2.715878003567891e-05,1.283311086084454
2013-10-15,5.553151341989191e-05,0.502881589488816,0.00033804667321031177,0.854321822963545,6.890073017080165e-05,3.149569709802181e-05,1.2407500881494211
2013-10-16,4.144281603770634e-05,0.4613816909779821,0.00032667233679921717,0.767635726260115,5.3683542307728435e-05,2.567586320155107e-05,1.2953642498348805
2013-10-17,4.1583055321708076e-05,0.4247135293014816,0.00031303480841964867,0.7367226681399686,4.845634021640984e-05,2.4135706456824997e-05,1.1652905213800782
2013-10-18,4.3823960134694674e-05,0.3982597619147396,0.00031255124720831545,0.7468298520535253,4.6610402990632586e-05,2.423082459053196e-05,1.0635826348731074
2013-10-21,4.4710412594374516e-05,0.38455011164843833,0.00030785403062800944,0.7349494793610353,4.511590802430434e-05,2.3851834985021974e-05,1.0090693734725418
2013-10-22,4.4371990394003997e-05,0.3762881302750347,0.00030527245881230395,0.7340533278085484,4.3794420756380754e-05,2.3716539474763745e-05,0.9869834633854674
2013-10-23,3.6244305626284386e-05,0.3685846939257321,0.00030185761567047347,0.7265025255570999,3.855300699187624e-05,2.2920134430581854e-05,1.0636983196587324
2013-10-24,4.040389782719303e-05,0.3667992210559484,0.0002978911338908631,0.7517732365168674,4.024100565847073e-05,2.3660935629610467e-05,0.9959684045975221
2013-10-25,3.967999624918889e-05,0.37061233573024127,0.0002947000664610105,0.7863078183833194,4.007705482742398e-05,2.476882803601951e-05,1.010006517534467
2013-10-28,4.081308187982178e-05,0.37801986117979564,0.0002935508667374182,0.6179363022595852,4.137671395693441e-05,2.1032165198315823e-05,1.0138100837072854
2013-10-29,4.2024721372673885e-05,0.39953502337234353,0.00029592652428310186,0.6601682833602363,4.455528476611992e-05,2.217232219168032e-05,1.060216065943783
2013-10-30,3.243679795796633e-05,0.3903964305683428,0.0002862105194488597,0.6714913368121022,3.76155678176393e-05,2.2253534158940108e-05,1.1596572468831217
2013-10-31,3.3498134377451295e-05,0.37582984802716324,0.00027744734649380674,0.6493951428243763,3.623196318194643e-05,2.1730126801734393e-05,1.0816113749407898
2013-11-01,3.528785039280735e-05,0.3597123177948368,0.00027313606251451786,0.6265529658844666,3.5314855518083596e-05,2.094263320454335e-05,1.0007652811088132
2013-11-04,3.477448195487655e-05,0.35342044191750305,0.0002698936307763091,0.640055643916286,3.423878287495574e-05,2.1293202903425345e-05,0.9845950521817712
2013-11-05,3.766596277267884e-05,0.35678542926085705,0.0002676803186407872,0.6440518338881809,3.582530254054361e-05,2.1230986691459994e-05,0.9511320009727626
2013-11-06,3.8333959556374354e-05,0.3247597645880813,0.00026592802437493015,0.970845893596254,3.27895994640137e-05,3.603126546120554e-05,0.8553668820929637
2013-11-07,4.0431492315281525e-05,0.3594046815935374,0.00026884586074562775,1.0899983415736345,3.747100080476181e-05,3.840790167317667e-05,0.9267775849717829
2013-11-08,4.3778322206368926e-05,0.38923496893831844,0.00027275584777449103,0.9433886925199744,4.2533237616555434e-05,3.035319858644812e-05,0.9715593351443615
2013-11-11,4.088414418239951e-05,0.41089276807610575,0.00028053844884837914,0.9208068497308894,4.4005012511491486e-05,2.9716105889810024e-05,1.0763344419090348
2013-11-12,3.99781619662566e-05,0.4253467923034829,0.00028819657873212467,0.937798805326716,4.56561182093302e-05,3.064495538578371e-05,1.142026445534591
2013-11-13,4.4902541372157916e-05,0.411049752796813,0.00028236606424831103,0.997857978343996,4.62845560496672e-05,3.15329721098231e-05,1.0307780948533618
