Date,Code,Symbol,Close,Volume,Adjustment Factor,Adj_Close,Log_Return,SPY_Return,Beta_45d,Future_Beta_45d,Variance_45d,Variance_45d_MA,Variance_5d_MA,MA_45d,MA_5d
2010-01-05,142041,UPRO,159.61,1514764.0,1.0,159.61,0.008557278670181601,0.0026436391850606,,3.0065030983666468,,,,,
2010-01-06,142041,UPRO,160.07,1500210.0,1.0,160.07,0.0028778798641390137,0.0007037917067137724,,3.006448801859404,,,,,
2010-01-07,142041,UPRO,162.02,1069500.0,1.0,162.02,0.012108564843739095,0.004212380076925267,,3.006608549392112,,,,,
2010-01-08,142041,UPRO,163.6,1241446.0,1.0,163.6,0.009704639766301504,0.00332226219197786,,3.006719583283591,,,,,
2010-01-11,142041,UPRO,164.18,1459498.0,1.0,164.18,0.0035389627514735298,0.0013955519055172563,,3.006295200746089,,,,,0.007357465179166948
2010-01-12,142041,UPRO,159.72,1230266.0,1.0,159.72,-0.027541104725099557,-0.00937000594207626,,3.0082315111860876,,,,,0.00013778850011071723
2010-01-13,142041,UPRO,163.79,1650616.0,1.0,163.79,0.025162837299267486,0.008410773254615995,,2.983139279247021,,,,,0.004594779987136412
2010-01-14,142041,UPRO,165.01,1314858.0,1.0,165.01,0.0074209586304253275,0.002700938257075907,,2.9837405894826863,,,,,0.0036572587444736585
2010-01-15,142041,UPRO,159.54,2552662.0,1.0,159.54,-0.033711403641730184,-0.011287690394680128,,2.985311702989993,,,,,-0.005025949937132679
2010-01-19,142041,UPRO,165.52,1415239.0,1.0,165.52,0.036797358954304325,0.012418174449160133,,2.986309111291953,,,,,0.0016257293034334804
2010-01-20,142041,UPRO,160.51,2092858.0,1.0,160.51,-0.030735787512161383,-0.010220661148887651,,2.9864202344686976,,,,,0.0009867927460211145
2010-01-21,142041,UPRO,151.11,3295355.0,1.0,151.11,-0.06034819749945734,-0.019416364211104684,,2.972829859815152,,,,,-0.01611541421372385
2010-01-22,142041,UPRO,141.31,3523747.0,1.0,141.31,-0.06705198983101407,-0.022544071865518076,,2.9695804309845335,,,,,-0.03101000390601173
2010-01-25,142041,UPRO,143.05,1261498.0,1.0,143.05,0.012238160901464627,0.005114633489588099,,2.973060391589651,,,,,-0.021820090997372768
2010-01-26,142041,UPRO,141.25,1398193.0,1.0,141.25,-0.012662849469569033,-0.004199385393481015,,2.974183063766389,,,,,-0.03171213268214744
2010-01-27,142041,UPRO,143.3601,1837359.0,1.0,143.3601,0.014828276744469602,0.00474583349451048,,2.9746830483062348,,,,,-0.02259931983082124
2010-01-28,142041,UPRO,138.34,1628161.0,1.0,138.34,-0.0356452235985812,-0.01153858955649378,,2.9667225558156325,,,,,-0.017658725050646012
2010-01-29,142041,UPRO,133.81,1454565.0,1.0,133.81,-0.033293539855541246,-0.010928058373635528,,2.9623324831514686,,,,,-0.01090703505555145
2010-02-01,142041,UPRO,140.07,1277266.0,1.0,140.07,0.045721414334057874,0.015431121627790404,,2.9603468729803706,,,,,-0.0042103843690328
2010-02-02,142041,UPRO,145.26,1236477.0,1.0,145.26,0.03638294252706666,0.012030768513439743,,2.9566106073063234,,,,,0.005598774030294339
2010-02-03,142041,UPRO,143.1,987962.0,1.0,143.1,-0.014981553615616833,-0.004995242211100722,,2.9561671024800202,,,,,-0.0003631920417229477
2010-02-04,142041,UPRO,129.97,3095224.0,1.0,129.97,-0.0962400319689081,-0.031352269690766106,,2.8710652028935892,,,,,-0.012482153715788327
2010-02-05,142041,UPRO,130.72,3516412.0,1.0,130.72,0.005753976518195657,0.002064759062967673,,2.8701810815494704,,,,,-0.004672650441040946
2010-02-08,142041,UPRO,127.91,1837083.0,1.0,127.91,-0.021730739500390936,-0.007245385730093096,,2.8529066574466797,,,,,-0.01816308120793071
