Date,Code,Symbol,Close,Volume,Adjustment Factor,Adj_Close,Log_Return,SPY_Return,Beta_45d,Future_Beta_45d,Variance_45d,Variance_45d_MA,Variance_5d_MA,MA_45d,MA_5d
2010-01-05,49433,GS,176.14,11700000.0,1.0,176.14,0.017525218020629164,0.0026436391850606,,1.3753205160453759,,,,,
2010-01-06,49433,GS,174.26,7382071.0,1.0,174.26,-0.010730696574172593,0.0007037917067137724,,1.3757027696419202,,,,,
2010-01-07,49433,GS,177.67,8727377.0,1.0,177.67,0.01937946024467383,0.004212380076925267,,1.3630852365399873,,,,,
2010-01-08,49433,GS,174.31,7270763.0,1.0,174.31,-0.01909257382104051,0.00332226219197786,,1.3872979328951054,,,,,
2010-01-11,49433,GS,171.56,7714455.0,1.0,171.56,-0.01590226357809441,0.0013955519055172563,,1.3844140534772136,,,,,-0.0017641711416009037
2010-01-12,49433,GS,167.82,10400000.0,1.0,167.82,-0.022041083206756452,-0.00937000594207626,,1.3621354209125935,,,,,-0.009677431387078026
2010-01-13,49433,GS,169.07,11300000.0,1.0,169.07,0.007420853906951623,0.008410773254615995,,1.3388629271756531,,,,,-0.006047121290853184
2010-01-14,49433,GS,168.53,10500000.0,1.0,168.53,-0.0031990548609463687,0.002700938257075907,,1.322685601703035,,,,,-0.010562824311977224
2010-01-15,49433,GS,165.21,10900000.0,1.0,165.21,-0.01989638354542872,-0.011287690394680128,,1.2821472897042052,,,,,-0.010723586256854866
2010-01-19,49433,GS,166.86,7705236.0,1.0,166.86,0.009937745531428788,0.012418174449160133,,1.2959205513785856,,,,,-0.005555584434950226
2010-01-20,49433,GS,167.79,8893890.0,1.0,167.79,0.005558060027677611,-0.010220661148887651,,1.3415173754981427,,,,,-3.5755788063413475e-05
2010-01-21,49433,GS,160.87,51700000.0,1.0,160.87,-0.04211661209938964,-0.019416364211104684,,1.2563989612884292,,,,,-0.009943248989331665
2010-01-22,49433,GS,154.12,30200000.0,1.0,154.12,-0.042865065644259744,-0.022544071865518076,,1.1397094049975105,,,,,-0.01787645114599434
2010-01-25,49433,GS,154.98,17900000.0,1.0,154.98,0.005564556577847083,0.005114633489588099,,1.1454635538372926,,,,,-0.012784263121339179
2010-01-26,49433,GS,150.88,16000000.0,1.0,150.88,-0.0268112574506567,-0.004199385393481015,,1.1059781245723652,,,,,-0.02013406371775628
2010-01-27,49433,GS,151.5,19900000.0,1.0,151.5,0.0041008060642764195,0.00474583349451048,,1.0898496555940063,,,,,-0.020425514510436515
2010-01-28,49433,GS,153.29,16200000.0,1.0,153.29,0.011745927228592133,-0.01153858955649378,,1.2100748453780894,,,,,-0.009653006644840163
2010-01-29,49433,GS,148.72,18500000.0,1.0,148.72,-0.030266208764827458,-0.010928058373635528,,1.1293466059916575,,,,,-0.007133235268953704
2010-02-01,49433,GS,153.13,13000000.0,1.0,153.13,0.02922189041392764,0.015431121627790404,,1.0035126209640504,,,,,-0.0024017685017375923
2010-02-02,49433,GS,156.94,17300000.0,1.0,156.94,0.024576332872210945,0.012030768513439743,,0.9681702883884585,,,,,0.007875749562835935
2010-02-03,49433,GS,157.23,16800000.0,1.0,157.23,0.0018461347828572726,-0.004995242211100722,,0.9645539165161677,,,,,0.007424815306552106
2010-02-04,49433,GS,150.68,18900000.0,1.0,150.68,-0.042551318658344196,-0.031352269690766106,,0.6618709525703744,,,,,-0.003434633870835159
2010-02-05,49433,GS,154.16,18800000.0,1.0,154.16,0.022832641282270544,0.002064759062967673,,0.6620022176974735,,,,,0.007185136138584442
2010-02-08,49433,GS,151.1,10300000.0,1.0,151.1,-0.020049154827417134,-0.007245385730093096,,0.6686057058109801,,,,,-0.002669072909684514
2010-02-09,49433,GS,152.49,14000000.0,1.0,152.49,0.009157150848227134,0.01248197895702856,,0.6898806081795558,,,,,-0.005752909314481277
2010-02-10,49433,GS,153.63,10600000.0,1.0,153.63,0.0074480940156476366,-0.00196051036048179,,2.113538975574388,,,,,-0.004632517467923203
2010-02-11,49433,GS,154.05,11200000.0,1.0,154.05,0.002730110900108355,0.010411918918535825,,2.2009414784314187,,,,,0.004423768443767307
2010-02-12,49433,GS,153.93,10300000.0,1.0,153.93,-0.0007792714206938202,-0.0008326780330307535,,2.069099917695745,,,,,-0.0002986140968255659
2010-02-16,49433,GS,157.4,11500000.0,1.0,157.4,0.022292382361319755,0.01561240270641446,,2.1168488519126973,,,,,0.008169693340921812
2010-02-17,49433,GS,157.26,10100000.0,1.0,157.26,-0.0008898494199329499,0.004727281530708339,,2.1279555264773338,,,,,0.006160293287289794
2010-02-18,49433,GS,155.73,11000000.0,1.0,155.73,-0.009776748056122584,0.005877848455112548,,2.113988555479632,,,,,0.0027153248729357505
2010-02-19,49433,GS,156.18,8693387.0,1.0,156.18,0.0028854497272818628,0.002071606235124907,,2.1988035302893345,,,,,0.0027463926383704527
2010-02-22,49433,GS,156.71,7376850.0,1.0,156.71,0.003387775300595712,0.00017993702252784533,,1.45661467498369,,,,,0.003579801982628359
2010-02-23,49433,GS,156.7,15700000.0,1.0,156.7,-6.381417314966753e-05,-0.012219005264681046,,1.6467145933275888,,,,,-0.0008914373242655257
2010-02-24,49433,GS,158.33,8367274.0,1.0,158.33,0.010348313151367847,0.009155663829581648,,1.6682776032172546,,,,,0.0013561951899946335
2010-02-25,49433,GS,156.44,10500000.0,1.0,156.44,-0.012008912626029485,-0.001354463162509514,,2.177066761057125,,,,,0.0009097622760132533
2010-02-26,49433,GS,156.35,7813025.0,1.0,156.35,-0.0005754659834631057,0.0006323111181270344,,2.2057597887782587,,,,,0.0002175791338642596
2010-03-01,49433,GS,156.54,6526759.0,1.0,156.54,0.0012144844728417918,0.010331134424808697,,1.7960370648988446,,,,,-0.00021707903168652446
2010-03-02,49433,GS,158.75,12000000.0,1.0,158.75,0.014019069396108958,0.002766747268966235,,1.7774284365746855,,,,,0.0025994976821652007
2010-03-03,49433,GS,157.72,10000000.0,1.0,157.72,-0.006509328763374576,0.0008908686558014111,,1.6003045301505319,,,,,-0.0007720307007832836
2010-03-04,49433,GS,163.61,15400000.0,1.0,163.61,0.03666423798555888,0.0030319084668361767,,1.4740318922144544,,,,,0.008962599421534389
2010-03-05,49433,GS,167.18,12200000.0,1.0,167.18,0.021585529276024903,0.014183259563080464,,1.0865383907227364,,,,,0.013394798473431991
