Date,Code,Symbol,Close,Volume,Adjustment Factor,Adj_Close,Log_Return,SPY_Return,Beta_45d,Future_Beta_45d,Variance_45d,Variance_45d_MA,Variance_5d_MA,MA_45d,MA_5d
2010-01-05,90592,GLD,109.7,14200000.0,1.0,109.7,-0.000911161794245659,0.0026436391850606,,0.8340073483854269,,,,,
2010-01-06,90592,GLD,111.51,25000000.0,1.0,111.51,0.016364905696085945,0.0007037917067137724,,0.8329778320881347,,,,,
2010-01-07,90592,GLD,110.82,13600000.0,1.0,110.82,-0.0062070095380669325,0.004212380076925267,,0.8408498360719536,,,,,
2010-01-08,90592,GLD,111.37,15900000.0,1.0,111.37,0.0049507279658052685,0.00332226219197786,,0.8606095884182444,,,,,
2010-01-11,90592,GLD,112.85,17300000.0,1.0,112.85,0.01320151185853576,0.0013955519055172563,,0.8433795748264621,,,,,0.005479794837622876
2010-01-12,90592,GLD,110.49,29200000.0,1.0,110.49,-0.02113448413846112,-0.00937000594207626,,0.813155088222244,,,,,0.0014351303687797842
2010-01-13,90592,GLD,111.54,20000000.0,1.0,111.54,0.009458251836324039,0.008410773254615995,,0.8304788381530109,,,,,5.379959682740299e-05
2010-01-14,90592,GLD,112.03,18300000.0,1.0,112.03,0.0043834216092242745,0.002700938257075907,,0.8191945871256351,,,,,0.0021718858262856446
2010-01-15,90592,GLD,110.86,18000000.0,1.0,110.86,-0.010498548578973331,-0.011287690394680128,,0.8198324766545587,,,,,-0.0009179694826700754
2010-01-19,90592,GLD,111.52,10500000.0,1.0,111.52,0.005935803020555038,0.012418174449160133,,0.8458122206647026,,,,,-0.0023711112502662205
2010-01-20,90592,GLD,108.94,17500000.0,1.0,108.94,-0.023406675056685287,-0.010220661148887651,,0.806831305908531,,,,,-0.002825549433911054
2010-01-21,90592,GLD,107.37,25800000.0,1.0,107.37,-0.014516458509484268,-0.019416364211104684,,0.8104505368866018,,,,,-0.0076204915030727155
2010-01-22,90592,GLD,107.17,24200000.0,1.0,107.17,-0.0018644547211384493,-0.022544071865518076,,0.935339163501295,,,,,-0.00887006676914526
2010-01-25,90592,GLD,107.48,13200000.0,1.0,107.48,0.0028884250223847763,0.005114633489588099,,0.9379069743567209,,,,,-0.006192672048873638
2010-01-26,90592,GLD,107.56,12300000.0,1.0,107.56,0.00074404765337333,-0.004199385393481015,,0.9275358577820908,,,,,-0.0072310231223099795
2010-01-27,90592,GLD,106.528,19000000.0,1.0,106.528,-0.009640970008049417,0.00474583349451048,,0.9518830709946342,,,,,-0.004477882112582805
2010-01-28,90592,GLD,106.48,16800000.0,1.0,106.48,-0.0004506873057582387,-0.01153858955649378,,0.9997374876690409,,,,,-0.0016647278718375995
2010-01-29,90592,GLD,105.96,20300000.0,1.0,105.96,-0.004895509682987383,-0.010928058373635528,,1.032847653073818,,,,,-0.0022709388642073863
2010-02-01,90592,GLD,108.35,14900000.0,1.0,108.35,0.022305063578499016,0.015431121627790404,,0.9381490643746235,,,,,0.0016123888470154616
2010-02-02,90592,GLD,109.13,14300000.0,1.0,109.13,0.007173104142630469,0.012030768513439743,,0.9503268198810748,,,,,0.0028982001448668894
2010-02-03,90592,GLD,108.7,13400000.0,1.0,108.7,-0.003948037997834663,-0.004995242211100722,,0.9607297457522772,,,,,0.00403678654690984
2010-02-04,90592,GLD,104.37,40000000.0,1.0,104.37,-0.04064951629520341,-0.031352269690766106,,0.7407403971275753,,,,,-0.004002979250979193
2010-02-05,90592,GLD,104.68,32700000.0,1.0,104.68,0.0029657998299848095,0.002064759062967673,,0.7453272112258389,,,,,-0.002430717348384755
