Date,Code,Symbol,Close,Volume,Adjustment Factor,Adj_Close,Log_Return,Beta_45,Future_Beta_45,SPY_Log_Return
2010-01-04,44145,ATVI,11.3,9310055.0,1.0,11.3,-0.4160285866177335,,1.1537822987966664,-0.4524903585476407
2010-01-05,44145,ATVI,11.32,11400000.0,1.0,11.32,0.0133394596939275,,1.2427113002347876,-0.2531901065659378
2010-01-06,44145,ATVI,11.26,6541811.0,1.0,11.26,-0.5669473844216552,,1.3236148189567944,-0.573229249571893
2010-01-07,44145,ATVI,10.99,15400000.0,1.0,10.99,-0.572402529798859,,1.4527043244936662,-0.5595532335913158
2010-01-08,44145,ATVI,10.9,11000000.0,1.0,10.9,-0.5585667450907256,,1.5300261191458673,-0.568615184583788
2010-01-11,44145,ATVI,10.89,8778345.0,1.0,10.89,-0.5124771518044635,,1.0282934100343035,-0.473114796048648
2010-01-12,44145,ATVI,10.77,21500000.0,1.0,10.77,-0.0673201640994479,,1.0503888950923503,-0.2576971280432469
2010-01-13,44145,ATVI,10.91,14200000.0,1.0,10.91,-0.547363477360332,,1.0856074881677218,-0.5698580439507263
2010-01-14,44145,ATVI,10.86,10700000.0,1.0,10.86,-0.535922412852265,,1.0953730865719125,-0.5643404112215136
2010-01-15,44145,ATVI,10.89,22400000.0,1.0,10.89,-0.5529030282763623,,1.0737891914274191,-0.5695725909792059
2010-01-19,44145,ATVI,10.84,16900000.0,1.0,10.84,-0.046855417281505,,1.0702973270256728,-0.2539857899003737
2010-01-20,44145,ATVI,10.82,24000000.0,1.0,10.82,-0.6208149662333646,,1.0827729307818723,-0.5898722730181601
2010-01-21,44145,ATVI,10.59,19200000.0,1.0,10.59,-0.6467620539790102,,1.0886967250088395,-0.5927232314930553
2010-01-22,44145,ATVI,10.365,12600000.0,1.0,10.365,-0.6622850691772872,,1.112004188868965,-0.6203273558695568
2010-01-25,44145,ATVI,10.12,30600000.0,1.0,10.12,-0.4990970329033834,,1.049639461320255,-0.4883838241038991
2010-01-26,44145,ATVI,10.01,42100000.0,1.0,10.01,-0.1291511841319616,,1.0637536928004585,-0.3181126911095728
2010-01-27,44145,ATVI,10.36,23700000.0,1.0,10.36,-0.6986820280430799,,1.041027232240289,-0.6262689795291642
2010-01-28,44145,ATVI,10.25,18700000.0,1.0,10.25,-0.6916826940887808,,1.053826805049551,-0.624529243710493
2010-01-29,44145,ATVI,10.16,13800000.0,1.0,10.16,-0.7102249315433412,,1.0287367952488513,-0.6225500537921849
