Date,Code,Symbol,Close,Volume,Adjustment Factor,Adj_Close,Log_Return,Beta_45,Future_Beta_45,SPY_Log_Return
2010-01-04,45918,CMCS.A,16.97,13600000.0,0.5,8.485,-1.1658357701328346,,2.054633939186417,-0.4524903585476407
2010-01-05,45918,CMCS.A,16.74,17700000.0,0.5,8.37,-0.8216255053330768,,2.041405565113183,-0.2531901065659378
2010-01-06,45918,CMCS.A,16.62,13900000.0,0.5,8.31,-1.2140303603699782,,2.0684515548804283,-0.573229249571893
2010-01-07,45918,CMCS.A,16.97,15100000.0,0.5,8.485,-1.1800592046669611,,2.0387201506957977,-0.5595532335913158
2010-01-08,45918,CMCS.A,16.92,12700000.0,0.5,8.46,-1.1821042146110627,,2.017598531485244,-0.568615184583788
2010-01-11,45918,CMCS.A,16.81,19100000.0,0.5,8.405,-1.1584550906716822,,2.0943047037439877,-0.473114796048648
2010-01-12,45918,CMCS.A,16.51,18100000.0,0.5,8.255,-0.845652482228597,,2.058224264305146,-0.2576971280432469
2010-01-13,45918,CMCS.A,16.77,15800000.0,0.5,8.385,-1.208791230709224,,2.04976199328344,-0.5698580439507263
2010-01-14,45918,CMCS.A,16.67,17400000.0,0.5,8.335,-1.2266296064661972,,2.0675809135288485,-0.5643404112215136
2010-01-15,45918,CMCS.A,16.63,21600000.0,0.5,8.315,-1.2109239349033398,,2.097584731510424,-0.5695725909792059
2010-01-19,45918,CMCS.A,16.81,12700000.0,0.5,8.405,-0.8735086578269842,,2.0802562059040186,-0.2539857899003737
2010-01-20,45918,CMCS.A,16.52,21700000.0,0.5,8.26,-1.2446010754825476,,2.060881837709673,-0.5898722730181601
2010-01-21,45918,CMCS.A,16.0,32900000.0,0.5,8.0,-1.249364342560561,,2.061218533418633,-0.5927232314930553
2010-01-22,45918,CMCS.A,15.85,28300000.0,0.5,7.925,-1.258066590078173,,2.0541719637396567,-0.6203273558695568
2010-01-25,45918,CMCS.A,16.01,15200000.0,0.5,8.005,-1.1856930643183732,,2.104413286644949,-0.4883838241038991
2010-01-26,45918,CMCS.A,15.7,21300000.0,0.5,7.85,-0.929200669434111,,2.0831030483174,-0.3181126911095728
2010-01-27,45918,CMCS.A,15.85,20400000.0,0.5,7.925,-1.2744283280129227,,2.111923977723423,-0.6262689795291642
2010-01-28,45918,CMCS.A,15.62,19300000.0,0.5,7.81,-1.283118823282502,,2.06992621852604,-0.624529243710493
2010-01-29,45918,CMCS.A,15.83,27200000.0,0.5,7.915,-1.2379438419007454,,2.070036935147046,-0.6225500537921849
2010-02-01,45918,CMCS.A,15.94,16300000.0,0.5,7.97,-1.3017323601946285,,2.102043186127652,-0.6327689523729032
2010-02-02,45918,CMCS.A,16.29,19300000.0,0.5,8.145,-1.267302031025732,,1.9113224042307175,-0.6430833300754399
2010-02-03,45918,CMCS.A,15.97,29200000.0,0.5,7.985,-0.6104527656849982,,2.097047505669306,-0.2211931847744986
2010-02-04,45918,CMCS.A,15.52,22700000.0,0.5,7.76,-1.2726305681241856,,2.0888673497718324,-0.6546477404848611
2010-02-05,45918,CMCS.A,15.42,26700000.0,0.5,7.71,-1.3056299729971017,,2.087357119287157,-0.6487678630747029
2010-02-08,45918,CMCS.A,15.21,15700000.0,0.5,7.605,-1.278813108991333,,2.1071456159150235,-0.52877667154777
2010-02-09,45918,CMCS.A,15.39,24400000.0,0.5,7.695,-0.923412807948568,,2.0849737203341845,-0.347681066562138
2010-02-10,45918,CMCS.A,15.31,21700000.0,0.5,7.655,-0.9247460668011928,,2.0330828382066675,-0.3459456909838223
2010-02-11,45918,CMCS.A,15.33,18200000.0,0.5,7.665,-1.3204068112958225,,2.0177315105945848,-0.6484662904071393
2010-02-12,45918,CMCS.A,15.34,27500000.0,0.5,7.67,-1.3261788990989791,,2.0467067483485497,-0.6498790428993225
2010-02-16,45918,CMCS.A,15.67,20200000.0,0.5,7.835,-0.9676606027808298,,1.9865865862721144,-0.3264900116928224
2010-02-17,45918,CMCS.A,15.66,13400000.0,0.5,7.83,-0.603869217297884,,1.9604456166137207,-0.2101739018018219
2010-02-18,45918,CMCS.A,15.73,12700000.0,0.5,7.865,-1.3185721378343946,,1.9452183743911595,-0.6389121414843077
2010-02-19,45918,CMCS.A,16.0,26000000.0,0.5,8.0,-1.291640216077696,,1.9308923323003184,-0.6369357189538041
2010-02-22,45918,CMCS.A,16.19,19800000.0,0.5,8.095,-1.1484117769211306,,1.967156441427965,-0.5033671478784587
2010-02-23,45918,CMCS.A,16.14,17200000.0,0.5,8.07,-0.9053262562188396,,1.936660863916272,-0.3244049750403054
2010-02-24,45918,CMCS.A,16.42,26900000.0,0.5,8.21,-1.265557057259362,,1.98742408676648,-0.6449409011213312
2010-02-25,45918,CMCS.A,16.14,23100000.0,0.5,8.07,-1.2991139938468,,2.015752544861075,-0.6491368461292129
2010-02-26,45918,CMCS.A,16.44,21700000.0,0.5,8.22,-1.2882736986218914,,2.0171039930558514,-0.6476543554775412
2010-03-01,45918,CMCS.A,16.83,23000000.0,0.5,8.415,-1.2214659617734531,,2.109406953138912,-0.6036872245151077
2010-03-02,45918,CMCS.A,16.8,22300000.0,0.5,8.4,-1.2518271566103227,,1.9552794349621527,-0.6244407462735966
2010-03-03,45918,CMCS.A,16.96,23000000.0,0.5,8.48,-0.5646569681629,,1.954536009722108,-0.2221100699941618
2010-03-04,45918,CMCS.A,17.17,15600000.0,0.5,8.585,-1.190545848775361,,2.014253026483438,-0.6057556016712646
2010-03-05,45918,CMCS.A,17.43,16300000.0,0.5,8.715,-1.2432928108415375,,1.9996263623200865,-0.6098136153721121
2010-03-08,45918,CMCS.A,17.56,16700000.0,0.5,8.78,-1.0784793106845874,,2.022144760789487,-0.4992599169604517
2010-03-09,45918,CMCS.A,17.51,17200000.0,0.5,8.755,-0.8507999204065472,,1.9884365941274005,-0.3060343880882284
