Date,Code,Symbol,Close,Volume,Adjustment Factor,Adj_Close,Log_Return,Beta_45,Future_Beta_45,SPY_Log_Return
2010-01-04,43096,ABT,54.46,5195706.0,1.0,54.46,0.3957802448340547,,-0.5324642896357047,-0.4524903585476407
2010-01-05,43096,ABT,54.02,5067704.0,1.0,54.02,0.4907278213707681,,-0.5106586919783046,-0.2531901065659378
2010-01-06,43096,ABT,54.32,5470364.0,1.0,54.32,0.190231996150794,,-0.4983745808896763,-0.573229249571893
2010-01-07,43096,ABT,54.77,6169028.0,1.0,54.77,0.2099031293574509,,-0.580206774062936,-0.5595532335913158
2010-01-08,43096,ABT,55.05,5828978.0,1.0,55.05,0.2069269797249645,,-0.5936971792367918,-0.568615184583788
2010-01-11,43096,ABT,55.33,5252578.0,1.0,55.33,0.3352440015126853,,-0.4656438626109387,-0.473114796048648
2010-01-12,43096,ABT,55.17,5248658.0,1.0,55.17,0.5027620345210568,,-0.4359235299966076,-0.2576971280432469
2010-01-13,43096,ABT,55.29,5056639.0,1.0,55.29,0.1931230365323033,,-0.4265228452945155,-0.5698580439507263
2010-01-14,43096,ABT,55.35,4309726.0,1.0,55.35,0.2157186100144724,,-0.4490753655233575,-0.5643404112215136
2010-01-15,43096,ABT,55.49,7740434.0,1.0,55.49,0.2256697164973737,,-0.5151658468885119,-0.5695725909792059
2010-01-19,43096,ABT,56.2,7995292.0,1.0,56.2,0.5403191849566565,,-0.5052854261252704,-0.2539857899003737
2010-01-20,43096,ABT,56.24,6756003.0,1.0,56.24,0.2251904527542008,,-0.488354788447858,-0.5898722730181601
2010-01-21,43096,ABT,55.56,8308732.0,1.0,55.56,0.2282863424568428,,-0.5089441339842276,-0.5927232314930553
2010-01-22,43096,ABT,54.51,7004959.0,1.0,54.51,0.2128318297019924,,-0.5049401157343077,-0.6203273558695568
2010-01-25,43096,ABT,54.7,4850418.0,1.0,54.7,0.402362066465216,,-0.5618679667960632,-0.4883838241038991
2010-01-26,43096,ABT,54.48,6628189.0,1.0,54.48,0.5077100709847001,,-0.5115146651023952,-0.3181126911095728
2010-01-27,43096,ABT,53.9,11600000.0,1.0,53.9,0.1995375508649825,,-0.5208553101407719,-0.6262689795291642
2010-01-28,43096,ABT,53.95,6651430.0,1.0,53.95,0.2111673602674941,,-0.4926136606581931,-0.624529243710493
2010-01-29,43096,ABT,52.94,9515406.0,1.0,52.94,0.198469367487453,,-0.4785010458073749,-0.6225500537921849
2010-02-01,43096,ABT,53.34,8817317.0,1.0,53.34,0.1709133131684326,,-0.436646467472026,-0.6327689523729032
2010-02-02,43096,ABT,54.44,8259322.0,1.0,54.44,0.1552840673986157,,-0.3554886537206478,-0.6430833300754399
