Date,Code,Symbol,Close,Volume,Adjustment Factor,Adj_Close,Log_Return,Beta_45,Future_Beta_45,SPY_Log_Return
2010-01-04,45083,BHC,14.68,1938479.0,1.0,14.68,-2.2235182940710683,,3.382255262342249,-0.4524903585476407
2010-01-05,45083,BHC,14.88,1121006.0,1.0,14.88,-1.4060903997373968,,3.3479035836313065,-0.2531901065659378
2010-01-06,45083,BHC,14.97,967450.0,1.0,14.97,-2.265776964877628,,3.3534794522009346,-0.573229249571893
2010-01-07,45083,BHC,14.8,1279844.0,1.0,14.8,-2.267027931104468,,3.3126817102005304,-0.5595532335913158
2010-01-08,45083,BHC,14.99,2281284.0,1.0,14.99,-2.27017767425232,,3.2090736085086644,-0.568615184583788
2010-01-11,45083,BHC,15.36,1915130.0,1.0,15.36,-2.1623347501207784,,3.7279671328530695,-0.473114796048648
2010-01-12,45083,BHC,15.23,1012782.0,1.0,15.23,-1.4298178903376304,,3.6493372287490735,-0.2576971280432469
2010-01-13,45083,BHC,15.43,1790646.0,1.0,15.43,-2.31033206524422,,3.6224979206469103,-0.5698580439507263
2010-01-14,45083,BHC,16.03,2163776.0,1.0,16.03,-2.288386198921728,,3.6671641238533033,-0.5643404112215136
2010-01-15,45083,BHC,15.73,2219734.0,1.0,15.73,-2.2994013908461213,,3.663317225637444,-0.5695725909792059
2010-01-19,45083,BHC,15.64,1042566.0,1.0,15.64,-1.4054511252100153,,3.730863386638198,-0.2539857899003737
2010-01-20,45083,BHC,15.33,1369453.0,1.0,15.33,-2.243121734028521,,3.7100576550236783,-0.5898722730181601
2010-01-21,45083,BHC,14.88,1333854.0,1.0,14.88,-2.350158439311843,,3.685218564609353,-0.5927232314930553
2010-01-22,45083,BHC,14.6,1752031.0,1.0,14.6,-2.375351657055819,,3.639902363260262,-0.6203273558695568
2010-01-25,45083,BHC,14.9,773744.0,1.0,14.9,-2.1823493875711755,,3.713979125970078,-0.4883838241038991
2010-01-26,45083,BHC,14.78,702716.0,1.0,14.78,-1.4909103507018344,,3.721917523872327,-0.3181126911095728
2010-01-27,45083,BHC,14.6,1019701.0,1.0,14.6,-2.3932769034835824,,3.799900460544798,-0.6262689795291642
2010-01-28,45083,BHC,14.29,1043574.0,1.0,14.29,-2.42060136480309,,3.673458631833556,-0.624529243710493
2010-01-29,45083,BHC,14.52,1044596.0,1.0,14.52,-2.403327523676749,,3.5637171481862358,-0.6225500537921849
2010-02-01,45083,BHC,14.96,1143911.0,1.0,14.96,-1.842161100605124,,3.786014928851916,-0.6327689523729032
2010-02-02,45083,BHC,14.98,1278184.0,1.0,14.98,-2.423951671896877,,3.85271231586164,-0.6430833300754399
2010-02-03,45083,BHC,14.48,2477281.0,1.0,14.48,-1.29582396995847,,3.939286848150926,-0.2211931847744986
2010-02-04,45083,BHC,14.0,830127.0,1.0,14.0,-2.4343023410529594,,3.934198788712496,-0.6546477404848611
2010-02-05,45083,BHC,13.96,1224909.0,1.0,13.96,-2.44440048806799,,3.919069807907325,-0.6487678630747029
2010-02-08,45083,BHC,13.74,715317.0,1.0,13.74,-2.306435023293225,,4.121473482014177,-0.52877667154777
2010-02-09,45083,BHC,13.94,752237.0,1.0,13.94,-1.5817997896139722,,4.128094470248499,-0.347681066562138
2010-02-10,45083,BHC,14.23,1150310.0,1.0,14.23,-1.5530646063801874,,3.7077736560640058,-0.3459456909838223
2010-02-11,45083,BHC,14.45,669710.0,1.0,14.45,-2.429964382185403,,3.713459053008764,-0.6484662904071393
2010-02-12,45083,BHC,14.41,875551.0,1.0,14.41,-2.434015042491611,,3.7593550650466896,-0.6498790428993225
2010-02-16,45083,BHC,14.76,593456.0,1.0,14.76,-1.5057321545814697,,3.9045291251646073,-0.3264900116928224
2010-02-17,45083,BHC,14.95,834752.0,1.0,14.95,-1.1660729575748532,,3.8430575091361634,-0.2101739018018219
2010-02-18,45083,BHC,14.95,786316.0,1.0,14.95,-2.4229956658453977,,3.8533794190340944,-0.6389121414843077
2010-02-19,45083,BHC,14.97,912819.0,1.0,14.97,-2.420412661170309,,3.860241383177903,-0.6369357189538041
2010-02-22,45083,BHC,14.83,1571388.0,1.0,14.83,-2.2887337036929645,,3.8404414436393695,-0.5033671478784587
2010-02-23,45083,BHC,14.45,1334646.0,1.0,14.45,-1.515013153677632,,3.762538487139136,-0.3244049750403054
2010-02-24,45083,BHC,14.51,1970458.0,1.0,14.51,-2.6172096866383447,,3.782454100947948,-0.6449409011213312
2010-02-25,45083,BHC,14.43,2378720.0,1.0,14.43,-2.6389583246154253,,3.791261904052616,-0.6491368461292129
2010-02-26,45083,BHC,14.83,2123776.0,1.0,14.83,-2.5916148745446947,,3.746904707054677,-0.6476543554775412
2010-03-01,45083,BHC,14.98,1209962.0,1.0,14.98,-2.3690826419135957,,4.231302931575546,-0.6036872245151077
2010-03-02,45083,BHC,15.07,1061243.0,1.0,15.07,-2.596007130091753,,4.001115861714785,-0.6244407462735966
2010-03-03,45083,BHC,15.5,2075097.0,1.0,15.5,-1.2461049080202042,,4.006157261883938,-0.2221100699941618
2010-03-04,45083,BHC,15.41,1383113.0,1.0,15.41,-2.556376802143188,,3.960707891165481,-0.6057556016712646
2010-03-05,45083,BHC,15.3,1534663.0,1.0,15.3,-2.586091794035346,,3.9126479833395456,-0.6098136153721121
2010-03-08,45083,BHC,15.3,835361.0,1.0,15.3,-2.223527738480551,,4.036727119152795,-0.4992599169604517
2010-03-09,45083,BHC,15.09,1381791.0,1.0,15.09,-1.5455442021375598,,3.919262993613069,-0.3060343880882284
2010-03-10,45083,BHC,15.48,1136071.0,1.0,15.48,-1.4745028034252674,2.841702552370746,4.195483590211111,-0.2799327185580028
2010-03-11,45083,BHC,15.69,1417107.0,1.0,15.69,-2.5526665541325086,2.8530936424941027,4.0818086570446726,-0.5740748776029125
2010-03-12,45083,BHC,15.6,2890493.0,1.0,15.6,-2.519091281050994,2.877004204178345,3.9827161987713104,-0.571643825850069
2010-03-15,45083,BHC,15.66,1655558.0,1.0,15.66,-2.1906041580671767,2.8925524243883878,4.065703458970948,-0.4693323502174857
2010-03-16,45083,BHC,15.78,1432026.0,1.0,15.78,-1.4877499239609575,2.8843076452802765,4.058445870340512,-0.2916472271973735
2010-03-17,45083,BHC,15.93,832201.0,1.0,15.93,-2.541745326855787,2.887381783878721,4.094210623254615,-0.5772943900893953
2010-03-18,45083,BHC,15.8,8327826.0,1.0,15.8,-2.541950781429914,2.9074640644197585,4.049206876152649,-0.5748513572505075
2010-03-19,45083,BHC,15.91,1718038.0,1.0,15.91,-2.5482758042647,2.931424109856304,3.9756414146578,-0.5959640743440543
2010-03-22,45083,BHC,16.03,1465066.0,1.0,16.03,-2.134878609323213,2.945104919545206,4.142772909772048,-0.4681364154653362
2010-03-23,45083,BHC,16.27,1016278.0,1.0,16.27,-1.51433668436883,2.9396947893227896,4.108094236467835,-0.2816165291021708
2010-03-24,45083,BHC,16.39,1318950.0,1.0,16.39,-2.519829644225927,2.9298381116319288,4.1409538987612615,-0.5863020531979284
2010-03-25,45083,BHC,16.35,1974254.0,1.0,16.35,-2.519519806860132,2.9463331161885122,4.056517559295955,-0.5822946383945252
2010-03-26,45083,BHC,16.3,1584364.0,1.0,16.3,-2.4920893810582743,2.968998646119181,3.977852691056975,-0.5681155529777027
2010-03-29,45083,BHC,16.86,2194822.0,1.0,16.86,-2.024583181127789,2.982639093351403,4.096140577379096,-0.4580957281293368
2010-03-30,45083,BHC,16.82,1359760.0,1.0,16.82,-2.488714294393258,2.993884373109602,3.9044531034372896,-0.5868397848010726
2010-03-31,45083,BHC,16.77,1196785.0,1.0,16.77,-2.4856020946523514,3.0042990678861563,3.9294208523253737,-0.576565346249196
2010-04-01,45083,BHC,16.66,1466013.0,1.0,16.66,-2.508486002756745,2.9930582123772322,3.94735571858168,-0.5702790816595046
2010-04-05,45083,BHC,16.74,1580190.0,1.0,16.74,-2.0080295919471656,3.0173296774618086,4.189518626153893,-0.4507902523559318
2010-04-06,45083,BHC,16.9,1377335.0,1.0,16.9,-1.446431568659364,3.027694265023644,4.078510905441517,-0.2649843814838263
2010-04-07,45083,BHC,16.77,1128764.0,1.0,16.77,-2.4678670473780437,3.0366317867989934,4.039613939308304,-0.5629896102989729
2010-04-08,45083,BHC,16.38,1176672.0,1.0,16.38,-2.4969421932993447,3.1444191763930274,4.023113688456153,-0.5568606376027649
2010-04-09,45083,BHC,16.76,888540.0,1.0,16.76,-2.5086868801240034,3.1834422145851793,3.965500881777787,-0.5536831862656177
2010-04-12,45083,BHC,16.59,974608.0,1.0,16.59,-1.9685571240990951,3.197867797296503,4.154407511944172,-0.4159880231086804
2010-04-13,45083,BHC,16.57,1298104.0,1.0,16.57,-1.4851916694574672,3.2341094348623236,4.17715290504778,-0.2815714771186101
2010-04-14,45083,BHC,16.74,1100867.0,1.0,16.74,-2.5267317252836703,3.270199509463647,4.16757459394634,-0.5454052193029357
2010-04-15,45083,BHC,16.89,695272.0,1.0,16.89,-2.515325398589653,3.2806666355738527,4.075069696730004,-0.5464916332052644
2010-04-16,45083,BHC,16.93,1737761.0,1.0,16.93,-2.4995653701990657,3.2710350829892643,4.007248379038099,-0.5670089197950814
2010-04-19,45083,BHC,16.84,1280940.0,1.0,16.84,-1.4640962995924391,3.2506745746252634,4.181493958254239,-0.2519541256980395
2010-04-20,45083,BHC,16.85,1889455.0,1.0,16.85,-2.466186522430704,3.2755189640743847,4.118830787716529,-0.5351872749103495
2010-04-21,45083,BHC,16.84,1382862.0,1.0,16.84,-2.500276836238492,3.3333754845802477,4.125098318095149,-0.5534163167669841
2010-04-22,45083,BHC,16.69,2256447.0,1.0,16.69,-2.536337242518825,3.312292859326432,4.023378095286431,-0.5492451312527117
2010-04-23,45083,BHC,16.94,2927657.0,1.0,16.94,-2.502702882599829,3.2821392649605925,3.986170592214033,-0.5476200624294875
2010-04-26,45083,BHC,16.8,947644.0,1.0,16.8,-2.074443955475492,3.3403508506871606,4.176368901330208,-0.4286256671290068
2010-04-27,45083,BHC,16.6,2341584.0,1.0,16.6,-1.4832461281601672,3.3872830355371217,4.148862160982997,-0.2893686979148587
2010-04-28,45083,BHC,16.6,2013677.0,1.0,16.6,-2.4989640070385404,3.3998068495735527,4.096070010190695,-0.5684558088084521
2010-04-29,45083,BHC,16.95,1275332.0,1.0,16.95,-2.4949835339616584,3.3699529429691415,4.105005151700399,-0.5593291046667477
2010-04-30,45083,BHC,17.0,1784727.0,1.0,17.0,-2.027373953796381,3.3994917638031485,4.121073662978984,-0.4622408041089853
2010-05-03,45083,BHC,17.11,2800211.0,1.0,17.11,-2.635837657581765,3.431290949806029,3.91549617393363,-0.5621172563324678
2010-05-04,45083,BHC,16.53,1407083.0,1.0,16.53,-1.707000407305994,3.490383924702911,3.871822373712698,-0.329868010442086
2010-05-05,45083,BHC,16.46,1755139.0,1.0,16.46,-2.605610576369984,3.524933834576565,3.8224075613046273,-0.5927392836839517
2010-05-06,45083,BHC,15.88,2217254.0,1.0,15.88,-2.625106564358926,3.5505072202849255,3.826823371627011,-0.6149812559568264
2010-05-07,45083,BHC,15.81,1780014.0,1.0,15.81,-2.6158387362960105,3.5245788459833065,3.775588142830712,-0.6258605642577245
2010-05-10,45083,BHC,16.64,1403538.0,1.0,16.64,-2.595452018144153,3.5192400807288786,3.870984711448498,-0.595561686918485
2010-05-11,45083,BHC,16.86,1285668.0,1.0,16.86,-1.4726135254737225,3.5311195779942492,3.8591630750681225,-0.3441387811194382
2010-05-12,45083,BHC,16.82,2708579.0,1.0,16.82,-2.5881394575822614,3.590317721874647,3.8389352999195023,-0.5839716300035321
2010-05-13,45083,BHC,16.4,1101841.0,1.0,16.4,-2.60971104834354,3.586876665798652,3.749950986523698,-0.5935083075930104
2010-05-14,45083,BHC,16.27,1604051.0,1.0,16.27,-2.603849976329769,3.5884213128189373,3.6547433987881184,-0.6119696939915876
2010-05-17,45083,BHC,15.95,1172352.0,1.0,15.95,-2.0728367055918664,3.573402736366406,3.86641708265869,-0.5009481292246521
2010-05-18,45083,BHC,15.82,788975.0,1.0,15.82,-1.5976109798927314,3.574061162066067,3.878527518296597,-0.3955705289629997
