Feature,Avg_Gain
Variance_45d_VOO,28.730095071665595
Variance_45d_SBUX,17.452917226446882
Beta_45d_ICE,17.391621501516997
Beta_45d_HAL,13.780135853436155
Variance_45d_XLV,13.13491305764736
Beta_45d_XLY,12.912808658533653
PCA_Fold_105_2,12.897092095938076
Variance_5d_MA_GILD,11.273108017345228
Variance_45d_ABT,7.981076021483995
MA_45d_HEDJ,7.87086122441445
PCA_Fold_120_1,0.1
PCA_Fold_120_2,0.1
PCA_Fold_120_3,0.1
