Feature,Gain,Window_Start
Log_Return_PXD,0.001388,485
MA_5d_REGN,0.001212,485
Variance_45d_SBUX,0.000394,485
Beta_45d_SLB,0.000234,485
MA_45d_SLB,0.000269,485
Volume_SO,0.001133,485
Variance_5d_MA_SO,0.249768,485
Close_SPG,0.000297,485
Beta_45d_SPXU,0.000408,485
Variance_45d_SPXU,1.321550,485
Variance_45d_SPY,0.528232,485
Log_Return_TGT,0.000328,485
Beta_45d_TGT,0.001496,485
Log_Return_TLT,0.000296,485
Volume_TNA,0.001256,485
Log_Return_TSLA,0.000045,485
Log_Return_TXN,0.000293,485
Close_T,0.000635,485
Volume_UAL,0.001481,485
Log_Return_UAL,0.000971,485
Variance_45d_UNH,0.000249,485
Variance_45d_MA_UNH,0.209638,485
Variance_45d_UPRO,0.070305,485
MA_45d_VGK,0.007472,485
Volume_VLO,0.000530,485
MA_5d_VLO,0.002375,485
Volume_VNQ,0.000597,485
Log_Return_VNQ,0.000370,485
Variance_45d_VOO,0.016388,485
Variance_45d_VZ,0.299654,485
Variance_45d_V,0.000573,485
Variance_45d_MA_WBA,0.303940,485
MA_45d_WMB,0.174897,485
MA_5d_WMT,0.003940,485
Variance_45d_MA_WW,0.001948,485
Variance_5d_MA_XLE,0.009160,485
Volume_XLF,0.001098,485
Close_XLK,0.025907,485
Variance_45d_XLK,0.006169,485
Variance_45d_XLP,0.001086,485
Variance_45d_XLV,0.001169,485
Variance_45d_XLY,0.005369,485
Volume_XOM,0.000049,485
Close,0.051274,480
Volume,0.010296,480
Variance_45d,0.001643,480
Variance_5d_MA,0.000589,480
target_multiplier,0.003834,480
Log_Return_AABA,0.000042,480
Beta_45d_AAPL,3.103206,480
Variance_5d_MA_AGG,0.002706,480
Close_AGN,0.000170,480
Volume_AGN,0.001999,480
Log_Return_AGN,0.000213,480
Variance_45d_AIG,0.002736,480
Beta_45d_AMGN,0.158604,480
Beta_45d_AMJ,0.063042,480
Variance_45d_AMLP,0.051567,480
Volume_AMZN,0.001190,480
Volume_ANDV,0.000096,480
Log_Return_ANDV,0.001111,480
Variance_45d_ATVI,0.000148,480
Close_AVGO,0.003610,480
Beta_45d_BAC,0.001579,480
Variance_5d_MA_BDX,0.027250,480
Log_Return_BHC,0.000270,480
Variance_45d_MA_BKNG,0.002183,480
Volume_BK,0.007156,480
Beta_45d_BK,0.000431,480
Variance_5d_MA_BK,0.000053,480
MA_5d_BK,0.000236,480
Beta_45d_BLK,0.010758,480
Volume_BND,0.000353,480
Variance_45d_BND,0.449857,480
Volume_BP,0.010954,480
Variance_45d_BRK.B,0.116509,480
Log_Return_CB,0.000174,480
Variance_5d_MA_CMCS.A,0.227362,480
Variance_45d_COST,0.000916,480
Variance_45d_MA_COST,0.037677,480
MA_45d_COST,0.000274,480
MA_45d_CVS,0.000765,480
MA_45d_C,0.000245,480
Variance_45d_DAL,0.001915,480
MA_5d_DIS,0.001281,480
Volume_DUK,0.030222,480
Log_Return_EFA,0.000056,480
Volume_ESRX,0.000152,480
Log_Return_ESRX,0.000664,480
Variance_5d_MA_ESRX,0.007553,480
MA_45d_ESRX,0.004018,480
MA_45d_EXPE,0.000399,480
Beta_45d_FDX,0.065993,480
Log_Return_FXI,0.000795,480
Volume_GDX,0.000836,480
Log_Return_GE,0.000241,480
Beta_45d_GE,0.008119,480
Variance_45d_GE,0.000599,480
Variance_5d_MA_GE,0.000997,480
Beta_45d_GILD,0.176010,480
MA_45d_GILD,0.053398,480
Volume_GOOG.L,0.000277,480
MA_45d_GOOG.L,0.002592,480
Variance_45d_MA_GS,0.110024,480
Volume_HAL,0.022497,480
Variance_45d_HD,0.027852,480
Variance_5d_MA_HD,0.032040,480
MA_45d_HD,0.048328,480
MA_5d_HEDJ,0.000280,480
Volume_HYG,0.001067,480
Variance_45d_MA_HYG,0.728087,480
MA_45d_IBM,0.002621,480
Variance_45d_MA_ICE,3.327926,480
Log_Return_IEF,0.000231,480
SPY_Return_IEF,0.000057,480
Variance_45d_IJH,0.006704,480
Close_ILMN,0.000083,480
Beta_45d_ILMN,0.077243,480
Variance_5d_MA_INTC,0.068860,480
Variance_5d_MA_IVV,0.221803,480
Variance_45d_IWF,0.004228,480
Beta_45d_IWM,0.117042,480
Variance_45d_IWR,0.024451,480
Volume_KR,0.000440,480
Volume_LBTY.A,0.000256,480
Volume_LBTY.K,0.001391,480
Log_Return_MCK,0.000421,480
Variance_45d_MCK,0.001796,480
Volume_MDLZ,0.000126,480
Volume_MDY,0.002060,480
Variance_45d_MDY,0.005235,480
Variance_45d_MA_MDY,0.000818,480
MA_5d_MET,0.000839,480
Beta_45d_MON,0.000123,480
Close_MO,0.005388,480
Beta_45d_MO,0.009303,480
Volume_MRK,0.000261,480
Variance_45d_MA_MRK,0.019223,480
Log_Return_MU,0.000042,480
Beta_45d_NXPI,0.002899,480
Volume_ORCL,0.000354,480
Beta_45d_QCOM,0.086738,480
Variance_45d_QCOM,0.008819,480
Variance_5d_MA_QQQ,6.504487,480
Volume_REGN,0.000490,480
Volume_SBUX,0.001527,480
Volume_SCHW,0.001780,480
Variance_5d_MA_SLB,0.053128,480
Variance_45d_SO,0.024963,480
Log_Return_SPG,0.000098,480
Variance_45d_SPG,0.000659,480
Variance_45d_SPXU,0.002322,480
Variance_45d_SPY,0.001362,480
Log_Return_TGT,0.002597,480
Log_Return_TLT,0.000689,480
MA_5d_TLT,0.002368,480
Volume_TNA,0.000316,480
Variance_45d_TQQQ,0.006644,480
Variance_5d_MA_TQQQ,0.797789,480
Close_TSLA,0.000287,480
Close_TWX,0.000293,480
Variance_45d_TXN,0.026927,480
Variance_45d_T,0.018696,480
Close_UNH,0.001414,480
Variance_45d_MA_UNH,0.173485,480
Variance_45d_UPRO,0.337685,480
Adj_Close_USB,0.000298,480
Log_Return_VEU,0.000293,480
MA_45d_VGK,0.000227,480
Log_Return_VIX,0.000368,480
Beta_45d_VLO,0.007128,480
MA_5d_VLO,0.001693,480
Variance_45d_VTI,0.003660,480
MA_45d_VXX,0.000316,480
Beta_45d_VZ,0.001597,480
Variance_45d_VZ,0.001131,480
Beta_45d_WFC,0.000900,480
Log_Return_WW,0.000188,480
Variance_45d_XLI,0.000767,480
Beta_45d_XLK,0.000286,480
Variance_5d_MA_XLK,0.088945,480
Volume_XOP,0.000353,480
Close,0.008417,490
Volume,0.000008,490
Variance_45d,0.073996,490
Variance_5d_MA,0.002196,490
target_multiplier,0.008759,490
Log_Return_AABA,0.000399,490
Close_AAPL,0.000213,490
Beta_45d_AGG,0.002144,490
Volume_AGN,0.000841,490
Variance_45d_MA_AMGN,0.010097,490
Log_Return_AMJ,0.000432,490
MA_45d_AMJ,0.002260,490
Variance_5d_MA_AMZN,0.000796,490
Close_AVGO,0.000923,490
Variance_5d_MA_BDX,0.028614,490
Beta_45d_BHC,0.001015,490
MA_5d_BIDU,0.000611,490
Beta_45d_BK,0.000002,490
Variance_45d_BK,0.002041,490
MA_45d_BK,0.000842,490
MA_5d_BK,0.000008,490
Close_BLK,0.000253,490
Volume_BLK,0.000363,490
SPY_Return_BLK,0.000206,490
Beta_45d_BLK,0.111947,490
Volume_BND,0.000267,490
Adj_Close_BP,0.014122,490
Variance_45d_MA_BP,0.011014,490
MA_5d_BP,0.000714,490
Variance_5d_MA_BRCM,0.000340,490
MA_5d_CAT,0.000587,490
MA_5d_COP,0.257916,490
Volume_CRM,0.004194,490
MA_5d_DD,0.000434,490
Log_Return_DOW,0.001116,490
Beta_45d_DUK,0.001616,490
Variance_45d_MA_EFA,0.000999,490
Volume_EPD,0.000194,490
Variance_45d_ESRX,0.138693,490
Variance_5d_MA_ESRX,0.008749,490
Volume_EWJ,0.000239,490
Variance_45d_EWJ,0.001682,490
Volume_EXPE,0.000297,490
Beta_45d_EXPE,0.025969,490
Variance_45d_MA_EXPE,0.003629,490
MA_45d_FXI,0.001316,490
MA_5d_F,0.000272,490
Variance_5d_MA_GOOG.L,0.026577,490
MA_5d_GOOG.L,0.004136,490
Variance_45d_MA_GS,0.181442,490
Beta_45d_HAL,0.000735,490
Variance_5d_MA_HD,0.310306,490
Variance_45d_MA_HYG,0.047129,490
Variance_45d_MA_ICE,3.226024,490
MA_45d_IEF,0.000452,490
Variance_45d_IJH,0.001799,490
Variance_45d_MA_IJH,0.010329,490
Beta_45d_ILMN,0.071472,490
Variance_5d_MA_IVV,0.798199,490
Beta_45d_IWF,0.000634,490
Variance_45d_IWF,0.043454,490
Volume_IWM,0.002607,490
Beta_45d_IWM,0.031317,490
Variance_45d_IWN,0.009140,490
Beta_45d_KR,0.001474,490
Variance_5d_MA_KR,0.114896,490
Volume_LLY,0.000280,490
Volume_MA,0.004233,490
Volume_MCK,0.005424,490
Variance_45d_MDY,0.002827,490
Volume_MET,0.000640,490
SPY_Return_MET,0.000067,490
Volume_MON,0.000191,490
MA_5d_MON,0.000257,490
Close_MSFT,0.000869,490
Variance_45d_MSFT,0.007001,490
Variance_5d_MA_MSFT,6.301546,490
Variance_45d_MS,0.026562,490
MA_5d_PEP,0.000969,490
Variance_45d_PG,0.002671,490
Beta_45d_QCOM,0.543489,490
Log_Return_SBUX,0.000216,490
Close_SLB,0.015726,490
Variance_5d_MA_SO,0.063588,490
MA_5d_SO,0.000241,490
Variance_45d_SPXU,0.196069,490
Variance_5d_MA_SPXU,1.465721,490
Variance_45d_SPY,0.287245,490
Volume_SSO,0.000577,490
Close_SWKS,0.003375,490
Variance_45d_SWKS,0.000967,490
Close_TGT,0.000499,490
MA_5d_TGT,0.000592,490
Beta_45d_TNA,0.222553,490
Volume_TWX,0.001273,490
Volume_T,0.000543,490
Close_UAA,0.000722,490
Close_UNH,0.001232,490
Variance_45d_UPRO,0.005727,490
Variance_45d_UPS,0.000652,490
Adj_Close_USB,0.008228,490
Volume_VEA,0.001023,490
Adj_Close_VGK,0.020044,490
MA_5d_VGK,0.000763,490
Close_VIX,0.022943,490
MA_45d_VIX,0.018090,490
Volume_VOO,0.001524,490
Variance_5d_MA_VOO,1.209894,490
Beta_45d_VTI,0.002281,490
Volume_VTV,0.004861,490
Variance_45d_VZ,0.086563,490
Variance_5d_MA_VZ,0.105282,490
Beta_45d_WBA,0.004611,490
Variance_45d_WFC,0.000840,490
Variance_45d_MA_WMB,0.002223,490
MA_45d_WMB,0.088563,490
Log_Return_WW,0.000187,490
MA_45d_WW,0.003756,490
Variance_45d_XLE,0.006940,490
Variance_5d_MA_XLI,0.018095,490
Close_XLK,0.037684,490
Volume_XOP,0.006289,490
Log_Return_XOP,0.000564,490
Close,0.000036,505
Volume,0.001671,505
RV_x_RQ,0.000314,505
HAR_Pred,0.013046,505
target_multiplier,0.051354,505
MA_45d_AABA,0.005276,505
Beta_45d_AAPL,0.170540,505
Variance_5d_MA_AAPL,0.002473,505
Log_Return_ABT,0.000518,505
Close_AET,0.000329,505
Volume_AGG,0.001140,505
Log_Return_AGN,0.000636,505
Beta_45d_AMGN,0.122159,505
Variance_45d_MA_AMGN,0.002598,505
Log_Return_AMJ,0.000324,505
Beta_45d_AMJ,0.000324,505
Beta_45d_AMLP,0.000433,505
Volume_AMZN,0.000271,505
Variance_45d_MA_AVGO,0.002200,505
Volume_BAC,0.000408,505
MA_45d_BA,0.001507,505
Variance_45d_BDX,0.048797,505
Variance_5d_MA_BDX,0.058503,505
MA_5d_BIDU,0.003176,505
Variance_5d_MA_BIIB,0.001281,505
Volume_BK,0.000093,505
Beta_45d_BK,0.000099,505
Variance_5d_MA_BK,0.000100,505
Beta_45d_BLK,1.276375,505
Log_Return_BND,0.001038,505
MA_5d_BND,0.000125,505
Volume_BP,0.001407,505
MA_45d_BP,0.001390,505
Log_Return_BRCM,0.002175,505
Variance_5d_MA_BRCM,0.011659,505
MA_5d_BRCM,0.011746,505
Beta_45d_BRK.B,0.004856,505
Variance_45d_BRK.B,0.000031,505
Log_Return_CELG,0.000328,505
Volume_CMCS.A,0.001096,505
Variance_45d_CMCS.A,0.000229,505
Variance_45d_MA_CMCS.A,0.000780,505
MA_5d_CMCS.A,0.001090,505
Volume_CMG,0.000751,505
Variance_5d_MA_CMG,0.039428,505
MA_5d_CSCO,0.003049,505
Variance_5d_MA_CVX,0.671355,505
Beta_45d_DAL,0.001200,505
Variance_45d_DAL,0.000514,505
Beta_45d_DXJ,0.002259,505
MA_45d_EFA,0.000591,505
Volume_EOG,0.005910,505
Variance_5d_MA_EOG,0.000246,505
MA_5d_EPD,0.005305,505
Volume_ESRX,0.000406,505
Log_Return_EWG,0.000339,505
Variance_5d_MA_EWG,0.000339,505
Volume_EXPE,0.006406,505
Beta_45d_EXPE,0.314446,505
Variance_45d_MA_EXPE,0.394771,505
Beta_45d_FDX,0.081548,505
Beta_45d_GE,0.100674,505
Variance_5d_MA_GE,0.006532,505
Variance_45d_GILD,0.000952,505
Adj_Close_GLD,0.001338,505
Log_Return_GS,0.000577,505
Log_Return_HAL,0.002590,505
Variance_45d_HD,0.033083,505
Variance_5d_MA_HD,0.027578,505
Volume_HEDJ,0.000345,505
MA_5d_HON,0.000135,505
Variance_45d_MA_HYG,0.047408,505
Beta_45d_ICE,0.000180,505
Beta_45d_ILMN,0.014885,505
Log_Return_INTC,0.000075,505
Variance_45d_INTC,0.001385,505
Log_Return_IVV,0.002759,505
Variance_5d_MA_IVV,3.901415,505
Variance_45d_IWF,0.025181,505
Variance_5d_MA_IWF,2.103073,505
Volume_IWN,0.000261,505
Variance_45d_IWN,0.020309,505
Volume_JPM,0.000840,505
Beta_45d_KO,0.002675,505
Variance_5d_MA_KR,0.029428,505
Log_Return_LLY,0.000433,505
Variance_5d_MA_LLY,0.014314,505
Log_Return_MCK,0.000557,505
Volume_MDLZ,0.000215,505
Variance_5d_MA_MDT,0.003819,505
Volume_MDY,0.001355,505
Variance_5d_MA_MDY,0.028067,505
Variance_5d_MA_MET,0.000138,505
Volume_MMM,0.000920,505
Adj_Close_MO,0.063264,505
Volume_MS,0.001865,505
Variance_45d_MS,0.003498,505
Volume_NFLX,0.000352,505
Log_Return_NFLX,0.000462,505
MA_5d_NFLX,0.000390,505
Log_Return_NXPI,0.000519,505
Close_OXY,0.019782,505
Log_Return_OXY,0.000157,505
Log_Return_PFE,0.005158,505
MA_45d_PFE,0.003595,505
Close_PM,0.004549,505
Log_Return_PM,0.000146,505
Variance_5d_MA_PM,0.008676,505
Beta_45d_QQQ,0.030854,505
MA_45d_SHY,0.015933,505
Variance_5d_MA_SLB,0.002560,505
MA_5d_SLB,0.000076,505
Variance_5d_MA_SO,0.390623,505
Log_Return_SPG,0.000076,505
MA_5d_SPG,0.001413,505
Variance_45d_SPXU,0.004377,505
Variance_5d_MA_SPXU,0.005030,505
Variance_5d_MA_SSO,0.015340,505
Beta_45d_SWKS,0.003900,505
Variance_45d_MA_SWKS,1.309638,505
Beta_45d_TQQQ,0.314043,505
Variance_45d_TQQQ,0.327834,505
MA_5d_TQQQ,0.000101,505
Log_Return_TXN,0.000240,505
Volume_UAA,0.000702,505
Beta_45d_UNH,0.000161,505
Variance_45d_UNH,0.006705,505
Variance_45d_MA_UNH,0.000157,505
Variance_45d_UPRO,0.001131,505
MA_5d_UPS,0.002152,505
Variance_45d_UTX,0.014432,505
Log_Return_VIX,0.000161,505
Adj_Close_VLO,0.000987,505
Variance_5d_MA_VTI,0.118030,505
MA_5d_VXX,0.000183,505
Adj_Close_VZ,0.000850,505
Variance_45d_VZ,0.004267,505
Variance_45d_MA_WBA,0.001263,505
Variance_45d_WMB,0.001710,505
Variance_5d_MA_WMB,0.003702,505
Variance_45d_MA_WW,0.006061,505
MA_5d_WW,0.001991,505
Variance_45d_XLF,0.014664,505
Variance_5d_MA_XLF,0.000260,505
Variance_45d_XLI,0.000355,505
Variance_5d_MA_XLI,0.066094,505
MA_5d_XLU,0.000652,505
Log_Return_XLV,0.000378,505
Close,0.000068,495
Adj_Close,0.000280,495
target_multiplier,0.189473,495
Volume_ABT,0.000613,495
MA_5d_ABT,0.000224,495
Variance_5d_MA_AET,0.002961,495
Beta_45d_AGN,0.003528,495
Beta_45d_AMGN,0.365436,495
Variance_45d_MA_AMGN,0.017432,495
Volume_AMLP,0.000102,495
Variance_5d_MA_AMZN,0.000402,495
Log_Return_ANDV,0.000522,495
MA_5d_AXP,0.001133,495
Volume_BAC,0.000100,495
Variance_5d_MA_BDX,0.011843,495
Volume_BIDU,0.000316,495
Beta_45d_BIDU,0.000761,495
Beta_45d_BK,0.000742,495
Variance_45d_BK,0.017087,495
MA_45d_BK,0.000212,495
Beta_45d_BLK,0.070285,495
Variance_5d_MA_BLK,0.000091,495
Volume_BP,0.002781,495
Beta_45d_BRCM,1.473501,495
Beta_45d_CB,0.002713,495
Adj_Close_CMG,0.020474,495
MA_5d_COP,0.014091,495
MA_5d_CSCO,0.000465,495
MA_45d_CVS,0.000838,495
Log_Return_CVX,0.000551,495
Variance_45d_CVX,0.017556,495
Volume_C,0.000610,495
MA_5d_DD,0.000142,495
Variance_5d_MA_DIS,0.013126,495
Log_Return_DOW,0.000150,495
Beta_45d_DXJ,0.000563,495
MA_5d_EEM,0.000052,495
MA_45d_EOG,0.003316,495
MA_5d_EOG,0.000636,495
Log_Return_ESRX,0.001957,495
Variance_45d_ESRX,0.001712,495
Variance_45d_EWG,0.000892,495
MA_5d_EWJ,0.000101,495
Variance_5d_MA_EXPE,0.005770,495
Variance_45d_FDX,0.029340,495
Beta_45d_FXI,0.017168,495
Beta_45d_GE,0.003278,495
Variance_45d_GE,0.002058,495
Volume_GILD,0.000529,495
Beta_45d_GOOG.L,0.002565,495
MA_45d_GOOG.L,0.002309,495
Volume_HAL,0.002083,495
Log_Return_HD,0.008602,495
Variance_45d_HD,0.012259,495
Variance_5d_MA_HD,0.240052,495
Variance_45d_MA_HYG,0.283807,495
Adj_Close_IEF,0.003943,495
MA_45d_IEF,0.001548,495
Volume_IJH,0.000112,495
Beta_45d_ILMN,0.065194,495
MA_5d_ILMN,0.001375,495
Log_Return_INTC,0.000219,495
Variance_5d_MA_IVV,2.521126,495
Beta_45d_IWB,0.006943,495
Beta_45d_IWM,0.004550,495
Beta_45d_IWN,0.009016,495
Beta_45d_IYR,0.001584,495
MA_45d_JPM,0.004427,495
MA_45d_KMB,0.000163,495
Beta_45d_KR,0.000246,495
Variance_5d_MA_KR,0.094348,495
MA_5d_KR,0.006803,495
Beta_45d_LMT,0.014430,495
Variance_45d_MA_MA,0.000187,495
Variance_45d_MCD,0.030076,495
Variance_45d_MDY,0.005920,495
Variance_45d_MET,0.039165,495
MA_45d_MET,0.000154,495
Close_MO,0.004640,495
Log_Return_MSFT,0.000243,495
Beta_45d_MSFT,0.000121,495
Variance_45d_MS,0.047082,495
MA_45d_MS,0.000488,495
Variance_5d_MA_MU,0.007883,495
Log_Return_NFLX,0.000377,495
MA_45d_NFLX,0.000784,495
MA_5d_NKE,0.000354,495
Beta_45d_PFE,0.002786,495
Log_Return_QCOM,0.000413,495
Beta_45d_QCOM,0.088278,495
MA_5d_REGN,0.000674,495
Log_Return_SO,0.000048,495
Variance_5d_MA_SO,0.000066,495
MA_5d_SO,0.000962,495
Variance_5d_MA_SPG,0.001277,495
Volume_SPXU,0.001747,495
Variance_45d_SPXU,0.005746,495
Variance_5d_MA_SPXU,0.081984,495
Variance_5d_MA_SSO,1.761563,495
Variance_45d_MA_SWKS,0.377517,495
Variance_5d_MA_SWKS,0.001167,495
Beta_45d_TGT,0.000137,495
Beta_45d_TNA,0.044202,495
Log_Return_TXN,0.000271,495
Log_Return_T,0.000878,495
Log_Return_UAL,0.000265,495
Log_Return_UPS,0.000178,495
Volume_VEA,0.001025,495
MA_45d_VIX,0.021090,495
Volume_VLO,0.000516,495
Log_Return_VLO,0.000384,495
MA_5d_VLO,0.001355,495
Variance_5d_MA_VOO,0.161120,495
Volume_VTI,0.001011,495
Variance_45d_VTI,0.014051,495
MA_5d_VWO,0.000342,495
Beta_45d_VXX,0.022785,495
Variance_45d_VZ,0.000761,495
Beta_45d_WBA,0.001057,495
Variance_45d_MA_WBA,0.002198,495
Variance_45d_WMB,0.003602,495
MA_45d_WMB,0.032733,495
Variance_45d_WW,0.000327,495
Variance_45d_MA_WW,0.000287,495
MA_45d_WW,0.014138,495
Variance_45d_XLF,0.035766,495
Variance_45d_XLI,0.024889,495
Variance_5d_MA_XLI,0.003821,495
Close_XLK,0.074605,495
Variance_45d_XLV,0.054097,495
Close,0.000085,515
Volume,0.000850,515
target_multiplier,0.097753,515
Volume_AABA,0.000015,515
Beta_45d_AAPL,0.011042,515
MA_5d_AAPL,0.001759,515
Adj_Close_ABT,0.048679,515
Beta_45d_ABT,0.000195,515
Log_Return_ACN,0.000318,515
Log_Return_AIG,0.000167,515
Beta_45d_AMGN,0.009767,515
MA_45d_AMGN,0.007171,515
Close_ANDV,0.000566,515
Volume_AVGO,0.000067,515
Variance_5d_MA_BDX,0.007929,515
Variance_45d_BIIB,0.010080,515
MA_45d_BKNG,0.000082,515
Beta_45d_BK,0.000498,515
Variance_5d_MA_BK,0.000003,515
Volume_BLK,0.000632,515
Beta_45d_BLK,1.760826,515
Variance_5d_MA_BLK,0.018075,515
Log_Return_BMY,0.000561,515
Volume_BP,0.001524,515
Variance_5d_MA_BRCM,0.019841,515
MA_5d_BRCM,0.002525,515
Beta_45d_CAT,0.000595,515
MA_45d_CMCS.A,0.001670,515
Variance_5d_MA_CRM,0.000273,515
Log_Return_CSCO,0.000242,515
Variance_5d_MA_CVX,0.120443,515
Volume_C,0.001025,515
Variance_45d_MA_DAL,0.003016,515
Variance_45d_DD,0.021891,515
MA_45d_EEM,0.017586,515
Variance_45d_MA_EOG,0.001296,515
Variance_45d_EPD,0.058914,515
Variance_45d_MA_EWG,0.050832,515
MA_5d_EWG,0.000300,515
MA_45d_EWZ,0.000249,515
Beta_45d_EXPE,0.070501,515
Variance_45d_MA_EXPE,0.400259,515
Volume_EZU,0.000103,515
Beta_45d_FDX,0.054271,515
Variance_45d_FDX,0.001075,515
MA_5d_GDX,0.000323,515
Beta_45d_GE,0.005223,515
Close_GLD,0.000592,515
MA_45d_GOOG.L,0.006914,515
Beta_45d_HAL,0.000959,515
Variance_5d_MA_HD,0.061533,515
MA_45d_HEDJ,0.000518,515
MA_5d_HEDJ,0.000671,515
Variance_45d_MA_HYG,0.370360,515
Volume_IBM,0.000391,515
MA_5d_ICE,0.002655,515
Beta_45d_IEF,0.000148,515
Volume_ILMN,0.000875,515
Beta_45d_ILMN,0.006516,515
MA_5d_ILMN,0.009670,515
Variance_5d_MA_IVV,2.507349,515
Variance_45d_IWF,0.037357,515
Variance_5d_MA_IWF,0.212045,515
Beta_45d_IWM,0.009307,515
Beta_45d_IWN,0.001798,515
Variance_45d_IWN,0.061648,515
Beta_45d_KR,0.000584,515
Log_Return_LBTY.K,0.000454,515
Beta_45d_LMT,0.001430,515
Log_Return_LOW,0.001384,515
Variance_5d_MA_LOW,0.008311,515
Volume_MCK,0.000332,515
Log_Return_MCK,0.000150,515
Beta_45d_MET,0.000772,515
Beta_45d_MON,0.005229,515
Close_MO,0.037393,515
Close_MSFT,0.020413,515
Variance_5d_MA_MS,0.054511,515
Variance_5d_MA_MU,0.003288,515
Variance_5d_MA_NFLX,0.020863,515
MA_5d_NFLX,0.000073,515
Close_PM,0.007086,515
Adj_Close_PM,0.003339,515
Close_PXD,0.001566,515
Beta_45d_QCOM,0.063404,515
Beta_45d_QQQ,0.019042,515
MA_45d_REGN,0.004250,515
Volume_SCHW,0.000951,515
Volume_SHY,0.000157,515
Adj_Close_SIG,0.007229,515
Variance_5d_MA_SIG,0.457801,515
Adj_Close_SLB,0.000701,515
MA_45d_SLB,0.000094,515
MA_5d_SLB,0.000176,515
Volume_SO,0.000227,515
Beta_45d_SO,0.005633,515
Variance_5d_MA_SO,0.021660,515
Variance_45d_SPG,0.000203,515
Variance_45d_SSO,0.504337,515
Adj_Close_SWKS,0.002794,515
Variance_45d_TFCF.A,0.064893,515
MA_5d_TGT,0.000593,515
Beta_45d_TQQQ,0.357119,515
Variance_45d_TQQQ,0.509458,515
Variance_45d_MA_TWX,0.010241,515
Volume_UNH,0.000720,515
Variance_5d_MA_USO,0.007684,515
Variance_45d_UTX,0.000128,515
Volume_VLO,0.001651,515
Variance_45d_VLO,0.000733,515
MA_45d_VLO,0.016583,515
Volume_VNQ,0.000225,515
Volume_VTI,0.000510,515
Beta_45d_VTI,0.001511,515
Variance_45d_VTI,0.728393,515
Beta_45d_VXX,1.924007,515
Variance_5d_MA_VXX,0.000283,515
Variance_45d_VZ,0.000389,515
Variance_45d_MA_WBA,0.002794,515
Variance_45d_WFC,0.002731,515
MA_5d_WFC,0.000566,515
Adj_Close_WW,0.001113,515
Variance_45d_MA_WW,0.095832,515
MA_45d_WW,0.000145,515
Beta_45d_XLB,0.000834,515
Volume_XLF,0.000561,515
Variance_5d_MA_XLI,0.012246,515
Variance_5d_MA_XLK,0.000200,515
Beta_45d_XLU,0.001629,515
Variance_5d_MA_XLY,0.011298,515
Variance_5d_MA_XOM,0.000405,515
Close,0.000868,500
Variance_45d,0.001036,500
target_multiplier,0.079357,500
MA_5d_ABT,0.003172,500
Variance_45d_MA_AGN,0.000537,500
Variance_45d_ALXN,0.002385,500
Beta_45d_AMGN,0.038775,500
MA_5d_AMGN,0.081513,500
Log_Return_APC,0.001786,500
MA_5d_ATVI,0.000302,500
Close_AVGO,0.005209,500
MA_5d_BA,0.000480,500
Variance_5d_MA_BDX,0.460572,500
MA_45d_BIDU,0.002479,500
Volume_BIIB,0.001308,500
Volume_BK,0.000855,500
SPY_Return_BK,0.000056,500
Beta_45d_BK,0.000039,500
Variance_45d_BK,0.009250,500
Variance_5d_MA_BK,0.030286,500
Close_BLK,0.000069,500
Volume_BLK,0.000008,500
SPY_Return_BLK,0.000031,500
Variance_45d_MA_BP,0.009964,500
Beta_45d_BRCM,1.611450,500
Variance_5d_MA_BRCM,0.000543,500
Beta_45d_CB,0.003062,500
MA_45d_CMCS.A,0.000191,500
Log_Return_CMG,0.000221,500
Log_Return_CSCO,0.000267,500
Variance_5d_MA_CVX,0.013479,500
Close_C,0.000220,500
Beta_45d_DAL,0.000410,500
Variance_45d_DIA,0.013028,500
Variance_45d_MA_DXJ,0.006043,500
MA_45d_EEM,0.000236,500
Variance_5d_MA_EFA,0.000118,500
MA_5d_EFA,0.004412,500
Variance_5d_MA_EOG,0.006066,500
Variance_45d_EPD,0.000251,500
Volume_EWG,0.000312,500
Beta_45d_EWG,0.000303,500
Close_EWZ,0.000613,500
Volume_EWZ,0.000054,500
Beta_45d_EXPE,0.089325,500
Variance_45d_MA_EXPE,0.088389,500
MA_5d_EXPE,0.000306,500
Beta_45d_FDX,0.007898,500
Close_F,0.000739,500
Close_GILD,0.001139,500
Beta_45d_GOOG.L,0.003066,500
Beta_45d_HAL,0.000431,500
Variance_45d_HD,0.061650,500
Variance_45d_HYG,0.101932,500
Variance_45d_MA_HYG,0.200065,500
Volume_IBB,0.001122,500
Beta_45d_ICE,0.000982,500
Variance_45d_MA_ICE,0.000885,500
MA_5d_ICE,0.003633,500
Volume_ILMN,0.000182,500
Log_Return_ILMN,0.001926,500
Beta_45d_ILMN,0.046419,500
Log_Return_INTC,0.000554,500
Variance_45d_IVV,0.079083,500
Variance_5d_MA_IVV,2.382155,500
Volume_IWF,0.008658,500
Variance_45d_IWF,0.505044,500
Variance_5d_MA_IWF,1.209548,500
Volume_IWM,0.000066,500
Beta_45d_IWM,0.000349,500
Variance_45d_IWN,0.033009,500
Variance_5d_MA_IYR,0.002357,500
Beta_45d_KO,0.000297,500
Variance_5d_MA_KR,0.072336,500
MA_5d_KR,0.002223,500
Volume_LLY,0.000337,500
Beta_45d_LLY,0.001981,500
